source_release,workbook_basename,workbook_sha256,sheet,source_row,source_cell,source_year_cell,source_status_cell,source_formula,asserted_formula,FY,period,period_status,source_label,source_series_id,runtime_series_id,dashboard_label,source_display_name,label,series_id,display_name,section,unit,metric_type,row_role,value,value_status,source_kind
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,I30,I1,I2,,,2008,FY2008,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,J30,J1,J2,,,2009,FY2009,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,K30,K1,K2,,,2010,FY2010,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,L30,L1,L2,,,2011,FY2011,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,M30,M1,M2,,,2012,FY2012,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,N30,N1,N2,,,2013,FY2013,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,O30,O1,O2,,,2014,FY2014,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,P30,P1,P2,,,2015,FY2015,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,Q30,Q1,Q2,,,2016,FY2016,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,R30,R1,R2,,,2017,FY2017,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,S30,S1,S2,,,2018,FY2018,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,T30,T1,T2,,,2019,FY2019,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,U30,U1,U2,,,2020,FY2020,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,V30,V1,V2,,,2021,FY2021,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,W30,W1,W2,,,2022,FY2022,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,X30,X1,X2,,,2023,FY2023,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,Y30,Y1,Y2,,,2024,FY2024,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,28.0351797217391,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,Z30,Z1,Z2,,,2025,FY2025,ACTUAL,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,55.4022559304348,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AA30,AA1,AA2,,,2026,FY2026,ST_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,81.4648074039889,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AB30,AB1,AB2,,,2027,FY2027,ST_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,114.634116955081,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AC30,AC1,AC2,,,2028,FY2028,ST_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,161.835735956468,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AD30,AD1,AD2,,,2029,FY2029,ST_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,215.525243664418,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AE30,AE1,AE2,,,2030,FY2030,ST_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,276.56467906435,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AF30,AF1,AF2,,,2031,FY2031,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,346.954724469289,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AG30,AG1,AG2,,,2032,FY2032,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,429.313412445529,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AH30,AH1,AH2,,,2033,FY2033,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,527.336552294783,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AI30,AI1,AI2,,,2034,FY2034,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,649.543552205186,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AJ30,AJ1,AJ2,,,2035,FY2035,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,801.089275482007,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AK30,AK1,AK2,,,2036,FY2036,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,984.979893802953,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AL30,AL1,AL2,,,2037,FY2037,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,1208.15350381081,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AM30,AM1,AM2,,,2038,FY2038,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,1472.30544052707,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AN30,AN1,AN2,,,2039,FY2039,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,1786.24132937004,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AO30,AO1,AO2,,,2040,FY2040,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,2153.0279249591,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AP30,AP1,AP2,,,2041,FY2041,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,2561.82733740386,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AQ30,AQ1,AQ2,,,2042,FY2042,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,3008.76402757176,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AR30,AR1,AR2,,,2043,FY2043,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,3472.7959487599,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AS30,AS1,AS2,,,2044,FY2044,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,3927.97404130812,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AT30,AT1,AT2,,,2045,FY2045,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,4382.26487557937,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AU30,AU1,AU2,,,2046,FY2046,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,4862.04151332838,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AV30,AV1,AV2,,,2047,FY2047,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,5354.10981215937,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AW30,AW1,AW2,,,2048,FY2048,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,5873.68082204803,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AX30,AX1,AX2,,,2049,FY2049,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,6380.74849043867,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AY30,AY1,AY2,,,2050,FY2050,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,6855.01700437808,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,AZ30,AZ1,AZ2,,,2051,FY2051,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,7329.78509423196,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,BA30,BA1,BA2,,,2052,FY2052,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,7769.41709350053,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,BB30,BB1,BB2,,,2053,FY2053,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,8200.70944158934,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,BC30,BC1,BC2,,,2054,FY2054,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,8524.24961117903,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,30,BD30,BD1,BD2,,,2055,FY2055,LT_FORECAST,Light BEV RUC net revenue (m $),light_bev_ruc_net_revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,8758.452499085,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,31,B31,B1,B2,,,2001,FY2001,ACTUAL,Heavy BEV RUC net revenue (m $),heavy_bev_ruc_net_revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,31,C31,C1,C2,,,2002,FY2002,ACTUAL,Heavy BEV RUC net revenue (m $),heavy_bev_ruc_net_revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,31,D31,D1,D2,,,2003,FY2003,ACTUAL,Heavy BEV RUC net revenue (m $),heavy_bev_ruc_net_revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,31,E31,E1,E2,,,2004,FY2004,ACTUAL,Heavy BEV RUC net revenue (m $),heavy_bev_ruc_net_revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,31,F31,F1,F2,,,2005,FY2005,ACTUAL,Heavy BEV RUC net revenue (m $),heavy_bev_ruc_net_revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,31,G31,G1,G2,,,2006,FY2006,ACTUAL,Heavy BEV RUC net revenue (m $),heavy_bev_ruc_net_revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,official_source_row
