stream,level,candidate,FY,quarter_horizon,evidence_state,relative_width_pct
LIGHT_RUC,80,legacy_constant,2029,16,extended_conditional,4.5527
LIGHT_RUC,80,legacy_constant,2030,20,extended_conditional,4.5527
LIGHT_RUC,80,legacy_constant,2031,24,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2032,28,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2033,32,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2034,36,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2035,40,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2036,44,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2037,48,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2038,52,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2039,56,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2040,60,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2041,64,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2042,68,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2043,72,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2044,76,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2045,80,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2046,84,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2047,88,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2048,92,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2049,96,inferred_long_run,4.5527
LIGHT_RUC,80,legacy_constant,2050,100,inferred_long_run,4.5527
PED,50,plateau,2026,4,backtest_supported,2.117187571379453
PED,50,plateau,2027,8,backtest_supported,3.0679899286841525
PED,50,plateau,2028,12,backtest_supported,7.458256438936484
PED,50,plateau,2029,16,extended_conditional,10.409459897907723
PED,50,plateau,2030,20,extended_conditional,10.46382541895916
PED,50,plateau,2031,24,inferred_long_run,10.46382541895916
PED,50,plateau,2032,28,inferred_long_run,10.46382541895916
PED,50,plateau,2033,32,inferred_long_run,10.46382541895916
PED,50,plateau,2034,36,inferred_long_run,10.46382541895916
PED,50,plateau,2035,40,inferred_long_run,10.46382541895916
PED,50,plateau,2036,44,inferred_long_run,10.46382541895916
PED,50,plateau,2037,48,inferred_long_run,10.46382541895916
PED,50,plateau,2038,52,inferred_long_run,10.46382541895916
PED,50,plateau,2039,56,inferred_long_run,10.46382541895916
PED,50,plateau,2040,60,inferred_long_run,10.46382541895916
PED,50,plateau,2041,64,inferred_long_run,10.46382541895916
PED,50,plateau,2042,68,inferred_long_run,10.46382541895916
PED,50,plateau,2043,72,inferred_long_run,10.46382541895916
PED,50,plateau,2044,76,inferred_long_run,10.46382541895916
PED,50,plateau,2045,80,inferred_long_run,10.46382541895916
PED,50,plateau,2046,84,inferred_long_run,10.46382541895916
PED,50,plateau,2047,88,inferred_long_run,10.46382541895916
PED,50,plateau,2048,92,inferred_long_run,10.46382541895916
PED,50,plateau,2049,96,inferred_long_run,10.46382541895916
PED,50,plateau,2050,100,inferred_long_run,10.46382541895916
PED,50,saturating,2026,4,backtest_supported,2.117187571379453
PED,50,saturating,2027,8,backtest_supported,3.0679899286841525
PED,50,saturating,2028,12,backtest_supported,7.458256438936484
PED,50,saturating,2029,16,extended_conditional,10.409459897907723
PED,50,saturating,2030,20,extended_conditional,10.46382541895916
PED,50,saturating,2031,24,inferred_long_run,13.72231608412126
PED,50,saturating,2032,28,inferred_long_run,15.782114385299955
PED,50,saturating,2033,32,inferred_long_run,17.755432580424113
PED,50,saturating,2034,36,inferred_long_run,19.64590151467837
PED,50,saturating,2035,40,inferred_long_run,21.45699959313884
PED,50,saturating,2036,44,inferred_long_run,23.192059180932112
PED,50,saturating,2037,48,inferred_long_run,24.854272734685324
PED,50,saturating,2038,52,inferred_long_run,26.446698676548756
PED,50,saturating,2039,56,inferred_long_run,27.97226702159915
PED,50,saturating,2040,60,inferred_long_run,29.433784768977958
PED,50,saturating,2041,64,inferred_long_run,30.833941066683945
PED,50,saturating,2042,68,inferred_long_run,32.17531215952338
PED,50,saturating,2043,72,inferred_long_run,33.46036612932174
PED,50,saturating,2044,76,inferred_long_run,34.691467436118884
PED,50,saturating,2045,80,inferred_long_run,35.87088126870323
PED,50,saturating,2046,84,inferred_long_run,37.000777712489985
PED,50,saturating,2047,88,inferred_long_run,38.08323574241192
PED,50,saturating,2048,92,inferred_long_run,39.120247048169816
PED,50,saturating,2049,96,inferred_long_run,40.11371969888056
PED,50,saturating,2050,100,inferred_long_run,41.0654816538661
PED,50,sqrt_stress,2026,4,backtest_supported,2.117187571379453
PED,50,sqrt_stress,2027,8,backtest_supported,3.0679899286841525
PED,50,sqrt_stress,2028,12,backtest_supported,7.458256438936484
PED,50,sqrt_stress,2029,16,extended_conditional,10.409459897907723
PED,50,sqrt_stress,2030,20,extended_conditional,10.46382541895916
PED,50,sqrt_stress,2031,24,inferred_long_run,11.462546439519755
PED,50,sqrt_stress,2032,28,inferred_long_run,12.380965202997631
PED,50,sqrt_stress,2033,32,inferred_long_run,13.235808544910634
PED,50,sqrt_stress,2034,36,inferred_long_run,14.038694964889741
PED,50,sqrt_stress,2035,40,inferred_long_run,14.798083821796379
PED,50,sqrt_stress,2036,44,inferred_long_run,15.520361248263614
PED,50,sqrt_stress,2037,48,inferred_long_run,16.210488634100273
PED,50,sqrt_stress,2038,52,inferred_long_run,16.872411512169364
PED,50,sqrt_stress,2039,56,inferred_long_run,17.50932890534861
PED,50,sqrt_stress,2040,60,inferred_long_run,18.12387726716796
PED,50,sqrt_stress,2041,64,inferred_long_run,18.71825995318632
PED,50,sqrt_stress,2042,68,inferred_long_run,19.294340728689072
PED,50,sqrt_stress,2043,72,inferred_long_run,19.853712817365953
PED,50,sqrt_stress,2044,76,inferred_long_run,20.397750883715887
PED,50,sqrt_stress,2045,80,inferred_long_run,20.92765083791832
PED,50,sqrt_stress,2046,84,inferred_long_run,21.444460778334218
PED,50,sqrt_stress,2047,88,inferred_long_run,21.949105370224224
PED,50,sqrt_stress,2048,92,inferred_long_run,22.442405286263256
PED,50,sqrt_stress,2049,96,inferred_long_run,22.92509287903951
PED,50,sqrt_stress,2050,100,inferred_long_run,23.397824941482902
PED,50,legacy_constant,2026,4,backtest_supported,2.445905
PED,50,legacy_constant,2027,8,backtest_supported,2.445905
PED,50,legacy_constant,2028,12,backtest_supported,2.445905
PED,50,legacy_constant,2029,16,extended_conditional,2.445905
PED,50,legacy_constant,2030,20,extended_conditional,2.445905
PED,50,legacy_constant,2031,24,inferred_long_run,2.445905
PED,50,legacy_constant,2032,28,inferred_long_run,2.445905
PED,50,legacy_constant,2033,32,inferred_long_run,2.445905
PED,50,legacy_constant,2034,36,inferred_long_run,2.445905
PED,50,legacy_constant,2035,40,inferred_long_run,2.445905
PED,50,legacy_constant,2036,44,inferred_long_run,2.445905
PED,50,legacy_constant,2037,48,inferred_long_run,2.445905
PED,50,legacy_constant,2038,52,inferred_long_run,2.445905
PED,50,legacy_constant,2039,56,inferred_long_run,2.445905
PED,50,legacy_constant,2040,60,inferred_long_run,2.445905
PED,50,legacy_constant,2041,64,inferred_long_run,2.445905
PED,50,legacy_constant,2042,68,inferred_long_run,2.445905
PED,50,legacy_constant,2043,72,inferred_long_run,2.445905
PED,50,legacy_constant,2044,76,inferred_long_run,2.445905
PED,50,legacy_constant,2045,80,inferred_long_run,2.445905
PED,50,legacy_constant,2046,84,inferred_long_run,2.445905
PED,50,legacy_constant,2047,88,inferred_long_run,2.445905
PED,50,legacy_constant,2048,92,inferred_long_run,2.445905
PED,50,legacy_constant,2049,96,inferred_long_run,2.445905
PED,50,legacy_constant,2050,100,inferred_long_run,2.445905
PED,80,plateau,2026,4,backtest_supported,6.480838549310109
PED,80,plateau,2027,8,backtest_supported,11.851522634686216
PED,80,plateau,2028,12,backtest_supported,12.794052884710828
PED,80,plateau,2029,16,extended_conditional,12.794052884710828
PED,80,plateau,2030,20,extended_conditional,12.794052884710828
PED,80,plateau,2031,24,inferred_long_run,12.794052884710828
PED,80,plateau,2032,28,inferred_long_run,12.794052884710828
PED,80,plateau,2033,32,inferred_long_run,12.794052884710828
PED,80,plateau,2034,36,inferred_long_run,12.794052884710828
PED,80,plateau,2035,40,inferred_long_run,12.794052884710828
PED,80,plateau,2036,44,inferred_long_run,12.794052884710828
PED,80,plateau,2037,48,inferred_long_run,12.794052884710828
PED,80,plateau,2038,52,inferred_long_run,12.794052884710828
PED,80,plateau,2039,56,inferred_long_run,12.794052884710828
PED,80,plateau,2040,60,inferred_long_run,12.794052884710828
PED,80,plateau,2041,64,inferred_long_run,12.794052884710828
PED,80,plateau,2042,68,inferred_long_run,12.794052884710828
PED,80,plateau,2043,72,inferred_long_run,12.794052884710828
PED,80,plateau,2044,76,inferred_long_run,12.794052884710828
PED,80,plateau,2045,80,inferred_long_run,12.794052884710828
PED,80,plateau,2046,84,inferred_long_run,12.794052884710828
PED,80,plateau,2047,88,inferred_long_run,12.794052884710828
PED,80,plateau,2048,92,inferred_long_run,12.794052884710828
PED,80,plateau,2049,96,inferred_long_run,12.794052884710828
PED,80,plateau,2050,100,inferred_long_run,12.794052884710828
PED,80,saturating,2026,4,backtest_supported,6.480838549310109
PED,80,saturating,2027,8,backtest_supported,11.851522634686216
PED,80,saturating,2028,12,backtest_supported,12.794052884710828
PED,80,saturating,2029,16,extended_conditional,12.794052884710828
PED,80,saturating,2030,20,extended_conditional,12.794052884710828
PED,80,saturating,2031,24,inferred_long_run,13.413793841243221
PED,80,saturating,2032,28,inferred_long_run,13.463722107674835
PED,80,saturating,2033,32,inferred_long_run,13.485265759666081
PED,80,saturating,2034,36,inferred_long_run,13.494561675072148
PED,80,saturating,2035,40,inferred_long_run,13.498572789031465
PED,80,saturating,2036,44,inferred_long_run,13.500303552973673
PED,80,saturating,2037,48,inferred_long_run,13.501050363922957
PED,80,saturating,2038,52,inferred_long_run,13.501372606939679
PED,80,saturating,2039,56,inferred_long_run,13.501511652252185
PED,80,saturating,2040,60,inferred_long_run,13.501571649204568
PED,80,saturating,2041,64,inferred_long_run,13.501597537414895
PED,80,saturating,2042,68,inferred_long_run,13.501608707972855
PED,80,saturating,2043,72,inferred_long_run,13.501613527980245
PED,80,saturating,2044,76,inferred_long_run,13.501615607775305
PED,80,saturating,2045,80,inferred_long_run,13.50161650519042
PED,80,saturating,2046,84,inferred_long_run,13.501616892417942
PED,80,saturating,2047,88,inferred_long_run,13.501617059503555
PED,80,saturating,2048,92,inferred_long_run,13.501617131599675
PED,80,saturating,2049,96,inferred_long_run,13.50161716270858
PED,80,saturating,2050,100,inferred_long_run,13.501617176131827
PED,80,sqrt_stress,2026,4,backtest_supported,6.480838549310109
PED,80,sqrt_stress,2027,8,backtest_supported,11.851522634686216
PED,80,sqrt_stress,2028,12,backtest_supported,12.794052884710828
PED,80,sqrt_stress,2029,16,extended_conditional,12.794052884710828
PED,80,sqrt_stress,2030,20,extended_conditional,12.794052884710828
PED,80,sqrt_stress,2031,24,inferred_long_run,14.015182733740325
PED,80,sqrt_stress,2032,28,inferred_long_run,15.13812752302901
PED,80,sqrt_stress,2033,32,inferred_long_run,16.183339048133544
PED,80,sqrt_stress,2034,36,inferred_long_run,17.165023174764414
PED,80,sqrt_stress,2035,40,inferred_long_run,18.093523107276674
PED,80,sqrt_stress,2036,44,inferred_long_run,18.97664712948287
PED,80,sqrt_stress,2037,48,inferred_long_run,19.8204615011928
PED,80,sqrt_stress,2038,52,inferred_long_run,20.62979040038026
PED,80,sqrt_stress,2039,56,inferred_long_run,21.408545252001055
PED,80,sqrt_stress,2040,60,inferred_long_run,22.159949631042313
PED,80,sqrt_stress,2041,64,inferred_long_run,22.886697566352552
PED,80,sqrt_stress,2042,68,inferred_long_run,23.59106787190956
PED,80,sqrt_stress,2043,72,inferred_long_run,24.275008572200317
PED,80,sqrt_stress,2044,76,inferred_long_run,24.94020046077726
PED,80,sqrt_stress,2045,80,inferred_long_run,25.588105769421656
PED,80,sqrt_stress,2046,84,inferred_long_run,26.220006001343048
PED,80,sqrt_stress,2047,88,inferred_long_run,26.837031738883137
PED,80,sqrt_stress,2048,92,inferred_long_run,27.44018641330952
PED,80,sqrt_stress,2049,96,inferred_long_run,28.03036546748065
PED,80,sqrt_stress,2050,100,inferred_long_run,28.608371957940694
PED,80,legacy_constant,2026,4,backtest_supported,4.4471
PED,80,legacy_constant,2027,8,backtest_supported,4.4471
PED,80,legacy_constant,2028,12,backtest_supported,4.4471
PED,80,legacy_constant,2029,16,extended_conditional,4.4471
PED,80,legacy_constant,2030,20,extended_conditional,4.4471
PED,80,legacy_constant,2031,24,inferred_long_run,4.4471
PED,80,legacy_constant,2032,28,inferred_long_run,4.4471
PED,80,legacy_constant,2033,32,inferred_long_run,4.4471
PED,80,legacy_constant,2034,36,inferred_long_run,4.4471
PED,80,legacy_constant,2035,40,inferred_long_run,4.4471
PED,80,legacy_constant,2036,44,inferred_long_run,4.4471
PED,80,legacy_constant,2037,48,inferred_long_run,4.4471
PED,80,legacy_constant,2038,52,inferred_long_run,4.4471
PED,80,legacy_constant,2039,56,inferred_long_run,4.4471
PED,80,legacy_constant,2040,60,inferred_long_run,4.4471
PED,80,legacy_constant,2041,64,inferred_long_run,4.4471
PED,80,legacy_constant,2042,68,inferred_long_run,4.4471
PED,80,legacy_constant,2043,72,inferred_long_run,4.4471
PED,80,legacy_constant,2044,76,inferred_long_run,4.4471
PED,80,legacy_constant,2045,80,inferred_long_run,4.4471
PED,80,legacy_constant,2046,84,inferred_long_run,4.4471
PED,80,legacy_constant,2047,88,inferred_long_run,4.4471
PED,80,legacy_constant,2048,92,inferred_long_run,4.4471
PED,80,legacy_constant,2049,96,inferred_long_run,4.4471
PED,80,legacy_constant,2050,100,inferred_long_run,4.4471
