FY,output_series_id,expression,draws_checked,max_abs_residual,closes
2030,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2030,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2030,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2030,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2030,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2030,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2030,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2030,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2030,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2030,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2030,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2030,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2031,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2031,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2031,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2031,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2031,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2031,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2031,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2031,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2031,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2031,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2031,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2031,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2031,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2031,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2032,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2032,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2032,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2032,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2032,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2032,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2032,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2032,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2032,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2032,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2032,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2032,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2032,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2032,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2033,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2033,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2033,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2033,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2033,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2033,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2033,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2033,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2033,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2033,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2033,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2033,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2033,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2033,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2034,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2034,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2034,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2034,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2034,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2034,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2034,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2034,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2034,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2034,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2034,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2034,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2034,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2034,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2035,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2035,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2035,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2035,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2035,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2035,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2035,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2035,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2035,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2035,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2035,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2035,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2035,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2035,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2036,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2036,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2036,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2036,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2036,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2036,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2036,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2036,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2036,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2036,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2036,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2036,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2036,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2036,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2037,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2037,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2037,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2037,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2037,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2037,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2037,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2037,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2037,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2037,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2037,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2037,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2037,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2037,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2038,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2038,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2038,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2038,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2038,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2038,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2038,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2038,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2038,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2038,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2038,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2038,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2038,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2038,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2039,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2039,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2039,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2039,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2039,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2039,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2039,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2039,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2039,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2039,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2039,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2039,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2039,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2039,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2040,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2040,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2040,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2040,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2040,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2040,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2040,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2040,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2040,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2040,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2040,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2040,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2040,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2040,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2041,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2041,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2041,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2041,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2041,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2041,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2041,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2041,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2041,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2041,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2041,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2041,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2041,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2041,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2042,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2042,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2042,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2042,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2042,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2042,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2042,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2042,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2042,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2042,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2042,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2042,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2042,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2042,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2043,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2043,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2043,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2043,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2043,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2043,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2043,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2043,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2043,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2043,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2043,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2043,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2043,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2043,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2044,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2044,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2044,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2044,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2044,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2044,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
2044,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,10000,0.0,True
2044,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,10000,0.0,True
2044,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,10000,0.0,True
2044,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,10000,0.0,True
2044,total_revenue_net_admin,total_gross_revenue - total_admin_fees,10000,0.0,True
2044,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,10000,0.0,True
2044,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,10000,0.0,True
2044,total_fed_ruc_net_revenue,net_fed_revenue + total_ruc_net_revenue,10000,0.0,True
2045,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,10000,0.0,True
2045,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10000,0.0,True
2045,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10000,0.0,True
2045,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,10000,0.0,True
2045,net_fed_revenue,gross_fed_revenue - fed_refunds,10000,0.0,True
2045,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,10000,0.0,True
