cohort,target_window,stream,horizon,horizon_support_state,n,q10,q25,median,q75,q90,width50_pct,width80_pct,width50_boot_p05,width50_boot_p95,width80_boot_p05,width80_boot_p95
all_available,all_targets,LIGHT_RUC,13,H13-H20,18,-0.21888822122045504,-0.16991167892902134,-0.07984103838572575,0.032878490989912385,0.17109191665593074,18.968562790081478,38.31882948023431,11.00938788954875,31.865784803997066,22.396698191658558,41.65730367703723
all_available,all_targets,LIGHT_RUC,14,H13-H20,17,-0.22977718213472198,-0.1737583837407228,-0.05400765529417869,0.020729255344836862,0.12163696992907302,18.044564706998333,33.46333829958047,10.692490207696736,26.834401594509274,20.172672819377148,45.60791435379842
all_available,all_targets,LIGHT_RUC,15,H13-H20,16,-0.2415490854099647,-0.1542362987574315,-0.04591009080620351,0.023378489831829583,0.10703409227090098,16.658443620071107,32.75619469235532,9.986062464657586,26.820902923667113,19.324363091105955,44.874435615524675
all_available,all_targets,LIGHT_RUC,16,H13-H20,15,-0.28142915023458753,-0.1800499613859483,-0.03147039598893422,0.03417017339052327,0.09048125773244489,19.953219928320966,33.99966058607964,9.125370342033602,28.95936291580321,21.60443917642494,52.00835907162939
all_available,all_targets,LIGHT_RUC,17,H13-H20,14,-0.3020759323836567,-0.1916084689577211,-0.06683129947838587,-0.0012715051403823455,0.04406299677786027,17.30992378630648,30.57662601640281,7.926496473248467,27.019554948282988,18.937353761455856,43.75915890518418
all_available,all_targets,LIGHT_RUC,18,H13-H20,13,-0.33261433262562934,-0.19043647522439278,-0.057822497049414744,-0.0054827372049008226,0.029048109120620058,16.7934000036852,31.24274380311134,7.061251256154155,29.92781013474408,17.874080541923874,44.95553597816201
all_available,all_targets,LIGHT_RUC,19,H13-H20,12,-0.3477300756200774,-0.20764029416289043,-0.06475826932099575,-0.024276381444061003,0.055307202740056946,16.351667491249234,35.05757414662253,6.725852283150909,28.97897842009487,16.655531819491,46.923541597375575
all_available,all_targets,LIGHT_RUC,20,H13-H20,11,-0.3589320806007077,-0.22218447899145255,-0.09561089295372358,-0.04158471458688767,-0.01874011759214863,15.850044199742008,28.301260050588983,6.559998359688491,28.198354851658593,13.962261930167374,47.15517632738372
all_available,all_targets,PED,1,H1-H12,56,-0.01563964496407893,-0.0026801176747125286,0.0023090361882717745,0.008238146851580717,0.017009990515626256,1.0948703124474823,3.2673464986211487,0.8517283509287932,1.8962113354633152,2.28285514010954,4.746501341226761
all_available,all_targets,PED,2,H1-H12,55,-0.023809677614642567,-0.005028756243274363,0.0013644466987028688,0.009477545581168631,0.0226349428416652,1.4538732954915146,4.642152048155623,1.0587079191213378,2.3332154475506157,3.005744019188858,6.909126888945105
all_available,all_targets,PED,3,H1-H12,54,-0.037124927155148646,-0.005923411044938685,0.0008433188030010984,0.009283440865901488,0.021189373771704743,1.523256789120342,5.785970907148696,0.9242444139905492,2.7398567028749627,3.3958970981349563,8.237386346815642
all_available,all_targets,PED,4,H1-H12,53,-0.042115439110477486,-0.010340040541680109,0.0014740424253791703,0.01082629323779934,0.023294055924144855,2.117187571379453,6.480838549310109,1.1413923728393782,3.1856797591127695,3.903213637366109,9.888098930016831
all_available,all_targets,PED,5,H1-H12,52,-0.05415682646013671,-0.00970099486864737,0.005731149294297086,0.014451799581197572,0.0241297113024017,2.421082372205563,7.713965281048418,1.6174843821902463,5.025370655280348,4.993407347356638,10.607344117363708
all_available,all_targets,PED,6,H1-H12,51,-0.07040432106497399,-0.01834280514034798,0.004297449635917026,0.014706812632254491,0.02607371477088668,3.2991089702372967,9.439969810465698,1.7267631021906356,5.234757508810066,5.847397050709017,11.746205676080734
all_available,all_targets,PED,7,H1-H12,50,-0.07473807533232894,-0.014091383723408736,0.004988281697039678,0.015916117134258615,0.029066859196158753,3.003601807987155,10.150690621754134,1.783988265429608,5.827401176006546,6.345175390749014,12.741810511072217
all_available,all_targets,PED,8,H1-H12,49,-0.09263769734163621,-0.011476499553423272,0.005997560720406801,0.017448578636377002,0.029596582382974093,2.9012590078280054,11.851522634686217,1.608025144847347,8.54900486373692,6.862616640433227,13.194188865104717
all_available,all_targets,PED,9,H1-H12,48,-0.10159225588636939,-0.013732845356702649,0.009050537848526441,0.01767009252011896,0.029396469915080763,3.146611221657314,12.643497954426152,2.326066988918596,10.139825492383908,9.515377299011162,13.728909485991636
all_available,all_targets,PED,10,H1-H12,47,-0.10453988934713758,-0.025497929615763346,0.009203245843731521,0.020765432693940898,0.030997275310285635,4.615813719982242,13.074382660748308,2.382411483676794,11.428723035831212,9.83824722021568,13.797276466252361
all_available,all_targets,PED,11,H1-H12,46,-0.10682316531829045,-0.0351436875809658,0.01079254427450875,0.02265967967548356,0.02829607311689817,5.745167967733067,13.001563227458279,2.576028013065739,11.638306216254325,10.956927652181658,14.005406166831051
all_available,all_targets,PED,12,H1-H12,45,-0.10377022649830699,-0.05416983875550115,0.012785174189943469,0.021618403134776646,0.026855057864074692,7.458256438936484,12.578650576492734,2.915549617257318,11.602941466666671,11.610700729589217,14.353043563253342
all_available,all_targets,PED,13,H13-H20,44,-0.10685739246946295,-0.06867040235014826,0.011905506414570867,0.022630251710982475,0.029313583226902574,8.92539053738578,13.109363672584983,3.126076742541239,11.810539200102399,11.867773573553588,15.031945089627964
all_available,all_targets,PED,14,H13-H20,43,-0.10487225777108673,-0.07396831586301122,0.012263332600775886,0.020985604746917536,0.02710101773042789,9.25062325248549,12.70320509757239,3.611497681518795,11.933620224723661,11.926810594709814,15.694865622974564
all_available,all_targets,PED,15,H13-H20,42,-0.10571854806800078,-0.08547437347296596,0.005621477253394427,0.01994598365263756,0.027395177608085956,10.20695640958188,12.80960472363979,4.35914519305118,11.894584517677533,12.03235194316586,15.479672474096107
all_available,all_targets,PED,16,H13-H20,41,-0.10440198409750436,-0.08615705562836493,0.0016219508278977348,0.021315921078526014,0.027909224700945617,10.409459897907725,12.743924374390492,6.41039636000783,11.82306383303695,12.106187044803596,15.362298139375586
all_available,all_targets,PED,17,H13-H20,40,-0.10213675246799786,-0.09135712822587616,-0.0033682811978159788,0.01825677272125536,0.028012015360337376,10.573274171522584,12.55019724478661,7.7893405190190546,11.52857765091189,11.73645915760763,15.450906261837927
all_available,all_targets,PED,18,H13-H20,39,-0.1036027629121462,-0.09130928783003434,-0.018681771169513094,0.019321842848436868,0.029119978383719047,10.677434843545075,12.796474193489015,8.449017945800936,11.47867479562671,11.794340415770959,15.499288123251931
all_available,all_targets,PED,19,H13-H20,38,-0.10335545651269967,-0.08907313159267358,-0.03950507183055996,0.019047054006478256,0.028697170542402204,10.445093441864806,12.730653802249636,8.753860617860648,11.309906404692994,11.523945085102923,14.331843324684279
all_available,all_targets,PED,20,H13-H20,37,-0.1013060189659464,-0.08538541503439842,-0.056697879540047874,0.019560770951424954,0.029580235156702255,10.159499218904177,12.63656215840685,8.499953317291443,11.217768350990484,11.46300374740421,14.255838421225645
all_available,excl_2020_2021,HEAVY_RUC,1,H1-H12,34,-0.026313310540966448,-0.019654996971520008,-0.0049858773141057255,0.02464846548261523,0.0413845185872012,4.441784705401563,6.822292610451697,2.8919663154404467,5.416422782824266,5.232143552605894,9.38379740688886
all_available,excl_2020_2021,HEAVY_RUC,2,H1-H12,33,-0.02480416518537434,-0.021836768020806037,-0.007854356558026843,0.016980528237339608,0.0440455963480214,3.872558873169485,6.9529072986295954,2.700543547328227,5.354024716696282,4.733517711104435,8.157655344473769
all_available,excl_2020_2021,HEAVY_RUC,3,H1-H12,32,-0.031068382475197182,-0.021163739684852117,-0.007087483209247422,0.02851608054499002,0.03787403500217335,4.98679157104257,6.919111713817083,3.256077007427871,5.829664972627208,5.864604674319945,9.58212908970153
all_available,excl_2020_2021,HEAVY_RUC,4,H1-H12,31,-0.031560981288316074,-0.01827703284558393,-0.002612640580591577,0.022360380849706277,0.035869079413439656,4.072326876543642,6.758826784478278,2.9906932109668993,5.17908377904951,5.244386692092373,9.483576586644737
all_available,excl_2020_2021,HEAVY_RUC,5,H1-H12,30,-0.036222806665218585,-0.018705054330350992,0.003109515058636864,0.029677457497164803,0.041083524387956386,4.865342263540939,7.75137401010404,3.8817368226391626,6.340489170085273,6.184117200787466,9.144582496309983
all_available,excl_2020_2021,HEAVY_RUC,6,H1-H12,29,-0.040375870495972195,-0.024103470758759387,-0.00012025318590440498,0.03190224162587988,0.04485652862936331,5.6231875045389845,8.544942101284425,4.215448707499022,7.014731489931004,6.865320931614538,9.70295475857792
all_available,excl_2020_2021,HEAVY_RUC,7,H1-H12,28,-0.04278569188516324,-0.020496897972778674,-0.0033051987199314526,0.03577148315460549,0.04665199745397256,5.670724466984279,8.964062316114951,3.8384938559883945,7.005795449777076,6.834012973841726,11.086244891567599
all_available,excl_2020_2021,HEAVY_RUC,8,H1-H12,27,-0.04328892651488077,-0.023816598954397597,-0.0016847768153921464,0.03345237290929369,0.05230534723963438,5.75534172770944,9.606277295419986,3.558925000989328,7.663136844132634,7.397118121564469,11.67366994823702
all_available,excl_2020_2021,HEAVY_RUC,9,H1-H12,26,-0.040014645012335495,-0.029309106028643995,-0.005352797161367802,0.029493449177366488,0.05038417637119162,5.881644835935318,9.089967899806695,3.6514515288548823,7.261955684143906,6.958041625630512,11.539535002265069
all_available,excl_2020_2021,HEAVY_RUC,10,H1-H12,25,-0.04096064718763758,-0.027074789270716854,-0.0076282744264127705,0.02860441850451526,0.04941701422879463,5.572900641946177,9.079149623278981,2.6711520574048575,7.504683054041306,7.018692409985462,11.99426680844391
all_available,excl_2020_2021,HEAVY_RUC,11,H1-H12,24,-0.04205837959877113,-0.03552243743885386,9.275590159536145e-05,0.027261334562274142,0.04523036948714462,6.253524497340157,8.745505679548815,3.583870162600078,7.628588359059297,7.025731823200598,11.131143876732285
all_available,excl_2020_2021,HEAVY_RUC,12,H1-H12,23,-0.05360507455989615,-0.03522178855499529,-0.005074569456508673,0.022552831592289678,0.0343555127714212,5.741778959380605,8.714613472010102,3.6019862268300007,6.930196331577208,6.55633109090788,11.809225338944874
all_available,excl_2020_2021,HEAVY_RUC,13,H13-H20,22,-0.05215459853188364,-0.038034772343655376,-0.010015925615875197,0.01779741245820256,0.029607329600174058,5.527726445943648,8.086787105415262,3.315289665460741,7.210049124509954,6.483240037253612,11.009556121812116
all_available,excl_2020_2021,HEAVY_RUC,14,H13-H20,21,-0.05078218052909651,-0.03369406377412393,-0.017664579604339283,0.003328920426719135,0.02123288309637946,3.646720832142669,7.097422241147844,2.3725826863887245,5.508209658688601,4.9720067880524415,11.445915282905005
all_available,excl_2020_2021,HEAVY_RUC,15,H13-H20,20,-0.056397690779848866,-0.03379813245406479,-0.014041055242000937,0.0009059864103738484,0.018481097222391087,3.413975318944751,7.348975116137069,2.489547326178871,5.827862289385011,4.763761585097903,9.651016762503438
all_available,excl_2020_2021,HEAVY_RUC,16,H13-H20,19,-0.058957210272426126,-0.03460152455642085,-0.029231892413200802,-1.6485730893594673e-05,0.008553231712662165,3.3993251429972227,6.584280692566624,1.5289553765615582,5.455597901723586,4.361163824170433,8.855314896216992
all_available,excl_2020_2021,HEAVY_RUC,17,H13-H20,18,-0.0763447955627067,-0.046602346989132966,-0.028817100298943417,-0.003888627859209271,0.011135444957897363,4.165205430277807,8.470097526686171,2.411431564422687,6.698061648389098,5.203679168604669,9.940555262341865
all_available,excl_2020_2021,HEAVY_RUC,18,H13-H20,17,-0.06358989372061177,-0.05067139960591115,-0.03145295014124888,-0.0224291920318245,0.012369352236268248,2.7229488434612703,7.405640890961274,1.043899375727153,6.345849270903281,3.9430712060872675,10.022751481902356
all_available,excl_2020_2021,HEAVY_RUC,19,H13-H20,16,-0.08602060706279256,-0.05676499287248454,-0.031159578831141392,-0.0073115077522591405,0.008911628255139532,4.789907450450947,9.137613254041742,2.761667928143119,7.164511713029897,5.971626239771133,11.400312780738664
all_available,excl_2020_2021,HEAVY_RUC,20,H13-H20,16,-0.07135546005979565,-0.06519196528510235,-0.032940502482588785,-0.01504733474555953,0.001221577418760689,4.817771446433317,7.009147038164953,2.7415442496325104,6.2204726114610365,5.246730820004474,9.368260629793678
all_available,excl_2020_2021,LIGHT_RUC,1,H1-H12,22,-0.18628779677103005,-0.022476038092951338,0.009618770104006174,0.06645822872165875,0.13277178067511725,9.094165523755803,31.195466524821914,4.121330452152266,19.706715550722244,10.215689353141643,45.34649770645359
all_available,excl_2020_2021,LIGHT_RUC,2,H1-H12,21,-0.17010693939395852,-0.0540679168043781,0.007181207293289285,0.06662323193481484,0.2505362502961702,12.152491554630862,44.11395599346116,6.1485994549492435,30.899451603813585,17.021281020465185,57.586043977532384
all_available,excl_2020_2021,LIGHT_RUC,3,H1-H12,20,-0.13553540043584994,-0.0489851006218278,-0.00856321775393545,0.0646961352037984,0.10465633325327871,11.463948487624187,23.70807126247594,6.1797771087709785,17.72974390050477,13.959063562542337,50.47916266628215
all_available,excl_2020_2021,LIGHT_RUC,4,H1-H12,19,-0.1700692747926234,-0.055410227229719444,0.008464987578179334,0.07872866167496395,0.10119561684485298,13.581376479432429,26.288669536186738,7.34888108552656,20.043703744055946,15.092169018791013,30.35249497406887
all_available,excl_2020_2021,LIGHT_RUC,5,H1-H12,18,-0.16199679895914035,-0.08319545060790864,-0.023604386674569062,0.06569875543411688,0.13671610419801472,14.773368653041686,29.605868819278157,4.468447944601738,23.185245482937482,17.468018160653994,43.17798764906843
all_available,excl_2020_2021,LIGHT_RUC,6,H1-H12,17,-0.15491066302884215,-0.07580991276782835,-0.032323863783933794,0.07052043265352577,0.1555700621838833,14.607409557033668,31.183209807665357,4.749935286320217,28.881279232693004,16.467534217515333,50.378446830827386
all_available,excl_2020_2021,LIGHT_RUC,7,H1-H12,16,-0.16535231036212172,-0.09826900250698858,-0.05029336996416729,0.07640009202940336,0.1892075415267086,17.29892991249422,36.06966622003831,7.379435696161085,27.11367284416839,19.365810395894822,51.57830443653293
all_available,excl_2020_2021,LIGHT_RUC,8,H1-H12,16,-0.17407971274092565,-0.10457090268420728,-0.03271491934568301,0.05907690422441359,0.20263414440790095,16.014588965424526,38.4394432653303,9.022745089662344,30.20505198452419,20.42744968986564,50.67749919525822
all_available,excl_2020_2021,LIGHT_RUC,9,H1-H12,16,-0.1302866282411208,-0.09951835896728073,-0.05702857039831959,0.04745242282150326,0.18838511674638375,14.332298084812455,32.94545966151466,5.678271142710467,25.988957991861238,15.536197985755662,46.03725699890258
all_available,excl_2020_2021,LIGHT_RUC,10,H1-H12,16,-0.1415571283158353,-0.08380355377713455,-0.0407194009128172,0.03123391182985542,0.1751171748886659,11.21149161344681,32.33802224622176,5.5969942447208485,25.323316203779356,15.22756999955239,47.59819680190962
all_available,excl_2020_2021,LIGHT_RUC,11,H1-H12,16,-0.14402746307526154,-0.10546614509125321,-0.04415156636807191,0.05460631621708101,0.20226409136140888,15.621981510309757,35.83072900345699,8.225359242437857,32.30020236700965,17.78812090330053,46.57081508733921
all_available,excl_2020_2021,LIGHT_RUC,12,H1-H12,16,-0.15319860004138897,-0.11687230231193775,-0.03382365550714013,0.06228872411180521,0.1604749981573781,17.45707822727657,31.610910476465527,10.328806737943431,28.416367043662078,19.910365934350693,41.33914803455775
all_available,excl_2020_2021,LIGHT_RUC,13,H13-H20,16,-0.22698395898530996,-0.13624144272310104,-0.034516955286830714,0.047135573985219996,0.1711220399185066,17.56322003646138,38.97019912813887,10.75389986785239,31.409300736753675,23.386124111438253,42.17306771249877
all_available,excl_2020_2021,LIGHT_RUC,14,H13-H20,16,-0.2386422847487475,-0.14860015961930195,-0.04324091922868874,0.02213150617557915,0.13010278352724775,16.046455077914057,35.12488390684789,9.515380405156272,27.31580650244756,20.19223932962136,46.14973664372059
all_available,excl_2020_2021,LIGHT_RUC,15,H13-H20,16,-0.2415490854099647,-0.1542362987574315,-0.04591009080620351,0.023378489831829583,0.10703409227090098,16.658443620071107,32.75619469235532,9.986062464657586,26.820902923667113,19.324363091105955,44.874435615524675
all_available,excl_2020_2021,LIGHT_RUC,16,H13-H20,15,-0.28142915023458753,-0.1800499613859483,-0.03147039598893422,0.03417017339052327,0.09048125773244489,19.953219928320966,33.99966058607964,9.125370342033602,28.95936291580321,21.60443917642494,52.00835907162939
all_available,excl_2020_2021,LIGHT_RUC,17,H13-H20,14,-0.3020759323836567,-0.1916084689577211,-0.06683129947838587,-0.0012715051403823455,0.04406299677786027,17.30992378630648,30.57662601640281,7.926496473248467,27.019554948282988,18.937353761455856,43.75915890518418
all_available,excl_2020_2021,LIGHT_RUC,18,H13-H20,13,-0.33261433262562934,-0.19043647522439278,-0.057822497049414744,-0.0054827372049008226,0.029048109120620058,16.7934000036852,31.24274380311134,7.061251256154155,29.92781013474408,17.874080541923874,44.95553597816201
all_available,excl_2020_2021,LIGHT_RUC,19,H13-H20,12,-0.3477300756200774,-0.20764029416289043,-0.06475826932099575,-0.024276381444061003,0.055307202740056946,16.351667491249234,35.05757414662253,6.725852283150909,28.97897842009487,16.655531819491,46.923541597375575
all_available,excl_2020_2021,LIGHT_RUC,20,H13-H20,11,-0.3589320806007077,-0.22218447899145255,-0.09561089295372358,-0.04158471458688767,-0.01874011759214863,15.850044199742008,28.301260050588983,6.559998359688491,28.198354851658593,13.962261930167374,47.15517632738372
all_available,excl_2020_2021,PED,1,H1-H12,48,-0.01214662465761274,-0.0024527414906387658,0.0026080661178172833,0.007849369542205612,0.014901189290678232,1.0329992583057446,2.7085917723166597,0.7682910946775101,1.3060401862545552,1.5258125203180846,3.7387264851296
all_available,excl_2020_2021,PED,2,H1-H12,47,-0.014298388825471589,-0.0026274477670715246,0.002890446028755288,0.009477545581168631,0.01682124357239421,1.2146598785371499,3.1160169641457736,0.8418907195591019,1.598108068522,1.9987870558406673,5.416060567125047
all_available,excl_2020_2021,PED,3,H1-H12,46,-0.013456169350867261,-0.0016445061308286454,0.0031347598957421753,0.011114962993982801,0.02002776113503574,1.282011836561392,3.359570219009489,0.8391103242344811,1.8883104406454243,2.3322126003352235,5.58414311383922
all_available,excl_2020_2021,PED,4,H1-H12,45,-0.014608789754835472,-0.0008633763149964794,0.003801162054813528,0.013738273487659195,0.026674859457214397,1.4696080928800925,4.153641725761847,0.9269096355042361,2.2596117795120385,2.6701526513154494,5.525738292560489
all_available,excl_2020_2021,PED,5,H1-H12,44,-0.01543524010426562,-0.0015404124269516653,0.008254177250618496,0.014873662707810415,0.025636314567605276,1.652405268138879,4.128447841610838,1.205684778190731,2.4127412431007733,2.7439607264976553,6.440544235635168
all_available,excl_2020_2021,PED,6,H1-H12,43,-0.019164992500603592,-0.0009631192672424245,0.00587174830326119,0.017116097108847234,0.02899997769199373,1.8226072428264906,4.840708315007647,1.2748101859472234,2.6718077035845567,3.1267853951675217,6.469976013891509
all_available,excl_2020_2021,PED,7,H1-H12,42,-0.014440816618206556,-0.00121318319385901,0.0074695140768598805,0.01717044945097089,0.03093219385059918,1.8531156548031835,4.5752613324515305,1.3614617855792694,2.7492145158230064,3.105319355022229,6.433387700476533
all_available,excl_2020_2021,PED,8,H1-H12,41,-0.011476499553423272,0.0007746866560748024,0.010839307868564794,0.018463874556810318,0.03271924585857093,1.7860399046836672,4.467130211658299,1.2826989651163911,2.6666999999729657,2.783711673316136,7.045511242709102
all_available,excl_2020_2021,PED,9,H1-H12,40,-0.013258121456247798,-0.0001333454563732192,0.013840751192638575,0.023978025761885704,0.031871551094308885,2.4401146704837284,4.555550777274576,1.3850848866249432,3.4262094789452524,3.639624792169065,9.542406357536786
