source_release,workbook_basename,workbook_sha256,sheet,source_row,source_cell,source_year_cell,source_status_cell,source_formula,asserted_formula,FY,period,period_status,source_label,label,series_id,display_name,section,unit,metric_type,row_role,value,value_status,source_kind
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,34,AW34,AW6,AW7,,,2047,FY2047,LT_FORECAST,Heavy RUC net revenue (m $),Heavy RUC revenue,heavy_ruc_net_revenue,Heavy RUC revenue,RUC,$m nominal ex GST,revenue,leaf,2476.31154844859,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,34,AX34,AX6,AX7,,,2048,FY2048,LT_FORECAST,Heavy RUC net revenue (m $),Heavy RUC revenue,heavy_ruc_net_revenue,Heavy RUC revenue,RUC,$m nominal ex GST,revenue,leaf,2495.59509402488,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,34,AY34,AY6,AY7,,,2049,FY2049,LT_FORECAST,Heavy RUC net revenue (m $),Heavy RUC revenue,heavy_ruc_net_revenue,Heavy RUC revenue,RUC,$m nominal ex GST,revenue,leaf,2510.71185668179,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,34,AZ34,AZ6,AZ7,,,2050,FY2050,LT_FORECAST,Heavy RUC net revenue (m $),Heavy RUC revenue,heavy_ruc_net_revenue,Heavy RUC revenue,RUC,$m nominal ex GST,revenue,leaf,2523.10499503596,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,34,BA34,BA6,BA7,,,2051,FY2051,LT_FORECAST,Heavy RUC net revenue (m $),Heavy RUC revenue,heavy_ruc_net_revenue,Heavy RUC revenue,RUC,$m nominal ex GST,revenue,leaf,2531.98796843935,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,34,BB34,BB6,BB7,,,2052,FY2052,LT_FORECAST,Heavy RUC net revenue (m $),Heavy RUC revenue,heavy_ruc_net_revenue,Heavy RUC revenue,RUC,$m nominal ex GST,revenue,leaf,2536.24470256158,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,34,BC34,BC6,BC7,,,2053,FY2053,LT_FORECAST,Heavy RUC net revenue (m $),Heavy RUC revenue,heavy_ruc_net_revenue,Heavy RUC revenue,RUC,$m nominal ex GST,revenue,leaf,2536.65725513153,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,34,BD34,BD6,BD7,,,2054,FY2054,LT_FORECAST,Heavy RUC net revenue (m $),Heavy RUC revenue,heavy_ruc_net_revenue,Heavy RUC revenue,RUC,$m nominal ex GST,revenue,leaf,2508.10286789176,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,34,BE34,BE6,BE7,,,2055,FY2055,LT_FORECAST,Heavy RUC net revenue (m $),Heavy RUC revenue,heavy_ruc_net_revenue,Heavy RUC revenue,RUC,$m nominal ex GST,revenue,leaf,2445.76521446285,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,C35,C6,C7,,,2001,FY2001,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,D35,D6,D7,,,2002,FY2002,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,E35,E6,E7,,,2003,FY2003,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,F35,F6,F7,,,2004,FY2004,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,G35,G6,G7,,,2005,FY2005,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,H35,H6,H7,,,2006,FY2006,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,I35,I6,I7,,,2007,FY2007,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,J35,J6,J7,,,2008,FY2008,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,K35,K6,K7,,,2009,FY2009,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,L35,L6,L7,,,2010,FY2010,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,M35,M6,M7,,,2011,FY2011,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,N35,N6,N7,,,2012,FY2012,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,O35,O6,O7,,,2013,FY2013,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,P35,P6,P7,,,2014,FY2014,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,Q35,Q6,Q7,,,2015,FY2015,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,R35,R6,R7,,,2016,FY2016,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,S35,S6,S7,,,2017,FY2017,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,T35,T6,T7,,,2018,FY2018,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,U35,U6,U7,,,2019,FY2019,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,V35,V6,V7,,,2020,FY2020,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,W35,W6,W7,,,2021,FY2021,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,X35,X6,X7,,,2022,FY2022,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,Y35,Y6,Y7,,,2023,FY2023,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,Z35,Z6,Z7,,,2024,FY2024,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,28.0351797217391,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AA35,AA6,AA7,,,2025,FY2025,ACTUAL,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,55.4022559304348,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AB35,AB6,AB7,,,2026,FY2026,ST_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,81.4648074039889,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AC35,AC6,AC7,,,2027,FY2027,ST_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,114.634116955081,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AD35,AD6,AD7,,,2028,FY2028,ST_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,161.835735956468,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AE35,AE6,AE7,,,2029,FY2029,ST_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,215.525243664418,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AF35,AF6,AF7,,,2030,FY2030,ST_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,276.56467906435,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AG35,AG6,AG7,,,2031,FY2031,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,346.954724469289,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AH35,AH6,AH7,,,2032,FY2032,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,429.313412445529,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AI35,AI6,AI7,,,2033,FY2033,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,527.336552294783,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AJ35,AJ6,AJ7,,,2034,FY2034,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,649.543552205186,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AK35,AK6,AK7,,,2035,FY2035,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,801.089275482007,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AL35,AL6,AL7,,,2036,FY2036,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,984.979893802953,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AM35,AM6,AM7,,,2037,FY2037,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,1208.15350381081,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AN35,AN6,AN7,,,2038,FY2038,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,1472.30544052707,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AO35,AO6,AO7,,,2039,FY2039,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,1786.24132937004,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AP35,AP6,AP7,,,2040,FY2040,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,2153.0279249591,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AQ35,AQ6,AQ7,,,2041,FY2041,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,2561.82733740386,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AR35,AR6,AR7,,,2042,FY2042,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,3008.76402757176,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AS35,AS6,AS7,,,2043,FY2043,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,3472.7959487599,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AT35,AT6,AT7,,,2044,FY2044,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,3927.97404130812,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AU35,AU6,AU7,,,2045,FY2045,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,4382.26487557937,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AV35,AV6,AV7,,,2046,FY2046,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,4862.04151332838,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AW35,AW6,AW7,,,2047,FY2047,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,5354.10981215937,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AX35,AX6,AX7,,,2048,FY2048,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,5873.68082204803,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AY35,AY6,AY7,,,2049,FY2049,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,6380.74849043867,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,AZ35,AZ6,AZ7,,,2050,FY2050,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,6855.01700437808,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,BA35,BA6,BA7,,,2051,FY2051,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,7329.78509423196,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,BB35,BB6,BB7,,,2052,FY2052,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,7769.41709350053,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,BC35,BC6,BC7,,,2053,FY2053,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,8200.70944158934,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,BD35,BD6,BD7,,,2054,FY2054,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,8524.24961117903,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,35,BE35,BE6,BE7,,,2055,FY2055,LT_FORECAST,Light BEV RUC net revenue (m $),Light BEV RUC net revenue,light_bev_ruc_net_revenue,Light BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,8758.452499085,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,36,C36,C6,C7,,,2001,FY2001,ACTUAL,Heavy BEV RUC net revenue (m $),Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,Heavy BEV RUC net revenue,RUC,$m nominal ex GST,revenue,leaf,0,actual,mbu26_source_row
