source_release,workbook_basename,workbook_sha256,sheet,source_row,source_cell,source_year_cell,source_status_cell,source_formula,asserted_formula,FY,period,period_status,source_label,label,series_id,display_name,section,unit,metric_type,row_role,value,value_status,source_kind
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,10,BE10,BE6,BE7,,,2055,FY2055,LT_FORECAST,Light RUC net km (m km),Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,4388.46114954926,official_forecast,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,C11,C6,C7,,,2001,FY2001,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,2701.102035,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,D11,D6,D7,,,2002,FY2002,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,2831.679336,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,E11,E6,E7,,,2003,FY2003,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,2962.998821,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,F11,F6,F7,,,2004,FY2004,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3132.219685,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,G11,G6,G7,,,2005,FY2005,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3250.535392,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,H11,H6,H7,,,2006,FY2006,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3241.042596,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,I11,I6,I7,,,2007,FY2007,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3377.164127,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,J11,J6,J7,,,2008,FY2008,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3397.553935,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,K11,K6,K7,,,2009,FY2009,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3226.564126,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,L11,L6,L7,,,2010,FY2010,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3220.971628,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,M11,M6,M7,,,2011,FY2011,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3388.443183,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,N11,N6,N7,,,2012,FY2012,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3430.029183,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,O11,O6,O7,,,2013,FY2013,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3552.310017,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,P11,P6,P7,,,2014,FY2014,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3646.506756,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,Q11,Q6,Q7,,,2015,FY2015,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3698.793648,actual,mbu26_source_row
MBU26,"Revenue forecast error, annual view from BEFU 2013-25.xlsx",9aaff21f72c0a10cfa972a29d3c4f716495c79cbd72fc28e8008a65558454e12,MBU26,11,R11,R6,R7,,,2016,FY2016,ACTUAL,Heavy RUC net km (m km),Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3716.710068,actual,mbu26_source_row
