scenario_role,fy,measure,S0_pack,S1_post_macro,S2_canonical_exact_vfm,S3_selected_sensitivities,S3_alt_parametric_fit,S4_post_policy,macro_effect,canonical_composition_effect,optional_composition_effect,retired_fit_vs_canonical,policy_effect,vfm_scenario,exact_base_conventional_share,exact_base_bev_share,exact_base_phev_share
basecase,2030,light_phev_km,1824.2490733831303,1878.8897394071741,1878.889739407174,1878.889739407174,1808.0767129780131,1878.889739407174,54.64066602404387,-2.2737367544323206e-13,0.0,-70.8130264291608,0.0,Base_EV,0.732447,0.172989,0.094564
basecase,2030,light_pool_km,19291.158087465952,19868.974867890254,19868.974867890254,19868.974867890254,19868.974867890254,19868.974867890254,577.8167804243021,0.0,0.0,0.0,0.0,Base_EV,0.732447,0.172989,0.094564
basecase,2030,heavy_conventional_km,4205.391266929527,4230.412272404483,4230.412272404483,4230.412272404483,4230.412272404483,4230.412272404483,25.021005474955928,0.0,0.0,0.0,0.0,Base_EV,0.732447,0.172989,0.094564
basecase,2030,heavy_conventional_revenue,1552.6890410773983,1561.9271448665058,1561.9271448665058,1561.9271448665058,1561.9271448665058,1561.9271448665058,9.238103789107527,0.0,0.0,0.0,0.0,Base_EV,0.732447,0.172989,0.094564
basecase,2030,light_petrol_vkt,32439.89972726253,32993.321829443696,32993.321829443696,32993.321829443696,32993.321829443696,32993.321829443696,553.4221021811645,0.0,0.0,0.0,0.0,Base_EV,0.732447,0.172989,0.094564
basecase,2030,net_fed_revenue,2611.595754844779,2657.1587751622055,2657.1587751622055,2657.1587751622055,2657.1587751622055,2657.1587751622055,45.563020317426435,0.0,0.0,0.0,0.0,Base_EV,0.732447,0.172989,0.094564
basecase,2030,total_ruc_net_revenue,3195.2527127537387,3253.9778950949535,3253.9778950949535,3253.9778950949535,3257.2057789474725,3253.9778950949535,58.725182341214804,0.0,0.0,3.2278838525189713,0.0,Base_EV,0.732447,0.172989,0.094564
basecase,2030,total_nltf_net_revenue,6304.290085580202,6408.578288238843,6408.578288238843,6408.578288238843,6411.806172091362,6408.578288238843,104.28820265864124,0.0,0.0,3.2278838525189713,0.0,Base_EV,0.732447,0.172989,0.094564
basecase,2030,heavy_bev_km,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,0.0,0.0,0.0,0.0,0.0,Base_EV,0.732447,0.172989,0.094564
basecase,2030,heavy_bev_revenue,32.8477686056627,32.8477686056627,32.8477686056627,32.8477686056627,32.8477686056627,32.8477686056627,0.0,0.0,0.0,0.0,0.0,Base_EV,0.732447,0.172989,0.094564
