series_id,FY,fifty_nested_in_eighty,central_inside_eighty
ruc_refunds,2039,True,True
ruc_refunds,2040,True,True
ruc_refunds,2041,True,True
ruc_refunds,2042,True,True
ruc_refunds,2043,True,True
ruc_refunds,2044,True,True
ruc_refunds,2045,True,True
ruc_refunds,2046,True,True
ruc_refunds,2047,True,True
ruc_refunds,2048,True,True
ruc_refunds,2049,True,True
ruc_refunds,2050,True,True
ruc_revenue_net_admin,2026,True,True
ruc_revenue_net_admin,2027,True,True
ruc_revenue_net_admin,2028,True,True
ruc_revenue_net_admin,2029,True,True
ruc_revenue_net_admin,2030,True,True
ruc_revenue_net_admin,2031,True,True
ruc_revenue_net_admin,2032,True,True
ruc_revenue_net_admin,2033,True,True
ruc_revenue_net_admin,2034,True,True
ruc_revenue_net_admin,2035,True,True
ruc_revenue_net_admin,2036,True,True
ruc_revenue_net_admin,2037,True,True
ruc_revenue_net_admin,2038,True,True
ruc_revenue_net_admin,2039,True,True
ruc_revenue_net_admin,2040,True,True
ruc_revenue_net_admin,2041,True,True
ruc_revenue_net_admin,2042,True,True
ruc_revenue_net_admin,2043,True,True
ruc_revenue_net_admin,2044,True,True
ruc_revenue_net_admin,2045,True,True
ruc_revenue_net_admin,2046,True,True
ruc_revenue_net_admin,2047,True,True
ruc_revenue_net_admin,2048,True,True
ruc_revenue_net_admin,2049,True,True
ruc_revenue_net_admin,2050,True,True
total_admin_fees,2026,True,True
total_admin_fees,2027,True,True
total_admin_fees,2028,True,True
total_admin_fees,2029,True,True
total_admin_fees,2030,True,True
total_admin_fees,2031,True,True
total_admin_fees,2032,True,True
total_admin_fees,2033,True,True
total_admin_fees,2034,True,True
total_admin_fees,2035,True,True
total_admin_fees,2036,True,True
total_admin_fees,2037,True,True
total_admin_fees,2038,True,True
total_admin_fees,2039,True,True
total_admin_fees,2040,True,True
total_admin_fees,2041,True,True
total_admin_fees,2042,True,True
total_admin_fees,2043,True,True
total_admin_fees,2044,True,True
total_admin_fees,2045,True,True
total_admin_fees,2046,True,True
total_admin_fees,2047,True,True
total_admin_fees,2048,True,True
total_admin_fees,2049,True,True
total_admin_fees,2050,True,True
total_fed_ruc_net_revenue,2026,True,True
total_fed_ruc_net_revenue,2027,True,True
total_fed_ruc_net_revenue,2028,True,True
total_fed_ruc_net_revenue,2029,True,True
total_fed_ruc_net_revenue,2030,True,True
total_fed_ruc_net_revenue,2031,True,True
total_fed_ruc_net_revenue,2032,True,True
total_fed_ruc_net_revenue,2033,True,True
total_fed_ruc_net_revenue,2034,True,True
total_fed_ruc_net_revenue,2035,True,True
total_fed_ruc_net_revenue,2036,True,True
total_fed_ruc_net_revenue,2037,True,True
total_fed_ruc_net_revenue,2038,True,True
total_fed_ruc_net_revenue,2039,True,True
total_fed_ruc_net_revenue,2040,True,True
total_fed_ruc_net_revenue,2041,True,True
total_fed_ruc_net_revenue,2042,True,True
total_fed_ruc_net_revenue,2043,True,True
total_fed_ruc_net_revenue,2044,True,True
total_fed_ruc_net_revenue,2045,True,True
total_fed_ruc_net_revenue,2046,True,True
total_fed_ruc_net_revenue,2047,True,True
total_fed_ruc_net_revenue,2048,True,True
total_fed_ruc_net_revenue,2049,True,True
total_fed_ruc_net_revenue,2050,True,True
total_gross_revenue,2026,True,True
total_gross_revenue,2027,True,True
total_gross_revenue,2028,True,True
total_gross_revenue,2029,True,True
total_gross_revenue,2030,True,True
total_gross_revenue,2031,True,True
total_gross_revenue,2032,True,True
total_gross_revenue,2033,True,True
total_gross_revenue,2034,True,True
total_gross_revenue,2035,True,True
total_gross_revenue,2036,True,True
total_gross_revenue,2037,True,True
total_gross_revenue,2038,True,True
total_gross_revenue,2039,True,True
total_gross_revenue,2040,True,True
total_gross_revenue,2041,True,True
total_gross_revenue,2042,True,True
total_gross_revenue,2043,True,True
total_gross_revenue,2044,True,True
total_gross_revenue,2045,True,True
total_gross_revenue,2046,True,True
total_gross_revenue,2047,True,True
total_gross_revenue,2048,True,True
total_gross_revenue,2049,True,True
total_gross_revenue,2050,True,True
total_nltf_net_revenue,2026,True,True
total_nltf_net_revenue,2027,True,True
total_nltf_net_revenue,2028,True,True
total_nltf_net_revenue,2029,True,True
total_nltf_net_revenue,2030,True,True
total_nltf_net_revenue,2031,True,True
total_nltf_net_revenue,2032,True,True
total_nltf_net_revenue,2033,True,True
total_nltf_net_revenue,2034,True,True
total_nltf_net_revenue,2035,True,True
total_nltf_net_revenue,2036,True,True
total_nltf_net_revenue,2037,True,True
total_nltf_net_revenue,2038,True,True
total_nltf_net_revenue,2039,True,True
total_nltf_net_revenue,2040,True,True
total_nltf_net_revenue,2041,True,True
total_nltf_net_revenue,2042,True,True
total_nltf_net_revenue,2043,True,True
total_nltf_net_revenue,2044,True,True
total_nltf_net_revenue,2045,True,True
total_nltf_net_revenue,2046,True,True
total_nltf_net_revenue,2047,True,True
total_nltf_net_revenue,2048,True,True
total_nltf_net_revenue,2049,True,True
total_nltf_net_revenue,2050,True,True
total_refunds,2026,True,True
total_refunds,2027,True,True
total_refunds,2028,True,True
total_refunds,2029,True,True
total_refunds,2030,True,True
total_refunds,2031,True,True
total_refunds,2032,True,True
total_refunds,2033,True,True
total_refunds,2034,True,True
total_refunds,2035,True,True
total_refunds,2036,True,True
total_refunds,2037,True,True
total_refunds,2038,True,True
total_refunds,2039,True,True
total_refunds,2040,True,True
total_refunds,2041,True,True
total_refunds,2042,True,True
total_refunds,2043,True,True
total_refunds,2044,True,True
total_refunds,2045,True,True
total_refunds,2046,True,True
total_refunds,2047,True,True
total_refunds,2048,True,True
total_refunds,2049,True,True
total_refunds,2050,True,True
total_revenue_net_admin,2026,True,True
total_revenue_net_admin,2027,True,True
total_revenue_net_admin,2028,True,True
total_revenue_net_admin,2029,True,True
total_revenue_net_admin,2030,True,True
total_revenue_net_admin,2031,True,True
total_revenue_net_admin,2032,True,True
total_revenue_net_admin,2033,True,True
total_revenue_net_admin,2034,True,True
total_revenue_net_admin,2035,True,True
total_revenue_net_admin,2036,True,True
total_revenue_net_admin,2037,True,True
total_revenue_net_admin,2038,True,True
total_revenue_net_admin,2039,True,True
total_revenue_net_admin,2040,True,True
total_revenue_net_admin,2041,True,True
total_revenue_net_admin,2042,True,True
total_revenue_net_admin,2043,True,True
total_revenue_net_admin,2044,True,True
total_revenue_net_admin,2045,True,True
total_revenue_net_admin,2046,True,True
total_revenue_net_admin,2047,True,True
total_revenue_net_admin,2048,True,True
total_revenue_net_admin,2049,True,True
total_revenue_net_admin,2050,True,True
total_ruc_net_revenue,2026,True,True
total_ruc_net_revenue,2027,True,True
total_ruc_net_revenue,2028,True,True
total_ruc_net_revenue,2029,True,True
total_ruc_net_revenue,2030,True,True
total_ruc_net_revenue,2031,True,True
total_ruc_net_revenue,2032,True,True
total_ruc_net_revenue,2033,True,True
total_ruc_net_revenue,2034,True,True
total_ruc_net_revenue,2035,True,True
total_ruc_net_revenue,2036,True,True
total_ruc_net_revenue,2037,True,True
total_ruc_net_revenue,2038,True,True
total_ruc_net_revenue,2039,True,True
total_ruc_net_revenue,2040,True,True
total_ruc_net_revenue,2041,True,True
total_ruc_net_revenue,2042,True,True
total_ruc_net_revenue,2043,True,True
total_ruc_net_revenue,2044,True,True
total_ruc_net_revenue,2045,True,True
total_ruc_net_revenue,2046,True,True
total_ruc_net_revenue,2047,True,True
total_ruc_net_revenue,2048,True,True
total_ruc_net_revenue,2049,True,True
total_ruc_net_revenue,2050,True,True
tuc_net_revenue,2026,True,True
tuc_net_revenue,2027,True,True
tuc_net_revenue,2028,True,True
tuc_net_revenue,2029,True,True
tuc_net_revenue,2030,True,True
tuc_net_revenue,2031,True,True
tuc_net_revenue,2032,True,True
tuc_net_revenue,2033,True,True
tuc_net_revenue,2034,True,True
tuc_net_revenue,2035,True,True
tuc_net_revenue,2036,True,True
tuc_net_revenue,2037,True,True
tuc_net_revenue,2038,True,True
tuc_net_revenue,2039,True,True
tuc_net_revenue,2040,True,True
tuc_net_revenue,2041,True,True
tuc_net_revenue,2042,True,True
tuc_net_revenue,2043,True,True
tuc_net_revenue,2044,True,True
tuc_net_revenue,2045,True,True
tuc_net_revenue,2046,True,True
tuc_net_revenue,2047,True,True
tuc_net_revenue,2048,True,True
tuc_net_revenue,2049,True,True
tuc_net_revenue,2050,True,True
