series_id,FY,span80_pct_before,span80_pct_after,span50_pct_before,span50_pct_after,median_multiplier_before,median_multiplier_after,span80_pct_abs_change,span50_pct_abs_change,median_multiplier_abs_change
gross_lpg_revenue,2042,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
gross_lpg_revenue,2043,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
gross_lpg_revenue,2044,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
gross_lpg_revenue,2045,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
gross_lpg_revenue,2046,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
gross_lpg_revenue,2047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
gross_lpg_revenue,2048,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
gross_lpg_revenue,2049,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
gross_lpg_revenue,2050,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
gross_mvr_revenue,2026,12.225213049595002,12.225213049595002,7.637863312095689,7.637863312095689,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2027,12.225213049595004,12.225213049595004,7.637863312095684,7.637863312095684,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2028,12.225213049595009,12.225213049595009,7.637863312095716,7.637863312095716,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2029,12.225213049595022,12.225213049595022,7.637863312095682,7.637863312095682,1.00000000002916,1.00000000002916,0.0,0.0,0.0
gross_mvr_revenue,2030,12.225213049595016,12.225213049595016,7.637863312095684,7.637863312095684,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2031,12.225213049594997,12.225213049594997,7.637863312095694,7.637863312095694,1.00000000002916,1.00000000002916,0.0,0.0,0.0
gross_mvr_revenue,2032,12.225213049595009,12.225213049595009,7.6378633120956945,7.6378633120956945,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2033,12.225213049595006,12.225213049595006,7.637863312095678,7.637863312095678,1.00000000002916,1.00000000002916,0.0,0.0,0.0
gross_mvr_revenue,2034,12.225213049594993,12.225213049594993,7.637863312095681,7.637863312095681,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2035,12.225213049595022,12.225213049595022,7.637863312095678,7.637863312095678,1.0000000000291605,1.0000000000291605,0.0,0.0,0.0
gross_mvr_revenue,2036,12.225213049595025,12.225213049595025,7.637863312095684,7.637863312095684,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2037,12.225213049595006,12.225213049595006,7.637863312095707,7.637863312095707,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2038,12.225213049595013,12.225213049595013,7.637863312095687,7.637863312095687,1.00000000002916,1.00000000002916,0.0,0.0,0.0
gross_mvr_revenue,2039,12.225213049595,12.225213049595,7.637863312095693,7.637863312095693,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2040,12.225213049594997,12.225213049594997,7.63786331209568,7.63786331209568,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2041,12.225213049595009,12.225213049595009,7.6378633120956945,7.6378633120956945,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2042,12.225213049595013,12.225213049595013,7.637863312095686,7.637863312095686,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2043,12.225213049594988,12.225213049594988,7.637863312095704,7.637863312095704,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2044,12.225213049595006,12.225213049595006,7.637863312095672,7.637863312095672,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2045,12.225213049595006,12.225213049595006,7.63786331209568,7.63786331209568,1.0000000000291602,1.0000000000291602,0.0,0.0,0.0
gross_mvr_revenue,2046,12.225213049594986,12.225213049594986,7.63786331209571,7.63786331209571,1.00000000002916,1.00000000002916,0.0,0.0,0.0
