stream,trial_id,candidate_name,loss,model_kind,feature_set,include_target_lags,window,params_json,status,quarterly_mape,annual_mape,quarterly_bias_pct,annual_bias_pct,quarterly_p90_ape,governance_score,mape_h01_04,mape_h05_08,mape_h09_12
PED,29,PED__HPO_trial0029__diff__HPO_Ridge_alpha0_00070174__ylag__wexp,7.0569049062922,ridge,diff,True,expanding,"{""alpha"": 0.0007017399514401069, ""random_state"": 20260549}",ok,6.906303248112073,6.914200546310884,-1.039778233290522,-0.421563975881205,14.633631420138471,1.0,3.2712595766078154,8.124717662148399,9.84158320244237
PED,30,PED__HPO_trial0030__schiff__HPO_GBR_learning_rate0_0318077_max_depth1_n_estimators560__ylag__wexp,2.9954577985552606,gbr,schiff,True,expanding,"{""learning_rate"": 0.03180772054330857, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 560, ""random_state"": 20260550, ""subsample"": 1.0}",ok,2.6887574069641254,2.661835967106223,1.4027578617290566,1.6037150610365596,7.882545806697615,1.0,1.7971328955593262,2.8116125483241916,3.601506757600802
PED,31,PED__HPO_trial0031__schiff__HPO_GBR_learning_rate0_119283_max_depth1_n_estimators330__ylag__wexp,3.1071182765099015,gbr,schiff,True,expanding,"{""learning_rate"": 0.11928264186575553, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 330, ""random_state"": 20260551, ""subsample"": 1.0}",ok,2.7594994301002007,2.802669418110506,1.4824310947445467,1.6959991138982222,8.263085878548775,1.0,1.828599212585269,2.980286436875398,3.6111234400782357
PED,32,PED__HPO_trial0032__diff__HPO_GBR_learning_rate0_101501_max_depth1_n_estimators650__ylag__wexp,3.007493606129105,gbr,diff,True,expanding,"{""learning_rate"": 0.10150139110406203, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 650, ""random_state"": 20260552, ""subsample"": 1.0}",ok,2.635037979965678,2.5889709227361597,1.5500382431648314,1.809559365752365,8.502417451190537,1.0,1.7548844780187662,2.7218946348981485,3.573740360183629
PED,33,PED__HPO_trial0033__schiff__HPO_Elastic_alpha0_0488672_l1_ratio0_768733__ylag__wexp,100009.13270150615,elastic_net,schiff,True,expanding,"{""alpha"": 0.04886717765815693, ""l1_ratio"": 0.7687331610431242, ""max_iter"": 50000, ""random_state"": 20260553}",ok,9.132701506161114,9.387769842218912,9.132701506161114,9.387769842218912,16.011572665972352,1.0,7.8983454319078685,9.447806058502263,10.237465559862729
PED,34,PED__HPO_trial0034__schiff__HPO_Ridge_alpha0_579425__ylag__wexp,3.7068936172627818,ridge,schiff,True,expanding,"{""alpha"": 0.5794248967678817, ""random_state"": 20260554}",ok,3.397892397866863,3.553284302979634,0.36396173999122095,0.5808694422993665,9.867010559131375,1.0,2.3286094988746684,3.7129155300662164,4.308850150306025
PED,35,PED__HPO_trial0035__diff__HPO_GBR_learning_rate0_0328771_max_depth1_n_estimators540__ylag__w64,2.9609335331737947,gbr,diff,True,64,"{""learning_rate"": 0.03287706591040032, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 540, ""random_state"": 20260555, ""subsample"": 1.0}",ok,2.6079885836829497,2.5430073932372177,1.5214147766909265,1.7572894365560598,8.285072533036296,1.0,1.7226413489996313,2.6894127302331605,3.5587414289940758
LIGHT_RUC,1,LIGHT_RUC__HPO_trial0001__dynamic_no_leads__HPO_Elastic_alpha0_0465482_l1_ratio0_228474__noylag__w36,1000000.0,elastic_net,dynamic_no_leads,False,36,"{""alpha"": 0.046548242323191935, ""l1_ratio"": 0.22847409166413934, ""max_iter"": 50000, ""random_state"": 20260521}",failed_or_empty,,,,,,,,,
LIGHT_RUC,2,LIGHT_RUC__HPO_trial0002__rich__HPO_RESID_Elastic_alpha0_00100086_l1_ratio0_4613__ylag__w52,100020.33214193478,resid_elastic_net,rich,True,52,"{""alpha"": 0.0010008574075379317, ""l1_ratio"": 0.4612999628000767, ""max_iter"": 50000, ""random_state"": 20260522}",ok,20.332141934775944,20.997127096469946,13.99798707577338,14.700833840768912,51.408721243023535,1.0,12.93180893999171,20.952319057280807,28.91886990490641
LIGHT_RUC,3,LIGHT_RUC__HPO_trial0003__schiff__HPO_GBR_learning_rate0_0203693_max_depth1_n_estimators80__noylag__w44,14.937746495860893,gbr,schiff,False,44,"{""learning_rate"": 0.020369263946162553, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 80, ""random_state"": 20260523, ""subsample"": 0.75}",ok,13.722777010193443,14.109184148439121,-11.360828464454212,-11.891132997121431,23.985781137976993,1.0,11.38252437056301,14.501048495632734,15.774831423065958
LIGHT_RUC,4,LIGHT_RUC__HPO_trial0004__price_distributed_lags__HPO_BayesianRidge__noylag__w44,17.32807753028492,bayesian_ridge,price_distributed_lags,False,44,{},ok,16.373046357408917,13.060744096574956,-7.599205886601075,-8.780484461454005,44.18436853421423,1.0,17.74740351352813,14.843903548220277,16.389621036939293
LIGHT_RUC,5,LIGHT_RUC__HPO_trial0005__dynamic_no_leads__HPO_RESID_Ridge_alpha28_2306__ylag__w36,1000000.0,resid_ridge,dynamic_no_leads,True,36,"{""alpha"": 28.230648125000968, ""random_state"": 20260525}",failed_or_empty,,,,,,,,,
LIGHT_RUC,6,LIGHT_RUC__HPO_trial0006__dynamic_no_leads__HPO_GBR_learning_rate0_104253_max_depth2_n_estimators270__ylag__w44,10.812831854249062,gbr,dynamic_no_leads,True,44,"{""learning_rate"": 0.10425339376213953, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 270, ""random_state"": 20260526, ""subsample"": 0.75}",ok,10.575330979499569,9.237698609599208,-2.9344175933768377,-3.2703893607832497,21.31213158835552,1.0,8.87449240093191,10.768564261262378,12.491071733831562
LIGHT_RUC,7,LIGHT_RUC__HPO_trial0007__dynamic_pruned__HPO_Elastic_alpha27_7241_l1_ratio0_533687__ylag__w52,100021.6353926218,elastic_net,dynamic_pruned,True,52,"{""alpha"": 27.72405567834099, ""l1_ratio"": 0.5336865071084467, ""max_iter"": 50000, ""random_state"": 20260527}",ok,21.635392621795493,21.78129256609099,-20.820904905245495,-21.78129256609099,30.014082804807305,1.0,19.648173079566224,21.709085971744916,24.046994508606172
LIGHT_RUC,8,LIGHT_RUC__HPO_trial0008__diff__HPO_Huber_alpha35_519_epsilon1_16869__ylag__w40,17.159182645507126,huber,diff,True,40,"{""alpha"": 35.51901873844382, ""epsilon"": 1.1686864910347114, ""max_iter"": 5000}",ok,16.509005195027772,13.586266808118694,4.61653681779321,4.07033965950181,40.40121689398906,1.0,13.977534337880906,17.79170666695556,18.22637854762009
LIGHT_RUC,9,LIGHT_RUC__HPO_trial0009__schiff_no_lead__HPO_Ridge_alpha0_376836__noylag__w52,19.888923081315266,ridge,schiff_no_lead,False,52,"{""alpha"": 0.37683611468975997, ""random_state"": 20260529}",ok,18.355049779137783,16.83925868436836,10.178295495806868,9.578025677938374,39.308348605584285,1.0,12.89164692155707,19.9292985779514,23.422155899312
LIGHT_RUC,10,LIGHT_RUC__HPO_trial0010__dynamic_no_leads__HPO_RESID_Ridge_alpha0_836431__ylag__w36,1000000.0,resid_ridge,dynamic_no_leads,True,36,"{""alpha"": 0.8364311089435025, ""random_state"": 20260530}",failed_or_empty,,,,,,,,,
LIGHT_RUC,11,LIGHT_RUC__HPO_trial0011__diff__HPO_RESID_Elastic_alpha0_0791969_l1_ratio0_908545__ylag__w36,1000000.0,resid_elastic_net,diff,True,36,"{""alpha"": 0.07919693173047676, ""l1_ratio"": 0.9085453762776147, ""max_iter"": 50000, ""random_state"": 20260531}",failed_or_empty,,,,,,,,,
LIGHT_RUC,12,LIGHT_RUC__HPO_trial0012__rich__HPO_Huber_alpha0_730204_epsilon1_84275__ylag__w36,1000000.0,huber,rich,True,36,"{""alpha"": 0.7302037656374321, ""epsilon"": 1.8427469030710522, ""max_iter"": 5000}",failed_or_empty,,,,,,,,,
LIGHT_RUC,13,LIGHT_RUC__HPO_trial0013__schiff__HPO_RESID_Elastic_alpha0_0321966_l1_ratio0_47553__noylag__w40,16.285151099501217,resid_elastic_net,schiff,False,40,"{""alpha"": 0.03219656732791754, ""l1_ratio"": 0.4755303264770816, ""max_iter"": 50000, ""random_state"": 20260533}",ok,14.831535244857545,14.137760256966796,4.999401808869858,3.544414347283989,35.85706646389116,1.0,11.876807988384916,15.35626411753592,17.94417610737572
LIGHT_RUC,14,LIGHT_RUC__HPO_trial0014__schiff__HPO_GBR_learning_rate0_0279245_max_depth3_n_estimators280__noylag__w40,13.683776015471421,gbr,schiff,False,40,"{""learning_rate"": 0.027924513642791676, ""loss"": ""squared_error"", ""max_depth"": 3, ""n_estimators"": 280, ""random_state"": 20260534, ""subsample"": 0.95}",ok,12.990272286900925,11.53804786853716,-6.356566343975681,-5.418820539080527,28.579989117116238,1.0,10.750729512669517,14.295695718579998,14.315145813789798
LIGHT_RUC,15,LIGHT_RUC__HPO_trial0015__diff__HPO_RESID_Elastic_alpha0_000681638_l1_ratio0_569981__noylag__w36,1000000.0,resid_elastic_net,diff,False,36,"{""alpha"": 0.0006816377740974061, ""l1_ratio"": 0.569981032538966, ""max_iter"": 50000, ""random_state"": 20260535}",failed_or_empty,,,,,,,,,
LIGHT_RUC,16,LIGHT_RUC__HPO_trial0016__schiff__HPO_Huber_alpha0_0299365_epsilon1_57985__ylag__w44,13.90299547076715,huber,schiff,True,44,"{""alpha"": 0.029936530801905843, ""epsilon"": 1.579848083511901, ""max_iter"": 5000}",ok,13.43883101413173,11.16479251425815,2.1581698422925606,1.9879131672137302,31.637119883900965,1.0,11.47496162313349,13.263240343906343,16.1051772921538
LIGHT_RUC,17,LIGHT_RUC__HPO_trial0017__diff__HPO_Huber_alpha0_000750589_epsilon1_77025__ylag__w52,100034.97238362688,huber,diff,True,52,"{""alpha"": 0.0007505886322507366, ""epsilon"": 1.7702456053743054, ""max_iter"": 5000}",ok,34.97238362688638,15.115748399933137,15.291413279416046,2.372884747876408,51.87262944741545,1.0,51.02725131960604,25.267486703555868,25.869525344010434
LIGHT_RUC,18,LIGHT_RUC__HPO_trial0018__price_distributed_lags__HPO_Huber_alpha0_0308907_epsilon1_29157__ylag__w52,21.511626041271512,huber,price_distributed_lags,True,52,"{""alpha"": 0.030890712577657638, ""epsilon"": 1.2915656793626464, ""max_iter"": 5000}",ok,19.40954354738956,18.257077862161914,0.8728304679691944,2.9145919352571084,51.0512284642105,1.0,16.20696746922413,16.995776469274542,26.181955060146972
LIGHT_RUC,19,LIGHT_RUC__HPO_trial0019__dynamic_no_leads__HPO_RESID_Elastic_alpha74_5334_l1_ratio0_497962__ylag__w44,16.233606486940197,resid_elastic_net,dynamic_no_leads,True,44,"{""alpha"": 74.53336631289443, ""l1_ratio"": 0.4979618928709685, ""max_iter"": 50000, ""random_state"": 20260539}",ok,15.263938948892894,13.47013221608742,5.765784230117637,3.746504845800304,34.9715947816049,1.0,12.37673757720019,15.749852922871362,18.336010794159428
LIGHT_RUC,20,LIGHT_RUC__HPO_trial0020__dynamic_no_leads__HPO_RESID_Ridge_alpha32_5938__noylag__w40,18.139335923853114,resid_ridge,dynamic_no_leads,False,40,"{""alpha"": 32.593837850412136, ""random_state"": 20260540}",ok,15.922050806303004,16.797728486208744,7.235925928255159,7.248976838615338,37.9477708938511,1.0,13.046454378192285,16.079081295367093,19.354323205229484
LIGHT_RUC,21,LIGHT_RUC__HPO_trial0021__schiff__HPO_GBR_learning_rate0_0603554_max_depth2_n_estimators200__noylag__w40,12.578648165302344,gbr,schiff,False,40,"{""learning_rate"": 0.060355353104603285, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 200, ""random_state"": 20260541, ""subsample"": 0.95}",ok,12.219705208302125,10.6142792256342,-6.229133081490193,-5.996528143996968,24.47256705320894,1.0,10.138420214741172,13.35245853441213,13.542600014648665
LIGHT_RUC,22,LIGHT_RUC__HPO_trial0022__schiff_no_lead__HPO_RESID_GBR_learning_rate0_0597467_max_depth2_n_estimators190__noylag__w40,16.129459579096753,resid_gbr,schiff_no_lead,False,40,"{""learning_rate"": 0.05974673081647764, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 190, ""random_state"": 20260542, ""subsample"": 0.95}",ok,14.217199830211246,14.586688244557367,5.027235899458068,4.6443238187021825,33.989715130730126,1.0,10.031861915230673,14.847145574289128,18.755360433679495
LIGHT_RUC,23,LIGHT_RUC__HPO_trial0023__dynamic_pruned__HPO_GBR_learning_rate0_0618327_max_depth2_n_estimators210__noylag__w44,11.28124450523191,gbr,dynamic_pruned,False,44,"{""learning_rate"": 0.061832719345481006, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 210, ""random_state"": 20260543, ""subsample"": 0.95}",ok,10.954844587508884,9.71609088696467,-3.2919569613507713,-3.441617660360706,23.04067547615132,1.0,9.323270224426663,11.641165284091333,12.221712063646098
LIGHT_RUC,24,LIGHT_RUC__HPO_trial0024__dynamic_pruned__HPO_GBR_learning_rate0_0728481_max_depth2_n_estimators130__noylag__w44,11.1598730708532,gbr,dynamic_pruned,False,44,"{""learning_rate"": 0.07284812851847206, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 130, ""random_state"": 20260544, ""subsample"": 0.95}",ok,10.930876779522226,9.206059191161318,-4.037221461476512,-4.36306574619953,22.26672553403958,1.0,9.565458803609559,10.729211841629885,12.875391957568933
LIGHT_RUC,25,LIGHT_RUC__HPO_trial0025__dynamic_pruned__HPO_GBR_learning_rate0_0706532_max_depth2_n_estimators100__ylag__w44,11.100288373353646,gbr,dynamic_pruned,True,44,"{""learning_rate"": 0.07065322838208574, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 100, ""random_state"": 20260545, ""subsample"": 0.75}",ok,10.77272192502419,9.373967448026642,-3.990227802038023,-4.2910557167255,21.676997213007585,1.0,9.31188156235784,10.51552834908259,12.90034668793399
LIGHT_RUC,26,LIGHT_RUC__HPO_trial0026__dynamic_pruned__HPO_BayesianRidge__ylag__w44,13.779380096355096,bayesian_ridge,dynamic_pruned,True,44,{},ok,14.699321276493786,9.711239946188691,1.279641798606297,-0.8504916082488396,34.67512375769152,1.0,17.825373731233256,12.336592544420435,13.465992795462695
LIGHT_RUC,27,LIGHT_RUC__HPO_trial0027__dynamic_pruned__HPO_RESID_GBR_learning_rate0_0531612_max_depth2_n_estimators80__ylag__w44,16.2680435375295,resid_gbr,dynamic_pruned,True,44,"{""learning_rate"": 0.05316124243162126, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 80, ""random_state"": 20260547, ""subsample"": 0.75}",ok,15.174251745348325,13.498306211572498,5.852184701639962,3.9937292263206663,36.03352905089619,1.0,12.145947596369233,16.14619424556777,17.869675967072
LIGHT_RUC,28,LIGHT_RUC__HPO_trial0028__rich__HPO_Ridge_alpha6_25037__ylag__w44,17.162552429585716,ridge,rich,True,44,"{""alpha"": 6.250368502103002, ""random_state"": 20260548}",ok,15.751474483084957,13.614648743594918,8.872916546652744,10.406788646402946,41.721242525131984,1.0,13.776043141980281,17.26368780943814,16.509028888395335
LIGHT_RUC,29,LIGHT_RUC__HPO_trial0029__dynamic_no_leads__HPO_GBR_learning_rate0_105584_max_depth2_n_estimators160__ylag__w44,11.06213868715978,gbr,dynamic_no_leads,True,44,"{""learning_rate"": 0.10558417512512776, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 160, ""random_state"": 20260549, ""subsample"": 0.75}",ok,10.770599358234174,9.559183948298474,-3.261283578173055,-3.232193417159808,21.577942334728164,1.0,8.755163883837518,11.357753431795949,12.63252880039446
LIGHT_RUC,30,LIGHT_RUC__HPO_trial0030__dynamic_no_leads__HPO_Elastic_alpha0_120687_l1_ratio0_754351__ylag__w44,16.916430414382017,elastic_net,dynamic_no_leads,True,44,"{""alpha"": 0.12068694856472167, ""l1_ratio"": 0.7543509599046366, ""max_iter"": 50000, ""random_state"": 20260550}",ok,15.520303159758415,15.914310074291608,-12.929250010212959,-13.700893187293076,28.445758533594613,1.0,14.05844705390217,15.837645333341435,16.994499978611188
LIGHT_RUC,31,LIGHT_RUC__HPO_trial0031__dynamic_no_leads__HPO_GBR_learning_rate0_111696_max_depth2_n_estimators170__ylag__w44,11.289154196923,gbr,dynamic_no_leads,True,44,"{""learning_rate"": 0.11169555955450622, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 170, ""random_state"": 20260551, ""subsample"": 0.85}",ok,10.807526529500274,10.23741732351377,-2.7222094029466546,-2.622236707364165,22.204889670378016,1.0,8.811796191916175,11.671900149785122,12.328808641955714
LIGHT_RUC,32,LIGHT_RUC__HPO_trial0032__dynamic_no_leads__HPO_GBR_learning_rate0_0914503_max_depth2_n_estimators320__ylag__w44,11.306368478341959,gbr,dynamic_no_leads,True,44,"{""learning_rate"": 0.09145031206486971, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 320, ""random_state"": 20260552, ""subsample"": 0.75}",ok,11.00695981454786,9.930554124531726,-2.464662356710072,-2.6422631731920108,22.75735125710839,1.0,9.457285567209468,11.44428045053748,12.454720237635813
LIGHT_RUC,33,LIGHT_RUC__HPO_trial0033__dynamic_no_leads__HPO_BayesianRidge__ylag__w44,14.076732199324576,bayesian_ridge,dynamic_no_leads,True,44,{},ok,14.945005481483811,10.086224280496364,0.41474353315099954,-1.7870318354571146,36.24978488403357,1.0,17.595636983788605,13.372000067908086,13.408799996385016
LIGHT_RUC,34,LIGHT_RUC__HPO_trial0034__price_distributed_lags__HPO_GBR_learning_rate0_0986276_max_depth2_n_estimators150__ylag__w44,11.61289988620376,gbr,price_distributed_lags,True,44,"{""learning_rate"": 0.09862760133916432, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 150, ""random_state"": 20260554, ""subsample"": 0.85}",ok,10.957756176987127,10.2362588185563,-5.751933642740659,-6.306150327625766,22.316291959939225,1.0,9.204641080319014,11.56564551350441,12.466631473050635
LIGHT_RUC,35,LIGHT_RUC__HPO_trial0035__dynamic_no_leads__HPO_Elastic_alpha5_40762_l1_ratio0_408348__ylag__w44,100020.66726121338,elastic_net,dynamic_no_leads,True,44,"{""alpha"": 5.4076155951302125, ""l1_ratio"": 0.4083484263038828, ""max_iter"": 50000, ""random_state"": 20260555}",ok,20.66726121338938,20.836052673399745,-19.645350371910787,-20.74458748282799,29.508743622894002,1.0,18.464989942862093,20.79141777987356,23.291423465732386
LIGHT_RUC,36,LIGHT_RUC__HPO_trial0036__schiff_no_lead__HPO_Ridge_alpha12_7174__ylag__w52,15.060999334105285,ridge,schiff_no_lead,True,52,"{""alpha"": 12.71743138703717, ""random_state"": 20260556}",ok,13.180733844468524,13.11909483971749,5.25401058889689,5.758618835497382,33.04002463292716,1.0,8.373646872728093,14.460388209135692,17.759329951568336
LIGHT_RUC,37,LIGHT_RUC__HPO_trial0037__rich__HPO_RESID_GBR_learning_rate0_0827007_max_depth2_n_estimators400__ylag__w44,15.628543346950794,resid_gbr,rich,True,44,"{""learning_rate"": 0.08270070481354362, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 400, ""random_state"": 20260557, ""subsample"": 0.75}",ok,14.630562188245278,12.954745676649448,5.312533807928147,3.479197132379777,34.79724976289854,1.0,11.805093698985884,15.575825373492009,17.101664568313133
LIGHT_RUC,38,LIGHT_RUC__HPO_trial0038__dynamic_no_leads__HPO_GBR_learning_rate0_0958639_max_depth3_n_estimators460__ylag__w36,1000000.0,gbr,dynamic_no_leads,True,36,"{""learning_rate"": 0.09586390740990988, ""loss"": ""squared_error"", ""max_depth"": 3, ""n_estimators"": 460, ""random_state"": 20260558, ""subsample"": 0.75}",failed_or_empty,,,,,,,,,
LIGHT_RUC,39,LIGHT_RUC__HPO_trial0039__price_distributed_lags__HPO_RESID_Ridge_alpha0_0015402__ylag__w52,100037.56337585022,resid_ridge,price_distributed_lags,True,52,"{""alpha"": 0.0015401986642444591, ""random_state"": 20260559}",ok,37.56337585022704,33.41766055160881,22.59579473954931,29.251507666394094,83.17894243908448,1.0,25.65800605684998,39.35398890130239,50.4738393232426
LIGHT_RUC,40,LIGHT_RUC__HPO_trial0040__dynamic_no_leads__HPO_BayesianRidge__ylag__w44,14.076732199324576,bayesian_ridge,dynamic_no_leads,True,44,{},ok,14.945005481483811,10.086224280496364,0.41474353315099954,-1.7870318354571146,36.24978488403357,1.0,17.595636983788605,13.372000067908086,13.408799996385016
LIGHT_RUC,41,LIGHT_RUC__HPO_trial0041__schiff_no_lead__HPO_GBR_learning_rate0_0505294_max_depth2_n_estimators180__ylag__w36,1000000.0,gbr,schiff_no_lead,True,36,"{""learning_rate"": 0.05052936196212339, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 180, ""random_state"": 20260561, ""subsample"": 0.75}",failed_or_empty,,,,,,,,,
LIGHT_RUC,42,LIGHT_RUC__HPO_trial0042__dynamic_no_leads__HPO_Elastic_alpha2_07156_l1_ratio0_37939__ylag__w44,100020.66726121338,elastic_net,dynamic_no_leads,True,44,"{""alpha"": 2.0715559728649957, ""l1_ratio"": 0.3793902536559822, ""max_iter"": 50000, ""random_state"": 20260562}",ok,20.66726121338938,20.836052673399745,-19.645350371910787,-20.74458748282799,29.508743622894002,1.0,18.464989942862093,20.79141777987356,23.291423465732386
LIGHT_RUC,43,LIGHT_RUC__HPO_trial0043__rich__HPO_Ridge_alpha0_148319__ylag__w52,15.936597831655316,ridge,rich,True,52,"{""alpha"": 0.14831891754788132, ""random_state"": 20260563}",ok,14.654235778052918,11.802440763725826,9.718592660141693,9.35302727163975,40.96749954162331,1.0,13.843451213690111,15.434421903978773,14.783381040965121
LIGHT_RUC,44,LIGHT_RUC__HPO_trial0044__diff__HPO_GBR_learning_rate0_0862321_max_depth1_n_estimators430__ylag__w40,11.549888385318305,gbr,diff,True,40,"{""learning_rate"": 0.08623209093148383, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 430, ""random_state"": 20260564, ""subsample"": 0.75}",ok,11.009514526652604,10.061163410907415,-5.070818546079014,-5.548198361016383,22.25896979616629,1.0,8.833675188540994,11.84999295554361,12.784209439265801
LIGHT_RUC,45,LIGHT_RUC__HPO_trial0045__dynamic_no_leads__HPO_RESID_Ridge_alpha0_477053__ylag__w36,1000000.0,resid_ridge,dynamic_no_leads,True,36,"{""alpha"": 0.47705278653287064, ""random_state"": 20260565}",failed_or_empty,,,,,,,,,
LIGHT_RUC,46,LIGHT_RUC__HPO_trial0046__price_distributed_lags__HPO_GBR_learning_rate0_0397489_max_depth2_n_estimators140__noylag__w44,12.2573225207781,gbr,price_distributed_lags,False,44,"{""learning_rate"": 0.03974886187113638, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 140, ""random_state"": 20260566, ""subsample"": 0.75}",ok,11.304285857301414,10.535889206139327,-6.797573010389134,-7.483171535585218,23.947946201953652,1.0,9.61505325729223,10.89549996736923,13.891473508631028
LIGHT_RUC,47,LIGHT_RUC__HPO_trial0047__schiff__HPO_RESID_Elastic_alpha1_36951_l1_ratio0_76765__ylag__w44,16.233606486940197,resid_elastic_net,schiff,True,44,"{""alpha"": 1.3695071841567459, ""l1_ratio"": 0.7676497009934096, ""max_iter"": 50000, ""random_state"": 20260567}",ok,15.263938948892894,13.47013221608742,5.765784230117637,3.746504845800304,34.9715947816049,1.0,12.37673757720019,15.749852922871362,18.336010794159428
LIGHT_RUC,48,LIGHT_RUC__HPO_trial0048__dynamic_no_leads__HPO_RESID_GBR_learning_rate0_0751474_max_depth2_n_estimators230__ylag__w52,21.28344586934656,resid_gbr,dynamic_no_leads,True,52,"{""learning_rate"": 0.07514741796069209, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 230, ""random_state"": 20260568, ""subsample"": 0.75}",ok,18.92750613480475,18.0560738580709,11.854279348923036,11.61605490613738,43.697102121235666,1.0,12.595293156088704,20.486069779218568,25.103549908627777
LIGHT_RUC,49,LIGHT_RUC__HPO_trial0049__diff__HPO_Huber_alpha0_0023544_epsilon1_71952__noylag__w36,1000000.0,huber,diff,False,36,"{""alpha"": 0.0023543988816736596, ""epsilon"": 1.7195222059093482, ""max_iter"": 5000}",failed_or_empty,,,,,,,,,
LIGHT_RUC,50,LIGHT_RUC__HPO_trial0050__schiff_no_lead__HPO_BayesianRidge__ylag__w40,13.368643118642769,bayesian_ridge,schiff_no_lead,True,40,{},ok,12.512394050003506,11.118270700100288,4.7009599034683625,4.65388491849446,28.7466514922202,1.0,10.033627007961183,12.818106744359262,15.276894009232647
LIGHT_RUC,51,LIGHT_RUC__HPO_trial0051__dynamic_no_leads__HPO_GBR_learning_rate0_0664503_max_depth2_n_estimators240__ylag__w44,11.43741679070952,gbr,dynamic_no_leads,True,44,"{""learning_rate"": 0.06645034218423708, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 240, ""random_state"": 20260571, ""subsample"": 0.85}",ok,11.204171225523021,10.164976225760542,-2.5017192826788133,-2.464003525383046,22.47934347379877,1.0,9.05391993246013,12.438498464247907,12.497927856403875
LIGHT_RUC,52,LIGHT_RUC__HPO_trial0052__rich__HPO_Elastic_alpha18_4465_l1_ratio0_815854__noylag__w40,21.219047239282933,elastic_net,rich,False,40,"{""alpha"": 18.44647773684562, ""l1_ratio"": 0.8158541419364083, ""max_iter"": 50000, ""random_state"": 20260572}",ok,19.94370817699864,20.224390201882517,-18.718027628939065,-19.891231429972212,29.508743622894002,1.0,17.66324654520219,20.10607114156393,22.622525452657
LIGHT_RUC,53,LIGHT_RUC__HPO_trial0053__schiff__HPO_RESID_Elastic_alpha0_0445756_l1_ratio0_680712__ylag__w44,16.266200268281,resid_elastic_net,schiff,True,44,"{""alpha"": 0.044575571586781215, ""l1_ratio"": 0.6807119151807619, ""max_iter"": 50000, ""random_state"": 20260573}",ok,15.338015724667448,13.47013221608742,5.839861005892192,3.746504845800304,34.9715947816049,1.0,12.534333725754184,15.796894091058492,18.336010794159428
LIGHT_RUC,54,LIGHT_RUC__HPO_trial0054__dynamic_no_leads__HPO_RESID_Ridge_alpha0_000762593__noylag__w52,100025.82750547712,resid_ridge,dynamic_no_leads,False,52,"{""alpha"": 0.0007625934270053477, ""random_state"": 20260574}",ok,25.827505477129215,27.449821159888472,12.774436745953535,17.047472717556566,44.21710572191694,1.0,14.096491303881251,38.66235344952458,25.9337197726645
LIGHT_RUC,55,LIGHT_RUC__HPO_trial0055__diff__HPO_Ridge_alpha50_8__ylag__w36,1000000.0,ridge,diff,True,36,"{""alpha"": 50.799982599219135, ""random_state"": 20260575}",failed_or_empty,,,,,,,,,
HEAVY_RUC,1,HEAVY_RUC__HPO_trial0001__schiff_no_lead__HPO_Elastic_alpha0_333622_l1_ratio0_105282__ylag__w40,6.610598661525484,elastic_net,schiff_no_lead,True,40,"{""alpha"": 0.3336221836510623, ""l1_ratio"": 0.10528202708843387, ""max_iter"": 50000, ""random_state"": 20260521}",ok,6.786630433480803,5.79698736694784,-5.150231091064256,-5.5347335932487844,11.542350030879092,1.0,6.255076733538997,7.10656258429119,7.089589140623791
HEAVY_RUC,2,HEAVY_RUC__HPO_trial0002__schiff__HPO_Elastic_alpha3_68588_l1_ratio0_212107__noylag__w64,9.995802670581748,elastic_net,schiff,False,64,"{""alpha"": 3.6858784612241036, ""l1_ratio"": 0.21210690338220425, ""max_iter"": 50000, ""random_state"": 20260522}",ok,9.55253143383594,9.516863568575694,-9.099412421499967,-9.516863568575694,14.693058796294302,1.0,8.882101259852531,9.697508783130326,10.22926025429359
