component_label,component_model,weight_expected,weight_registry,model_kind_expected,model_kind_registry,feature_set_expected,feature_set_registry,include_target_lags_expected,include_target_lags_registry,window_expected,window_registry,hyperparameters_expected,hyperparameters_registry,target_transform_registry,feature_count_repo_replay,feature_list_repo_replay,comparison_status
C1,HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_005_l1_ratio0_2__ylag__w64,0.469332,0.469332,elastic_net,elastic_net,dynamic_no_leads,dynamic_no_leads,True,True,64,64,"{""alpha"": 0.005, ""l1_ratio"": 0.2, ""max_iter"": 50000, ""random_state"": 42}","{""alpha"": 0.005, ""l1_ratio"": 0.2, ""max_iter"": 50000, ""random_state"": 42}",log target for component model fit; inverse transform via exp for level prediction,243,nominal_gdp_sa_nzd__level|nominal_gdp_sa_nzd__log|gdp_deflator_sa__level|gdp_deflator_sa__log|gdp_rebasing_factor__level|gdp_rebasing_factor__log|real_gdp_sa_nzd__level|real_gdp_sa_nzd__log|log_real_gdp__level|log_real_gdp__log|heavy_ruc_price_nominal_nzd_per_1000km__level|real_heavy_ruc_price_nzd_per_1000km__level|log_real_heavy_ruc_price__level|log_real_heavy_ruc_price__log|real_diesel_price_cents_per_litre__level|real_diesel_price_cents_per_litre__log|log_real_diesel_price__level|log_real_diesel_price__log|real_light_ruc_price_nzd_per_1000km__level|lagged_real_light_ruc_price_nzd_per_1000km__level|log_real_light_ruc_price__level|log_real_light_ruc_price__log|log_lagged_real_light_ruc_price__level|log_lagged_real_light_ruc_price__log|unemployment_rate__level|unemployment_rate__log|log_unemployment_rate__level|log_unemployment_rate__log|nominal_gdp_sa_nzd__diff1|nominal_gdp_sa_nzd__log_diff1|nominal_gdp_sa_nzd__diff4|nominal_gdp_sa_nzd__log_diff4|gdp_deflator_sa__diff1|gdp_deflator_sa__log_diff1|gdp_deflator_sa__diff4|gdp_deflator_sa__log_diff4|gdp_rebasing_factor__diff1|gdp_rebasing_factor__log_diff1|gdp_rebasing_factor__diff4|gdp_rebasing_factor__log_diff4|real_gdp_sa_nzd__diff1|real_gdp_sa_nzd__log_diff1|real_gdp_sa_nzd__diff4|real_gdp_sa_nzd__log_diff4|log_real_gdp__diff1|log_real_gdp__log_diff1|log_real_gdp__diff4|log_real_gdp__log_diff4|heavy_ruc_price_nominal_nzd_per_1000km__diff1|heavy_ruc_price_nominal_nzd_per_1000km__diff4|real_heavy_ruc_price_nzd_per_1000km__diff1|real_heavy_ruc_price_nzd_per_1000km__diff4|log_real_heavy_ruc_price__diff1|log_real_heavy_ruc_price__log_diff1|log_real_heavy_ruc_price__diff4|log_real_heavy_ruc_price__log_diff4|real_diesel_price_cents_per_litre__diff1|real_diesel_price_cents_per_litre__log_diff1|real_diesel_price_cents_per_litre__diff4|real_diesel_price_cents_per_litre__log_diff4|log_real_diesel_price__diff1|log_real_diesel_price__log_diff1|log_real_diesel_price__diff4|log_real_diesel_price__log_diff4|real_light_ruc_price_nzd_per_1000km__diff1|real_light_ruc_price_nzd_per_1000km__diff4|lagged_real_light_ruc_price_nzd_per_1000km__diff1|lagged_real_light_ruc_price_nzd_per_1000km__diff4|log_real_light_ruc_price__diff1|log_real_light_ruc_price__log_diff1|log_real_light_ruc_price__diff4|log_real_light_ruc_price__log_diff4|log_lagged_real_light_ruc_price__diff1|log_lagged_real_light_ruc_price__log_diff1|log_lagged_real_light_ruc_price__diff4|log_lagged_real_light_ruc_price__log_diff4|unemployment_rate__diff1|unemployment_rate__log_diff1|unemployment_rate__diff4|unemployment_rate__log_diff4|log_unemployment_rate__diff1|log_unemployment_rate__log_diff1|log_unemployment_rate__diff4|log_unemployment_rate__log_diff4|nominal_gdp_sa_nzd__lag1|nominal_gdp_sa_nzd__log_lag1|nominal_gdp_sa_nzd__lag2|nominal_gdp_sa_nzd__log_lag2|nominal_gdp_sa_nzd__lag4|nominal_gdp_sa_nzd__log_lag4|nominal_gdp_sa_nzd__lag8|nominal_gdp_sa_nzd__log_lag8|gdp_deflator_sa__lag1|gdp_deflator_sa__log_lag1|gdp_deflator_sa__lag2|gdp_deflator_sa__log_lag2|gdp_deflator_sa__lag4|gdp_deflator_sa__log_lag4|gdp_deflator_sa__lag8|gdp_deflator_sa__log_lag8|gdp_rebasing_factor__lag1|gdp_rebasing_factor__log_lag1|gdp_rebasing_factor__lag2|gdp_rebasing_factor__log_lag2|gdp_rebasing_factor__lag4|gdp_rebasing_factor__log_lag4|gdp_rebasing_factor__lag8|gdp_rebasing_factor__log_lag8|real_gdp_sa_nzd__lag1|real_gdp_sa_nzd__log_lag1|real_gdp_sa_nzd__lag2|real_gdp_sa_nzd__log_lag2|real_gdp_sa_nzd__lag4|real_gdp_sa_nzd__log_lag4|real_gdp_sa_nzd__lag8|real_gdp_sa_nzd__log_lag8|log_real_gdp__lag1|log_real_gdp__log_lag1|log_real_gdp__lag2|log_real_gdp__log_lag2|log_real_gdp__lag4|log_real_gdp__log_lag4|log_real_gdp__lag8|log_real_gdp__log_lag8|heavy_ruc_price_nominal_nzd_per_1000km__lag1|heavy_ruc_price_nominal_nzd_per_1000km__lag2|heavy_ruc_price_nominal_nzd_per_1000km__lag4|heavy_ruc_price_nominal_nzd_per_1000km__lag8|real_heavy_ruc_price_nzd_per_1000km__lag1|real_heavy_ruc_price_nzd_per_1000km__lag2|real_heavy_ruc_price_nzd_per_1000km__lag4|real_heavy_ruc_price_nzd_per_1000km__lag8|log_real_heavy_ruc_price__lag1|log_real_heavy_ruc_price__log_lag1|log_real_heavy_ruc_price__lag2|log_real_heavy_ruc_price__log_lag2|log_real_heavy_ruc_price__lag4|log_real_heavy_ruc_price__log_lag4|log_real_heavy_ruc_price__lag8|log_real_heavy_ruc_price__log_lag8|real_diesel_price_cents_per_litre__lag1|real_diesel_price_cents_per_litre__log_lag1|real_diesel_price_cents_per_litre__lag2|real_diesel_price_cents_per_litre__log_lag2|real_diesel_price_cents_per_litre__lag4|real_diesel_price_cents_per_litre__log_lag4|real_diesel_price_cents_per_litre__lag8|real_diesel_price_cents_per_litre__log_lag8|log_real_diesel_price__lag1|log_real_diesel_price__log_lag1|log_real_diesel_price__lag2|log_real_diesel_price__log_lag2|log_real_diesel_price__lag4|log_real_diesel_price__log_lag4|log_real_diesel_price__lag8|log_real_diesel_price__log_lag8|real_light_ruc_price_nzd_per_1000km__lag1|real_light_ruc_price_nzd_per_1000km__lag2|real_light_ruc_price_nzd_per_1000km__lag4|real_light_ruc_price_nzd_per_1000km__lag8|lagged_real_light_ruc_price_nzd_per_1000km__lag1|lagged_real_light_ruc_price_nzd_per_1000km__lag2|lagged_real_light_ruc_price_nzd_per_1000km__lag4|lagged_real_light_ruc_price_nzd_per_1000km__lag8|log_real_light_ruc_price__lag1|log_real_light_ruc_price__log_lag1|log_real_light_ruc_price__lag2|log_real_light_ruc_price__log_lag2|log_real_light_ruc_price__lag4|log_real_light_ruc_price__log_lag4|log_real_light_ruc_price__lag8|log_real_light_ruc_price__log_lag8|log_lagged_real_light_ruc_price__lag1|log_lagged_real_light_ruc_price__log_lag1|log_lagged_real_light_ruc_price__lag2|log_lagged_real_light_ruc_price__log_lag2|log_lagged_real_light_ruc_price__lag4|log_lagged_real_light_ruc_price__log_lag4|log_lagged_real_light_ruc_price__lag8|log_lagged_real_light_ruc_price__log_lag8|unemployment_rate__lag1|unemployment_rate__log_lag1|unemployment_rate__lag2|unemployment_rate__log_lag2|unemployment_rate__lag4|unemployment_rate__log_lag4|unemployment_rate__lag8|unemployment_rate__log_lag8|log_unemployment_rate__lag1|log_unemployment_rate__log_lag1|log_unemployment_rate__lag2|log_unemployment_rate__log_lag2|log_unemployment_rate__lag4|log_unemployment_rate__log_lag4|log_unemployment_rate__lag8|log_unemployment_rate__log_lag8|time__q1|time__q2|time__q3|time__trend|time__trend_sq|time__post2011|time__post2011_trend|time__post2020|time__covid2020|policy__ruc_discount_active|policy__ruc_discount_reversal|policy__post_discount_normalisation|policy__ruc_log_change_1|policy__ruc_log_change_4|policy__ruc_price_jump_up_1|policy__ruc_price_cut_1|policy__abs_ruc_log_change_1|policy__ruc_price_jump_up_1_lag1|policy__ruc_price_cut_1_lag1|policy__abs_ruc_log_change_1_lag1|policy__ruc_price_jump_up_1_lag2|policy__ruc_price_cut_1_lag2|policy__abs_ruc_log_change_1_lag2|policy__ruc_price_jump_up_1_lag4|policy__ruc_price_cut_1_lag4|policy__abs_ruc_log_change_1_lag4|policy__diesel_log_change_1|policy__diesel_log_change_4|policy__diesel_price_jump_up_1|policy__diesel_price_cut_1|policy__abs_diesel_log_change_1|policy__diesel_price_jump_up_1_lag1|policy__diesel_price_cut_1_lag1|policy__abs_diesel_log_change_1_lag1|policy__diesel_price_jump_up_1_lag2|policy__diesel_price_cut_1_lag2|policy__abs_diesel_log_change_1_lag2|policy__diesel_price_jump_up_1_lag4|policy__diesel_price_cut_1_lag4|policy__abs_diesel_log_change_1_lag4|target__lag1|target__lag2|target__lag4|target__diff1|target__diff4|target__roll4_mean|target__roll8_mean,matched_locked_spec
C2,HEAVY_RUC__schiff__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w64,0.281844,0.281844,gbr,gbr,schiff,schiff,False,False,64,64,"{""learning_rate"": 0.06, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 650, ""random_state"": 42, ""subsample"": 0.85}","{""learning_rate"": 0.06, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 650, ""random_state"": 42, ""subsample"": 0.85}",log target for component model fit; inverse transform via exp for level prediction,6,nominal_gdp_sa_nzd__log|log_real_heavy_ruc_price__log|log_real_heavy_ruc_price__log_lead1|time__q1|time__q2|time__q3,matched_locked_spec
C3,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w52,0.144373,0.144373,gbr,gbr,dynamic_no_leads,dynamic_no_leads,True,True,52,52,"{""learning_rate"": 0.08, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 0.85}","{""learning_rate"": 0.08, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 0.85}",log target for component model fit; inverse transform via exp for level prediction,243,nominal_gdp_sa_nzd__level|nominal_gdp_sa_nzd__log|gdp_deflator_sa__level|gdp_deflator_sa__log|gdp_rebasing_factor__level|gdp_rebasing_factor__log|real_gdp_sa_nzd__level|real_gdp_sa_nzd__log|log_real_gdp__level|log_real_gdp__log|heavy_ruc_price_nominal_nzd_per_1000km__level|real_heavy_ruc_price_nzd_per_1000km__level|log_real_heavy_ruc_price__level|log_real_heavy_ruc_price__log|real_diesel_price_cents_per_litre__level|real_diesel_price_cents_per_litre__log|log_real_diesel_price__level|log_real_diesel_price__log|real_light_ruc_price_nzd_per_1000km__level|lagged_real_light_ruc_price_nzd_per_1000km__level|log_real_light_ruc_price__level|log_real_light_ruc_price__log|log_lagged_real_light_ruc_price__level|log_lagged_real_light_ruc_price__log|unemployment_rate__level|unemployment_rate__log|log_unemployment_rate__level|log_unemployment_rate__log|nominal_gdp_sa_nzd__diff1|nominal_gdp_sa_nzd__log_diff1|nominal_gdp_sa_nzd__diff4|nominal_gdp_sa_nzd__log_diff4|gdp_deflator_sa__diff1|gdp_deflator_sa__log_diff1|gdp_deflator_sa__diff4|gdp_deflator_sa__log_diff4|gdp_rebasing_factor__diff1|gdp_rebasing_factor__log_diff1|gdp_rebasing_factor__diff4|gdp_rebasing_factor__log_diff4|real_gdp_sa_nzd__diff1|real_gdp_sa_nzd__log_diff1|real_gdp_sa_nzd__diff4|real_gdp_sa_nzd__log_diff4|log_real_gdp__diff1|log_real_gdp__log_diff1|log_real_gdp__diff4|log_real_gdp__log_diff4|heavy_ruc_price_nominal_nzd_per_1000km__diff1|heavy_ruc_price_nominal_nzd_per_1000km__diff4|real_heavy_ruc_price_nzd_per_1000km__diff1|real_heavy_ruc_price_nzd_per_1000km__diff4|log_real_heavy_ruc_price__diff1|log_real_heavy_ruc_price__log_diff1|log_real_heavy_ruc_price__diff4|log_real_heavy_ruc_price__log_diff4|real_diesel_price_cents_per_litre__diff1|real_diesel_price_cents_per_litre__log_diff1|real_diesel_price_cents_per_litre__diff4|real_diesel_price_cents_per_litre__log_diff4|log_real_diesel_price__diff1|log_real_diesel_price__log_diff1|log_real_diesel_price__diff4|log_real_diesel_price__log_diff4|real_light_ruc_price_nzd_per_1000km__diff1|real_light_ruc_price_nzd_per_1000km__diff4|lagged_real_light_ruc_price_nzd_per_1000km__diff1|lagged_real_light_ruc_price_nzd_per_1000km__diff4|log_real_light_ruc_price__diff1|log_real_light_ruc_price__log_diff1|log_real_light_ruc_price__diff4|log_real_light_ruc_price__log_diff4|log_lagged_real_light_ruc_price__diff1|log_lagged_real_light_ruc_price__log_diff1|log_lagged_real_light_ruc_price__diff4|log_lagged_real_light_ruc_price__log_diff4|unemployment_rate__diff1|unemployment_rate__log_diff1|unemployment_rate__diff4|unemployment_rate__log_diff4|log_unemployment_rate__diff1|log_unemployment_rate__log_diff1|log_unemployment_rate__diff4|log_unemployment_rate__log_diff4|nominal_gdp_sa_nzd__lag1|nominal_gdp_sa_nzd__log_lag1|nominal_gdp_sa_nzd__lag2|nominal_gdp_sa_nzd__log_lag2|nominal_gdp_sa_nzd__lag4|nominal_gdp_sa_nzd__log_lag4|nominal_gdp_sa_nzd__lag8|nominal_gdp_sa_nzd__log_lag8|gdp_deflator_sa__lag1|gdp_deflator_sa__log_lag1|gdp_deflator_sa__lag2|gdp_deflator_sa__log_lag2|gdp_deflator_sa__lag4|gdp_deflator_sa__log_lag4|gdp_deflator_sa__lag8|gdp_deflator_sa__log_lag8|gdp_rebasing_factor__lag1|gdp_rebasing_factor__log_lag1|gdp_rebasing_factor__lag2|gdp_rebasing_factor__log_lag2|gdp_rebasing_factor__lag4|gdp_rebasing_factor__log_lag4|gdp_rebasing_factor__lag8|gdp_rebasing_factor__log_lag8|real_gdp_sa_nzd__lag1|real_gdp_sa_nzd__log_lag1|real_gdp_sa_nzd__lag2|real_gdp_sa_nzd__log_lag2|real_gdp_sa_nzd__lag4|real_gdp_sa_nzd__log_lag4|real_gdp_sa_nzd__lag8|real_gdp_sa_nzd__log_lag8|log_real_gdp__lag1|log_real_gdp__log_lag1|log_real_gdp__lag2|log_real_gdp__log_lag2|log_real_gdp__lag4|log_real_gdp__log_lag4|log_real_gdp__lag8|log_real_gdp__log_lag8|heavy_ruc_price_nominal_nzd_per_1000km__lag1|heavy_ruc_price_nominal_nzd_per_1000km__lag2|heavy_ruc_price_nominal_nzd_per_1000km__lag4|heavy_ruc_price_nominal_nzd_per_1000km__lag8|real_heavy_ruc_price_nzd_per_1000km__lag1|real_heavy_ruc_price_nzd_per_1000km__lag2|real_heavy_ruc_price_nzd_per_1000km__lag4|real_heavy_ruc_price_nzd_per_1000km__lag8|log_real_heavy_ruc_price__lag1|log_real_heavy_ruc_price__log_lag1|log_real_heavy_ruc_price__lag2|log_real_heavy_ruc_price__log_lag2|log_real_heavy_ruc_price__lag4|log_real_heavy_ruc_price__log_lag4|log_real_heavy_ruc_price__lag8|log_real_heavy_ruc_price__log_lag8|real_diesel_price_cents_per_litre__lag1|real_diesel_price_cents_per_litre__log_lag1|real_diesel_price_cents_per_litre__lag2|real_diesel_price_cents_per_litre__log_lag2|real_diesel_price_cents_per_litre__lag4|real_diesel_price_cents_per_litre__log_lag4|real_diesel_price_cents_per_litre__lag8|real_diesel_price_cents_per_litre__log_lag8|log_real_diesel_price__lag1|log_real_diesel_price__log_lag1|log_real_diesel_price__lag2|log_real_diesel_price__log_lag2|log_real_diesel_price__lag4|log_real_diesel_price__log_lag4|log_real_diesel_price__lag8|log_real_diesel_price__log_lag8|real_light_ruc_price_nzd_per_1000km__lag1|real_light_ruc_price_nzd_per_1000km__lag2|real_light_ruc_price_nzd_per_1000km__lag4|real_light_ruc_price_nzd_per_1000km__lag8|lagged_real_light_ruc_price_nzd_per_1000km__lag1|lagged_real_light_ruc_price_nzd_per_1000km__lag2|lagged_real_light_ruc_price_nzd_per_1000km__lag4|lagged_real_light_ruc_price_nzd_per_1000km__lag8|log_real_light_ruc_price__lag1|log_real_light_ruc_price__log_lag1|log_real_light_ruc_price__lag2|log_real_light_ruc_price__log_lag2|log_real_light_ruc_price__lag4|log_real_light_ruc_price__log_lag4|log_real_light_ruc_price__lag8|log_real_light_ruc_price__log_lag8|log_lagged_real_light_ruc_price__lag1|log_lagged_real_light_ruc_price__log_lag1|log_lagged_real_light_ruc_price__lag2|log_lagged_real_light_ruc_price__log_lag2|log_lagged_real_light_ruc_price__lag4|log_lagged_real_light_ruc_price__log_lag4|log_lagged_real_light_ruc_price__lag8|log_lagged_real_light_ruc_price__log_lag8|unemployment_rate__lag1|unemployment_rate__log_lag1|unemployment_rate__lag2|unemployment_rate__log_lag2|unemployment_rate__lag4|unemployment_rate__log_lag4|unemployment_rate__lag8|unemployment_rate__log_lag8|log_unemployment_rate__lag1|log_unemployment_rate__log_lag1|log_unemployment_rate__lag2|log_unemployment_rate__log_lag2|log_unemployment_rate__lag4|log_unemployment_rate__log_lag4|log_unemployment_rate__lag8|log_unemployment_rate__log_lag8|time__q1|time__q2|time__q3|time__trend|time__trend_sq|time__post2011|time__post2011_trend|time__post2020|time__covid2020|policy__ruc_discount_active|policy__ruc_discount_reversal|policy__post_discount_normalisation|policy__ruc_log_change_1|policy__ruc_log_change_4|policy__ruc_price_jump_up_1|policy__ruc_price_cut_1|policy__abs_ruc_log_change_1|policy__ruc_price_jump_up_1_lag1|policy__ruc_price_cut_1_lag1|policy__abs_ruc_log_change_1_lag1|policy__ruc_price_jump_up_1_lag2|policy__ruc_price_cut_1_lag2|policy__abs_ruc_log_change_1_lag2|policy__ruc_price_jump_up_1_lag4|policy__ruc_price_cut_1_lag4|policy__abs_ruc_log_change_1_lag4|policy__diesel_log_change_1|policy__diesel_log_change_4|policy__diesel_price_jump_up_1|policy__diesel_price_cut_1|policy__abs_diesel_log_change_1|policy__diesel_price_jump_up_1_lag1|policy__diesel_price_cut_1_lag1|policy__abs_diesel_log_change_1_lag1|policy__diesel_price_jump_up_1_lag2|policy__diesel_price_cut_1_lag2|policy__abs_diesel_log_change_1_lag2|policy__diesel_price_jump_up_1_lag4|policy__diesel_price_cut_1_lag4|policy__abs_diesel_log_change_1_lag4|target__lag1|target__lag2|target__lag4|target__diff1|target__diff4|target__roll4_mean|target__roll8_mean,matched_locked_spec
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,0.104451,0.104451,gbr,gbr,dynamic_no_leads,dynamic_no_leads,True,True,40,40,"{""learning_rate"": 0.08, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 150, ""random_state"": 42, ""subsample"": 0.85}","{""learning_rate"": 0.08, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 150, ""random_state"": 42, ""subsample"": 0.85}",log target for component model fit; inverse transform via exp for level prediction,243,nominal_gdp_sa_nzd__level|nominal_gdp_sa_nzd__log|gdp_deflator_sa__level|gdp_deflator_sa__log|gdp_rebasing_factor__level|gdp_rebasing_factor__log|real_gdp_sa_nzd__level|real_gdp_sa_nzd__log|log_real_gdp__level|log_real_gdp__log|heavy_ruc_price_nominal_nzd_per_1000km__level|real_heavy_ruc_price_nzd_per_1000km__level|log_real_heavy_ruc_price__level|log_real_heavy_ruc_price__log|real_diesel_price_cents_per_litre__level|real_diesel_price_cents_per_litre__log|log_real_diesel_price__level|log_real_diesel_price__log|real_light_ruc_price_nzd_per_1000km__level|lagged_real_light_ruc_price_nzd_per_1000km__level|log_real_light_ruc_price__level|log_real_light_ruc_price__log|log_lagged_real_light_ruc_price__level|log_lagged_real_light_ruc_price__log|unemployment_rate__level|unemployment_rate__log|log_unemployment_rate__level|log_unemployment_rate__log|nominal_gdp_sa_nzd__diff1|nominal_gdp_sa_nzd__log_diff1|nominal_gdp_sa_nzd__diff4|nominal_gdp_sa_nzd__log_diff4|gdp_deflator_sa__diff1|gdp_deflator_sa__log_diff1|gdp_deflator_sa__diff4|gdp_deflator_sa__log_diff4|gdp_rebasing_factor__diff1|gdp_rebasing_factor__log_diff1|gdp_rebasing_factor__diff4|gdp_rebasing_factor__log_diff4|real_gdp_sa_nzd__diff1|real_gdp_sa_nzd__log_diff1|real_gdp_sa_nzd__diff4|real_gdp_sa_nzd__log_diff4|log_real_gdp__diff1|log_real_gdp__log_diff1|log_real_gdp__diff4|log_real_gdp__log_diff4|heavy_ruc_price_nominal_nzd_per_1000km__diff1|heavy_ruc_price_nominal_nzd_per_1000km__diff4|real_heavy_ruc_price_nzd_per_1000km__diff1|real_heavy_ruc_price_nzd_per_1000km__diff4|log_real_heavy_ruc_price__diff1|log_real_heavy_ruc_price__log_diff1|log_real_heavy_ruc_price__diff4|log_real_heavy_ruc_price__log_diff4|real_diesel_price_cents_per_litre__diff1|real_diesel_price_cents_per_litre__log_diff1|real_diesel_price_cents_per_litre__diff4|real_diesel_price_cents_per_litre__log_diff4|log_real_diesel_price__diff1|log_real_diesel_price__log_diff1|log_real_diesel_price__diff4|log_real_diesel_price__log_diff4|real_light_ruc_price_nzd_per_1000km__diff1|real_light_ruc_price_nzd_per_1000km__diff4|lagged_real_light_ruc_price_nzd_per_1000km__diff1|lagged_real_light_ruc_price_nzd_per_1000km__diff4|log_real_light_ruc_price__diff1|log_real_light_ruc_price__log_diff1|log_real_light_ruc_price__diff4|log_real_light_ruc_price__log_diff4|log_lagged_real_light_ruc_price__diff1|log_lagged_real_light_ruc_price__log_diff1|log_lagged_real_light_ruc_price__diff4|log_lagged_real_light_ruc_price__log_diff4|unemployment_rate__diff1|unemployment_rate__log_diff1|unemployment_rate__diff4|unemployment_rate__log_diff4|log_unemployment_rate__diff1|log_unemployment_rate__log_diff1|log_unemployment_rate__diff4|log_unemployment_rate__log_diff4|nominal_gdp_sa_nzd__lag1|nominal_gdp_sa_nzd__log_lag1|nominal_gdp_sa_nzd__lag2|nominal_gdp_sa_nzd__log_lag2|nominal_gdp_sa_nzd__lag4|nominal_gdp_sa_nzd__log_lag4|nominal_gdp_sa_nzd__lag8|nominal_gdp_sa_nzd__log_lag8|gdp_deflator_sa__lag1|gdp_deflator_sa__log_lag1|gdp_deflator_sa__lag2|gdp_deflator_sa__log_lag2|gdp_deflator_sa__lag4|gdp_deflator_sa__log_lag4|gdp_deflator_sa__lag8|gdp_deflator_sa__log_lag8|gdp_rebasing_factor__lag1|gdp_rebasing_factor__log_lag1|gdp_rebasing_factor__lag2|gdp_rebasing_factor__log_lag2|gdp_rebasing_factor__lag4|gdp_rebasing_factor__log_lag4|gdp_rebasing_factor__lag8|gdp_rebasing_factor__log_lag8|real_gdp_sa_nzd__lag1|real_gdp_sa_nzd__log_lag1|real_gdp_sa_nzd__lag2|real_gdp_sa_nzd__log_lag2|real_gdp_sa_nzd__lag4|real_gdp_sa_nzd__log_lag4|real_gdp_sa_nzd__lag8|real_gdp_sa_nzd__log_lag8|log_real_gdp__lag1|log_real_gdp__log_lag1|log_real_gdp__lag2|log_real_gdp__log_lag2|log_real_gdp__lag4|log_real_gdp__log_lag4|log_real_gdp__lag8|log_real_gdp__log_lag8|heavy_ruc_price_nominal_nzd_per_1000km__lag1|heavy_ruc_price_nominal_nzd_per_1000km__lag2|heavy_ruc_price_nominal_nzd_per_1000km__lag4|heavy_ruc_price_nominal_nzd_per_1000km__lag8|real_heavy_ruc_price_nzd_per_1000km__lag1|real_heavy_ruc_price_nzd_per_1000km__lag2|real_heavy_ruc_price_nzd_per_1000km__lag4|real_heavy_ruc_price_nzd_per_1000km__lag8|log_real_heavy_ruc_price__lag1|log_real_heavy_ruc_price__log_lag1|log_real_heavy_ruc_price__lag2|log_real_heavy_ruc_price__log_lag2|log_real_heavy_ruc_price__lag4|log_real_heavy_ruc_price__log_lag4|log_real_heavy_ruc_price__lag8|log_real_heavy_ruc_price__log_lag8|real_diesel_price_cents_per_litre__lag1|real_diesel_price_cents_per_litre__log_lag1|real_diesel_price_cents_per_litre__lag2|real_diesel_price_cents_per_litre__log_lag2|real_diesel_price_cents_per_litre__lag4|real_diesel_price_cents_per_litre__log_lag4|real_diesel_price_cents_per_litre__lag8|real_diesel_price_cents_per_litre__log_lag8|log_real_diesel_price__lag1|log_real_diesel_price__log_lag1|log_real_diesel_price__lag2|log_real_diesel_price__log_lag2|log_real_diesel_price__lag4|log_real_diesel_price__log_lag4|log_real_diesel_price__lag8|log_real_diesel_price__log_lag8|real_light_ruc_price_nzd_per_1000km__lag1|real_light_ruc_price_nzd_per_1000km__lag2|real_light_ruc_price_nzd_per_1000km__lag4|real_light_ruc_price_nzd_per_1000km__lag8|lagged_real_light_ruc_price_nzd_per_1000km__lag1|lagged_real_light_ruc_price_nzd_per_1000km__lag2|lagged_real_light_ruc_price_nzd_per_1000km__lag4|lagged_real_light_ruc_price_nzd_per_1000km__lag8|log_real_light_ruc_price__lag1|log_real_light_ruc_price__log_lag1|log_real_light_ruc_price__lag2|log_real_light_ruc_price__log_lag2|log_real_light_ruc_price__lag4|log_real_light_ruc_price__log_lag4|log_real_light_ruc_price__lag8|log_real_light_ruc_price__log_lag8|log_lagged_real_light_ruc_price__lag1|log_lagged_real_light_ruc_price__log_lag1|log_lagged_real_light_ruc_price__lag2|log_lagged_real_light_ruc_price__log_lag2|log_lagged_real_light_ruc_price__lag4|log_lagged_real_light_ruc_price__log_lag4|log_lagged_real_light_ruc_price__lag8|log_lagged_real_light_ruc_price__log_lag8|unemployment_rate__lag1|unemployment_rate__log_lag1|unemployment_rate__lag2|unemployment_rate__log_lag2|unemployment_rate__lag4|unemployment_rate__log_lag4|unemployment_rate__lag8|unemployment_rate__log_lag8|log_unemployment_rate__lag1|log_unemployment_rate__log_lag1|log_unemployment_rate__lag2|log_unemployment_rate__log_lag2|log_unemployment_rate__lag4|log_unemployment_rate__log_lag4|log_unemployment_rate__lag8|log_unemployment_rate__log_lag8|time__q1|time__q2|time__q3|time__trend|time__trend_sq|time__post2011|time__post2011_trend|time__post2020|time__covid2020|policy__ruc_discount_active|policy__ruc_discount_reversal|policy__post_discount_normalisation|policy__ruc_log_change_1|policy__ruc_log_change_4|policy__ruc_price_jump_up_1|policy__ruc_price_cut_1|policy__abs_ruc_log_change_1|policy__ruc_price_jump_up_1_lag1|policy__ruc_price_cut_1_lag1|policy__abs_ruc_log_change_1_lag1|policy__ruc_price_jump_up_1_lag2|policy__ruc_price_cut_1_lag2|policy__abs_ruc_log_change_1_lag2|policy__ruc_price_jump_up_1_lag4|policy__ruc_price_cut_1_lag4|policy__abs_ruc_log_change_1_lag4|policy__diesel_log_change_1|policy__diesel_log_change_4|policy__diesel_price_jump_up_1|policy__diesel_price_cut_1|policy__abs_diesel_log_change_1|policy__diesel_price_jump_up_1_lag1|policy__diesel_price_cut_1_lag1|policy__abs_diesel_log_change_1_lag1|policy__diesel_price_jump_up_1_lag2|policy__diesel_price_cut_1_lag2|policy__abs_diesel_log_change_1_lag2|policy__diesel_price_jump_up_1_lag4|policy__diesel_price_cut_1_lag4|policy__abs_diesel_log_change_1_lag4|target__lag1|target__lag2|target__lag4|target__diff1|target__diff4|target__roll4_mean|target__roll8_mean,matched_locked_spec
