candidate_id,artifact_basename,container_basename,archive_entry_name,source_location_class,source_scope,repo_relative_path,artifact_role,source_stage,size_bytes,sha256,container_sha256,is_archive_entry,status,used_for_recovery,required_for_replay,vendor_repo_relative_path,notes
heavy_parent_search_0195,heavy_ruc_exact_reproducibility_audit.xlsx,,,external_user_candidate_drop,local_heavy_ruc_named_candidates,,source_code_reference,source_code_lineage,324210,69f01d948d4cf4ef59bc4a3ae491b51c7a441a4e8bc8883a177f2adf9a1cb051,,False,source_code_only,False,False,,Source code supports replay diagnosis but is not fitted state.
heavy_parent_search_0196,component_predictions.csv,heavy_ruc_reproducibility_audit_heavy_ruc_repro_audit_20260527_200419_20260527_200626.zip,component_predictions.csv,external_user_candidate_drop,local_heavy_ruc_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,880138,be419f9b63e451d4cf916615f0855ee55aa517558e3718de9780d130d0aba3a9,274f2e5af2231e3b79bf3c229986475e513c1b3f892713f4577922e5d63c113f,True,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0197,component_predictions.parquet,heavy_ruc_reproducibility_audit_heavy_ruc_repro_audit_20260527_200419_20260527_200626.zip,component_predictions.parquet,external_user_candidate_drop,local_heavy_ruc_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,61868,4ba756fa2061b55c50a5dcaf9cd20aa59caa28285abd848f5986584b699109bf,274f2e5af2231e3b79bf3c229986475e513c1b3f892713f4577922e5d63c113f,True,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0198,heavy_ruc_exact_reproducibility_audit.xlsx,heavy_ruc_reproducibility_audit_heavy_ruc_repro_audit_20260527_200419_20260527_200626.zip,heavy_ruc_exact_reproducibility_audit.xlsx,external_user_candidate_drop,local_heavy_ruc_named_candidates,,source_code_reference,source_code_lineage,324210,69f01d948d4cf4ef59bc4a3ae491b51c7a441a4e8bc8883a177f2adf9a1cb051,274f2e5af2231e3b79bf3c229986475e513c1b3f892713f4577922e5d63c113f,True,source_code_only,False,False,,Source code supports replay diagnosis but is not fitted state.
heavy_parent_search_0199,component_predictions.csv,heavy_ruc_reproducibility_audit_heavy_ruc_repro_audit_20260527_200419_20260527_200626.zip,component_predictions.csv,external_user_candidate_drop,local_heavy_ruc_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,880138,be419f9b63e451d4cf916615f0855ee55aa517558e3718de9780d130d0aba3a9,274f2e5af2231e3b79bf3c229986475e513c1b3f892713f4577922e5d63c113f,True,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0200,component_predictions.parquet,heavy_ruc_reproducibility_audit_heavy_ruc_repro_audit_20260527_200419_20260527_200626.zip,component_predictions.parquet,external_user_candidate_drop,local_heavy_ruc_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,61868,4ba756fa2061b55c50a5dcaf9cd20aa59caa28285abd848f5986584b699109bf,274f2e5af2231e3b79bf3c229986475e513c1b3f892713f4577922e5d63c113f,True,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0201,all_quarterly_predictions.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,72166313,a07e8e7a6087edcee26b3e3f7a82f74a285502a7e17fb86d1cc7c5213a389714,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0202,base_quarterly_predictions.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,18437422,e404c2fd53519bf6c4230d0ceaf8405fb284e2017a4a0a703e1bde1df2fa05e2,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0203,ensemble_quarterly_predictions.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,53729053,9fbb7b8bd3f561cea57a3b4ed3aa650c52ee62c7db925011034037343014ca2d,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0204,ensemble_weights.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,477125,3014e07246283924511a50ca0898ffc937023633c42239f5289eca1194a680ce,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0205,all_quarterly_predictions.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,62256824,1ab95f1183348ee30b829bb838a386ebebe677dd6d351f926f14aee33029548f,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0206,base_quarterly_predictions.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,17182501,29306dccb43587a8fb9193e5a91f9739ab80425f7b6d807cd561325291e8c34c,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0207,ensemble_quarterly_predictions.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,45074485,6bb3aa5d324ec3955e856a10c0623f03368351aabb097ed2d34b69b9aed42ec6,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0208,ensemble_weights.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,437941,cd5cd94c2a8d6ea9aff339ffee736ad5803e6c5291ace50b90d15ef86f3aefd7,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0209,component_predictions.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,880138,be419f9b63e451d4cf916615f0855ee55aa517558e3718de9780d130d0aba3a9,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0210,component_predictions.parquet,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,61868,4ba756fa2061b55c50a5dcaf9cd20aa59caa28285abd848f5986584b699109bf,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0211,component_predictions.csv,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,880138,be419f9b63e451d4cf916615f0855ee55aa517558e3718de9780d130d0aba3a9,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0212,component_predictions.parquet,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,61868,4ba756fa2061b55c50a5dcaf9cd20aa59caa28285abd848f5986584b699109bf,,False,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0213,heavy_ruc_exact_reproducibility_audit.xlsx,,,external_model_input_candidate_drop,local_model_inputs_named_candidates,,source_code_reference,source_code_lineage,324210,69f01d948d4cf4ef59bc4a3ae491b51c7a441a4e8bc8883a177f2adf9a1cb051,,False,source_code_only,False,False,,Source code supports replay diagnosis but is not fitted state.
heavy_parent_search_0214,component_predictions.csv,heavy_ruc_repro_audit_20260527_200419.zip,component_predictions.csv,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,880138,be419f9b63e451d4cf916615f0855ee55aa517558e3718de9780d130d0aba3a9,d74704305c19161e2ac320f37fc80f3845388fde8779148e30c43e650e4d9280,True,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0215,component_predictions.parquet,heavy_ruc_repro_audit_20260527_200419.zip,component_predictions.parquet,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,61868,4ba756fa2061b55c50a5dcaf9cd20aa59caa28285abd848f5986584b699109bf,d74704305c19161e2ac320f37fc80f3845388fde8779148e30c43e650e4d9280,True,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0216,heavy_ruc_exact_reproducibility_audit.xlsx,heavy_ruc_repro_audit_20260527_200419.zip,heavy_ruc_exact_reproducibility_audit.xlsx,external_model_input_candidate_drop,local_model_inputs_named_candidates,,source_code_reference,source_code_lineage,324210,69f01d948d4cf4ef59bc4a3ae491b51c7a441a4e8bc8883a177f2adf9a1cb051,d74704305c19161e2ac320f37fc80f3845388fde8779148e30c43e650e4d9280,True,source_code_only,False,False,,Source code supports replay diagnosis but is not fitted state.
heavy_parent_search_0217,component_predictions.csv,heavy_ruc_repro_audit_20260527_200419.zip,dashboard_evidence_pack_reproducibility/heavy_ruc/component_predictions.csv,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,880138,be419f9b63e451d4cf916615f0855ee55aa517558e3718de9780d130d0aba3a9,d74704305c19161e2ac320f37fc80f3845388fde8779148e30c43e650e4d9280,True,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
heavy_parent_search_0218,component_predictions.parquet,heavy_ruc_repro_audit_20260527_200419.zip,dashboard_evidence_pack_reproducibility/heavy_ruc/component_predictions.parquet,external_model_input_candidate_drop,local_model_inputs_named_candidates,,raw_parent_component_forecast_source,parent_run_prediction_lineage,61868,4ba756fa2061b55c50a5dcaf9cd20aa59caa28285abd848f5986584b699109bf,d74704305c19161e2ac320f37fc80f3845388fde8779148e30c43e650e4d9280,True,stored_predictions_not_forward_state,False,False,,Stored component/final predictions prove replay lineage but cannot score new assumption rows by themselves.
