record_type,staged_name,artifact_basename,archive_container,archive_entry_name,source_hint,classification,source_stage,status,component_label,target_component_match,size_bytes,sha256,manifest_sha256,hash_matches_manifest,used_for_parity,vendor_action,notes
staged_file,0019_heavy_ruc_parity_diagnosis.md,0019_heavy_ruc_parity_diagnosis.md,,,repo_heavy_ruc_debug,repo_debug_artifact,repo_debug_or_manifest,debug_evidence_only,,False,6184,2085f52d42a0d41a6de7f7902c43996dda1f4213d316b4eddbe2d2e2e3d06c69,2085f52d42a0d41a6de7f7902c43996dda1f4213d316b4eddbe2d2e2e3d06c69,True,False,not_vendored,Debug artifact documents the gap but is not parent state.
staged_file,0020_parent_state_search_report.md,0020_parent_state_search_report.md,,,repo_heavy_ruc_debug,irrelevant,non_heavy_or_auxiliary,not_heavy_ruc_parent_state,,False,4442,725a769e67d14337bdc5cc20d0616d927be4fa213cdb547988c3fc8345d72b92,725a769e67d14337bdc5cc20d0616d927be4fa213cdb547988c3fc8345d72b92,True,False,not_vendored,Artifact is unrelated to Heavy RUC parent state.
staged_file,0021_component_predictions.parquet,0021_component_predictions.parquet,,,repo_heavy_ruc_reproducibility,parent_component_predictions,parent_prediction_lineage,predictions_only_not_forward_state,,False,61868,4ba756fa2061b55c50a5dcaf9cd20aa59caa28285abd848f5986584b699109bf,4ba756fa2061b55c50a5dcaf9cd20aa59caa28285abd848f5986584b699109bf,True,False,not_vendored,Component prediction lineage found; cannot score new rows without parent fitted state.
staged_file,0022_training_feature_matrix.parquet,0022_training_feature_matrix.parquet,,,repo_forward_feature_matrices,source_refit_state,repo_forward_feature_matrix_reference,same_as_repo_source_refit_matrix,,False,832310,58df3c60c8a23907aee93b9114257cfbb46e443230081f962c9a86769a8508f0,58df3c60c8a23907aee93b9114257cfbb46e443230081f962c9a86769a8508f0,True,False,not_vendored,Feature matrix is source-refit provenance; it is not labelled as an exact parent matrix.
staged_file,0023_forward_scorer_parity_audit.json,0023_forward_scorer_parity_audit.json,,,repo_heavy_ruc_reproducibility,repo_debug_artifact,repo_debug_or_manifest,debug_evidence_only,,False,32991,0c990f34e964d9af2340111aed25c808944eb96f3037878a9583d92dccc545f4,0c990f34e964d9af2340111aed25c808944eb96f3037878a9583d92dccc545f4,True,False,not_vendored,Debug artifact documents the gap but is not parent state.
staged_file,0024_forward_state_manifest.json,0024_forward_state_manifest.json,,,repo_heavy_ruc_reproducibility,repo_debug_artifact,repo_debug_or_manifest,debug_evidence_only,,False,196272,eb450b4baa3eb2e56a096690b6cbb00442b667839a239dc957370c35e76a12ca,eb450b4baa3eb2e56a096690b6cbb00442b667839a239dc957370c35e76a12ca,True,False,not_vendored,Debug artifact documents the gap but is not parent state.
staged_file,0025_C1_2015q2.joblib,0025_C1_2015q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12191,4cadd44d3c10e315a95019573d662559d447edd6b016514dede3b341039a2a15,4cadd44d3c10e315a95019573d662559d447edd6b016514dede3b341039a2a15,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0026_C1_2015q3.joblib,0026_C1_2015q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12228,4315e9c6da79dc5b3beabbe7afcd0f1d4fef5057cab82959d82713e008346c56,4315e9c6da79dc5b3beabbe7afcd0f1d4fef5057cab82959d82713e008346c56,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0027_C1_2015q4.joblib,0027_C1_2015q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12309,b4fd10587acd03d4d6f9fdb920228463fe63a9bfd40f4ed1303205826779cdca,b4fd10587acd03d4d6f9fdb920228463fe63a9bfd40f4ed1303205826779cdca,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0028_C1_2016q1.joblib,0028_C1_2016q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12159,4e0356ed8f9045bfdd80ae243a39144cf5138712c178cc0525d15c7a691c195d,4e0356ed8f9045bfdd80ae243a39144cf5138712c178cc0525d15c7a691c195d,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0029_C1_2016q2.joblib,0029_C1_2016q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12294,45f774f0d9819c18bfa5bf268fd9d29c7964ceda9abd6350b9454b7ffb339b11,45f774f0d9819c18bfa5bf268fd9d29c7964ceda9abd6350b9454b7ffb339b11,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0030_C1_2016q3.joblib,0030_C1_2016q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12319,7a88dd52d5ec53f643ded7147cbb4db83d78bcc8acf7872871879bfde97b7f3f,7a88dd52d5ec53f643ded7147cbb4db83d78bcc8acf7872871879bfde97b7f3f,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0031_C1_2016q4.joblib,0031_C1_2016q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12269,739b945cdf5bc5355745b43bf13df4ca864b1b1904d73e59045a4ace3676f796,739b945cdf5bc5355745b43bf13df4ca864b1b1904d73e59045a4ace3676f796,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0032_C1_2017q1.joblib,0032_C1_2017q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12344,b5c421226aecf38e845ab33eae29cdc930a71a2f61812e0bffe9729947dc469e,b5c421226aecf38e845ab33eae29cdc930a71a2f61812e0bffe9729947dc469e,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0033_C1_2017q2.joblib,0033_C1_2017q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12281,184b305fa9c911763fda4dc7e3978214fd2d09a1319379975597bd16ba277c46,184b305fa9c911763fda4dc7e3978214fd2d09a1319379975597bd16ba277c46,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0034_C1_2017q3.joblib,0034_C1_2017q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12375,e983eb9a0264c69af6afbaceea7e947024c5f40568788c1459bc7c8bf0cc8807,e983eb9a0264c69af6afbaceea7e947024c5f40568788c1459bc7c8bf0cc8807,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0035_C1_2017q4.joblib,0035_C1_2017q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12370,f837e9e570a5223032a1103442aa0d8c34f964024870e0531102fbb4b3e10148,f837e9e570a5223032a1103442aa0d8c34f964024870e0531102fbb4b3e10148,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0036_C1_2018q1.joblib,0036_C1_2018q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12424,b64f0aadfee0cef887fadce9450d50f307ebbaa1e19784b8a6285e9b431e5643,b64f0aadfee0cef887fadce9450d50f307ebbaa1e19784b8a6285e9b431e5643,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0037_C1_2018q2.joblib,0037_C1_2018q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12427,da0a89f28f0e95ad943fe660b763ccab9d1c8a352b4c9045794b52963b20f7ce,da0a89f28f0e95ad943fe660b763ccab9d1c8a352b4c9045794b52963b20f7ce,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0038_C1_2018q3.joblib,0038_C1_2018q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12372,f2f44c0a7ece2e00aedd5dacae669b04d7d64f769f9b729a9f8dbd30e828aaa3,f2f44c0a7ece2e00aedd5dacae669b04d7d64f769f9b729a9f8dbd30e828aaa3,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0039_C1_2018q4.joblib,0039_C1_2018q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12531,9d50e4b7e830f8348f26bf3c092c4a6786986f8be604985c50ca3882f58568c9,9d50e4b7e830f8348f26bf3c092c4a6786986f8be604985c50ca3882f58568c9,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0040_C1_2019q1.joblib,0040_C1_2019q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12501,fcb87b30fbd93726ac2a83ddf5c13650c622c9c541494e66d776911cebb18c26,fcb87b30fbd93726ac2a83ddf5c13650c622c9c541494e66d776911cebb18c26,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0041_C1_2019q2.joblib,0041_C1_2019q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12431,d37e232085f490346960dc56d290ed90a872670d06512812a08f9512794eb804,d37e232085f490346960dc56d290ed90a872670d06512812a08f9512794eb804,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0042_C1_2019q3.joblib,0042_C1_2019q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12390,7d0c400cc1573ca9c7761624dff84e9da707e0b735ed142764adea088bccb752,7d0c400cc1573ca9c7761624dff84e9da707e0b735ed142764adea088bccb752,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0043_C1_2019q4.joblib,0043_C1_2019q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12383,2a7f8aab180d729cfe4558a25b9cc73e88ec54a0e0ab782356f2fec453687cb7,2a7f8aab180d729cfe4558a25b9cc73e88ec54a0e0ab782356f2fec453687cb7,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0044_C1_2020q1.joblib,0044_C1_2020q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12400,f7e324dd89bd4abed5c8637db9ebcd165b5dbf7538381ea4c43890ff3ea64ec8,f7e324dd89bd4abed5c8637db9ebcd165b5dbf7538381ea4c43890ff3ea64ec8,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0045_C1_2020q2.joblib,0045_C1_2020q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12345,207f345935b71fafc91abe1b7cefd7e59a67d24ebca44b6be91c2957865348c6,207f345935b71fafc91abe1b7cefd7e59a67d24ebca44b6be91c2957865348c6,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0046_C1_2020q3.joblib,0046_C1_2020q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12327,18c1e506a6064b0e457efb9bd91ef1d9e5e0e5e54e1bcc15a279c9dfaf8b027e,18c1e506a6064b0e457efb9bd91ef1d9e5e0e5e54e1bcc15a279c9dfaf8b027e,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0047_C1_2020q4.joblib,0047_C1_2020q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12373,671f9198b26d24f58ebd1f0badd5019f8bad95d710c3da4d63f70929c01c1b71,671f9198b26d24f58ebd1f0badd5019f8bad95d710c3da4d63f70929c01c1b71,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0048_C1_2021q1.joblib,0048_C1_2021q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12388,d7d9c9f9506ae48710e48b85b43682fc3537b9a7f972128984c591f2f91b1f6d,d7d9c9f9506ae48710e48b85b43682fc3537b9a7f972128984c591f2f91b1f6d,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0049_C1_2021q2.joblib,0049_C1_2021q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12377,ddffbcfd2a3b793ea51e820a4972cbf563cbc15872fffd10cac8bd410aa1310e,ddffbcfd2a3b793ea51e820a4972cbf563cbc15872fffd10cac8bd410aa1310e,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0050_C1_2021q3.joblib,0050_C1_2021q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12456,d6e7fb4670844650705f678872666bb38bd176375321b21532af6479b65ccdad,d6e7fb4670844650705f678872666bb38bd176375321b21532af6479b65ccdad,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0051_C1_2021q4.joblib,0051_C1_2021q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12501,be2cddf176e2a67caa8c0e856dcaad98ffe1805d6a80a2ac63d199e4d6670dd6,be2cddf176e2a67caa8c0e856dcaad98ffe1805d6a80a2ac63d199e4d6670dd6,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0052_C1_2022q1.joblib,0052_C1_2022q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12455,134fa241f0991dfea1dba59f9f654e9a4f7d2c2298d3b5516db11970b94436db,134fa241f0991dfea1dba59f9f654e9a4f7d2c2298d3b5516db11970b94436db,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0053_C1_2022q2.joblib,0053_C1_2022q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12497,8d5bdd653fb6620c9724c38bc3c8b76b209d0de6416b54a780abd10af1e995ef,8d5bdd653fb6620c9724c38bc3c8b76b209d0de6416b54a780abd10af1e995ef,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0054_C1_2022q3.joblib,0054_C1_2022q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12444,7325d75dbb18d9b3d224a54fb87a0eaa97a59d22490cf31c804fc2d8376f4e9b,7325d75dbb18d9b3d224a54fb87a0eaa97a59d22490cf31c804fc2d8376f4e9b,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0055_C1_2022q4.joblib,0055_C1_2022q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12392,833976fe23c3b1332a65c0e1b0acb142944f3af6f7967898c19d6803b51e1e93,833976fe23c3b1332a65c0e1b0acb142944f3af6f7967898c19d6803b51e1e93,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0056_C1_2023q1.joblib,0056_C1_2023q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12311,6865aedb6278074cf46308420410b8e3887a3db0c1e9431f9bc4f5d1378e1fc3,6865aedb6278074cf46308420410b8e3887a3db0c1e9431f9bc4f5d1378e1fc3,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0057_C1_2023q2.joblib,0057_C1_2023q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12292,d30d800f11f27c179314b577f3112fbed5297ec085fe035aefac524b82ad161c,d30d800f11f27c179314b577f3112fbed5297ec085fe035aefac524b82ad161c,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0058_C1_2023q3.joblib,0058_C1_2023q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12410,9099cd6e8761a0aaab38c623103da03544da1359187babfc2810d95cf3aed7c4,9099cd6e8761a0aaab38c623103da03544da1359187babfc2810d95cf3aed7c4,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0059_C1_2023q4.joblib,0059_C1_2023q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12527,f1270da53960f19ebb7856cab38ff582db85a44accf82da4c859dc0b2af1b391,f1270da53960f19ebb7856cab38ff582db85a44accf82da4c859dc0b2af1b391,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0060_C1_2024q1.joblib,0060_C1_2024q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12492,e9af37dacef6b51dba2b4d1c7da57139a17da23839eab5c115e6cd69e4e3c40a,e9af37dacef6b51dba2b4d1c7da57139a17da23839eab5c115e6cd69e4e3c40a,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0061_C1_2024q2.joblib,0061_C1_2024q2.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12349,eb394b69e3804f83f6e70bbb6f84992b974ad7859c3653564bf51cb28927a63b,eb394b69e3804f83f6e70bbb6f84992b974ad7859c3653564bf51cb28927a63b,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0062_C1_2024q3.joblib,0062_C1_2024q3.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12486,05e1fab012b6954cffdf52595407290fe83a799d1db9b0ad94fa6584bc3c06d6,05e1fab012b6954cffdf52595407290fe83a799d1db9b0ad94fa6584bc3c06d6,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0063_C1_2024q4.joblib,0063_C1_2024q4.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12452,0765c1d4432355823047fad2d0f9ed6da0beb7e9b7fb0b5b815934db6d609db8,0765c1d4432355823047fad2d0f9ed6da0beb7e9b7fb0b5b815934db6d609db8,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
staged_file,0064_C1_2025q1.joblib,0064_C1_2025q1.joblib,,,repo_forward_state,source_refit_state,repo_forward_state_reference,same_as_repo_source_refit_state,C1,False,12434,c781e3e0b998e02eb091181798deed357bae318c820c095bb2a77451ed2724e7,c781e3e0b998e02eb091181798deed357bae318c820c095bb2a77451ed2724e7,True,False,not_vendored,Joblib hash matches repo forward_state source-refit artifact; not original parent fitted state.
