scenario_name,severity,stream,quarter,raw_gdp_model_factor,guarded_gdp_model_factor,clip_amount,guard_reason,identity_guard,downside_guard,unguarded_forecast,guarded_forecast,forecast_delta,forecast_delta_pct,input_gdp_level_factor,price_response_factor,base_reference_forecast,base_at_same_price_forecast,gdp_factor_source_scenario,responding_model,monotonicity_holds,base_vs_scenario_direction,revenue_equivalent_delta_nzd_m,revenue_equivalent_basis,disposition
middle_east_high,high,HEAVY_RUC,2028Q2,1.0048042855514512,1.0,-0.004804285551451182,positive_response_to_lower_gdp_capped_at_identity,False,True,998496684.4474179,993722557.522163,-4774126.925254822,-0.4781314750080408,0.9870586575918153,0.9784296195641731,1015630084.8341058,993722557.522163,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-5.307021562009219,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
middle_east_high,high,HEAVY_RUC,2028Q3,1.0044322756044537,1.0,-0.004432275604453695,positive_response_to_lower_gdp_capped_at_identity,False,True,1015804128.6724979,1011321672.2961245,-4482456.37637341,-0.44127172255455405,0.9907262089718515,0.9832437025987247,1028556470.4082918,1011321672.2961245,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-4.897896642890085,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
middle_east_high,high,HEAVY_RUC,2028Q4,1.0040246191567286,1.0,-0.004024619156728582,positive_response_to_lower_gdp_capped_at_identity,False,True,1076448408.6409533,1072133479.6999826,-4314928.940970659,-0.4008486525070328,0.993392426814401,0.9874290769407702,1085782771.378013,1072133479.6999826,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-4.449220670781793,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
middle_east_high,high,HEAVY_RUC,2029Q1,1.0012119563128123,1.0,-0.0012119563128123456,positive_response_to_lower_gdp_capped_at_identity,False,True,1044697613.3581257,1043433018.1248125,-1264595.2333132029,-0.12104892527209168,0.9954031630636655,0.990896792786611,1053018867.0713713,1043433018.1248125,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-1.343582863826795,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
middle_east_high,high,HEAVY_RUC,2029Q2,1.002635967281894,1.0,-0.0026359672818940805,positive_response_to_lower_gdp_capped_at_identity,False,True,1021453922.9981177,1018768482.6101325,-2685440.3879852295,-0.26290372257840733,0.9968578794260743,0.9935694678581409,1025362106.5936271,1018768482.6101325,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-2.918100558915586,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
middle_east_high,high,HEAVY_RUC,2029Q3,1.002146912835147,1.0,-0.002146912835147008,positive_response_to_lower_gdp_capped_at_identity,False,True,1035736592.4442993,1033517719.9859097,-2218872.45838964,-0.21423134748509604,0.9978331094978288,0.9953871783969714,1038307246.0812142,1033517719.9859097,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-2.377861403796046,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
middle_east_high,high,HEAVY_RUC,2029Q4,1.001532946120845,1.0,-0.0015329461208450912,positive_response_to_lower_gdp_capped_at_identity,False,True,1093916070.766172,1092241723.0537915,-1674347.7123804092,-0.15305997938285218,0.9984974056597228,0.9967652947382493,1095786268.6627893,1092241723.0537915,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-1.6988896429623723,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
middle_east_high,high,HEAVY_RUC,2030Q2,1.000605673182018,1.0,-0.0006056731820180961,positive_response_to_lower_gdp_capped_at_identity,False,True,1033717445.6512927,1033091729.6960511,-625715.9552415609,-0.06053065640653179,0.9995031019462876,0.9990748687856015,1034048360.1111876,1033091729.6960511,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-0.6718601796851658,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
middle_east_high,high,HEAVY_RUC,2030Q3,1.0006895254888055,1.0,-0.0006895254888055202,positive_response_to_lower_gdp_capped_at_identity,False,True,1047097307.2484777,1046375804.4604329,-721502.7880448103,-0.06890503710115994,0.9997540832893287,0.9995389703757896,1046858437.2123424,1046375804.4604329,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-0.7648116401890324,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
middle_east_high,high,HEAVY_RUC,2030Q4,1.0004962963753312,1.0,-0.0004962963753312177,positive_response_to_lower_gdp_capped_at_identity,False,True,1104614147.4779,1104066203.4230156,-547944.0548844337,-0.04960501874211207,0.9999302123217131,1.0,1104066203.4230156,1104066203.4230156,middle_east_high,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,True,scenario_equals_base_at_identity,-0.5505910357477155,"guard-induced percentage change in stream activity applied to governed FY2025 revenue for that stream; indicative materiality scale, not a revenue forecast",accepted_expected_guard
