source_sheet,release_round,release_family,release_year,FY,horizon,series,metric,unit,forecast,raw_actual,crown_top_up,benchmark_actual,error,pct_error,source_cell,source_workbook_sheet,source_workbook_row,value_status,revenue_basis
OBU 2015,OBU15,OBU,2015,2023,8,Heavy RUC revenue,Revenue,$m ex GST,1147.034653172502,757.306974069565,304.8662017048865,1062.173175774451,84.86147739805097,0.07989420118445076,J348,Forecast archive,348,forecast_archive,nominal_ex_gst
OBU 2015,OBU15,OBU,2015,2024,9,Heavy RUC revenue,Revenue,$m ex GST,1194.100360363092,1078.53586094783,78.35828612160495,1156.894147069435,37.20621329365713,0.032160430051362404,J349,Forecast archive,349,forecast_archive,nominal_ex_gst
OBU 2015,OBU15,OBU,2015,2025,10,Heavy RUC revenue,Revenue,$m ex GST,1242.384029118273,1109.95026251304,0,1109.95026251304,132.43376660523313,0.11931504597817713,J350,Forecast archive,350,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2016,0,Heavy RUC revenue,Revenue,$m ex GST,853.2931860652191,856.897472313044,0,856.897472313044,-3.6042862478249162,-0.004206204784448458,J351,Forecast archive,351,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2017,1,Heavy RUC revenue,Revenue,$m ex GST,869.3057190890821,899.402333852174,0,899.402333852174,-30.096614763091907,-0.03346290489839733,J352,Forecast archive,352,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2018,2,Heavy RUC revenue,Revenue,$m ex GST,901.5101572129848,947.845460278261,0,947.845460278261,-46.33530306527621,-0.048884871012278154,J353,Forecast archive,353,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2019,3,Heavy RUC revenue,Revenue,$m ex GST,942.0007267445798,981.944894852174,0,981.944894852174,-39.94416810759424,-0.04067862495848873,J354,Forecast archive,354,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2020,4,Heavy RUC revenue,Revenue,$m ex GST,981.8701942318626,991.399212782609,0,991.399212782609,-9.5290185507464,-0.009611686622184049,J355,Forecast archive,355,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2021,5,Heavy RUC revenue,Revenue,$m ex GST,1021.457705841805,1126.70502478261,0,1126.70502478261,-105.24731894080503,-0.09341159986493516,J356,Forecast archive,356,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2022,6,Heavy RUC revenue,Revenue,$m ex GST,1064.322687505053,1041.49321244348,107.8638230328003,1149.35703547628,-85.03434797122713,-0.07398427585731869,J357,Forecast archive,357,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2023,7,Heavy RUC revenue,Revenue,$m ex GST,1108.737231798189,757.306974069565,304.8662017048865,1062.173175774451,46.564056023737976,0.043838478588754816,J358,Forecast archive,358,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2024,8,Heavy RUC revenue,Revenue,$m ex GST,1154.231499786342,1078.53586094783,78.35828612160495,1156.894147069435,-2.662647283092838,-0.002301547889958363,J359,Forecast archive,359,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU16,BEFU,2016,2025,9,Heavy RUC revenue,Revenue,$m ex GST,1200.903063795861,1109.95026251304,0,1109.95026251304,90.95280128282116,0.08194313236783674,J360,Forecast archive,360,forecast_archive,nominal_ex_gst
HYEFU 2016,HYEFU16,HYEFU,2016,2017,1,Heavy RUC revenue,Revenue,$m ex GST,894.9557236482129,899.402333852174,0,899.402333852174,-4.446610203961086,-0.004943961157979308,J361,Forecast archive,361,forecast_archive,nominal_ex_gst
HYEFU 2016,HYEFU16,HYEFU,2016,2018,2,Heavy RUC revenue,Revenue,$m ex GST,913.1371649481126,947.845460278261,0,947.845460278261,-34.70829533014842,-0.0366180952324855,J362,Forecast archive,362,forecast_archive,nominal_ex_gst
HYEFU 2016,HYEFU16,HYEFU,2016,2019,3,Heavy RUC revenue,Revenue,$m ex GST,952.0614037493069,981.944894852174,0,981.944894852174,-29.883491102867083,-0.030432961421288172,J363,Forecast archive,363,forecast_archive,nominal_ex_gst
HYEFU 2016,HYEFU16,HYEFU,2016,2020,4,Heavy RUC revenue,Revenue,$m ex GST,991.0209484593767,991.399212782609,0,991.399212782609,-0.3782643232323153,-0.0003815459184909197,J364,Forecast archive,364,forecast_archive,nominal_ex_gst
HYEFU 2016,HYEFU16,HYEFU,2016,2021,5,Heavy RUC revenue,Revenue,$m ex GST,1030.192278521566,1126.70502478261,0,1126.70502478261,-96.51274626104396,-0.08565928449610441,J365,Forecast archive,365,forecast_archive,nominal_ex_gst
HYEFU 2016,HYEFU16,HYEFU,2016,2022,6,Heavy RUC revenue,Revenue,$m ex GST,1073.17838947877,1041.49321244348,107.8638230328003,1149.35703547628,-76.1786459975101,-0.06627935762880031,J366,Forecast archive,366,forecast_archive,nominal_ex_gst
HYEFU 2016,HYEFU16,HYEFU,2016,2023,7,Heavy RUC revenue,Revenue,$m ex GST,1117.892479429549,757.306974069565,304.8662017048865,1062.173175774451,55.719303655097974,0.05245783354910272,J367,Forecast archive,367,forecast_archive,nominal_ex_gst
HYEFU 2016,HYEFU16,HYEFU,2016,2024,8,Heavy RUC revenue,Revenue,$m ex GST,1164.211401060538,1078.53586094783,78.35828612160495,1156.894147069435,7.317253991103144,0.0063249122745055895,J368,Forecast archive,368,forecast_archive,nominal_ex_gst
HYEFU 2016,HYEFU16,HYEFU,2016,2025,9,Heavy RUC revenue,Revenue,$m ex GST,1211.648269378032,1109.95026251304,0,1109.95026251304,101.69800686499207,0.09162393153972276,J369,Forecast archive,369,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2016,0,Heavy RUC revenue,Revenue,$m ex GST,853.8300000072684,856.897472313044,0,856.897472313044,-3.0674723057755955,-0.0035797425069950244,J370,Forecast archive,370,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2017,1,Heavy RUC revenue,Revenue,$m ex GST,869.7475930037516,899.402333852174,0,899.402333852174,-29.65474084842242,-0.032971607624598935,J371,Forecast archive,371,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2018,2,Heavy RUC revenue,Revenue,$m ex GST,900.8490212868461,947.845460278261,0,947.845460278261,-46.99643899141495,-0.049582385484673946,J372,Forecast archive,372,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2019,3,Heavy RUC revenue,Revenue,$m ex GST,939.9739990670334,981.944894852174,0,981.944894852174,-41.970895785140556,-0.04274261825197332,J373,Forecast archive,373,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2020,4,Heavy RUC revenue,Revenue,$m ex GST,979.2158021200622,991.399212782609,0,991.399212782609,-12.183410662546748,-0.012289106653969362,J374,Forecast archive,374,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2021,5,Heavy RUC revenue,Revenue,$m ex GST,1020.207859384405,1126.70502478261,0,1126.70502478261,-106.49716539820508,-0.0945208932735105,J375,Forecast archive,375,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2022,6,Heavy RUC revenue,Revenue,$m ex GST,1063.02039183035,1041.49321244348,107.8638230328003,1149.35703547628,-86.33664364593005,-0.0751173403747019,J376,Forecast archive,376,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2023,7,Heavy RUC revenue,Revenue,$m ex GST,1107.380590886067,757.306974069565,304.8662017048865,1062.173175774451,45.207415111616,0.04256124720778643,J377,Forecast archive,377,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2024,8,Heavy RUC revenue,Revenue,$m ex GST,1152.819192496784,1078.53586094783,78.35828612160495,1156.894147069435,-4.074954572650995,-0.0035223227492103674,J378,Forecast archive,378,forecast_archive,nominal_ex_gst
MBU 2016,MBU16,MBU,2016,2025,9,Heavy RUC revenue,Revenue,$m ex GST,1199.433649600039,1109.95026251304,0,1109.95026251304,89.48338708699907,0.08061927647496529,J379,Forecast archive,379,forecast_archive,nominal_ex_gst
OBU 2016,OBU16,OBU,2016,2017,1,Heavy RUC revenue,Revenue,$m ex GST,882.4162530747454,899.402333852174,0,899.402333852174,-16.986080777428583,-0.01888596475470167,J380,Forecast archive,380,forecast_archive,nominal_ex_gst
OBU 2016,OBU16,OBU,2016,2018,2,Heavy RUC revenue,Revenue,$m ex GST,911.2368226942508,947.845460278261,0,947.845460278261,-36.60863758401024,-0.038623002502183174,J381,Forecast archive,381,forecast_archive,nominal_ex_gst
OBU 2016,OBU16,OBU,2016,2019,3,Heavy RUC revenue,Revenue,$m ex GST,950.7235898077477,981.944894852174,0,981.944894852174,-31.221305044426344,-0.031795373862732415,J382,Forecast archive,382,forecast_archive,nominal_ex_gst
OBU 2016,OBU16,OBU,2016,2020,4,Heavy RUC revenue,Revenue,$m ex GST,991.3522957316684,991.399212782609,0,991.399212782609,-0.04691705094057852,-4.732407524199472e-05,J383,Forecast archive,383,forecast_archive,nominal_ex_gst
OBU 2016,OBU16,OBU,2016,2021,5,Heavy RUC revenue,Revenue,$m ex GST,1032.168420417354,1126.70502478261,0,1126.70502478261,-94.53660436525615,-0.08390537211236485,J384,Forecast archive,384,forecast_archive,nominal_ex_gst
OBU 2016,OBU16,OBU,2016,2022,6,Heavy RUC revenue,Revenue,$m ex GST,1075.198856654726,1041.49321244348,107.8638230328003,1149.35703547628,-74.1581788215542,-0.06452144680249329,J385,Forecast archive,385,forecast_archive,nominal_ex_gst
OBU 2016,OBU16,OBU,2016,2023,7,Heavy RUC revenue,Revenue,$m ex GST,1119.997129582001,757.306974069565,304.8662017048865,1062.173175774451,57.82395380754997,0.054439290246046185,J386,Forecast archive,386,forecast_archive,nominal_ex_gst
OBU 2016,OBU16,OBU,2016,2024,8,Heavy RUC revenue,Revenue,$m ex GST,1166.40325559737,1078.53586094783,78.35828612160495,1156.894147069435,9.509108527935041,0.008219514768937905,J387,Forecast archive,387,forecast_archive,nominal_ex_gst
OBU 2016,OBU16,OBU,2016,2025,9,Heavy RUC revenue,Revenue,$m ex GST,1213.929433051449,1109.95026251304,0,1109.95026251304,103.97917053840911,0.09367912603848548,J388,Forecast archive,388,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU17,BEFU,2017,2017,0,Heavy RUC revenue,Revenue,$m ex GST,887.4030172791363,899.402333852174,0,899.402333852174,-11.999316573037731,-0.013341433662557009,J389,Forecast archive,389,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU17,BEFU,2017,2018,1,Heavy RUC revenue,Revenue,$m ex GST,894.3517706238661,947.845460278261,0,947.845460278261,-53.493689654394984,-0.056437142863659154,J390,Forecast archive,390,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU17,BEFU,2017,2019,2,Heavy RUC revenue,Revenue,$m ex GST,917.1983848956721,981.944894852174,0,981.944894852174,-64.74650995650188,-0.06593700959792564,J391,Forecast archive,391,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU17,BEFU,2017,2020,3,Heavy RUC revenue,Revenue,$m ex GST,956.8924059450701,991.399212782609,0,991.399212782609,-34.506806837538875,-0.03480616727613382,J392,Forecast archive,392,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU17,BEFU,2017,2021,4,Heavy RUC revenue,Revenue,$m ex GST,997.5362573394262,1126.70502478261,0,1126.70502478261,-129.1687674431838,-0.11464293191388406,J393,Forecast archive,393,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU17,BEFU,2017,2022,5,Heavy RUC revenue,Revenue,$m ex GST,1040.199532617226,1041.49321244348,107.8638230328003,1149.35703547628,-109.15750285905415,-0.09497266688224565,J394,Forecast archive,394,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU17,BEFU,2017,2023,6,Heavy RUC revenue,Revenue,$m ex GST,1083.539555041563,757.306974069565,304.8662017048865,1062.173175774451,21.366379267112052,0.02011572100899028,J395,Forecast archive,395,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU17,BEFU,2017,2024,7,Heavy RUC revenue,Revenue,$m ex GST,1128.435092544082,1078.53586094783,78.35828612160495,1156.894147069435,-28.45905452535294,-0.024599531942869162,J396,Forecast archive,396,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU17,BEFU,2017,2025,8,Heavy RUC revenue,Revenue,$m ex GST,1174.414222142956,1109.95026251304,0,1109.95026251304,64.46395962991619,0.058078241707843065,J397,Forecast archive,397,forecast_archive,nominal_ex_gst
HYEFU 2017,HYEFU17,HYEFU,2017,2018,1,Heavy RUC revenue,Revenue,$m ex GST,914.4960139901481,947.845460278261,0,947.845460278261,-33.34944628811297,-0.03518447646341261,J398,Forecast archive,398,forecast_archive,nominal_ex_gst
HYEFU 2017,HYEFU17,HYEFU,2017,2019,2,Heavy RUC revenue,Revenue,$m ex GST,928.2134542000002,981.944894852174,0,981.944894852174,-53.731440652173774,-0.054719405267912434,J399,Forecast archive,399,forecast_archive,nominal_ex_gst
HYEFU 2017,HYEFU17,HYEFU,2017,2020,3,Heavy RUC revenue,Revenue,$m ex GST,943.0648694672002,991.399212782609,0,991.399212782609,-48.33434331540877,-0.0487536631986487,J400,Forecast archive,400,forecast_archive,nominal_ex_gst
HYEFU 2017,HYEFU17,HYEFU,2017,2021,4,Heavy RUC revenue,Revenue,$m ex GST,960.0400371176098,1126.70502478261,0,1126.70502478261,-166.66498766500024,-0.1479224677258869,J401,Forecast archive,401,forecast_archive,nominal_ex_gst
HYEFU 2017,HYEFU17,HYEFU,2017,2022,5,Heavy RUC revenue,Revenue,$m ex GST,974.4406376743739,1041.49321244348,107.8638230328003,1149.35703547628,-174.91639780190621,-0.1521863027787731,J402,Forecast archive,402,forecast_archive,nominal_ex_gst
HYEFU 2017,HYEFU17,HYEFU,2017,2023,6,Heavy RUC revenue,Revenue,$m ex GST,989.0572472394894,757.306974069565,304.8662017048865,1062.173175774451,-73.11592853496165,-0.06883616551665543,J403,Forecast archive,403,forecast_archive,nominal_ex_gst
HYEFU 2017,HYEFU17,HYEFU,2017,2024,7,Heavy RUC revenue,Revenue,$m ex GST,1003.893105948082,1078.53586094783,78.35828612160495,1156.894147069435,-153.00104112135284,-0.1322515473943097,J404,Forecast archive,404,forecast_archive,nominal_ex_gst
HYEFU 2017,HYEFU17,HYEFU,2017,2025,8,Heavy RUC revenue,Revenue,$m ex GST,1018.951502537303,1109.95026251304,0,1109.95026251304,-90.9987599757369,-0.08198453845103518,J405,Forecast archive,405,forecast_archive,nominal_ex_gst
MBU 2017,MBU17,MBU,2017,2017,0,Heavy RUC revenue,Revenue,$m ex GST,894.9490240318734,899.402333852174,0,899.402333852174,-4.45330982030066,-0.004951410122794508,J406,Forecast archive,406,forecast_archive,nominal_ex_gst
MBU 2017,MBU17,MBU,2017,2018,1,Heavy RUC revenue,Revenue,$m ex GST,913.1369484095504,947.845460278261,0,947.845460278261,-34.708511868710616,-0.036618323685932055,J407,Forecast archive,407,forecast_archive,nominal_ex_gst
MBU 2017,MBU17,MBU,2017,2019,2,Heavy RUC revenue,Revenue,$m ex GST,952.0614013148557,981.944894852174,0,981.944894852174,-29.88349353731826,-0.030432963900501812,J408,Forecast archive,408,forecast_archive,nominal_ex_gst
MBU 2017,MBU17,MBU,2017,2020,3,Heavy RUC revenue,Revenue,$m ex GST,991.0209484320653,991.399212782609,0,991.399212782609,-0.3782643505436454,-0.00038154594603918656,J409,Forecast archive,409,forecast_archive,nominal_ex_gst
MBU 2017,MBU17,MBU,2017,2021,4,Heavy RUC revenue,Revenue,$m ex GST,1030.19227852126,1126.70502478261,0,1126.70502478261,-96.51274626135,-0.08565928449637603,J410,Forecast archive,410,forecast_archive,nominal_ex_gst
MBU 2017,MBU17,MBU,2017,2022,5,Heavy RUC revenue,Revenue,$m ex GST,1073.178389478766,1041.49321244348,107.8638230328003,1149.35703547628,-76.1786459975142,-0.06627935762880388,J411,Forecast archive,411,forecast_archive,nominal_ex_gst
MBU 2017,MBU17,MBU,2017,2023,6,Heavy RUC revenue,Revenue,$m ex GST,1117.892479429549,757.306974069565,304.8662017048865,1062.173175774451,55.719303655097974,0.05245783354910272,J412,Forecast archive,412,forecast_archive,nominal_ex_gst
MBU 2017,MBU17,MBU,2017,2024,7,Heavy RUC revenue,Revenue,$m ex GST,1164.211401060538,1078.53586094783,78.35828612160495,1156.894147069435,7.317253991103144,0.0063249122745055895,J413,Forecast archive,413,forecast_archive,nominal_ex_gst
MBU 2017,MBU17,MBU,2017,2025,8,Heavy RUC revenue,Revenue,$m ex GST,1211.648269378032,1109.95026251304,0,1109.95026251304,101.69800686499207,0.09162393153972276,J414,Forecast archive,414,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2018,1,Heavy RUC revenue,Revenue,$m ex GST,915.6685984784916,947.845460278261,0,947.845460278261,-32.176861799769426,-0.033947371326042114,J415,Forecast archive,415,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2019,2,Heavy RUC revenue,Revenue,$m ex GST,929.2067957151116,981.944894852174,0,981.944894852174,-52.73809913706236,-0.053707799097017325,J416,Forecast archive,416,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2020,3,Heavy RUC revenue,Revenue,$m ex GST,959.7763213385682,991.399212782609,0,991.399212782609,-31.62289144404076,-0.031897232755796964,J417,Forecast archive,417,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2021,4,Heavy RUC revenue,Revenue,$m ex GST,995.9466294250343,1126.70502478261,0,1126.70502478261,-130.75839535757575,-0.11605379623012214,J418,Forecast archive,418,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2022,5,Heavy RUC revenue,Revenue,$m ex GST,1032.486464668346,1041.49321244348,107.8638230328003,1149.35703547628,-116.8705708079342,-0.10168343447735055,J419,Forecast archive,419,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2023,6,Heavy RUC revenue,Revenue,$m ex GST,1069.595322090143,757.306974069565,304.8662017048865,1062.173175774451,7.422146315692089,0.006987698884676182,J420,Forecast archive,420,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2024,7,Heavy RUC revenue,Revenue,$m ex GST,1107.418102570252,1078.53586094783,78.35828612160495,1156.894147069435,-49.47604449918299,-0.04276626744504873,J421,Forecast archive,421,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2025,8,Heavy RUC revenue,Revenue,$m ex GST,1146.611464318659,1109.95026251304,0,1109.95026251304,36.66120180561916,0.03302958974271016,J422,Forecast archive,422,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2018,1,Heavy RUC revenue,Revenue,$m ex GST,898.2057645074394,947.845460278261,0,947.845460278261,-49.63969577082162,-0.05237108563694422,J423,Forecast archive,423,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2019,2,Heavy RUC revenue,Revenue,$m ex GST,925.6019975716074,981.944894852174,0,981.944894852174,-56.3428972805666,-0.05737887897370116,J424,Forecast archive,424,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2020,3,Heavy RUC revenue,Revenue,$m ex GST,953.6360523511011,991.399212782609,0,991.399212782609,-37.76316043150791,-0.038090771048240185,J425,Forecast archive,425,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2021,4,Heavy RUC revenue,Revenue,$m ex GST,988.622217168911,1126.70502478261,0,1126.70502478261,-138.08280761369906,-0.1225545325320096,J426,Forecast archive,426,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2022,5,Heavy RUC revenue,Revenue,$m ex GST,1003.415560608814,1041.49321244348,107.8638230328003,1149.35703547628,-145.94147486746613,-0.12697662289680917,J427,Forecast archive,427,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2023,6,Heavy RUC revenue,Revenue,$m ex GST,1018.224068306563,757.306974069565,304.8662017048865,1062.173175774451,-43.949107467887984,-0.04137659326205808,J428,Forecast archive,428,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2024,7,Heavy RUC revenue,Revenue,$m ex GST,1033.364896531865,1078.53586094783,78.35828612160495,1156.894147069435,-123.52925053756985,-0.1067766232982384,J429,Forecast archive,429,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2025,8,Heavy RUC revenue,Revenue,$m ex GST,1048.847037961116,1109.95026251304,0,1109.95026251304,-61.10322455192386,-0.05505041677595532,J430,Forecast archive,430,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2018,0,Heavy RUC revenue,Revenue,$m ex GST,931.8533886821103,947.845460278261,0,947.845460278261,-15.992071596150709,-0.016872024255363192,J431,Forecast archive,431,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2019,1,Heavy RUC revenue,Revenue,$m ex GST,959.107283652233,981.944894852174,0,981.944894852174,-22.837611199940966,-0.023257528319223078,J432,Forecast archive,432,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2020,2,Heavy RUC revenue,Revenue,$m ex GST,1037.843901877591,991.399212782609,0,991.399212782609,46.44468909498198,0.046847615467258026,J433,Forecast archive,433,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2021,3,Heavy RUC revenue,Revenue,$m ex GST,1103.220675279736,1126.70502478261,0,1126.70502478261,-23.48434950287401,-0.020843387564908708,J434,Forecast archive,434,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2022,4,Heavy RUC revenue,Revenue,$m ex GST,1128.892806731801,1041.49321244348,107.8638230328003,1149.35703547628,-20.464228744478987,-0.01780493624942127,J435,Forecast archive,435,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2023,5,Heavy RUC revenue,Revenue,$m ex GST,1153.474678275439,757.306974069565,304.8662017048865,1062.173175774451,91.30150250098791,0.08595726627573533,J436,Forecast archive,436,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2024,6,Heavy RUC revenue,Revenue,$m ex GST,1179.131428165363,1078.53586094783,78.35828612160495,1156.894147069435,22.23728109592821,0.019221534789728316,J437,Forecast archive,437,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2025,7,Heavy RUC revenue,Revenue,$m ex GST,1205.226267119126,1109.95026251304,0,1109.95026251304,95.27600460608619,0.08583808466369625,J438,Forecast archive,438,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2019,1,Heavy RUC revenue,Revenue,$m ex GST,1001.257907743442,981.944894852174,0,981.944894852174,19.313012891268045,0.01966812291862417,J439,Forecast archive,439,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2020,2,Heavy RUC revenue,Revenue,$m ex GST,1067.503934831616,991.399212782609,0,991.399212782609,76.10472204900714,0.07676496114557149,J440,Forecast archive,440,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2021,3,Heavy RUC revenue,Revenue,$m ex GST,1131.665472491217,1126.70502478261,0,1126.70502478261,4.960447708607035,0.004402614348475209,J441,Forecast archive,441,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2022,4,Heavy RUC revenue,Revenue,$m ex GST,1156.849728149905,1041.49321244348,107.8638230328003,1149.35703547628,7.492692673625015,0.006519029720403748,J442,Forecast archive,442,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2023,5,Heavy RUC revenue,Revenue,$m ex GST,1181.559861171568,757.306974069565,304.8662017048865,1062.173175774451,119.38668539711693,0.11239851289792721,J443,Forecast archive,443,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2024,6,Heavy RUC revenue,Revenue,$m ex GST,1206.639023706414,1078.53586094783,78.35828612160495,1156.894147069435,49.74487663697914,0.04299864145997234,J444,Forecast archive,444,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2025,7,Heavy RUC revenue,Revenue,$m ex GST,1232.250503253304,1109.95026251304,0,1109.95026251304,122.30024074026414,0.11018533430801125,J445,Forecast archive,445,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2018,0,Heavy RUC revenue,Revenue,$m ex GST,935.1889548195177,947.845460278261,0,947.845460278261,-12.656505458743368,-0.013352920902346011,J446,Forecast archive,446,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2019,1,Heavy RUC revenue,Revenue,$m ex GST,932.3833879550591,981.944894852174,0,981.944894852174,-49.561506897114896,-0.05047279858262931,J447,Forecast archive,447,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2020,2,Heavy RUC revenue,Revenue,$m ex GST,961.2872729816659,991.399212782609,0,991.399212782609,-30.111939800943105,-0.030373172999024724,J448,Forecast archive,448,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2021,3,Heavy RUC revenue,Revenue,$m ex GST,986.2807420791892,1126.70502478261,0,1126.70502478261,-140.4242827034209,-0.12463269410777215,J449,Forecast archive,449,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2022,4,Heavy RUC revenue,Revenue,$m ex GST,1008.96519914701,1041.49321244348,107.8638230328003,1149.35703547628,-140.39183632927006,-0.12214815065807061,J450,Forecast archive,450,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2023,5,Heavy RUC revenue,Revenue,$m ex GST,1031.162433528245,757.306974069565,304.8662017048865,1062.173175774451,-31.010742246206064,-0.029195561471033697,J451,Forecast archive,451,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2024,6,Heavy RUC revenue,Revenue,$m ex GST,1053.848007065866,1078.53586094783,78.35828612160495,1156.894147069435,-103.04614000356878,-0.0890713642770155,J452,Forecast archive,452,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2025,7,Heavy RUC revenue,Revenue,$m ex GST,1077.032663221315,1109.95026251304,0,1109.95026251304,-32.917599291724855,-0.02965682373658444,J453,Forecast archive,453,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2019,1,Heavy RUC revenue,Revenue,$m ex GST,989.0598812351296,981.944894852174,0,981.944894852174,7.114986382955635,0.007245810248880365,J454,Forecast archive,454,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2020,2,Heavy RUC revenue,Revenue,$m ex GST,1024.355174621882,991.399212782609,0,991.399212782609,32.95596183927307,0.03324186807327994,J455,Forecast archive,455,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2021,3,Heavy RUC revenue,Revenue,$m ex GST,1049.809361195397,1126.70502478261,0,1126.70502478261,-76.895663587213,-0.06824826542514931,J456,Forecast archive,456,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2022,4,Heavy RUC revenue,Revenue,$m ex GST,1070.893902270799,1041.49321244348,107.8638230328003,1149.35703547628,-78.4631332054812,-0.06826697952300523,J457,Forecast archive,457,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2023,5,Heavy RUC revenue,Revenue,$m ex GST,1090.699221936727,757.306974069565,304.8662017048865,1062.173175774451,28.52604616227609,0.026856304426514252,J458,Forecast archive,458,forecast_archive,nominal_ex_gst
