source_sheet,release_round,release_family,release_year,FY,horizon,series,metric,unit,forecast,raw_actual,crown_top_up,benchmark_actual,error,pct_error,source_cell,source_workbook_sheet,source_workbook_row,value_status,revenue_basis
OBU 2017,OBU17,OBU,2017,2020,3,Light RUC revenue,Revenue,$m ex GST,641.7074898308391,720.453579834783,0,720.453579834783,-78.74609000394389,-0.10930071306190502,J984,Forecast archive,984,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2021,4,Light RUC revenue,Revenue,$m ex GST,673.7967779143806,801.218457113044,0,801.218457113044,-127.42167919866336,-0.15903487752614942,J985,Forecast archive,985,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2022,5,Light RUC revenue,Revenue,$m ex GST,701.7396916112659,752.991904730435,77.98474784719976,830.9766525776347,-129.23696096636877,-0.15552417816491504,J986,Forecast archive,986,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2023,6,Light RUC revenue,Revenue,$m ex GST,750.9754142329294,595.74682046087,239.8275422655552,835.5743627264253,-84.59894849349587,-0.10124646263374447,J987,Forecast archive,987,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2024,7,Light RUC revenue,Revenue,$m ex GST,803.0114287565119,696.350840121739,61.64171387839506,757.9925540001341,45.01887475637784,0.05939223877437967,J988,Forecast archive,988,forecast_archive,nominal_ex_gst
OBU 2017,OBU17,OBU,2017,2025,8,Light RUC revenue,Revenue,$m ex GST,844.868022104083,830.974453217391,0,830.974453217391,13.893568886692037,0.016719610131091894,J989,Forecast archive,989,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2018,1,Light RUC revenue,Revenue,$m ex GST,581.2489297755459,607.891847913044,0,607.891847913044,-26.6429181374981,-0.04382838531058775,J990,Forecast archive,990,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2019,2,Light RUC revenue,Revenue,$m ex GST,606.6837569868303,695.557280486957,0,695.557280486957,-88.87352350012668,-0.12777311947321818,J991,Forecast archive,991,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2020,3,Light RUC revenue,Revenue,$m ex GST,638.2197910257188,720.453579834783,0,720.453579834783,-82.23378880906421,-0.11414168950055374,J992,Forecast archive,992,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2021,4,Light RUC revenue,Revenue,$m ex GST,672.0656393208427,801.218457113044,0,801.218457113044,-129.1528177922013,-0.16119550997060855,J993,Forecast archive,993,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2022,5,Light RUC revenue,Revenue,$m ex GST,700.8320334049134,752.991904730435,77.98474784719976,830.9766525776347,-130.14461917272126,-0.15661645699553803,J994,Forecast archive,994,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2023,6,Light RUC revenue,Revenue,$m ex GST,738.5213812881503,595.74682046087,239.8275422655552,835.5743627264253,-97.05298143827497,-0.11615121976887532,J995,Forecast archive,995,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2024,7,Light RUC revenue,Revenue,$m ex GST,770.0044149969066,696.350840121739,61.64171387839506,757.9925540001341,12.011860996772498,0.015846937985581285,J996,Forecast archive,996,forecast_archive,nominal_ex_gst
PREFU 2017,PREFU17,PREFU,2017,2025,8,Light RUC revenue,Revenue,$m ex GST,801.351852316789,830.974453217391,0,830.974453217391,-29.622600900602038,-0.035648028391135726,J997,Forecast archive,997,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2018,0,Light RUC revenue,Revenue,$m ex GST,592.690237068605,607.891847913044,0,607.891847913044,-15.20161084443896,-0.025007097720799634,J998,Forecast archive,998,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2019,1,Light RUC revenue,Revenue,$m ex GST,660.5945334471513,695.557280486957,0,695.557280486957,-34.96274703980566,-0.050265805593075495,J999,Forecast archive,999,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2020,2,Light RUC revenue,Revenue,$m ex GST,664.2346645544302,720.453579834783,0,720.453579834783,-56.2189152803528,-0.07803266838266683,J1000,Forecast archive,1000,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2021,3,Light RUC revenue,Revenue,$m ex GST,686.8017501394194,801.218457113044,0,801.218457113044,-114.41670697362463,-0.1428033839683271,J1001,Forecast archive,1001,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2022,4,Light RUC revenue,Revenue,$m ex GST,724.1675875267159,752.991904730435,77.98474784719976,830.9766525776347,-106.80906505091878,-0.12853437544797933,J1002,Forecast archive,1002,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2023,5,Light RUC revenue,Revenue,$m ex GST,759.1393822015568,595.74682046087,239.8275422655552,835.5743627264253,-76.43498052486848,-0.09147597620810918,J1003,Forecast archive,1003,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2024,6,Light RUC revenue,Revenue,$m ex GST,792.9413384960421,696.350840121739,61.64171387839506,757.9925540001341,34.94878449590806,0.04610702877155423,J1004,Forecast archive,1004,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU18,BEFU,2018,2025,7,Light RUC revenue,Revenue,$m ex GST,827.3384826287313,830.974453217391,0,830.974453217391,-3.6359705886596885,-0.0043755503849508635,J1005,Forecast archive,1005,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2019,1,Light RUC revenue,Revenue,$m ex GST,679.5955839834334,695.557280486957,0,695.557280486957,-15.961696503523626,-0.022948069053851185,J1006,Forecast archive,1006,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2020,2,Light RUC revenue,Revenue,$m ex GST,723.2487310190236,720.453579834783,0,720.453579834783,2.7951511842405807,0.00387971031371872,J1007,Forecast archive,1007,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2021,3,Light RUC revenue,Revenue,$m ex GST,796.1595669475274,801.218457113044,0,801.218457113044,-5.058890165516573,-0.006313996040162132,J1008,Forecast archive,1008,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2022,4,Light RUC revenue,Revenue,$m ex GST,828.571986711045,752.991904730435,77.98474784719976,830.9766525776347,-2.404665866589653,-0.002893782706325789,J1009,Forecast archive,1009,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2023,5,Light RUC revenue,Revenue,$m ex GST,851.1500661913302,595.74682046087,239.8275422655552,835.5743627264253,15.575703464904905,0.01864071488991403,J1010,Forecast archive,1010,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2024,6,Light RUC revenue,Revenue,$m ex GST,869.8894684421169,696.350840121739,61.64171387839506,757.9925540001341,111.89691444198286,0.14762270928846494,J1011,Forecast archive,1011,forecast_archive,nominal_ex_gst
HYEFU 2018,HYEFU18,HYEFU,2018,2025,7,Light RUC revenue,Revenue,$m ex GST,885.8328815753973,830.974453217391,0,830.974453217391,54.858428358006336,0.06601698541465852,J1012,Forecast archive,1012,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2018,0,Light RUC revenue,Revenue,$m ex GST,595.3204007278999,607.891847913044,0,607.891847913044,-12.571447185144052,-0.020680401009329438,J1013,Forecast archive,1013,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2019,1,Light RUC revenue,Revenue,$m ex GST,596.5817135694562,695.557280486957,0,695.557280486957,-98.97556691750083,-0.14229678804915738,J1014,Forecast archive,1014,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2020,2,Light RUC revenue,Revenue,$m ex GST,587.8735764293568,720.453579834783,0,720.453579834783,-132.58000340542617,-0.18402296430511164,J1015,Forecast archive,1015,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2021,3,Light RUC revenue,Revenue,$m ex GST,603.7884746180509,801.218457113044,0,801.218457113044,-197.42998249499306,-0.24641217478485725,J1016,Forecast archive,1016,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2022,4,Light RUC revenue,Revenue,$m ex GST,631.7932050453114,752.991904730435,77.98474784719976,830.9766525776347,-199.18344753232327,-0.23969800705527572,J1017,Forecast archive,1017,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2023,5,Light RUC revenue,Revenue,$m ex GST,657.0866497528503,595.74682046087,239.8275422655552,835.5743627264253,-178.48771297357496,-0.21361080585476683,J1018,Forecast archive,1018,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2024,6,Light RUC revenue,Revenue,$m ex GST,682.0460636662507,696.350840121739,61.64171387839506,757.9925540001341,-75.94649033388339,-0.10019424324565325,J1019,Forecast archive,1019,forecast_archive,nominal_ex_gst
MBU 2018,MBU18,MBU,2018,2025,7,Light RUC revenue,Revenue,$m ex GST,707.0495900182118,830.974453217391,0,830.974453217391,-123.92486319917919,-0.14913197718577667,J1020,Forecast archive,1020,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2019,1,Light RUC revenue,Revenue,$m ex GST,639.3988253144398,695.557280486957,0,695.557280486957,-56.158455172517165,-0.08073879283270653,J1021,Forecast archive,1021,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2020,2,Light RUC revenue,Revenue,$m ex GST,670.9048084229739,720.453579834783,0,720.453579834783,-49.54877141180907,-0.06877441211850426,J1022,Forecast archive,1022,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2021,3,Light RUC revenue,Revenue,$m ex GST,707.8529963316505,801.218457113044,0,801.218457113044,-93.3654607813935,-0.11652934346745902,J1023,Forecast archive,1023,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2022,4,Light RUC revenue,Revenue,$m ex GST,741.3890178928501,752.991904730435,77.98474784719976,830.9766525776347,-89.58763468478458,-0.10781005026662259,J1024,Forecast archive,1024,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2023,5,Light RUC revenue,Revenue,$m ex GST,772.4415940117179,595.74682046087,239.8275422655552,835.5743627264253,-63.13276871470737,-0.07555613423646605,J1025,Forecast archive,1025,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2024,6,Light RUC revenue,Revenue,$m ex GST,802.927045161654,696.350840121739,61.64171387839506,757.9925540001341,44.93449116151987,0.05928091367703847,J1026,Forecast archive,1026,forecast_archive,nominal_ex_gst
OBU 2018,OBU18,OBU,2018,2025,7,Light RUC revenue,Revenue,$m ex GST,825.9214536182619,830.974453217391,0,830.974453217391,-5.052999599129066,-0.006080812207360546,J1027,Forecast archive,1027,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU19,BEFU,2019,2019,0,Light RUC revenue,Revenue,$m ex GST,660.300551858541,695.557280486957,0,695.557280486957,-35.256728628416,-0.05068846178093758,J1028,Forecast archive,1028,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU19,BEFU,2019,2020,1,Light RUC revenue,Revenue,$m ex GST,740.8358561570353,720.453579834783,0,720.453579834783,20.382276322252324,0.02829089464296431,J1029,Forecast archive,1029,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU19,BEFU,2019,2021,2,Light RUC revenue,Revenue,$m ex GST,796.1950459192403,801.218457113044,0,801.218457113044,-5.023411193803668,-0.0062697147690581895,J1030,Forecast archive,1030,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU19,BEFU,2019,2022,3,Light RUC revenue,Revenue,$m ex GST,841.6850496972703,752.991904730435,77.98474784719976,830.9766525776347,10.708397119635606,0.012886519839539251,J1031,Forecast archive,1031,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU19,BEFU,2019,2023,4,Light RUC revenue,Revenue,$m ex GST,866.1353159522912,595.74682046087,239.8275422655552,835.5743627264253,30.560953225865887,0.03657478566736713,J1032,Forecast archive,1032,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU19,BEFU,2019,2024,5,Light RUC revenue,Revenue,$m ex GST,884.3646121489976,696.350840121739,61.64171387839506,757.9925540001341,126.37205814886352,0.1667193925348786,J1033,Forecast archive,1033,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU19,BEFU,2019,2025,6,Light RUC revenue,Revenue,$m ex GST,899.683078554528,830.974453217391,0,830.974453217391,68.70862533713705,0.08268440151331849,J1034,Forecast archive,1034,forecast_archive,nominal_ex_gst
HYEFU 2019,HYEFU19,HYEFU,2019,2020,1,Light RUC revenue,Revenue,$m ex GST,723.1604591069396,720.453579834783,0,720.453579834783,2.706879272156584,0.003757187621688736,J1035,Forecast archive,1035,forecast_archive,nominal_ex_gst
HYEFU 2019,HYEFU19,HYEFU,2019,2021,2,Light RUC revenue,Revenue,$m ex GST,769.2502914471094,801.218457113044,0,801.218457113044,-31.968165665934634,-0.0398994373907992,J1036,Forecast archive,1036,forecast_archive,nominal_ex_gst
HYEFU 2019,HYEFU19,HYEFU,2019,2022,3,Light RUC revenue,Revenue,$m ex GST,813.7351148915474,752.991904730435,77.98474784719976,830.9766525776347,-17.241537686087327,-0.020748522395430985,J1037,Forecast archive,1037,forecast_archive,nominal_ex_gst
HYEFU 2019,HYEFU19,HYEFU,2019,2023,4,Light RUC revenue,Revenue,$m ex GST,856.5692970572236,595.74682046087,239.8275422655552,835.5743627264253,20.994934330798287,0.02512635052886636,J1038,Forecast archive,1038,forecast_archive,nominal_ex_gst
HYEFU 2019,HYEFU19,HYEFU,2019,2024,5,Light RUC revenue,Revenue,$m ex GST,898.2592657978194,696.350840121739,61.64171387839506,757.9925540001341,140.26671179768528,0.185050250239873,J1039,Forecast archive,1039,forecast_archive,nominal_ex_gst
HYEFU 2019,HYEFU19,HYEFU,2019,2025,6,Light RUC revenue,Revenue,$m ex GST,938.3439057476493,830.974453217391,0,830.974453217391,107.36945253025829,0.12920908953884458,J1040,Forecast archive,1040,forecast_archive,nominal_ex_gst
MBU 2019,MBU19,MBU,2019,2018,-1,Light RUC revenue,Revenue,$m ex GST,607.8918476173914,607.891847913044,0,607.891847913044,-2.95652625936782e-07,-4.863572804139227e-10,J1041,Forecast archive,1041,forecast_archive,nominal_ex_gst
MBU 2019,MBU19,MBU,2019,2019,0,Light RUC revenue,Revenue,$m ex GST,685.6801729433851,695.557280486957,0,695.557280486957,-9.877107543571924,-0.014200279144022472,J1042,Forecast archive,1042,forecast_archive,nominal_ex_gst
MBU 2019,MBU19,MBU,2019,2020,1,Light RUC revenue,Revenue,$m ex GST,741.8044562141336,720.453579834783,0,720.453579834783,21.350876379350552,0.029635325546229933,J1043,Forecast archive,1043,forecast_archive,nominal_ex_gst
MBU 2019,MBU19,MBU,2019,2021,2,Light RUC revenue,Revenue,$m ex GST,791.4459358088071,801.218457113044,0,801.218457113044,-9.772521304236875,-0.012197074614892538,J1044,Forecast archive,1044,forecast_archive,nominal_ex_gst
MBU 2019,MBU19,MBU,2019,2022,3,Light RUC revenue,Revenue,$m ex GST,823.8949198941569,752.991904730435,77.98474784719976,830.9766525776347,-7.081732683477753,-0.008522180089549672,J1045,Forecast archive,1045,forecast_archive,nominal_ex_gst
MBU 2019,MBU19,MBU,2019,2023,4,Light RUC revenue,Revenue,$m ex GST,848.4552722820499,595.74682046087,239.8275422655552,835.5743627264253,12.880909555624612,0.015415635196842366,J1046,Forecast archive,1046,forecast_archive,nominal_ex_gst
MBU 2019,MBU19,MBU,2019,2024,5,Light RUC revenue,Revenue,$m ex GST,867.0815925500252,696.350840121739,61.64171387839506,757.9925540001341,109.08903854989114,0.14391835114236734,J1047,Forecast archive,1047,forecast_archive,nominal_ex_gst
MBU 2019,MBU19,MBU,2019,2025,6,Light RUC revenue,Revenue,$m ex GST,882.882121100209,830.974453217391,0,830.974453217391,51.90766788281803,0.062466021286021994,J1048,Forecast archive,1048,forecast_archive,nominal_ex_gst
OBU 2019,OBU19,OBU,2019,2020,1,Light RUC revenue,Revenue,$m ex GST,724.3065450220237,720.453579834783,0,720.453579834783,3.8529651872406703,0.005347971465592892,J1049,Forecast archive,1049,forecast_archive,nominal_ex_gst
OBU 2019,OBU19,OBU,2019,2021,2,Light RUC revenue,Revenue,$m ex GST,770.7014066471279,801.218457113044,0,801.218457113044,-30.5170504659161,-0.038088301879459135,J1050,Forecast archive,1050,forecast_archive,nominal_ex_gst
OBU 2019,OBU19,OBU,2019,2022,3,Light RUC revenue,Revenue,$m ex GST,810.3315624556799,752.991904730435,77.98474784719976,830.9766525776347,-20.64509012195481,-0.024844368440334757,J1051,Forecast archive,1051,forecast_archive,nominal_ex_gst
OBU 2019,OBU19,OBU,2019,2023,4,Light RUC revenue,Revenue,$m ex GST,852.2384031303042,595.74682046087,239.8275422655552,835.5743627264253,16.664040403878857,0.019943216483455962,J1052,Forecast archive,1052,forecast_archive,nominal_ex_gst
OBU 2019,OBU19,OBU,2019,2024,5,Light RUC revenue,Revenue,$m ex GST,893.9259006755086,696.350840121739,61.64171387839506,757.9925540001341,135.93334667537454,0.1793333535507929,J1053,Forecast archive,1053,forecast_archive,nominal_ex_gst
OBU 2019,OBU19,OBU,2019,2025,6,Light RUC revenue,Revenue,$m ex GST,933.6012472389893,830.974453217391,0,830.974453217391,102.62679402159836,0.12350174379518523,J1054,Forecast archive,1054,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU20,BEFU,2020,2020,0,Light RUC revenue,Revenue,$m ex GST,670.7301803603035,720.453579834783,0,720.453579834783,-49.72339947447949,-0.06901679839786796,J1055,Forecast archive,1055,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU20,BEFU,2020,2021,1,Light RUC revenue,Revenue,$m ex GST,664.8511348620287,801.218457113044,0,801.218457113044,-136.36732225101525,-0.17019992617540908,J1056,Forecast archive,1056,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU20,BEFU,2020,2022,2,Light RUC revenue,Revenue,$m ex GST,785.8766230288436,752.991904730435,77.98474784719976,830.9766525776347,-45.1000295487911,-0.054273521896065054,J1057,Forecast archive,1057,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU20,BEFU,2020,2023,3,Light RUC revenue,Revenue,$m ex GST,867.0600216537903,595.74682046087,239.8275422655552,835.5743627264253,31.485658927364966,0.03768145641116763,J1058,Forecast archive,1058,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU20,BEFU,2020,2024,4,Light RUC revenue,Revenue,$m ex GST,931.0993960888775,696.350840121739,61.64171387839506,757.9925540001341,173.1068420887434,0.2283753859786765,J1059,Forecast archive,1059,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU20,BEFU,2020,2025,5,Light RUC revenue,Revenue,$m ex GST,978.739551617656,830.974453217391,0,830.974453217391,147.76509840026506,0.17782146951466904,J1060,Forecast archive,1060,forecast_archive,nominal_ex_gst
HYEFU 2020,HYEFU20,HYEFU,2020,2021,1,Light RUC revenue,Revenue,$m ex GST,735.3527781931937,801.218457113044,0,801.218457113044,-65.86567891985032,-0.0822068916849195,J1061,Forecast archive,1061,forecast_archive,nominal_ex_gst
HYEFU 2020,HYEFU20,HYEFU,2020,2022,2,Light RUC revenue,Revenue,$m ex GST,755.9845526009083,752.991904730435,77.98474784719976,830.9766525776347,-74.99209997672642,-0.09024573644049551,J1062,Forecast archive,1062,forecast_archive,nominal_ex_gst
HYEFU 2020,HYEFU20,HYEFU,2020,2023,3,Light RUC revenue,Revenue,$m ex GST,809.0605987212101,595.74682046087,239.8275422655552,835.5743627264253,-26.513764005215194,-0.031731184186530675,J1063,Forecast archive,1063,forecast_archive,nominal_ex_gst
HYEFU 2020,HYEFU20,HYEFU,2020,2024,4,Light RUC revenue,Revenue,$m ex GST,874.1928265537325,696.350840121739,61.64171387839506,757.9925540001341,116.20027255359844,0.1533000185033188,J1064,Forecast archive,1064,forecast_archive,nominal_ex_gst
HYEFU 2020,HYEFU20,HYEFU,2020,2025,5,Light RUC revenue,Revenue,$m ex GST,931.9325512959435,830.974453217391,0,830.974453217391,100.95809807855255,0.12149362436794545,J1065,Forecast archive,1065,forecast_archive,nominal_ex_gst
MBU 2020,MBU20,MBU,2020,2020,0,Light RUC revenue,Revenue,$m ex GST,735,720.453579834783,0,720.453579834783,14.546420165217,0.020190641801728346,J1066,Forecast archive,1066,forecast_archive,nominal_ex_gst
MBU 2020,MBU20,MBU,2020,2021,1,Light RUC revenue,Revenue,$m ex GST,790,801.218457113044,0,801.218457113044,-11.218457113043996,-0.01400174573295081,J1067,Forecast archive,1067,forecast_archive,nominal_ex_gst
MBU 2020,MBU20,MBU,2020,2022,2,Light RUC revenue,Revenue,$m ex GST,836,752.991904730435,77.98474784719976,830.9766525776347,5.023347422365305,0.006045112587439385,J1068,Forecast archive,1068,forecast_archive,nominal_ex_gst
MBU 2020,MBU20,MBU,2020,2023,3,Light RUC revenue,Revenue,$m ex GST,878,595.74682046087,239.8275422655552,835.5743627264253,42.425637273574694,0.050774220902544895,J1069,Forecast archive,1069,forecast_archive,nominal_ex_gst
MBU 2020,MBU20,MBU,2020,2024,4,Light RUC revenue,Revenue,$m ex GST,921,696.350840121739,61.64171387839506,757.9925540001341,163.00744599986592,0.2150515135533074,J1070,Forecast archive,1070,forecast_archive,nominal_ex_gst
MBU 2020,MBU20,MBU,2020,2025,5,Light RUC revenue,Revenue,$m ex GST,960,830.974453217391,0,830.974453217391,129.025546782609,0.15527017260644316,J1071,Forecast archive,1071,forecast_archive,nominal_ex_gst
OBU 2020,OBU20,OBU,2020,2021,1,Light RUC revenue,Revenue,$m ex GST,735.3527781931937,801.218457113044,0,801.218457113044,-65.86567891985032,-0.0822068916849195,J1072,Forecast archive,1072,forecast_archive,nominal_ex_gst
OBU 2020,OBU20,OBU,2020,2022,2,Light RUC revenue,Revenue,$m ex GST,755.9845526009083,752.991904730435,77.98474784719976,830.9766525776347,-74.99209997672642,-0.09024573644049551,J1073,Forecast archive,1073,forecast_archive,nominal_ex_gst
OBU 2020,OBU20,OBU,2020,2023,3,Light RUC revenue,Revenue,$m ex GST,809.0605987212101,595.74682046087,239.8275422655552,835.5743627264253,-26.513764005215194,-0.031731184186530675,J1074,Forecast archive,1074,forecast_archive,nominal_ex_gst
OBU 2020,OBU20,OBU,2020,2024,4,Light RUC revenue,Revenue,$m ex GST,874.1928265537325,696.350840121739,61.64171387839506,757.9925540001341,116.20027255359844,0.1533000185033188,J1075,Forecast archive,1075,forecast_archive,nominal_ex_gst
OBU 2020,OBU20,OBU,2020,2025,5,Light RUC revenue,Revenue,$m ex GST,931.9325512959435,830.974453217391,0,830.974453217391,100.95809807855255,0.12149362436794545,J1076,Forecast archive,1076,forecast_archive,nominal_ex_gst
PREFU 2020,PREFU20,PREFU,2020,2021,1,Light RUC revenue,Revenue,$m ex GST,714.1600599582349,801.218457113044,0,801.218457113044,-87.05839715480909,-0.10865750330877114,J1077,Forecast archive,1077,forecast_archive,nominal_ex_gst
PREFU 2020,PREFU20,PREFU,2020,2022,2,Light RUC revenue,Revenue,$m ex GST,768.3227526721465,752.991904730435,77.98474784719976,830.9766525776347,-62.653899905488174,-0.07539790644074044,J1078,Forecast archive,1078,forecast_archive,nominal_ex_gst
PREFU 2020,PREFU20,PREFU,2020,2023,3,Light RUC revenue,Revenue,$m ex GST,836.6667679514054,595.74682046087,239.8275422655552,835.5743627264253,1.092405224980098,0.0013073704432668926,J1079,Forecast archive,1079,forecast_archive,nominal_ex_gst
PREFU 2020,PREFU20,PREFU,2020,2024,4,Light RUC revenue,Revenue,$m ex GST,904.6134328273256,696.350840121739,61.64171387839506,757.9925540001341,146.62087882719152,0.1934331386943487,J1080,Forecast archive,1080,forecast_archive,nominal_ex_gst
PREFU 2020,PREFU20,PREFU,2020,2025,5,Light RUC revenue,Revenue,$m ex GST,955.0600275164328,830.974453217391,0,830.974453217391,124.08557429904181,0.14932537795669132,J1081,Forecast archive,1081,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU21,BEFU,2021,2021,0,Light RUC revenue,Revenue,$m ex GST,794.8714170295075,801.218457113044,0,801.218457113044,-6.347040083536513,-0.007921734736873402,J1082,Forecast archive,1082,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU21,BEFU,2021,2022,1,Light RUC revenue,Revenue,$m ex GST,838.466978601299,752.991904730435,77.98474784719976,830.9766525776347,7.490326023664352,0.00901388264090195,J1083,Forecast archive,1083,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU21,BEFU,2021,2023,2,Light RUC revenue,Revenue,$m ex GST,902.8017117061077,595.74682046087,239.8275422655552,835.5743627264253,67.22734897968235,0.0804564524458647,J1084,Forecast archive,1084,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU21,BEFU,2021,2024,3,Light RUC revenue,Revenue,$m ex GST,958.0118814472058,696.350840121739,61.64171387839506,757.9925540001341,200.01932744707176,0.26388033284959733,J1085,Forecast archive,1085,forecast_archive,nominal_ex_gst
MOT summary sheets,BEFU21,BEFU,2021,2025,4,Light RUC revenue,Revenue,$m ex GST,1010.116551079449,830.974453217391,0,830.974453217391,179.142097862058,0.2155807524147709,J1086,Forecast archive,1086,forecast_archive,nominal_ex_gst
BEFU21 NLTP,BEFU NLTP21,BEFU NLTP,2021,2021,0,Light RUC revenue,Revenue,$m ex GST,799.4137703967285,801.218457113044,0,801.218457113044,-1.804686716315473,-0.0022524277870708733,J1087,Forecast archive,1087,forecast_archive,nominal_ex_gst
BEFU21 NLTP,BEFU NLTP21,BEFU NLTP,2021,2022,1,Light RUC revenue,Revenue,$m ex GST,856.6363920701838,752.991904730435,77.98474784719976,830.9766525776347,25.65973949254908,0.030879013764050122,J1088,Forecast archive,1088,forecast_archive,nominal_ex_gst
BEFU21 NLTP,BEFU NLTP21,BEFU NLTP,2021,2023,2,Light RUC revenue,Revenue,$m ex GST,920.971125174992,595.74682046087,239.8275422655552,835.5743627264253,85.39676244856673,0.10220127167368157,J1089,Forecast archive,1089,forecast_archive,nominal_ex_gst
BEFU21 NLTP,BEFU NLTP21,BEFU NLTP,2021,2024,3,Light RUC revenue,Revenue,$m ex GST,976.1812949160902,696.350840121739,61.64171387839506,757.9925540001341,218.18874091595615,0.28785077078200105,J1090,Forecast archive,1090,forecast_archive,nominal_ex_gst
BEFU21 NLTP,BEFU NLTP21,BEFU NLTP,2021,2025,4,Light RUC revenue,Revenue,$m ex GST,1028.285964548333,830.974453217391,0,830.974453217391,197.31151133094193,0.23744594140889108,J1091,Forecast archive,1091,forecast_archive,nominal_ex_gst
"OBU21, HYEFU21",HYEFU21,HYEFU,2021,2022,1,Light RUC revenue,Revenue,$m ex GST,820.0456233364354,752.991904730435,77.98474784719976,830.9766525776347,-10.931029241199326,-0.013154436057008334,J1092,Forecast archive,1092,forecast_archive,nominal_ex_gst
"OBU21, HYEFU21",HYEFU21,HYEFU,2021,2023,2,Light RUC revenue,Revenue,$m ex GST,909.6996076175484,595.74682046087,239.8275422655552,835.5743627264253,74.12524489112309,0.08871172716364488,J1093,Forecast archive,1093,forecast_archive,nominal_ex_gst
"OBU21, HYEFU21",HYEFU21,HYEFU,2021,2024,3,Light RUC revenue,Revenue,$m ex GST,960.1589215747293,696.350840121739,61.64171387839506,757.9925540001341,202.16636757459526,0.2667128674387473,J1094,Forecast archive,1094,forecast_archive,nominal_ex_gst
"OBU21, HYEFU21",HYEFU21,HYEFU,2021,2025,4,Light RUC revenue,Revenue,$m ex GST,1006.975570231496,830.974453217391,0,830.974453217391,176.00111701410503,0.21180087586647076,J1095,Forecast archive,1095,forecast_archive,nominal_ex_gst
