release_round,release_family,release_year,FY,horizon,series,value,unit,revenue_basis,scenario,fed_path,value_status,source_sheet,source_label,source_unit,derivation,source_workbook_sheet,source_workbook_row,source_cell
MBU18,MBU,2018,2036,18,Net MVR revenue,266.2513400238937,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7619,D7619
MBU18,MBU,2018,2037,19,Net MVR revenue,268.1466180624793,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7620,D7620
MBU18,MBU,2018,2038,20,Net MVR revenue,269.9988122640572,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7621,D7621
MBU18,MBU,2018,2039,21,Net MVR revenue,271.8233979202925,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7622,D7622
MBU18,MBU,2018,2040,22,Net MVR revenue,273.6466636594222,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7623,D7623
MBU18,MBU,2018,2041,23,Net MVR revenue,275.359625624173,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7624,D7624
MBU18,MBU,2018,2042,24,Net MVR revenue,277.0017417150194,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7625,D7625
MBU18,MBU,2018,2043,25,Net MVR revenue,278.646909812794,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7626,D7626
MBU18,MBU,2018,2044,26,Net MVR revenue,280.3015115509465,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7627,D7627
MBU18,MBU,2018,2045,27,Net MVR revenue,281.9656010233844,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7628,D7628
MBU18,MBU,2018,2046,28,Net MVR revenue,283.6392326341975,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7629,D7629
MBU18,MBU,2018,2047,29,Net MVR revenue,285.3224610994372,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,"Net MVR of admin fees, COO & refunds",,direct,MOT release series,7630,D7630
MBU18,MBU,2018,2017,-1,PED revenue,1937.81864762,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,MBU 2018,Petrol,,direct,MOT release series,7631,D7631
MBU18,MBU,2018,2018,0,PED revenue,1966.720902998738,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,MBU 2018,Petrol,,direct,MOT release series,7632,D7632
MBU18,MBU,2018,2019,1,PED revenue,2007.366339273,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7633,D7633
MBU18,MBU,2018,2020,2,PED revenue,2048.866345316979,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7634,D7634
MBU18,MBU,2018,2021,3,PED revenue,2066.420833179634,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7635,D7635
MBU18,MBU,2018,2022,4,PED revenue,2068.541806610662,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7636,D7636
MBU18,MBU,2018,2023,5,PED revenue,2061.60113805231,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7637,D7637
MBU18,MBU,2018,2024,6,PED revenue,2052.37863853611,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7638,D7638
MBU18,MBU,2018,2025,7,PED revenue,2039.861062453455,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7639,D7639
MBU18,MBU,2018,2026,8,PED revenue,2023.583912899606,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7640,D7640
MBU18,MBU,2018,2027,9,PED revenue,2028.037803879695,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7641,D7641
MBU18,MBU,2018,2028,10,PED revenue,2032.016157106185,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7642,D7642
MBU18,MBU,2018,2029,11,PED revenue,2034.38362374487,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7643,D7643
MBU18,MBU,2018,2030,12,PED revenue,2035.947999629609,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7644,D7644
MBU18,MBU,2018,2031,13,PED revenue,2038.056359744729,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7645,D7645
MBU18,MBU,2018,2032,14,PED revenue,2039.877528180137,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7646,D7646
MBU18,MBU,2018,2033,15,PED revenue,2041.436041063771,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7647,D7647
MBU18,MBU,2018,2034,16,PED revenue,2041.550703181005,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7648,D7648
MBU18,MBU,2018,2035,17,PED revenue,2041.189531533659,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7649,D7649
MBU18,MBU,2018,2036,18,PED revenue,2041.256621264728,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7650,D7650
MBU18,MBU,2018,2037,19,PED revenue,2040.597430276014,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7651,D7651
MBU18,MBU,2018,2038,20,PED revenue,2038.156943312452,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7652,D7652
MBU18,MBU,2018,2039,21,PED revenue,2036.192103973891,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7653,D7653
MBU18,MBU,2018,2040,22,PED revenue,2035.050482186052,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7654,D7654
MBU18,MBU,2018,2041,23,PED revenue,2034.123725363135,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7655,D7655
MBU18,MBU,2018,2042,24,PED revenue,2033.532757543991,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7656,D7656
MBU18,MBU,2018,2043,25,PED revenue,2033.832238875368,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7657,D7657
MBU18,MBU,2018,2044,26,PED revenue,2033.66540940002,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7658,D7658
MBU18,MBU,2018,2045,27,PED revenue,2032.992537456971,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7659,D7659
MBU18,MBU,2018,2046,28,PED revenue,2032.589600631976,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7660,D7660
MBU18,MBU,2018,2047,29,PED revenue,2032.651972515001,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU 2018,Petrol,,direct,MOT release series,7661,D7661
MBU18,MBU,2018,2017,-1,PED volume,3255.524910321887,million L,activity,MOT release round,,benchmark_or_release_value,MBU 2018,Petrol volume,,direct,MOT release series,7662,D7662
MBU18,MBU,2018,2018,0,PED volume,3304.080543980139,million L,activity,MOT release round,,benchmark_or_release_value,MBU 2018,Petrol volume,,direct,MOT release series,7663,D7663
MBU18,MBU,2018,2019,1,PED volume,3372.364658411732,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7664,D7664
MBU18,MBU,2018,2020,2,PED volume,3442.084445462299,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7665,D7665
MBU18,MBU,2018,2021,3,PED volume,3471.575890698935,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7666,D7666
MBU18,MBU,2018,2022,4,PED volume,3475.139114660746,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7667,D7667
MBU18,MBU,2018,2023,5,PED volume,3463.478828795629,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7668,D7668
MBU18,MBU,2018,2024,6,PED volume,3447.985079188412,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7669,D7669
MBU18,MBU,2018,2025,7,PED volume,3426.955618663825,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7670,D7670
MBU18,MBU,2018,2026,8,PED volume,3399.610094919033,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7671,D7671
MBU18,MBU,2018,2027,9,PED volume,3407.092607821543,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7672,D7672
MBU18,MBU,2018,2028,10,PED volume,3413.776219854486,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7673,D7673
MBU18,MBU,2018,2029,11,PED volume,3417.753551080017,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7674,D7674
MBU18,MBU,2018,2030,12,PED volume,3420.381694156322,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7675,D7675
MBU18,MBU,2018,2031,13,PED volume,3423.923727815215,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7676,D7676
MBU18,MBU,2018,2032,14,PED volume,3426.983280996131,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7677,D7677
MBU18,MBU,2018,2033,15,PED volume,3429.601574262098,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7678,D7678
MBU18,MBU,2018,2034,16,PED volume,3429.794206002629,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7679,D7679
MBU18,MBU,2018,2035,17,PED volume,3429.187439576741,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7680,D7680
MBU18,MBU,2018,2036,18,PED volume,3429.300149964263,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7681,D7681
MBU18,MBU,2018,2037,19,PED volume,3428.192712647022,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7682,D7682
MBU18,MBU,2018,2038,20,PED volume,3424.092707668254,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7683,D7683
MBU18,MBU,2018,2039,21,PED volume,3420.791788142415,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7684,D7684
MBU18,MBU,2018,2040,22,PED volume,3418.873869676183,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7685,D7685
MBU18,MBU,2018,2041,23,PED volume,3417.316923195911,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7686,D7686
MBU18,MBU,2018,2042,24,PED volume,3416.324100436783,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7687,D7687
MBU18,MBU,2018,2043,25,PED volume,3416.82722746349,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7688,D7688
MBU18,MBU,2018,2044,26,PED volume,3416.546954841779,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7689,D7689
MBU18,MBU,2018,2045,27,PED volume,3415.416533594804,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7690,D7690
MBU18,MBU,2018,2046,28,PED volume,3414.739601894993,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7691,D7691
MBU18,MBU,2018,2047,29,PED volume,3414.844386323166,million L,activity,MOT release round,,forecast,MBU 2018,Petrol volume,,direct,MOT release series,7692,D7692
MBU18,MBU,2018,2017,-1,Total FED+RUC net revenue,3374.910419098261,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7693,D7693
MBU18,MBU,2018,2018,0,Total FED+RUC net revenue,3457.64795673284,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7694,D7694
MBU18,MBU,2018,2019,1,Total FED+RUC net revenue,3498.242625694182,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7695,D7695
MBU18,MBU,2018,2020,2,Total FED+RUC net revenue,3559.617680934441,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7696,D7696
MBU18,MBU,2018,2021,3,Total FED+RUC net revenue,3618.013725690008,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7697,D7697
MBU18,MBU,2018,2022,4,Total FED+RUC net revenue,3670.97748394125,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7698,D7698
MBU18,MBU,2018,2023,5,Total FED+RUC net revenue,3711.959507682231,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7699,D7699
MBU18,MBU,2018,2024,6,Total FED+RUC net revenue,3750.860560649349,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7700,D7700
MBU18,MBU,2018,2025,7,Total FED+RUC net revenue,3787.087584870066,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7701,D7701
MBU18,MBU,2018,2026,8,Total FED+RUC net revenue,3820.668462839548,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7702,D7702
MBU18,MBU,2018,2027,9,Total FED+RUC net revenue,3875.09413538497,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7703,D7703
MBU18,MBU,2018,2028,10,Total FED+RUC net revenue,3928.575716850725,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7704,D7704
MBU18,MBU,2018,2029,11,Total FED+RUC net revenue,3980.959719438197,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7705,D7705
MBU18,MBU,2018,2030,12,Total FED+RUC net revenue,4033.429292273095,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7706,D7706
MBU18,MBU,2018,2031,13,Total FED+RUC net revenue,4085.950708156187,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7707,D7707
MBU18,MBU,2018,2032,14,Total FED+RUC net revenue,4138.79775418888,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7708,D7708
MBU18,MBU,2018,2033,15,Total FED+RUC net revenue,4192.046762577548,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7709,D7709
MBU18,MBU,2018,2034,16,Total FED+RUC net revenue,4244.637735449932,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7710,D7710
MBU18,MBU,2018,2035,17,Total FED+RUC net revenue,4296.190944659073,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7711,D7711
MBU18,MBU,2018,2036,18,Total FED+RUC net revenue,4349.138585469694,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7712,D7712
MBU18,MBU,2018,2037,19,Total FED+RUC net revenue,4401.359311643066,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7713,D7713
MBU18,MBU,2018,2038,20,Total FED+RUC net revenue,4452.797732569948,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7714,D7714
MBU18,MBU,2018,2039,21,Total FED+RUC net revenue,4506.098928142929,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7715,D7715
MBU18,MBU,2018,2040,22,Total FED+RUC net revenue,4561.037108891472,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7716,D7716
MBU18,MBU,2018,2041,23,Total FED+RUC net revenue,4618.362074954228,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7717,D7717
MBU18,MBU,2018,2042,24,Total FED+RUC net revenue,4677.234235815608,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7718,D7718
MBU18,MBU,2018,2043,25,Total FED+RUC net revenue,4738.052975204479,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7719,D7719
MBU18,MBU,2018,2044,26,Total FED+RUC net revenue,4799.246153494375,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7720,D7720
MBU18,MBU,2018,2045,27,Total FED+RUC net revenue,4860.887557064789,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7721,D7721
MBU18,MBU,2018,2046,28,Total FED+RUC net revenue,4924.027027795919,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7722,D7722
MBU18,MBU,2018,2047,29,Total FED+RUC net revenue,4988.666720852084,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,7723,D7723
MBU18,MBU,2018,2017,-1,Total NLTF revenue,3597.837419098261,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU 2018,Total net revenue,,direct,MOT release series,7724,D7724
MBU18,MBU,2018,2018,0,Total NLTF revenue,3694.815548528329,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU 2018,Total net revenue,,direct,MOT release series,7725,D7725
MBU18,MBU,2018,2019,1,Total NLTF revenue,3723.367017184631,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7726,D7726
MBU18,MBU,2018,2020,2,Total NLTF revenue,3787.930328116649,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7727,D7727
MBU18,MBU,2018,2021,3,Total NLTF revenue,3849.136484203106,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7728,D7728
MBU18,MBU,2018,2022,4,Total NLTF revenue,3904.680785554384,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7729,D7729
MBU18,MBU,2018,2023,5,Total NLTF revenue,3948.209809302239,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7730,D7730
MBU18,MBU,2018,2024,6,Total NLTF revenue,3989.635887163769,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7731,D7731
MBU18,MBU,2018,2025,7,Total NLTF revenue,4028.375904632851,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7732,D7732
MBU18,MBU,2018,2026,8,Total NLTF revenue,4064.430509509941,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7733,D7733
MBU18,MBU,2018,2027,9,Total NLTF revenue,4121.30936826069,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7734,D7734
MBU18,MBU,2018,2028,10,Total NLTF revenue,4177.227911495995,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7735,D7735
MBU18,MBU,2018,2029,11,Total NLTF revenue,4232.024017778087,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7736,D7736
MBU18,MBU,2018,2030,12,Total NLTF revenue,4286.882892940617,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7737,D7737
MBU18,MBU,2018,2031,13,Total NLTF revenue,4341.678349980511,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7738,D7738
MBU18,MBU,2018,2032,14,Total NLTF revenue,4396.725831396524,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7739,D7739
MBU18,MBU,2018,2033,15,Total NLTF revenue,4452.12469495919,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7740,D7740
MBU18,MBU,2018,2034,16,Total NLTF revenue,4506.826232123089,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7741,D7741
MBU18,MBU,2018,2035,17,Total NLTF revenue,4560.474801620546,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7742,D7742
MBU18,MBU,2018,2036,18,Total NLTF revenue,4615.389925493588,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7743,D7743
MBU18,MBU,2018,2037,19,Total NLTF revenue,4669.505929705545,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7744,D7744
MBU18,MBU,2018,2038,20,Total NLTF revenue,4722.796544834006,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7745,D7745
MBU18,MBU,2018,2039,21,Total NLTF revenue,4777.922326063222,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7746,D7746
MBU18,MBU,2018,2040,22,Total NLTF revenue,4834.683772550893,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7747,D7747
MBU18,MBU,2018,2041,23,Total NLTF revenue,4893.7217005784,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7748,D7748
MBU18,MBU,2018,2042,24,Total NLTF revenue,4954.235977530629,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7749,D7749
MBU18,MBU,2018,2043,25,Total NLTF revenue,5016.699885017272,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7750,D7750
MBU18,MBU,2018,2044,26,Total NLTF revenue,5079.547665045321,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7751,D7751
MBU18,MBU,2018,2045,27,Total NLTF revenue,5152.944329366676,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7752,D7752
MBU18,MBU,2018,2046,28,Total NLTF revenue,5217.815295996751,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7753,D7753
MBU18,MBU,2018,2047,29,Total NLTF revenue,5284.196413608785,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Total net revenue,,direct,MOT release series,7754,D7754
MBU18,MBU,2018,2017,-1,Total RUC forecast incl EV/PHEV,1458.060771478261,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU 2018,Net RUC of admin fees and refunds,,direct,MOT release series,7755,D7755
MBU18,MBU,2018,2018,0,Total RUC forecast incl EV/PHEV,1517.132448354094,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU 2018,Net RUC of admin fees and refunds,,direct,MOT release series,7756,D7756
MBU18,MBU,2018,2019,1,Total RUC forecast incl EV/PHEV,1515.631693923569,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Net RUC of admin fees and refunds,,direct,MOT release series,7757,D7757
MBU18,MBU,2018,2020,2,Total RUC forecast incl EV/PHEV,1535.859077019404,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Net RUC of admin fees and refunds,,direct,MOT release series,7758,D7758
MBU18,MBU,2018,2021,3,Total RUC forecast incl EV/PHEV,1576.411533399769,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Net RUC of admin fees and refunds,,direct,MOT release series,7759,D7759
MBU18,MBU,2018,2022,4,Total RUC forecast incl EV/PHEV,1626.556436562423,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Net RUC of admin fees and refunds,,direct,MOT release series,7760,D7760
MBU18,MBU,2018,2023,5,Total RUC forecast incl EV/PHEV,1673.547320205331,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Net RUC of admin fees and refunds,,direct,MOT release series,7761,D7761
MBU18,MBU,2018,2024,6,Total RUC forecast incl EV/PHEV,1720.696064727026,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Net RUC of admin fees and refunds,,direct,MOT release series,7762,D7762
MBU18,MBU,2018,2025,7,Total RUC forecast incl EV/PHEV,1768.385781851933,$m nominal ex GST,net,MOT release round,,forecast,MBU 2018,Net RUC of admin fees and refunds,,direct,MOT release series,7763,D7763
