release_round,release_family,release_year,FY,horizon,series,value,unit,revenue_basis,scenario,fed_path,value_status,source_sheet,source_label,source_unit,derivation,source_workbook_sheet,source_workbook_row,source_cell
BEFU12,BEFU,2012,2014,2,Heavy RUC revenue,0.07603890886448683,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Heavy RUC (NET),0.02777497821238195,direct,MOT release series,2,D2
BEFU12,BEFU,2012,2015,3,Heavy RUC revenue,0.06568444136482188,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Heavy RUC (NET),0.02777497821238195,direct,MOT release series,3,D3
BEFU12,BEFU,2012,2016,4,Heavy RUC revenue,0.0626701190272898,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Heavy RUC (NET),0.02777497821238195,direct,MOT release series,4,D4
BEFU12,BEFU,2012,2017,5,Heavy RUC revenue,0.05458252534430175,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Heavy RUC (NET),0.02777497821238195,direct,MOT release series,5,D5
BEFU12,BEFU,2012,2018,6,Heavy RUC revenue,0.04621780526602426,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Heavy RUC (NET),0.02777497821238195,direct,MOT release series,6,D6
BEFU12,BEFU,2012,2019,7,Heavy RUC revenue,0.04670549725276851,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Heavy RUC (NET),0.02777497821238195,direct,MOT release series,7,D7
BEFU12,BEFU,2012,2020,8,Heavy RUC revenue,0.04711840793133604,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Heavy RUC (NET),0.02777497821238195,direct,MOT release series,8,D8
BEFU12,BEFU,2012,2021,9,Heavy RUC revenue,0.04779107181961506,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Heavy RUC (NET),0.02777497821238195,direct,MOT release series,9,D9
BEFU12,BEFU,2012,2014,2,Heavy conventional RUC revenue,0.07603890886448683,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,10,D10
BEFU12,BEFU,2012,2015,3,Heavy conventional RUC revenue,0.06568444136482188,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,11,D11
BEFU12,BEFU,2012,2016,4,Heavy conventional RUC revenue,0.0626701190272898,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,12,D12
BEFU12,BEFU,2012,2017,5,Heavy conventional RUC revenue,0.05458252534430175,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,13,D13
BEFU12,BEFU,2012,2018,6,Heavy conventional RUC revenue,0.04621780526602426,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,14,D14
BEFU12,BEFU,2012,2019,7,Heavy conventional RUC revenue,0.04670549725276851,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,15,D15
BEFU12,BEFU,2012,2020,8,Heavy conventional RUC revenue,0.04711840793133604,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,16,D16
BEFU12,BEFU,2012,2021,9,Heavy conventional RUC revenue,0.04779107181961506,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,17,D17
BEFU12,BEFU,2012,2014,2,Light RUC revenue,0.07602850708226039,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Light RUC (Net),0.0980071918530332,direct,MOT release series,18,D18
BEFU12,BEFU,2012,2015,3,Light RUC revenue,0.06048887643342415,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Light RUC (Net),0.0980071918530332,direct,MOT release series,19,D19
BEFU12,BEFU,2012,2016,4,Light RUC revenue,0.05241896032577609,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Light RUC (Net),0.0980071918530332,direct,MOT release series,20,D20
BEFU12,BEFU,2012,2017,5,Light RUC revenue,0.04606541855043211,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Light RUC (Net),0.0980071918530332,direct,MOT release series,21,D21
BEFU12,BEFU,2012,2018,6,Light RUC revenue,0.03836452524893774,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Light RUC (Net),0.0980071918530332,direct,MOT release series,22,D22
BEFU12,BEFU,2012,2019,7,Light RUC revenue,0.03601937162941238,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Light RUC (Net),0.0980071918530332,direct,MOT release series,23,D23
BEFU12,BEFU,2012,2020,8,Light RUC revenue,0.03656749267285453,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Light RUC (Net),0.0980071918530332,direct,MOT release series,24,D24
BEFU12,BEFU,2012,2021,9,Light RUC revenue,0.03549113749927058,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Light RUC (Net),0.0980071918530332,direct,MOT release series,25,D25
BEFU12,BEFU,2012,2014,2,Light conventional RUC revenue,0.07602850708226039,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Light RUC revenue alias,,alias,MOT release series,26,D26
BEFU12,BEFU,2012,2015,3,Light conventional RUC revenue,0.06048887643342415,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Light RUC revenue alias,,alias,MOT release series,27,D27
BEFU12,BEFU,2012,2016,4,Light conventional RUC revenue,0.05241896032577609,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Light RUC revenue alias,,alias,MOT release series,28,D28
BEFU12,BEFU,2012,2017,5,Light conventional RUC revenue,0.04606541855043211,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Light RUC revenue alias,,alias,MOT release series,29,D29
BEFU12,BEFU,2012,2018,6,Light conventional RUC revenue,0.03836452524893774,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Light RUC revenue alias,,alias,MOT release series,30,D30
BEFU12,BEFU,2012,2019,7,Light conventional RUC revenue,0.03601937162941238,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Light RUC revenue alias,,alias,MOT release series,31,D31
BEFU12,BEFU,2012,2020,8,Light conventional RUC revenue,0.03656749267285453,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Light RUC revenue alias,,alias,MOT release series,32,D32
BEFU12,BEFU,2012,2021,9,Light conventional RUC revenue,0.03549113749927058,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Light RUC revenue alias,,alias,MOT release series,33,D33
BEFU12,BEFU,2012,2014,2,Net FED revenue,0.03213539487855188,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net FED of refunds,0.018697064530036167,direct,MOT release series,34,D34
BEFU12,BEFU,2012,2015,3,Net FED revenue,0.0434699186613523,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net FED of refunds,0.018697064530036167,direct,MOT release series,35,D35
BEFU12,BEFU,2012,2016,4,Net FED revenue,0.02723509261785484,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net FED of refunds,0.018697064530036167,direct,MOT release series,36,D36
BEFU12,BEFU,2012,2017,5,Net FED revenue,0.02597614686953031,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net FED of refunds,0.018697064530036167,direct,MOT release series,37,D37
BEFU12,BEFU,2012,2018,6,Net FED revenue,0.02906542853457483,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net FED of refunds,0.018697064530036167,direct,MOT release series,38,D38
BEFU12,BEFU,2012,2019,7,Net FED revenue,0.02976045515643722,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net FED of refunds,0.018697064530036167,direct,MOT release series,39,D39
BEFU12,BEFU,2012,2020,8,Net FED revenue,0.02956474972407586,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net FED of refunds,0.018697064530036167,direct,MOT release series,40,D40
BEFU12,BEFU,2012,2021,9,Net FED revenue,0.0294728349423945,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net FED of refunds,0.018697064530036167,direct,MOT release series,41,D41
BEFU12,BEFU,2012,2014,2,Net MVR revenue,0.002531671837160854,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net MVR of admn fees and refunds,0.004044406410091073,direct,MOT release series,42,D42
BEFU12,BEFU,2012,2015,3,Net MVR revenue,0.01227498627137247,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net MVR of admn fees and refunds,0.004044406410091073,direct,MOT release series,43,D43
BEFU12,BEFU,2012,2016,4,Net MVR revenue,0.01674651412366246,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net MVR of admn fees and refunds,0.004044406410091073,direct,MOT release series,44,D44
BEFU12,BEFU,2012,2017,5,Net MVR revenue,0.01848373678328996,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net MVR of admn fees and refunds,0.004044406410091073,direct,MOT release series,45,D45
BEFU12,BEFU,2012,2018,6,Net MVR revenue,0.02022731941973466,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net MVR of admn fees and refunds,0.004044406410091073,direct,MOT release series,46,D46
BEFU12,BEFU,2012,2019,7,Net MVR revenue,0.01988111821139427,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net MVR of admn fees and refunds,0.004044406410091073,direct,MOT release series,47,D47
BEFU12,BEFU,2012,2020,8,Net MVR revenue,0.01860592352953949,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net MVR of admn fees and refunds,0.004044406410091073,direct,MOT release series,48,D48
BEFU12,BEFU,2012,2021,9,Net MVR revenue,0.01690280934677624,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Net MVR of admn fees and refunds,0.004044406410091073,direct,MOT release series,49,D49
BEFU12,BEFU,2012,2014,2,PED revenue,0.03210898964544295,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Petrol,0.019495207771231593,direct,MOT release series,50,D50
BEFU12,BEFU,2012,2015,3,PED revenue,0.04370362981546738,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Petrol,0.019495207771231593,direct,MOT release series,51,D51
BEFU12,BEFU,2012,2016,4,PED revenue,0.02717976968696778,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Petrol,0.019495207771231593,direct,MOT release series,52,D52
BEFU12,BEFU,2012,2017,5,PED revenue,0.02588576711318158,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Petrol,0.019495207771231593,direct,MOT release series,53,D53
BEFU12,BEFU,2012,2018,6,PED revenue,0.02906345819041167,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Petrol,0.019495207771231593,direct,MOT release series,54,D54
BEFU12,BEFU,2012,2019,7,PED revenue,0.0297893694027016,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Petrol,0.019495207771231593,direct,MOT release series,55,D55
BEFU12,BEFU,2012,2020,8,PED revenue,0.02960431596154978,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Petrol,0.019495207771231593,direct,MOT release series,56,D56
BEFU12,BEFU,2012,2021,9,PED revenue,0.02952463724554955,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,BEFU2012,Petrol,0.019495207771231593,direct,MOT release series,57,D57
BEFU12,BEFU,2012,2014,2,RUC admin revenue,0.04944379459149761,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,less Admin Fees,0.056945510360706164,direct,MOT release series,58,D58
BEFU12,BEFU,2012,2015,3,RUC admin revenue,0.04003694002705793,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,less Admin Fees,0.056945510360706164,direct,MOT release series,59,D59
BEFU12,BEFU,2012,2016,4,RUC admin revenue,0.0333609410491984,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,less Admin Fees,0.056945510360706164,direct,MOT release series,60,D60
BEFU12,BEFU,2012,2017,5,RUC admin revenue,0.02633725428961919,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,less Admin Fees,0.056945510360706164,direct,MOT release series,61,D61
BEFU12,BEFU,2012,2018,6,RUC admin revenue,0.02138763296146351,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,less Admin Fees,0.056945510360706164,direct,MOT release series,62,D62
BEFU12,BEFU,2012,2019,7,RUC admin revenue,0.02031496815801725,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,less Admin Fees,0.056945510360706164,direct,MOT release series,63,D63
BEFU12,BEFU,2012,2020,8,RUC admin revenue,0.02084535030542889,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,less Admin Fees,0.056945510360706164,direct,MOT release series,64,D64
BEFU12,BEFU,2012,2021,9,RUC admin revenue,0.02028904238356222,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,less Admin Fees,0.056945510360706164,direct,MOT release series,65,D65
BEFU12,BEFU,2012,2014,2,RUC refunds,0.07678807526973697,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,RUC Refunds,0.25157176749703436,direct,MOT release series,66,D66
BEFU12,BEFU,2012,2015,3,RUC refunds,0.06405993065297633,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,RUC Refunds,0.25157176749703436,direct,MOT release series,67,D67
BEFU12,BEFU,2012,2016,4,RUC refunds,0.05963203012318852,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,RUC Refunds,0.25157176749703436,direct,MOT release series,68,D68
BEFU12,BEFU,2012,2017,5,RUC refunds,0.05217881754689868,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,RUC Refunds,0.25157176749703436,direct,MOT release series,69,D69
BEFU12,BEFU,2012,2018,6,RUC refunds,0.04382723724859861,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,RUC Refunds,0.25157176749703436,direct,MOT release series,70,D70
BEFU12,BEFU,2012,2019,7,RUC refunds,0.04347009013679215,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,RUC Refunds,0.25157176749703436,direct,MOT release series,71,D71
BEFU12,BEFU,2012,2020,8,RUC refunds,0.04395018731433997,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,RUC Refunds,0.25157176749703436,direct,MOT release series,72,D72
BEFU12,BEFU,2012,2021,9,RUC refunds,0.04413025752070165,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,RUC Refunds,0.25157176749703436,direct,MOT release series,73,D73
BEFU12,BEFU,2012,2014,2,RUC revenues net of admin fees,0.07639423003153722,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,Net RUC of admn fees,0.056331169967954065,direct,MOT release series,74,D74
BEFU12,BEFU,2012,2015,3,RUC revenues net of admin fees,0.06436982629828836,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,Net RUC of admn fees,0.056331169967954065,direct,MOT release series,75,D75
BEFU12,BEFU,2012,2016,4,RUC revenues net of admin fees,0.0598297401338943,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,Net RUC of admn fees,0.056331169967954065,direct,MOT release series,76,D76
BEFU12,BEFU,2012,2017,5,RUC revenues net of admin fees,0.05228276896977979,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,Net RUC of admn fees,0.056331169967954065,direct,MOT release series,77,D77
BEFU12,BEFU,2012,2018,6,RUC revenues net of admin fees,0.04408315898330373,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,Net RUC of admn fees,0.056331169967954065,direct,MOT release series,78,D78
BEFU12,BEFU,2012,2019,7,RUC revenues net of admin fees,0.04372965285886155,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,Net RUC of admn fees,0.056331169967954065,direct,MOT release series,79,D79
BEFU12,BEFU,2012,2020,8,RUC revenues net of admin fees,0.04420008361341732,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,Net RUC of admn fees,0.056331169967954065,direct,MOT release series,80,D80
BEFU12,BEFU,2012,2021,9,RUC revenues net of admin fees,0.04437646368383574,$m nominal ex GST,admin,MOT release round,,forecast,BEFU2012,Net RUC of admn fees,0.056331169967954065,direct,MOT release series,81,D81
BEFU12,BEFU,2012,2014,2,RUC revenues net of admin fees & refunds,0.07637782310987085,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,Net RUC of admn fees and refunds,0.04869162264440807,direct,MOT release series,82,D82
BEFU12,BEFU,2012,2015,3,RUC revenues net of admin fees & refunds,0.0643827409433626,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,Net RUC of admn fees and refunds,0.04869162264440807,direct,MOT release series,83,D83
BEFU12,BEFU,2012,2016,4,RUC revenues net of admin fees & refunds,0.05983797703642213,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,Net RUC of admn fees and refunds,0.04869162264440807,direct,MOT release series,84,D84
BEFU12,BEFU,2012,2017,5,RUC revenues net of admin fees & refunds,0.05228709890406757,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,Net RUC of admn fees and refunds,0.04869162264440807,direct,MOT release series,85,D85
BEFU12,BEFU,2012,2018,6,RUC revenues net of admin fees & refunds,0.04409381790683131,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,Net RUC of admn fees and refunds,0.04869162264440807,direct,MOT release series,86,D86
BEFU12,BEFU,2012,2019,7,RUC revenues net of admin fees & refunds,0.04374046066624815,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,Net RUC of admn fees and refunds,0.04869162264440807,direct,MOT release series,87,D87
BEFU12,BEFU,2012,2020,8,RUC revenues net of admin fees & refunds,0.04421048622987267,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,Net RUC of admn fees and refunds,0.04869162264440807,direct,MOT release series,88,D88
BEFU12,BEFU,2012,2021,9,RUC revenues net of admin fees & refunds,0.0443867101334432,$m nominal ex GST,deduction,MOT release round,,forecast,BEFU2012,Net RUC of admn fees and refunds,0.04869162264440807,direct,MOT release series,89,D89
BEFU12,BEFU,2012,2014,2,Total FED+RUC net revenue,0.1085132179884227,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,90,D90
BEFU12,BEFU,2012,2015,3,Total FED+RUC net revenue,0.1078526596047149,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,91,D91
BEFU12,BEFU,2012,2016,4,Total FED+RUC net revenue,0.08707306965427697,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,92,D92
BEFU12,BEFU,2012,2017,5,Total FED+RUC net revenue,0.07826324577359788,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,93,D93
BEFU12,BEFU,2012,2018,6,Total FED+RUC net revenue,0.07315924644140614,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,94,D94
BEFU12,BEFU,2012,2019,7,Total FED+RUC net revenue,0.07350091582268536,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,95,D95
BEFU12,BEFU,2012,2020,8,Total FED+RUC net revenue,0.07377523595394853,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,96,D96
BEFU12,BEFU,2012,2021,9,Total FED+RUC net revenue,0.0738595450758377,$m nominal ex GST,net,MOT release round,,forecast,derived from MOT release series,Net FED revenue + Total RUC forecast incl EV/PHEV,,derived_bridge,MOT release series,97,D97
BEFU12,BEFU,2012,2014,2,Total NLTF revenue,0.04806761403557958,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Total Net Revenue,0.02856541729291595,direct,MOT release series,98,D98
BEFU12,BEFU,2012,2015,3,Total NLTF revenue,0.05028955933321244,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Total Net Revenue,0.02856541729291595,direct,MOT release series,99,D99
BEFU12,BEFU,2012,2016,4,Total NLTF revenue,0.04022558347780003,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Total Net Revenue,0.02856541729291595,direct,MOT release series,100,D100
BEFU12,BEFU,2012,2017,5,Total NLTF revenue,0.03672821171216833,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Total Net Revenue,0.02856541729291595,direct,MOT release series,101,D101
BEFU12,BEFU,2012,2018,6,Total NLTF revenue,0.03506779162139995,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Total Net Revenue,0.02856541729291595,direct,MOT release series,102,D102
BEFU12,BEFU,2012,2019,7,Total NLTF revenue,0.035317164739743,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Total Net Revenue,0.02856541729291595,direct,MOT release series,103,D103
BEFU12,BEFU,2012,2020,8,Total NLTF revenue,0.03541478272883669,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Total Net Revenue,0.02856541729291595,direct,MOT release series,104,D104
BEFU12,BEFU,2012,2021,9,Total NLTF revenue,0.03542406800639997,$m nominal ex GST,net,MOT release round,,forecast,BEFU2012,Total Net Revenue,0.02856541729291595,direct,MOT release series,105,D105
BEFU12,BEFU,2012,2014,2,Total RUC forecast incl EV/PHEV,0.07637782310987085,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,RUC revenues net of admin fees & refunds,$m,calculated,MOT release series,106,D106
BEFU12,BEFU,2012,2015,3,Total RUC forecast incl EV/PHEV,0.0643827409433626,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,RUC revenues net of admin fees & refunds,$m,calculated,MOT release series,107,D107
BEFU12,BEFU,2012,2016,4,Total RUC forecast incl EV/PHEV,0.05983797703642213,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,RUC revenues net of admin fees & refunds,$m,calculated,MOT release series,108,D108
BEFU12,BEFU,2012,2017,5,Total RUC forecast incl EV/PHEV,0.05228709890406757,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,RUC revenues net of admin fees & refunds,$m,calculated,MOT release series,109,D109
BEFU12,BEFU,2012,2018,6,Total RUC forecast incl EV/PHEV,0.04409381790683131,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,RUC revenues net of admin fees & refunds,$m,calculated,MOT release series,110,D110
BEFU12,BEFU,2012,2019,7,Total RUC forecast incl EV/PHEV,0.04374046066624815,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,RUC revenues net of admin fees & refunds,$m,calculated,MOT release series,111,D111
BEFU12,BEFU,2012,2020,8,Total RUC forecast incl EV/PHEV,0.04421048622987267,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,RUC revenues net of admin fees & refunds,$m,calculated,MOT release series,112,D112
BEFU12,BEFU,2012,2021,9,Total RUC forecast incl EV/PHEV,0.0443867101334432,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,RUC revenues net of admin fees & refunds,$m,calculated,MOT release series,113,D113
BEFU12,BEFU,2012,2014,2,Total RUC+PED revenue,0.1085132179884227,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,alias for Total FED+RUC net revenue,$m,calculated,MOT release series,114,D114
BEFU12,BEFU,2012,2015,3,Total RUC+PED revenue,0.1078526596047149,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,alias for Total FED+RUC net revenue,$m,calculated,MOT release series,115,D115
BEFU12,BEFU,2012,2016,4,Total RUC+PED revenue,0.08707306965427697,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,alias for Total FED+RUC net revenue,$m,calculated,MOT release series,116,D116
BEFU12,BEFU,2012,2017,5,Total RUC+PED revenue,0.07826324577359789,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,alias for Total FED+RUC net revenue,$m,calculated,MOT release series,117,D117
BEFU12,BEFU,2012,2018,6,Total RUC+PED revenue,0.07315924644140614,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,alias for Total FED+RUC net revenue,$m,calculated,MOT release series,118,D118
BEFU12,BEFU,2012,2019,7,Total RUC+PED revenue,0.07350091582268536,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,alias for Total FED+RUC net revenue,$m,calculated,MOT release series,119,D119
BEFU12,BEFU,2012,2020,8,Total RUC+PED revenue,0.07377523595394853,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,alias for Total FED+RUC net revenue,$m,calculated,MOT release series,120,D120
BEFU12,BEFU,2012,2021,9,Total RUC+PED revenue,0.0738595450758377,$m nominal ex GST,net,MOT release round,,forecast,calculated from canonical components,alias for Total FED+RUC net revenue,$m,calculated,MOT release series,121,D121
HYEFU12,HYEFU,2012,2014,2,Heavy RUC revenue,819.8917929268681,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,122,D122
HYEFU12,HYEFU,2012,2015,3,Heavy RUC revenue,857.2468402982284,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,123,D123
HYEFU12,HYEFU,2012,2016,4,Heavy RUC revenue,899.5505110759266,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,124,D124
HYEFU12,HYEFU,2012,2017,5,Heavy RUC revenue,948.354365393521,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,125,D125
HYEFU12,HYEFU,2012,2018,6,Heavy RUC revenue,1001.751263196237,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,126,D126
HYEFU12,HYEFU,2012,2019,7,Heavy RUC revenue,1054.672825558546,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,127,D127
HYEFU12,HYEFU,2012,2020,8,Heavy RUC revenue,1109.624714547708,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,128,D128
HYEFU12,HYEFU,2012,2021,9,Heavy RUC revenue,1167.053987755985,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,129,D129
HYEFU12,HYEFU,2012,2022,10,Heavy RUC revenue,1226.449760598323,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,130,D130
HYEFU12,HYEFU,2012,2023,11,Heavy RUC revenue,1287.716482817559,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,131,D131
HYEFU12,HYEFU,2012,2024,12,Heavy RUC revenue,1351.077764189405,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,HYEFU2012,Heavy RUC (NET),$000,direct,MOT release series,132,D132
