scenario_name,scenario_role,stream,period,engine,input_workbook_sha256,drivers_changed,raw_model_output,post_macro_output,replay_status,error_class,error_message,fallback_used,commit_sha,scenario_input_artifact_sha256,fitted_state_tree_sha256
current_basecase,basecase,PED,2026Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.35398e+06->5.35821e+06; real_gdp_per_capita_nzd:21243.8->21227,1529.8881193068491,1529.7454278971777,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2026Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.36599e+06->5.37e+06; real_gdp_per_capita_nzd:21317.1->21230.8,1529.4019970974282,1528.6712580526837,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2026Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.37802e+06->5.38543e+06; real_gdp_per_capita_nzd:21390.7->21302.7,1537.67393490705,1536.7119084951355,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2026Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.39008e+06->5.40091e+06; real_gdp_per_capita_nzd:21464.5->21408.7,1547.5834747893223,1547.1091371081434,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2027Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.40083e+06->5.41643e+06; real_gdp_per_capita_nzd:21549.1->21527.8,1531.4418782380003,1531.2633649931868,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2027Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.4116e+06->5.432e+06; real_gdp_per_capita_nzd:21634.2->21644.6,1524.3091667099493,1524.395747657601,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2027Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.42239e+06->5.44818e+06; real_gdp_per_capita_nzd:21719.5->21755.1,1531.3876310781338,1531.5713052969425,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2027Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.4332e+06->5.4644e+06; real_gdp_per_capita_nzd:21805.2->21858.2,1546.534628746646,1546.8644948009671,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2028Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.44403e+06->5.48068e+06; real_gdp_per_capita_nzd:21875.1->21954.1,1532.9252976404525,1533.5728770666105,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2028Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.45489e+06->5.497e+06; real_gdp_per_capita_nzd:21945.3->22042,1527.1988871945018,1527.9853275783398,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2028Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.46577e+06->5.51318e+06; real_gdp_per_capita_nzd:22015.7->22120.9,1532.9817988397829,1533.8379231246465,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2028Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.47666e+06->5.5294e+06; real_gdp_per_capita_nzd:22086.4->22197.7,1546.3376916124976,1547.2504507807716,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2029Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.48758e+06->5.54568e+06; real_gdp_per_capita_nzd:22146.4->22277.6,1532.0090305007263,1533.069683082318,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2029Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.49853e+06->5.562e+06; real_gdp_per_capita_nzd:22206.6->22354.9,1522.1807725201995,1523.3659555445254,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2029Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.50949e+06->5.57843e+06; real_gdp_per_capita_nzd:22266.9->22427.3,1527.7729389588642,1529.0562098179853,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2029Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.52048e+06->5.5949e+06; real_gdp_per_capita_nzd:22327.4->22496.4,1540.3025977253524,1541.6631736933305,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2030Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.53149e+06->5.61143e+06; real_gdp_per_capita_nzd:22382.6->22563.8,1526.0933810060255,1527.5320754944182,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2030Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.54252e+06->5.628e+06; real_gdp_per_capita_nzd:22437.9->22630.6,1520.0400159101446,1521.5592971704887,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2030Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.55357e+06->5.63922e+06; real_gdp_per_capita_nzd:22493.3->22686.5,1525.5806498273582,1527.105706766646,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2030Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.56464e+06->5.65047e+06; real_gdp_per_capita_nzd:22548.9->22742.6,1538.6876892524017,1540.2283796515712,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2031Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.57366e+06->5.65963e+06; real_gdp_per_capita_nzd:22610.3->22804.5,1527.9218882798018,1529.4510583228403,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2031Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.5827e+06->5.6688e+06; real_gdp_per_capita_nzd:22671.8->22866.5,1521.2071947448685,1522.728505805751,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2031Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.59175e+06->5.67799e+06; real_gdp_per_capita_nzd:22733.5->22928.7,1526.0940286297152,1527.619978368408,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2031Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.60081e+06->5.6872e+06; real_gdp_per_capita_nzd:22795.4->22991.1,1538.538192242582,1540.0786226566465,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2032Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.60989e+06->5.69641e+06; real_gdp_per_capita_nzd:22857.4->23053.7,1523.6961234045816,1525.2179445653728,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2032Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.61898e+06->5.70565e+06; real_gdp_per_capita_nzd:22919.6->23116.4,1517.002305680549,1518.5163041635883,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2032Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.62809e+06->5.7149e+06; real_gdp_per_capita_nzd:22981.9->23179.3,1521.8757800158855,1523.3943939436017,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2032Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.63722e+06->5.72416e+06; real_gdp_per_capita_nzd:23044.5->23242.4,1534.2795716459045,1535.8125960394673,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2033Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.64636e+06->5.73344e+06; real_gdp_per_capita_nzd:23107.2->23305.6,1519.568020329357,1521.0826624481751,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2033Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.65551e+06->5.74274e+06; real_gdp_per_capita_nzd:23170.1->23369.1,1513.1131803250612,1514.6201256158029,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2033Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.66468e+06->5.75204e+06; real_gdp_per_capita_nzd:23233.1->23432.6,1518.0082215395155,1519.5198187862966,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2033Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.67386e+06->5.76137e+06; real_gdp_per_capita_nzd:23296.3->23496.4,1530.3966882708787,1531.9226674869124,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2034Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.68306e+06->5.77071e+06; real_gdp_per_capita_nzd:23359.7->23560.3,1515.5888943193531,1517.0963257446845,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2034Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.69227e+06->5.78006e+06; real_gdp_per_capita_nzd:23423.3->23624.5,1508.9542077975339,1510.4538174071267,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2034Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.7015e+06->5.78943e+06; real_gdp_per_capita_nzd:23487->23688.7,1513.7758489194787,1515.27998248404,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2034Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.71074e+06->5.79882e+06; real_gdp_per_capita_nzd:23550.9->23753.2,1526.084119154798,1527.6024945658578,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2035Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.72e+06->5.80822e+06; real_gdp_per_capita_nzd:23615->23817.8,1511.3035850924284,1512.8034607791128,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2035Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.72927e+06->5.81763e+06; real_gdp_per_capita_nzd:23679.3->23882.6,1504.6155585433999,1506.1076229574082,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2035Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.73856e+06->5.82706e+06; real_gdp_per_capita_nzd:23743.7->23947.6,1509.4133764751919,1510.9099234140776,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2035Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.74786e+06->5.83651e+06; real_gdp_per_capita_nzd:23808.3->24012.8,1521.6733080028312,1523.1840127240332,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2036Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.75718e+06->5.84597e+06; real_gdp_per_capita_nzd:23867.2->24072.2,1506.8991506335983,1508.391366719911,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2036Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.76651e+06->5.85545e+06; real_gdp_per_capita_nzd:23926.3->24131.8,1500.1885261409884,1501.6728916553193,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2036Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.77586e+06->5.86494e+06; real_gdp_per_capita_nzd:23985.5->24191.5,1504.9284031322177,1506.4171504083315,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2036Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.78522e+06->5.87445e+06; real_gdp_per_capita_nzd:24044.9->24251.4,1517.1015197963843,1518.6042738780736,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2037Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.7946e+06->5.88397e+06; real_gdp_per_capita_nzd:24104.4->24311.4,1502.3825386875994,1503.8669000895356,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2037Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.80399e+06->5.89351e+06; real_gdp_per_capita_nzd:24164->24371.5,1495.6951854182144,1497.171736718352,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2037Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.8134e+06->5.90306e+06; real_gdp_per_capita_nzd:24223.8->24431.9,1500.421488919124,1501.9023983758539,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2037Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.82282e+06->5.91263e+06; real_gdp_per_capita_nzd:24283.8->24492.3,1512.5520101181335,1514.0468523041313,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2038Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.83226e+06->5.92222e+06; real_gdp_per_capita_nzd:24343.9->24552.9,1497.8885988671777,1499.3651450130492,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2038Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.84172e+06->5.93182e+06; real_gdp_per_capita_nzd:24404.1->24613.7,1491.22482823888,1492.693605294713,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2038Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.85119e+06->5.94143e+06; real_gdp_per_capita_nzd:24464.5->24674.6,1495.9379067856653,1497.4110189990279,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2038Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.86067e+06->5.95106e+06; real_gdp_per_capita_nzd:24525->24735.7,1508.0262361136638,1509.5132076818627,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2039Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.87017e+06->5.96071e+06; real_gdp_per_capita_nzd:24585.7->24796.9,1493.4182223081518,1494.8869941760165,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2039Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.87969e+06->5.97037e+06; real_gdp_per_capita_nzd:24646.6->24858.2,1486.7779866110382,1488.2390303176524,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2039Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.88922e+06->5.98005e+06; real_gdp_per_capita_nzd:24707.6->24919.8,1491.4779592452567,1492.9433153173586,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2039Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.89877e+06->5.98975e+06; real_gdp_per_capita_nzd:24768.7->24981.4,1503.5243515378181,1505.003494033503,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2040Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.90833e+06->5.99946e+06; real_gdp_per_capita_nzd:24830->25043.2,1488.9714635471325,1490.4325022098894,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2040Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.91791e+06->6.00918e+06; real_gdp_per_capita_nzd:24891.4->25105.2,1482.3546518491976,1483.808003086574,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2040Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.9275e+06->6.01892e+06; real_gdp_per_capita_nzd:24953->25167.3,1487.0415965587822,1488.499237505232,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2040Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.93711e+06->6.02868e+06; real_gdp_per_capita_nzd:25014.8->25229.6,1499.0462792650367,1500.5176340993626,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2041Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.94526e+06->6.03695e+06; real_gdp_per_capita_nzd:25076.8->25292.1,1484.5486444563335,1486.0019915466391,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2041Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.95341e+06->6.04523e+06; real_gdp_per_capita_nzd:25138.9->25354.8,1477.9555461091982,1479.401247013196,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2041Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.96158e+06->6.05353e+06; real_gdp_per_capita_nzd:25201.1->25417.6,1482.6299501004623,1484.0799189044012,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2041Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.96976e+06->6.06184e+06; real_gdp_per_capita_nzd:25263.6->25480.5,1494.593574804825,1496.0571860940831,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2042Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.97795e+06->6.07015e+06; real_gdp_per_capita_nzd:25326.2->25543.7,1480.1504655815318,1481.5961639503375,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2042Q2,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.98616e+06->6.07848e+06; real_gdp_per_capita_nzd:25388.9->25606.9,1473.5805357920026,1475.0186282661416,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2042Q3,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:5.99437e+06->6.08682e+06; real_gdp_per_capita_nzd:25451.8->25670.4,1478.2420536630798,1479.6843916273529,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2042Q4,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:6.0026e+06->6.09518e+06; real_gdp_per_capita_nzd:25514.8->25734,1490.1644232726721,1491.6203319769475,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
current_basecase,basecase,PED,2043Q1,ensemble,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,population:6.01083e+06->6.10354e+06; real_gdp_per_capita_nzd:25578->25797.7,1475.7755512415401,1477.2136413473982,replayed,,,none,f908f241829d395d9d1633f56988695ddf0f411e,db5631a4024d2f2f8cfc05da20276a486ab238e88b01def6283aa9d5c94397a8,
