scenario_name,series_id,time_grain,period,skeleton_value,direct_factor,transferred_base_factor,direct_value,factor_transfer_value,value_delta,factor_rel_deviation,parity,authoritative
current_basecase,ped_vkt_per_capita,quarterly,2027Q2,1524.3091667099493,1.000056800122667,1.000056800122667,1524.3957476576009,1524.3957476576009,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2027Q3,1531.3876310781338,1.000119939729877,1.000119939729877,1531.5713052969422,1531.5713052969422,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2027Q4,1546.534628746646,1.0002132936748973,1.0002132936748973,1546.8644948009673,1546.8644948009673,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2028Q1,1532.9252976404523,1.0004224468257878,1.0004224468257878,1533.5728770666103,1533.5728770666103,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2028Q2,1527.1988871945018,1.0005149561006312,1.0005149561006312,1527.9853275783398,1527.9853275783398,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2028Q3,1532.9817988397829,1.0005584699606425,1.0005584699606425,1533.8379231246465,1533.8379231246465,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2028Q4,1546.3376916124976,1.000590271564371,1.000590271564371,1547.2504507807716,1547.2504507807716,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2029Q1,1532.0090305007263,1.0006923278913344,1.0006923278913344,1533.0696830823183,1533.0696830823183,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2029Q2,1522.1807725201995,1.0007786085895458,1.0007786085895458,1523.3659555445251,1523.3659555445251,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2029Q3,1527.7729389588642,1.0008399617681378,1.0008399617681378,1529.0562098179853,1529.0562098179853,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2029Q4,1540.3025977253524,1.000883317323484,1.000883317323484,1541.6631736933305,1541.6631736933305,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2030Q1,1526.0933810060255,1.00094273031146,1.00094273031146,1527.5320754944185,1527.5320754944185,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2030Q2,1520.0400159101446,1.0009995008318477,1.0009995008318477,1521.5592971704887,1521.5592971704887,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2030Q3,1525.5806498273582,1.0009996567139603,1.0009996567139603,1527.105706766646,1527.105706766646,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_vkt_per_capita,quarterly,2030Q4,1538.6876892524017,1.001001301570118,1.001001301570118,1540.2283796515715,1540.2283796515715,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_volume,june_year,FY2025,2894.27382723066,1.0,1.0,2894.27382723066,2894.27382723066,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_volume,june_year,FY2026,3060.889071656919,1.0002396231091224,1.0002396231091224,3061.6225314129483,3061.6225314129483,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_volume,june_year,FY2027,2988.1217042310122,1.002261686380405,1.002261686380405,2994.8798983924644,2994.8798983924644,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_volume,june_year,FY2028,2981.668112816533,1.0065578944887672,1.0065578944887672,3001.221577700905,3001.221577700905,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_volume,june_year,FY2029,2973.980088087325,1.0107688069483165,1.0107688069483165,3006.006305524075,3006.006305524075,0.0,0.0,within_tolerance,direct_replay
current_basecase,ped_volume,june_year,FY2030,2958.899456253502,1.0148959608225452,1.0148959608225452,3002.9751066317044,3002.9751066317044,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,june_year,FY2025,12273.983872,1.0,1.0,12273.983872,12273.983872,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,june_year,FY2026,12968.092013523903,0.9989021601280199,0.9989021601280199,12953.85512504795,12953.85512504795,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,june_year,FY2027,12697.50796810656,1.0010781638859174,1.0010781638859174,12711.19796263892,12711.19796263892,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,june_year,FY2028,13372.423680284686,1.01269564737907,1.01269564737907,13542.195255933106,13542.195255933106,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,june_year,FY2029,13833.483861200533,1.021532876300784,1.021532876300784,14131.358557992657,14131.358557992657,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,june_year,FY2030,14129.750867690174,1.0299524153917812,1.0299524153917812,14552.971035061611,14552.971035061611,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2026Q1,3359089541.450709,1.0,1.0,3359089541.450709,3359089541.450709,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2026Q2,3178078226.073193,0.9955202838120374,0.9955202838120374,3163841337.5972414,3163841337.5972414,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2026Q3,3052255206.937117,0.9962836864696283,0.9962836864696283,3040912069.613429,3040912069.613429,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2026Q4,3075890925.395191,0.9991945153259815,0.9991945153259815,3073413342.3958325,3073413342.3958325,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2027Q1,3270598734.6146383,1.00257794846352,1.00257794846352,3279030169.5973287,3279030169.5973287,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2027Q2,3298763101.1596136,1.0057837678207358,1.0057837678207358,3317842381.032331,3317842381.032331,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2027Q3,3169316022.0669727,1.0087029717353195,1.0087029717353195,3196898489.8273168,3196898489.8273168,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2027Q4,3389166782.9990306,1.0111367792783552,1.0111367792783552,3426911185.398824,3426911185.398824,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2028Q1,3394003072.696928,1.0141018294828676,1.0141018294828676,3441864725.292429,3441864725.292429,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2028Q2,3419937802.5217576,1.0165450532027394,1.0165450532027394,3476520855.41454,3476520855.41454,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2028Q3,3282577017.994457,1.018364153210781,1.018364153210781,3342858765.2790956,3342858765.2790956,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2028Q4,3506911512.904078,1.0200377230588618,1.0200377230588618,3577182034.5915837,3577182034.5915837,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2029Q1,3509702078.6991105,1.0225718657215273,1.0225718657215273,3588922602.742072,3588922602.742072,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2029Q2,3534293251.602885,1.024927728828688,1.024927728828688,3622395155.3799033,3622395155.3799033,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2029Q3,3390204148.1028075,1.0269893179614,1.0269893179614,3481703445.8100114,3481703445.8100114,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2029Q4,3572810734.6569395,1.0288276162382097,1.0288276162382097,3675806351.407386,3675806351.407386,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2030Q1,3571388279.4264145,1.0308985238276747,1.0308985238276747,3681738905.2761497,3681738905.2761497,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2030Q2,3595347705.5040107,1.0329243891718287,1.0329243891718287,3713722332.568066,3713722332.568066,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2030Q3,3447750923.778664,1.032924389171829,1.032924389171829,3561266016.9606857,3561266016.9606857,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_km,quarterly,2030Q4,3670646115.7981424,1.032924389171829,1.032924389171829,3791499897.026743,3791499897.026743,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_km,june_year,FY2025,820.641429,1.0,1.0,820.641429,820.641429,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_km,june_year,FY2026,1254.3243574860794,0.99890216012802,0.99890216012802,1252.9473101940355,1252.9473101940355,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_km,june_year,FY2027,1517.1039883399649,1.0010781638859174,1.0010781638859174,1518.7396750713742,1518.7396750713742,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_km,june_year,FY2028,2021.437085826135,1.01269564737907,1.01269564737907,2047.1005382667586,2047.1005382667586,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_km,june_year,FY2029,2638.996121219678,1.021532876300784,1.021532876300784,2695.8212982561504,2695.8212982561504,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_km,june_year,FY2030,3337.1581463926477,1.0299524153917814,1.0299524153917814,3437.1140934214677,3437.1140934214677,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_km,june_year,FY2025,435.117435,1.0,1.0,435.117435,435.117435,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_km,june_year,FY2026,656.8612465667908,0.9989021601280199,0.9989021601280199,656.1401180999512,656.1401180999512,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_km,june_year,FY2027,831.8282311598626,1.0010781638859174,1.0010781638859174,832.7250783179858,832.7250783179858,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_km,june_year,FY2028,1126.276905928986,1.01269564737907,1.01269564737907,1140.5757203778505,1140.5757203778505,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_km,june_year,FY2029,1463.9944430780354,1.021532876300784,1.021532876300784,1495.51845432587,1495.51845432587,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_km,june_year,FY2030,1824.2490733831303,1.0299524153917814,1.0299524153917814,1878.8897394071741,1878.8897394071741,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,june_year,FY2025,3981.873439,1.0,1.0,3981.873439,3981.873439,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,june_year,FY2026,4045.112836987535,0.9994231598779553,0.9994231598779553,4042.7794536049623,4042.7794536049623,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,june_year,FY2027,4100.270092100126,1.0010338793415579,1.0010338793415579,4104.509276643156,4104.509276643156,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,june_year,FY2028,4134.118313509229,1.0044887494524328,1.0044887494524328,4152.675334825286,4152.675334825286,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,june_year,FY2029,4171.7860513357455,1.0050183151538887,1.0050183151538887,4192.721388495946,4192.721388495946,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,june_year,FY2030,4205.391266929527,1.0059497449551762,1.0059497449551762,4230.412272404483,4230.412272404483,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2026Q1,1020118066.0540425,1.0,1.0,1020118066.0540425,1020118066.0540425,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2026Q2,981612144.9334924,0.9976229069754112,0.9976229069754112,979278761.5509194,979278761.5509194,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2026Q3,997119053.0897543,0.9988814939867723,0.9988814939867723,996003769.4329696,996003769.4329696,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2026Q4,1066495106.8412464,1.0004514372114974,1.0004514372114974,1066976562.4183544,1066976562.4183544,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2027Q1,1034599278.8904264,1.0016132592152422,1.0016132592152422,1036268355.7111794,1036268355.7111794,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2027Q2,1002056653.2786986,1.0031973599411477,1.0031973599411477,1005260589.0806524,1005260589.0806524,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2027Q3,1014475743.3591378,1.004066627897965,1.004066627897965,1018601238.7188909,1018601238.7188909,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2027Q4,1070992030.8767709,1.0042819614745717,1.0042819614745717,1075577977.4925585,1075577977.4925585,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2028Q1,1037916937.6171612,1.0047634130239376,1.0047634130239376,1042860964.6755722,1042860964.6755722,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2028Q2,1010733601.6561592,1.0048494996842625,1.0048494996842625,1015635153.9382643,1015635153.9382643,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2028Q3,1023718834.664518,1.004725969716366,1.004725969716366,1028556898.875216,1028556898.875216,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2028Q4,1080649201.0564692,1.004750580955658,1.004750580955658,1085782912.5707552,1085782912.5707552,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2029Q1,1047581920.2963628,1.0051904104467047,1.0051904104467047,1053019300.439248,1053019300.439248,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2029Q2,1019836095.3183956,1.0054186955312716,1.0054186955312716,1025362276.610727,1025362276.610727,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2029Q3,1032505738.2550392,1.0056188774058046,1.0056188774058046,1038307261.4190841,1038307261.4190841,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2029Q4,1089424993.4314303,1.0058391200588337,1.0058391200588337,1095786276.7631705,1095786276.7631705,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2030Q1,1055840917.0979284,1.0060894129920215,1.0060894129920215,1062270368.4960124,1062270368.4960124,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2030Q2,1027619618.1451292,1.00625596034522,1.00625596034522,1034048365.7262151,1034048365.7262151,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2030Q3,1041239245.4337618,1.0053966390414297,1.0053966390414297,1046858437.7971385,1046858437.7971385,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_km,quarterly,2030Q4,1098554969.4840002,1.0050168034010016,1.0050168034010016,1104066203.7910948,1104066203.7910948,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_ped_revenue,june_year,FY2025,2026.68630478,1.0,1.0,2026.68630478,2026.68630478,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_ped_revenue,june_year,FY2026,2143.356963537042,1.0002396231091226,1.0002396231091226,2143.870561396604,2143.870561396604,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_ped_revenue,june_year,FY2027,2270.5040576345127,1.0022616863804048,1.0022616863804048,2275.6392257383186,2275.6392257383186,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_ped_revenue,june_year,FY2028,2534.684498990492,1.0065578944887672,1.0065578944887672,2551.3066924971854,2551.3066924971854,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_ped_revenue,june_year,FY2029,2676.9113070502763,1.0107688069483167,1.0107688069483167,2705.7384481336667,2705.7384481336667,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_ped_revenue,june_year,FY2030,2781.659206232161,1.0148959608225452,1.0148959608225452,2823.0946927898676,2823.0946927898676,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_revenue,june_year,FY2025,830.974453217391,1.0,1.0,830.974453217391,830.974453217391,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_revenue,june_year,FY2026,878.4879744480047,0.9989021601280199,0.9989021601280199,877.5235353226007,877.5235353226007,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_revenue,june_year,FY2027,926.0579915629984,1.0010781638859176,1.0010781638859176,927.0564338457671,927.0564338457671,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_revenue,june_year,FY2028,1087.3404941589715,1.01269564737907,1.01269564737907,1101.1449856537977,1101.1449856537977,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_revenue,june_year,FY2029,1191.3931534415976,1.021532876300784,1.021532876300784,1217.0472748402565,1217.0472748402565,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_ruc_net_revenue,june_year,FY2030,1271.029669278332,1.0299524153917812,1.0299524153917812,1309.100077907835,1309.100077907835,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_revenue,june_year,FY2025,55.4022559304348,1.0,1.0,55.4022559304348,55.4022559304348,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_revenue,june_year,FY2026,84.49235751844547,0.99890216012802,0.99890216012802,84.39959843948414,84.39959843948414,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_revenue,june_year,FY2027,110.6172568322976,1.0010781638859176,1.0010781638859176,110.73652036377347,110.73652036377347,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_revenue,june_year,FY2028,164.44390693195604,1.01269564737907,1.01269564737907,166.53162878800077,166.53162878800077,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_revenue,june_year,FY2029,227.30993090125614,1.021532876300784,1.021532876300784,232.20456752529265,232.20456752529265,0.0,0.0,within_tolerance,direct_replay
current_basecase,light_bev_ruc_net_revenue,june_year,FY2030,300.2274326402148,1.0299524153917814,1.0299524153917814,309.21996941466256,309.21996941466256,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_revenue,june_year,FY2025,15.1075641391304,1.0,1.0,15.1075641391304,15.1075641391304,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_revenue,june_year,FY2026,22.64950141996396,0.99890216012802,0.99890216012802,22.624635894224657,22.624635894224657,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_revenue,june_year,FY2027,30.44106389816654,1.0010781638859174,1.0010781638859174,30.47388435391045,30.47388435391045,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_revenue,june_year,FY2028,45.180598081341415,1.01269564737907,1.01269564737907,45.75419502295761,45.75419502295761,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_revenue,june_year,FY2029,62.18316396973948,1.021532876300784,1.021532876300784,63.52214634749125,63.52214634749125,0.0,0.0,within_tolerance,direct_replay
current_basecase,phev_ruc_net_revenue,june_year,FY2030,80.93281014064232,1.0299524153917812,1.0299524153917812,83.356943288799,83.356943288799,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_revenue,june_year,FY2025,1109.95026251304,1.0,1.0,1109.95026251304,1109.95026251304,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_revenue,june_year,FY2026,1129.3227625959253,0.9994231598779552,0.9994231598779552,1128.6713239157214,1128.6713239157214,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_revenue,june_year,FY2027,1231.4061163927752,1.001033879341558,1.001033879341558,1232.6792417375818,1232.6792417375818,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_revenue,june_year,FY2028,1380.1167259757658,1.0044887494524328,1.0044887494524328,1386.311724173783,1386.311724173783,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_revenue,june_year,FY2029,1474.7557193376201,1.005018315153889,1.005018315153889,1482.1565083122564,1482.1565083122564,0.0,0.0,within_tolerance,direct_replay
current_basecase,heavy_ruc_net_revenue,june_year,FY2030,1552.6890410773983,1.0059497449551762,1.0059497449551762,1561.9271448665058,1561.9271448665058,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_fed_revenue,june_year,FY2025,2067.62792391,1.0,1.0,2067.62792391,2067.62792391,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_fed_revenue,june_year,FY2026,2185.4021261772323,1.000235012976976,1.000235012976976,2185.915724036795,2185.915724036795,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_fed_revenue,june_year,FY2027,2313.136747454854,1.002220001955983,1.002220001955983,2318.2719155586597,2318.2719155586597,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_fed_revenue,june_year,FY2028,2577.5378758526795,1.0064488648886274,1.0064488648886274,2594.160069359373,2594.160069359373,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_fed_revenue,june_year,FY2029,2719.967853706387,1.0105983388899649,1.0105983388899649,2748.794994789778,2748.794994789778,0.0,0.0,within_tolerance,direct_replay
current_basecase,gross_fed_revenue,june_year,FY2030,2824.9039840792548,1.0146679274025703,1.0146679274025703,2866.339470636961,2866.339470636961,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_fed_revenue,june_year,FY2025,1997.7271466,1.0,1.0,1997.7271466,1997.7271466,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_fed_revenue,june_year,FY2026,2112.1346014816318,1.0002431653073633,1.0002431653073633,2112.648199341194,2112.648199341194,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_fed_revenue,june_year,FY2027,2231.0317855508974,1.0023017010053659,1.0023017010053659,2236.1669536547033,2236.1669536547033,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_fed_revenue,june_year,FY2028,2485.426160851226,1.0066878645475432,1.0066878645475432,2502.0483543579194,2502.0483543579194,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_fed_revenue,june_year,FY2029,2622.137336911685,1.0109937571452083,1.0109937571452083,2650.9644779950754,2650.9644779950754,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_fed_revenue,june_year,FY2030,2722.490991688741,1.015219696478042,1.015219696478042,2763.926478246447,2763.926478246447,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_ruc_net_revenue,june_year,FY2025,1979.16866774783,1.0,1.0,1979.16866774783,1979.16866774783,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_ruc_net_revenue,june_year,FY2026,2080.3817247762595,0.9991667383011188,0.9991667383011188,2078.648222365951,2078.648222365951,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_ruc_net_revenue,june_year,FY2027,2262.7845529193387,1.0010710925225592,1.0010710925225592,2265.208204534133,2265.208204534133,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_ruc_net_revenue,june_year,FY2028,2659.4949446134187,1.0085207187689533,1.0085207187689533,2682.155753103923,2682.155753103923,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_ruc_net_revenue,june_year,FY2029,2941.6339905113578,1.0133560223677776,1.0133560223677776,2980.9225198864424,2980.9225198864424,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_ruc_net_revenue,june_year,FY2030,3195.2527127537387,1.0183788850587046,1.0183788850587046,3253.9778950949535,3253.9778950949535,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_mvr_revenue,june_year,FY2025,286.79349111,1.0,1.0,286.79349111,286.79349111,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_mvr_revenue,june_year,FY2026,425.1291935285919,1.0,1.0,425.1291935285919,425.1291935285919,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_mvr_revenue,june_year,FY2027,496.1497521504495,1.0,1.0,496.1497521504495,496.1497521504495,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_mvr_revenue,june_year,FY2028,490.25051027658566,1.0,1.0,490.25051027658566,490.25051027658566,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_mvr_revenue,june_year,FY2029,484.84310999369575,1.0,1.0,484.84310999369575,484.84310999369575,0.0,0.0,within_tolerance,direct_replay
current_basecase,net_mvr_revenue,june_year,FY2030,479.8837182888595,1.0,1.0,479.8837182888595,479.8837182888595,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_fed_ruc_net_revenue,june_year,FY2025,3976.8958143478303,1.0,1.0,3976.8958143478303,3976.8958143478303,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_fed_ruc_net_revenue,june_year,FY2026,4192.516326257892,0.9997090280738785,0.9997090280738785,4191.296421707145,4191.296421707145,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_fed_ruc_net_revenue,june_year,FY2027,4493.816338470237,1.0016820490979774,1.0016820490979774,4501.375158188836,4501.375158188836,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_fed_ruc_net_revenue,june_year,FY2028,5144.921105464645,1.007635297255671,1.007635297255671,5184.204107461843,5184.204107461843,0.0,0.0,within_tolerance,direct_replay
current_basecase,total_fed_ruc_net_revenue,june_year,FY2029,5563.771327423043,1.0122427156778968,1.0122427156778968,5631.886997881517,5631.886997881517,0.0,0.0,within_tolerance,direct_replay
