metric_type,time_grain,row_type,scenario_name,scenario_role,stream,stream_label,period,target_period,june_year,horizon,horizon_scope,value,value_unit,forecast_available,bridge_status,bridge_method,rate_value,rate_unit,gap_code,gap_reason,source,quarter_count,aggregation_method,canonical_stream_key,canonical_period_key,canonical_scenario_key,canonical_join_key
activity,quarterly,historical_actual,historical_actual,,LIGHT_RUC,Light RUC volume,2025Q4,2025Q4,2026,,,3307965543.0,net km,,historical_activity_available,source_model_input_history,,,,,data/model_input_history/light_ruc_inputs.parquet,,,LIGHT_RUC,2025Q4,historical_actual,LIGHT_RUC|2025Q4|historical_actual
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2026Q1,2026Q1,2026,1,H1-H12,3356901625.2217503,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2026Q1,current_basecase,LIGHT_RUC|2026Q1|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2026Q1,2026Q1,2026,1,H1-H12,3361351510.0534773,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2026Q1,current_comparison_1,LIGHT_RUC|2026Q1|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2026Q2,2026Q2,2026,2,H1-H12,3170498613.9257684,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2026Q2,current_basecase,LIGHT_RUC|2026Q2|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2026Q2,2026Q2,2026,2,H1-H12,3178909765.775702,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2026Q2,current_comparison_1,LIGHT_RUC|2026Q2|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2026Q3,2026Q3,2027,3,H1-H12,3044975678.556179,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2026Q3,current_basecase,LIGHT_RUC|2026Q3|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2026Q3,2026Q3,2027,3,H1-H12,3057100931.580471,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2026Q3,current_comparison_1,LIGHT_RUC|2026Q3|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2026Q4,2026Q4,2027,4,H1-H12,3063261357.3259587,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2026Q4,current_basecase,LIGHT_RUC|2026Q4|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2026Q4,2026Q4,2027,4,H1-H12,3079536231.9431396,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2026Q4,current_comparison_1,LIGHT_RUC|2026Q4|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2027Q1,2027Q1,2027,5,H1-H12,3262798464.0942554,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2027Q1,current_basecase,LIGHT_RUC|2027Q1|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2027Q1,2027Q1,2027,5,H1-H12,3284477344.938635,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2027Q1,current_comparison_1,LIGHT_RUC|2027Q1|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2027Q2,2027Q2,2027,6,H1-H12,3290895659.550449,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2027Q2,current_basecase,LIGHT_RUC|2027Q2|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2027Q2,2027Q2,2027,6,H1-H12,3317148315.1614814,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2027Q2,current_comparison_1,LIGHT_RUC|2027Q2|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2027Q3,2027Q3,2028,7,H1-H12,3161757307.4882154,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2027Q3,current_basecase,LIGHT_RUC|2027Q3|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2027Q3,2027Q3,2028,7,H1-H12,3191200297.454243,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2027Q3,current_comparison_1,LIGHT_RUC|2027Q3|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2027Q4,2027Q4,2028,8,H1-H12,3381083731.579051,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2027Q4,current_basecase,LIGHT_RUC|2027Q4|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2027Q4,2027Q4,2028,8,H1-H12,3417088403.492736,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2027Q4,current_comparison_1,LIGHT_RUC|2027Q4|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2028Q1,2028Q1,2028,9,H1-H12,3385908486.8849244,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2028Q1,current_basecase,LIGHT_RUC|2028Q1|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2028Q1,2028Q1,2028,9,H1-H12,3426509542.885587,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2028Q1,current_comparison_1,LIGHT_RUC|2028Q1|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2028Q2,2028Q2,2028,10,H1-H12,3411781363.2312317,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2028Q2,current_basecase,LIGHT_RUC|2028Q2|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2028Q2,2028Q2,2028,10,H1-H12,3457278484.326637,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2028Q2,current_comparison_1,LIGHT_RUC|2028Q2|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2028Q3,2028Q3,2029,11,H1-H12,3274748179.6618166,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2028Q3,current_basecase,LIGHT_RUC|2028Q3|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2028Q3,2028Q3,2029,11,H1-H12,3322825399.2062335,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2028Q3,current_comparison_1,LIGHT_RUC|2028Q3|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2028Q4,2028Q4,2029,12,H1-H12,3498547644.172013,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2028Q4,current_basecase,LIGHT_RUC|2028Q4|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2028Q4,2028Q4,2029,12,H1-H12,3554625449.530466,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2028Q4,current_comparison_1,LIGHT_RUC|2028Q4|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2029Q1,2029Q1,2029,13,H13+,3501331554.5593133,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2029Q1,current_basecase,LIGHT_RUC|2029Q1|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2029Q1,2029Q1,2029,13,H13+,3562188205.795702,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2029Q1,current_comparison_1,LIGHT_RUC|2029Q1|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2029Q2,2029Q2,2029,14,H13+,3525864078.323689,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2029Q2,current_basecase,LIGHT_RUC|2029Q2|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2029Q2,2029Q2,2029,14,H13+,3591920867.6483083,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2029Q2,current_comparison_1,LIGHT_RUC|2029Q2|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2029Q3,2029Q3,2030,15,H13+,3382118622.6011157,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2029Q3,current_basecase,LIGHT_RUC|2029Q3|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2029Q3,2029Q3,2030,15,H13+,3450067564.212826,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2029Q3,current_comparison_1,LIGHT_RUC|2029Q3|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2029Q4,2029Q4,2030,16,H13+,3559502105.963113,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2029Q4,current_basecase,LIGHT_RUC|2029Q4|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2029Q4,2029Q4,2030,16,H13+,3635846912.8879557,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2029Q4,current_comparison_1,LIGHT_RUC|2029Q4|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2030Q1,2030Q1,2030,17,H13+,3558009458.099151,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2030Q1,current_basecase,LIGHT_RUC|2030Q1|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2030Q1,2030Q1,2030,17,H13+,3639163513.7148833,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2030Q1,current_comparison_1,LIGHT_RUC|2030Q1|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2030Q2,2030Q2,2030,18,H13+,3581879129.4776144,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2030Q2,current_basecase,LIGHT_RUC|2030Q2|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2030Q2,2030Q2,2030,18,H13+,3668457858.7224655,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2030Q2,current_comparison_1,LIGHT_RUC|2030Q2|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2030Q3,2030Q3,2031,19,H13+,3434835261.8620424,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2030Q3,current_basecase,LIGHT_RUC|2030Q3|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2030Q3,2030Q3,2031,19,H13+,3522545871.556847,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2030Q3,current_comparison_1,LIGHT_RUC|2030Q3|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2030Q4,2030Q4,2031,20,H13+,3661932697.5099564,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2030Q4,current_basecase,LIGHT_RUC|2030Q4|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2030Q4,2030Q4,2031,20,H13+,3760444985.2897105,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2030Q4,current_comparison_1,LIGHT_RUC|2030Q4|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2031Q1,2031Q1,2031,21,H13+,3658195704.6755824,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2031Q1,current_basecase,LIGHT_RUC|2031Q1|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2031Q1,2031Q1,2031,21,H13+,3761614075.5830593,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2031Q1,current_comparison_1,LIGHT_RUC|2031Q1|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2031Q2,2031Q2,2031,22,H13+,3677108767.401242,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2031Q2,current_basecase,LIGHT_RUC|2031Q2|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2031Q2,2031Q2,2031,22,H13+,3786101022.8633933,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2031Q2,current_comparison_1,LIGHT_RUC|2031Q2|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2031Q3,2031Q3,2032,23,H13+,3520732153.3821993,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2031Q3,current_basecase,LIGHT_RUC|2031Q3|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2031Q3,2031Q3,2032,23,H13+,3629920622.9437747,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2031Q3,current_comparison_1,LIGHT_RUC|2031Q3|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2031Q4,2031Q4,2032,24,H13+,3752051955.128072,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2031Q4,current_basecase,LIGHT_RUC|2031Q4|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2031Q4,2031Q4,2032,24,H13+,3873569971.0885515,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2031Q4,current_comparison_1,LIGHT_RUC|2031Q4|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2032Q1,2032Q1,2032,25,H13+,3748223343.4159064,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2032Q1,current_basecase,LIGHT_RUC|2032Q1|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2032Q1,2032Q1,2032,25,H13+,3874774590.302668,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2032Q1,current_comparison_1,LIGHT_RUC|2032Q1|current_comparison_1
activity,quarterly,future_forecast,current_basecase,basecase,LIGHT_RUC,Light RUC volume,2032Q2,2032Q2,2032,26,H13+,3767602203.351138,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2032Q2,current_basecase,LIGHT_RUC|2032Q2|current_basecase
activity,quarterly,future_forecast,current_comparison_1,comparison,LIGHT_RUC,Light RUC volume,2032Q2,2032Q2,2032,26,H13+,3899998539.5313215,net km,True,numeric_forecast_available,fixed_finalist_activity_forecast,,,,,forecast_scenario_comparison.parquet,,,LIGHT_RUC,2032Q2,current_comparison_1,LIGHT_RUC|2032Q2|current_comparison_1
