FY,period,source_path,scenario_name,scenario_role,conventional_light_km,light_bev_km,phev_km,total_light_universe_km,conventional_share,light_bev_share,phev_share,share_sum,conventional_light_revenue,light_bev_revenue,phev_revenue,conventional_light_rate_nzd_per_1000km,light_bev_rate_nzd_per_1000km,phev_rate_nzd_per_1000km,conventional_light_source_cell,light_bev_source_cell,phev_source_cell,conventional_light_revenue_source_cell,light_bev_revenue_source_cell,phev_revenue_source_cell,source_formula,source_file,source_status,model_input_target_million_km,model_input_quarters,model_input_full_year,target_minus_conventional_light_km,target_minus_total_light_universe_km,target_matches_conventional_light,target_matches_total_light_universe,target_semantics_status,business_rule,current_light_total_modelled_km,current_conventional_light_km,current_light_bev_km,current_phev_km,current_allocation_sum_km,current_allocation_residual_km,current_light_ruc_net_revenue,current_light_bev_ruc_net_revenue,current_phev_ruc_net_revenue,old_light_ruc_net_revenue_no_allocation,old_light_bev_ruc_net_revenue_fixed_mbu,old_phev_ruc_net_revenue_fixed_mbu,extrapolated_model_extension,allocation_status,used_by_current_finalist,notes
2039,FY2039,Current finalist Base case,current_basecase,basecase,11374.9392472356,14357.6989741182,3866.75405461716,29599.39227597096,0.3842963781546918,0.4850673567975213,0.13063626504778694,1.0,1415.15619174858,1786.24132937004,237.225361250763,124.40999999999993,124.40999999999961,61.350000000000065,AO10,AO12,AO14,AO33,AO35,AO37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,17459.26056344461,6709.530599790808,8468.91737314928,2280.8125905045245,17459.26056344461,0.0,834.7327019199739,1053.6180103934987,139.92785242745273,2172.106606698143,1786.24132937004,237.225361250763,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2039,FY2039,Current finalist High population/comparison,current_comparison_1,comparison,11374.9392472356,14357.6989741182,3866.75405461716,29599.39227597096,0.3842963781546918,0.4850673567975213,0.13063626504778694,1.0,1415.15619174858,1786.24132937004,237.225361250763,124.40999999999993,124.40999999999961,61.350000000000065,AO10,AO12,AO14,AO33,AO35,AO37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,18606.250487421945,7150.314673355222,9025.284743846354,2430.651070220368,18606.250487421945,0.0,889.5706485121226,1122.8356749819216,149.12044315801975,2314.803623140163,1786.24132937004,237.225361250763,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2040,FY2040,Current finalist Base case,current_basecase,basecase,10822.4760796405,16789.7058132265,3908.902347702,31521.084240569005,0.343340857092457,0.532650009279104,0.12400913362843886,0.9999999999999999,1387.8202200727,2153.0279249591,247.179439956936,128.23500000000004,128.23499999999996,63.235,AP10,AP12,AP14,AP33,AP35,AP37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,17865.114915668506,6133.823867200862,9515.85362560309,2215.437422864552,17865.114915668506,0.0,786.5709036105028,1220.2654896792117,140.09318543483994,2290.933011210752,2153.0279249591,247.179439956936,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2040,FY2040,Current finalist High population/comparison,current_comparison_1,comparison,10822.4760796405,16789.7058132265,3908.902347702,31521.084240569005,0.343340857092457,0.532650009279104,0.12400913362843886,0.9999999999999999,1387.8202200727,2153.0279249591,247.179439956936,128.23500000000004,128.23499999999996,63.235,AP10,AP12,AP14,AP33,AP35,AP37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,19102.375012584434,6558.625809322273,10174.880227706024,2368.8689755561345,19102.37501258443,3.637978807091713e-12,841.045380658442,1304.7757659998815,149.79542966929216,2449.593059738766,2153.0279249591,247.179439956936,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2041,FY2041,Current finalist Base case,current_basecase,basecase,10279.1712987887,19398.2307000633,3858.403321145,33535.805319997,0.3065133280893467,0.5784334240661985,0.11505324784445478,1.0,1357.51875757453,2561.82733740386,251.278516289568,132.06500000000003,132.06500000000003,65.12499999999996,AQ10,AQ12,AQ14,AQ33,AQ35,AQ37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,18275.753617389055,5601.762064606836,10571.306742296563,2102.684810485654,18275.753617389055,0.0,739.796707062302,1396.0996249213958,136.93734828287813,2413.587401480486,2561.82733740386,251.278516289568,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2041,FY2041,Current finalist High population/comparison,current_comparison_1,comparison,10279.1712987887,19398.2307000633,3858.403321145,33535.805319997,0.3065133280893467,0.5784334240661985,0.11505324784445478,1.0,1357.51875757453,2561.82733740386,251.278516289568,132.06500000000003,132.06500000000003,65.12499999999996,AQ10,AQ12,AQ14,AQ33,AQ35,AQ37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,19606.747198902613,6009.729336942117,11341.197917061583,2255.8199448989117,19606.74719890261,3.637978807091713e-12,793.6749048832608,1497.7753029167382,146.91027391154154,2589.3650688230737,2561.82733740386,251.278516289568,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2042,FY2042,Current finalist Base case,current_basecase,basecase,9708.65423194621,22141.1732104773,3783.3597190837,35633.18716150721,0.2724610119196409,0.6213638176715028,0.10617517040885634,1.0,1319.30902357917,3008.76402757176,253.541851574394,135.88999999999996,135.89,67.01499999999996,AR10,AR12,AR14,AR33,AR35,AR37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,18677.11339636499,5088.785215711487,11605.28248304892,1983.0456976045866,18677.113396364995,-3.637978807091713e-12,691.5150229630337,1577.0418366215176,132.8938074249713,2538.032939432038,3008.76402757176,253.541851574394,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2042,FY2042,Current finalist High population/comparison,current_comparison_1,comparison,9708.65423194621,22141.1732104773,3783.3597190837,35633.18716150721,0.2724610119196409,0.6213638176715028,0.10617517040885634,1.0,1319.30902357917,3008.76402757176,253.541851574394,135.88999999999996,135.89,67.01499999999996,AR10,AR12,AR14,AR33,AR35,AR37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,20104.341003788148,5477.649093869648,12492.110077883537,2134.5818320349645,20104.341003788148,0.0,744.3577353659462,1697.5528384835936,143.04900147382307,2731.9788990047705,3008.76402757176,253.541851574394,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2043,FY2043,Current finalist Base case,current_basecase,basecase,9162.12414366238,24856.2856440604,3690.86051347766,37709.27030120044,0.24296742075570504,0.6591558374246537,0.09787674181964122,0.9999999999999999,1280.08617473179,3472.7959487599,254.300289378611,139.71500000000006,139.71500000000003,68.90000000000008,AS10,AS12,AS14,AS33,AS35,AS37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,19085.775311661408,4637.221600597285,12580.500208456955,1868.053502607166,19085.775311661408,0.0,647.8894159274499,1757.684586624564,128.70888632963386,2666.5690976687747,3472.7959487599,254.300289378611,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2043,FY2043,Current finalist High population/comparison,current_comparison_1,comparison,9162.12414366238,24856.2856440604,3690.86051347766,37709.27030120044,0.24296742075570504,0.6591558374246537,0.09787674181964122,0.9999999999999999,1280.08617473179,3472.7959487599,254.300289378611,139.71500000000006,139.71500000000003,68.90000000000008,AS10,AS12,AS14,AS33,AS35,AS37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,20612.935943143606,5008.271880308168,13587.137053383567,2017.5270094518694,20612.935943143606,0.0,699.730705757256,1898.3268534134854,139.00761095123394,2879.9363452963103,3472.7959487599,254.300289378611,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2044,FY2044,Current finalist Base case,current_basecase,basecase,8641.17139705809,27364.0603386263,3587.84262570015,39593.07436138453,0.21824956855297648,0.691132496781172,0.09061793466585166,1.0,1240.3969481907,3927.97404130812,253.965440260185,143.5449999999996,143.54500000000027,70.78499999999995,AT10,AT12,AT14,AT33,AT35,AT37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,19503.386354605118,4256.605657214575,13479.424106946075,1767.3565904444695,19503.38635460512,-3.637978807091713e-12,611.0144590648645,1934.9039334315783,125.1023362546117,2799.6135942717838,3927.97404130812,253.965440260185,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2044,FY2044,Current finalist High population/comparison,current_comparison_1,comparison,8641.17139705809,27364.0603386263,3587.84262570015,39593.07436138453,0.21824956855297648,0.691132496781172,0.09061793466585166,1.0,1240.3969481907,3927.97404130812,253.965440260185,143.5449999999996,143.54500000000027,70.78499999999995,AT10,AT12,AT14,AT33,AT35,AT37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,21134.40528157965,4612.574834328506,14606.67429024333,1915.156157007815,21134.405281579653,-3.637978807091713e-12,662.1120545936835,2096.715060992983,135.5643285737981,3033.7382061443423,3927.97404130812,253.965440260185,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2045,FY2045,Current finalist Base case,current_basecase,basecase,8152.95919858563,29735.4698936684,3475.40875423459,41363.83784648862,0.1971035480035307,0.71887599027982,0.08402046171664938,1.0,1201.54236189156,4382.26487557937,252.575331213999,147.37500000000034,147.37499999999966,72.67500000000004,AU10,AU12,AU14,AU33,AU35,AU37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,19930.142682147296,3928.3018348678356,14327.301057046745,1674.5397902327168,19930.142682147296,0.0,578.9334829136486,2111.4859932822587,121.69717925516277,2937.2047777814646,4382.26487557937,252.575331213999,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2045,FY2045,Current finalist High population/comparison,current_comparison_1,comparison,8152.95919858563,29735.4698936684,3475.40875423459,41363.83784648862,0.1971035480035307,0.71887599027982,0.08402046171664938,1.0,1201.54236189156,4382.26487557937,252.575331213999,147.37500000000034,147.37499999999966,72.67500000000004,AU10,AU12,AU14,AU33,AU35,AU37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,21669.075143811424,4271.051592800349,15577.377852455269,1820.6456985558066,21669.075143811424,0.0,629.4462284889529,2295.71606100559,132.31542614254332,3193.479949319216,4382.26487557937,252.575331213999,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2046,FY2046,Current finalist Base case,current_basecase,basecase,7688.0731540928,32156.3592151348,3358.80797409963,43203.240343327234,0.17795130858234867,0.7443043382763619,0.07774435314128932,0.9999999999999999,1162.43666089883,4862.04151332838,250.449516588739,151.19999999999985,151.19999999999993,74.56500000000003,AV10,AV12,AV14,AV33,AV35,AV37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,20366.244755370586,3624.1999051265916,15158.68432582053,1583.3605244234623,20366.244755370586,0.0,547.97902565514,2291.9930700640634,118.06327750363549,3079.376207012029,4862.04151332838,250.449516588739,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2046,FY2046,Current finalist High population/comparison,current_comparison_1,comparison,7688.0731540928,32156.3592151348,3358.80797409963,43203.240343327234,0.17795130858234867,0.7443043382763619,0.07774435314128932,0.9999999999999999,1162.43666089883,4862.04151332838,250.449516588739,151.19999999999985,151.19999999999993,74.56500000000003,AV10,AV12,AV14,AV33,AV35,AV37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,22217.27992208709,3953.5940352757393,16536.41783070973,1727.2680561016157,22217.279922087087,3.637978807091713e-12,597.7834181336912,2500.3063760033106,128.793742603217,3359.2527242195647,4862.04151332838,250.449516588739,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2047,FY2047,Current finalist Base case,current_basecase,basecase,7243.45535058358,34537.073453697,3243.22777483264,45023.756579113215,0.1608807416559253,0.7670855583320861,0.07203370001198861,1.0,1122.91666572422,5354.10981215937,247.944763385955,155.02500000000006,155.0249999999998,76.4499999999999,AW10,AW12,AW14,AW33,AW35,AW37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,20811.89743404479,3348.2334944561744,15964.505963144358,1499.1579764442579,20811.89743404479,0.0,519.0598974780686,2474.897536936451,114.61062729916337,3226.3643997127947,5354.10981215937,247.944763385955,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2047,FY2047,Current finalist High population/comparison,current_comparison_1,comparison,7243.45535058358,34537.073453697,3243.22777483264,45023.756579113215,0.1608807416559253,0.7670855583320861,0.07203370001198861,1.0,1122.91666572422,5354.10981215937,247.944763385955,155.02500000000006,155.0249999999998,76.4499999999999,AW10,AW12,AW14,AW33,AW35,AW37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,22779.362485957212,3664.7607311899587,17473.719990989466,1640.8817637777888,22779.362485957216,-3.637978807091713e-12,568.1295323527236,2708.8634416031387,125.4454108408118,3531.370669385518,5354.10981215937,247.944763385955,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2048,FY2048,Current finalist Base case,current_basecase,basecase,6815.94251159561,36975.108256259,3136.52315345323,46927.57392130784,0.14524387139691397,0.7879185980988921,0.06683753050419396,1.0,1082.74654767952,5873.68082204803,245.699541225759,158.8549999999999,158.85500000000016,78.33500000000006,AX10,AX12,AX14,AX33,AX35,AX37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,21267.310073262717,3088.946449239263,16756.909138259605,1421.4544857638482,21267.310073262714,3.637978807091713e-12,490.69458819390286,2661.9188011582323,111.34963714231115,3378.418541688147,5873.68082204803,245.699541225759,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2048,FY2048,Current finalist High population/comparison,current_comparison_1,comparison,6815.94251159561,36975.108256259,3136.52315345323,46927.57392130784,0.14524387139691397,0.7879185980988921,0.06683753050419396,1.0,1082.74654767952,5873.68082204803,245.699541225759,158.8549999999999,158.85500000000016,78.33500000000006,AX10,AX12,AX14,AX33,AX35,AX37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,23355.674397372426,3392.268568560157,18402.370228831867,1561.0355999804012,23355.674397372426,0.0,538.8788234586234,2923.3085227010893,122.28372372446483,3710.165656394595,5873.68082204803,245.699541225759,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2049,FY2049,Current finalist Base case,current_basecase,basecase,6401.3158104673,39221.4923959718,3026.86315331079,48649.67135974989,0.13157983664743528,0.8062026176074345,0.062217545745130214,1.0,1041.39806262587,6380.74849043867,242.830096474358,162.68499999999955,162.68499999999995,80.22499999999995,AY10,AY12,AY14,AY33,AY35,AY37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,21732.696622202526,2859.584671457677,17520.956904487928,1352.1550462569226,21732.696622202526,0.0,465.2115322760909,2850.3968740066175,108.47663858596154,3535.583749983008,6380.74849043867,242.830096474358,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2049,FY2049,Current finalist High population/comparison,current_comparison_1,comparison,6401.3158104673,39221.4923959718,3026.86315331079,48649.67135974989,0.13157983664743528,0.8062026176074345,0.062217545745130214,1.0,1041.39806262587,6380.74849043867,242.830096474358,162.68499999999955,162.68499999999995,80.22499999999995,AY10,AY12,AY14,AY33,AY35,AY37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,23946.576131243408,3150.88657561438,19305.792359744148,1489.89719588488,23946.576131243408,0.0,512.601982553824,3140.7628300449755,119.52700253986441,3895.748737911323,6380.74849043867,242.830096474358,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2050,FY2050,Current finalist Base case,current_basecase,basecase,6001.20388736231,41168.8006989255,2910.04326079893,50080.04784708674,0.11983223150437569,0.8220599314247735,0.05810783707085083,1.0,999.260459284699,6855.01700437808,238.9436521442,166.51000000000013,166.50999999999988,82.10999999999994,AZ10,AZ12,AZ14,AZ33,AZ35,AZ37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,22208.275725061852,2661.267237998619,18256.53361960681,1290.4748674564257,22208.275725061852,0.0,443.1276077991504,3039.895413000728,105.96089136684705,3697.899990980052,6855.01700437808,238.9436521442,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2050,FY2050,Current finalist High population/comparison,current_comparison_1,comparison,6001.20388736231,41168.8006989255,2910.04326079893,50080.04784708674,0.11983223150437569,0.8220599314247735,0.05810783707085083,1.0,999.260459284699,6855.01700437808,238.9436521442,166.51000000000013,166.50999999999988,82.10999999999994,AZ10,AZ12,AZ14,AZ33,AZ35,AZ37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,24552.43730160367,2942.1733507224403,20183.574924467364,1426.6890264138665,24552.437301603673,-3.637978807091713e-12,489.9012846287939,3360.7670606730585,117.1454359588425,4088.2263350900303,6855.01700437808,238.9436521442,False,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2051,FY2051,Current finalist Base case,current_basecase,basecase,5620.73455294094,43031.5853713679,2797.9081138829,51450.228038191744,0.10924605715583306,0.8363730737874545,0.05438086905671244,1.0,957.407820075195,7329.78509423196,235.010292025594,170.33499999999998,170.3350000000002,83.99499999999993,BA10,BA12,BA14,BA33,BA35,BA37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,22668.783467484667,2476.4752143420337,18959.560107722384,1232.7481454202514,22668.783467484667,0.0,421.8304056349503,3229.4766709488963,103.54468047457392,3861.2872319340004,7329.78509423196,235.010292025594,True,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2051,FY2051,Current finalist High population/comparison,current_comparison_1,comparison,5620.73455294094,43031.5853713679,2797.9081138829,51450.228038191744,0.10924605715583306,0.8363730737874545,0.05438086905671244,1.0,957.407820075195,7329.78509423196,235.010292025594,170.33499999999998,170.3350000000002,83.99499999999993,BA10,BA12,BA14,BA33,BA35,BA37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,25136.226646482814,2746.0336529036354,21023.26314373695,1366.929849842228,25136.226646482814,0.0,467.7456422673407,3580.9975275884376,114.81527273749784,4281.57916582865,7329.78509423196,235.010292025594,True,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2052,FY2052,Current finalist Base case,current_basecase,basecase,5297.64710087423,44609.5202451729,2687.73428111225,52594.90162715938,0.10072548739474375,0.8481719494677612,0.051102563137494984,0.9999999999999999,922.66470732376,7769.41709350053,230.836058733326,174.16499999999996,174.16499999999985,85.88500000000016,BB10,BB12,BB14,BB33,BB35,BB37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,23129.291209907486,2329.709130212894,19617.616015314787,1181.966064379805,23129.291209907486,0.0,405.75379066352855,3416.7020933072968,101.51315543925973,4028.313003573536,7769.41709350053,230.836058733326,True,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2052,FY2052,Current finalist High population/comparison,current_comparison_1,comparison,5297.64710087423,44609.5202451729,2687.73428111225,52594.90162715938,0.10072548739474375,0.8481719494677612,0.051102563137494984,0.9999999999999999,922.66470732376,7769.41709350053,230.836058733326,174.16499999999996,174.16499999999985,85.88500000000016,BB10,BB12,BB14,BB33,BB35,BB37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,25720.015991361957,2590.661146530537,21814.996103735462,1314.358741095955,25720.015991361954,3.637978807091713e-12,451.20249858549084,3799.4087964070836,112.8837004790263,4479.526585135554,7769.41709350053,230.836058733326,True,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
2053,FY2053,Current finalist Base case,current_basecase,basecase,4987.81282031804,46073.9897836358,2584.49395972113,53646.296563674965,0.09297590215566517,0.8588475390644853,0.04817655877984959,1.0,887.780803888408,8200.70944158934,226.853957314522,177.98999999999998,177.9900000000001,87.77499999999992,BC10,BC12,BC14,BC33,BC35,BC37,,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_annual_spine.csv,LT_FORECAST,,,False,,,False,False,model_input_full_year_missing,current_light_ruc_total_allocated_by_mbu26_conventional_bev_phev_shares,23589.798952330304,2193.282839263675,20260.040777234855,1136.475335831775,23589.798952330308,-3.637978807091713e-12,390.3824125605415,3606.0846579400336,99.75412260263397,4198.74831552527,8200.70944158934,226.853957314522,True,business_rule_applied_total_light_universe,True,"Current finalist Light RUC total modelled km is allocated down by MBU26 conventional, Light BEV and PHEV shares. BEV/PHEV are replacement allocations, not fixed add-ons."
