workbook_role,workbook,sheet,cell,formula,cached_value,cached_value_available
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AX47,=AX26/10^6,1538.9273551799997,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AY47,=AY26/10^6,1468.16755823,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,B48,=(B22+B23)/10^6,2097.9966313199993,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,C48,=(C22+C23)/10^6,2267.68699504,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,D48,=(D22+D23)/10^6,2324.4631094299993,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,E48,=(E22+E23)/10^6,2333.3196887,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,F48,=(F22+F23)/10^6,2515.9248791800005,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,G48,=(G22+G23)/10^6,2565.86269065,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,H48,=(H22+H23)/10^6,2653.67940449,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,I48,=(I22+I23)/10^6,2712.12167429,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,J48,=(J22+J23)/10^6,2622.2371345,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,K48,=(K22+K23)/10^6,2795.2609514700007,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,L48,=(L22+L23)/10^6,2866.5111582400004,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,M48,=(M22+M23)/10^6,2857.3028445200002,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,N48,=(N22+N23)/10^6,2873.437236209999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,O48,=(O22+O23)/10^6,3010.1680288999996,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,P48,=(P22+P23)/10^6,3077.582024720001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,Q48,=(Q22+Q23)/10^6,3089.4974033799995,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,R48,=(R22+R23)/10^6,3431.2751411199997,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,S48,=(S22+S23)/10^6,3559.5734496900004,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,T48,=(T22+T23)/10^6,3308.5531801199986,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,U48,=(U22+U23)/10^6,3247.6602660000003,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,V48,=(V22+V23)/10^6,3559.0743686499995,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,W48,=(W22+W23)/10^6,3569.78336106,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,X48,=(X22+X23)/10^6,3572.0187886599997,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,Y48,=(Y22+Y23)/10^6,3634.8951936100007,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,Z48,=(Z22+Z23)/10^6,3690.136818209999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AA48,=(AA22+AA23)/10^6,3728.5839022,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AB48,=(AB22+AB23)/10^6,3753.21743079,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AC48,=(AC22+AC23)/10^6,3769.663129860001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AD48,=(AD22+AD23)/10^6,3783.717555309999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AE48,=(AE22+AE23)/10^6,3796.715811570001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AF48,=(AF22+AF23)/10^6,3810.2003145200006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AG48,=(AG22+AG23)/10^6,3819.53444443,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AH48,=(AH22+AH23)/10^6,3825.0191361999996,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AI48,=(AI22+AI23)/10^6,3814.2578181999993,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AJ48,=(AJ22+AJ23)/10^6,3802.3166487000008,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AK48,=(AK22+AK23)/10^6,3789.01128293,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AL48,=(AL22+AL23)/10^6,3774.4211960399994,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AM48,=(AM22+AM23)/10^6,3758.439001359999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AN48,=(AN22+AN23)/10^6,3740.40368167,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AO48,=(AO22+AO23)/10^6,3721.0388902600002,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AP48,=(AP22+AP23)/10^6,3700.259470480001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AQ48,=(AQ22+AQ23)/10^6,3677.93827283,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AR48,=(AR22+AR23)/10^6,3654.01170245,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AS48,=(AS22+AS23)/10^6,3631.5597400300007,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AT48,=(AT22+AT23)/10^6,3606.82367696,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AU48,=(AU22+AU23)/10^6,3580.1924115999996,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AV48,=(AV22+AV23)/10^6,3551.4079868600006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AW48,=(AW22+AW23)/10^6,3520.6051911400014,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AX48,=(AX22+AX23)/10^6,3487.162164839999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AY48,=(AY22+AY23)/10^6,3452.2672604,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,B49,=B21/10^6,121.44263076000001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,C49,=C21/10^6,133.44776720000002,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,D49,=D21/10^6,141.81678792,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,E49,=E21/10^6,149.03325884000006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,F49,=F21/10^6,168.65802484,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,G49,=G21/10^6,177.44169129000002,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,H49,=H21/10^6,184.94593985000006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,I49,=I21/10^6,193.79509091000003,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,J49,=J21/10^6,202.90049481999992,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,K49,=K21/10^6,222.09301556999995,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,L49,=L21/10^6,221.76398704999994,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,M49,=M21/10^6,227.17202891000002,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,N49,=N21/10^6,227.13913711,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,O49,=O21/10^6,236.76653704,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,P49,=P21/10^6,241.53655326999998,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,Q49,=Q21/10^6,245.37711111,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,R49,=R21/10^6,274.9700528900001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,S49,=S21/10^6,291.02195073,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,T49,=T21/10^6,275.04940272000005,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,U49,=U21/10^6,234.13405010999998,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,V49,=V21/10^6,232.12713054,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,W49,=W21/10^6,227.5743126,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,X49,=X21/10^6,244.23189602000005,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,Y49,=Y21/10^6,241.02454386,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,Z49,=Z21/10^6,236.13249176000002,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AA49,=AA21/10^6,231.32278341999998,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AB49,=AB21/10^6,225.68420344000003,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AC49,=AC21/10^6,219.9658642699999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AD49,=AD21/10^6,214.86442100000002,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AE49,=AE21/10^6,210.43779727,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AF49,=AF21/10^6,206.06045264999997,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AG49,=AG21/10^6,202.15156258999997,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AH49,=AH21/10^6,199.31113982,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AI49,=AI21/10^6,196.99025085999995,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AJ49,=AJ21/10^6,194.92879542999998,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AK49,=AK21/10^6,192.14236755000002,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AL49,=AL21/10^6,189.43499067999994,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AM49,=AM21/10^6,186.12487787999999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AN49,=AN21/10^6,184.15000560000004,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AO49,=AO21/10^6,182.24707967000003,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AP49,=AP21/10^6,181.59986851999992,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AQ49,=AQ21/10^6,180.37577408000004,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AR49,=AR21/10^6,178.99462499,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AS49,=AS21/10^6,176.19530246999994,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AT49,=AT21/10^6,173.06706161,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AU49,=AU21/10^6,169.07075704,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AV49,=AV21/10^6,164.77747496999993,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AW49,=AW21/10^6,159.89234735999997,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AX49,=AX21/10^6,155.33577792,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AY49,=AY21/10^6,150.78369778999996,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,B50,=B24/10^6,27.7104504,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,C50,=C24/10^6,27.445648909999996,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,D50,=D24/10^6,27.88959457,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,E50,=E24/10^6,28.94918341,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,F50,=F24/10^6,31.009606800000004,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,G50,=G24/10^6,35.484587299999994,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,H50,=H24/10^6,39.35895192,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,I50,=I24/10^6,43.763497709999996,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,J50,=J24/10^6,44.43034439,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,K50,=K24/10^6,44.224245800000006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,L50,=L24/10^6,42.65322092,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,M50,=M24/10^6,41.6889298,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,N50,=N24/10^6,41.77235907,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,O50,=O24/10^6,42.19398624,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,P50,=P24/10^6,43.43170758,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,Q50,=Q24/10^6,43.60446491,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,R50,=R24/10^6,44.46259057,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,S50,=S24/10^6,45.13969598,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,T50,=T24/10^6,46.57058808,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,U50,=U24/10^6,42.412955450000005,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,V50,=V24/10^6,43.42523284000001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,W50,=W24/10^6,40.19518387000001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,X50,=X24/10^6,40.122835789999996,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,Y50,=Y24/10^6,39.93664476,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,Z50,=Z24/10^6,39.708423980000006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AA50,=AA24/10^6,39.41194412000001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AB50,=AB24/10^6,39.073651170000005,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AC50,=AC24/10^6,38.66015429,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AD50,=AD24/10^6,38.257952519999996,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AE50,=AE24/10^6,37.76090847,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AF50,=AF24/10^6,37.19245215,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AG50,=AG24/10^6,36.54462746,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AH50,=AH24/10^6,35.79158108,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AI50,=AI24/10^6,35.02391134,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AJ50,=AJ24/10^6,34.153998400000006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AK50,=AK24/10^6,33.1980698,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AL50,=AL24/10^6,32.13911142,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AM50,=AM24/10^6,30.98312518,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AN50,=AN24/10^6,29.71724386,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AO50,=AO24/10^6,28.36052723,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AP50,=AP24/10^6,26.917659420000003,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AQ50,=AQ24/10^6,25.42023248,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AR50,=AR24/10^6,23.91616497,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AS50,=AS24/10^6,22.526468020000003,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AT50,=AT24/10^6,21.205543489999997,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AU50,=AU24/10^6,19.98700491,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AV50,=AV24/10^6,18.868378439999997,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AW50,=AW24/10^6,17.807137559999997,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AX50,=AX24/10^6,16.83306138,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,GHG by vehicle type,AY50,=AY24/10^6,15.91169631,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,B71,=B6/10^6,36542.03983365,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,C71,=C6/10^6,37735.838405589995,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,D71,=D6/10^6,38896.25636812,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,E71,=E6/10^6,40028.2723038,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,F71,=F6/10^6,40423.89812100999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,G71,=G6/10^6,40404.37398913001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,H71,=H6/10^6,41054.12759917,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,I71,=I6/10^6,40484.78492457,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,J71,=J6/10^6,40446.78775872999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,K71,=K6/10^6,40417.52476353,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,L71,=L6/10^6,39951.77341844,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,M71,=M6/10^6,40017.90288351,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,N71,=N6/10^6,40635.19861441999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,O71,=O6/10^6,41658.56441458,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,P71,=P6/10^6,43173.49504560999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,Q71,=Q6/10^6,45156.78603053,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,R71,=R6/10^6,46713.96644600999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,S71,=S6/10^6,47891.801030140006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,T71,=T6/10^6,47488.33566788,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,U71,=U6/10^6,45714.198744600006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,V71,=V6/10^6,46295.52089867,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,W71,=W6/10^6,47307.497849200015,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,X71,=X6/10^6,49174.96781060001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,Y71,=Y6/10^6,49774.811528039994,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,Z71,=Z6/10^6,50468.63428053,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AA71,=AA6/10^6,51081.82809802001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AB71,=AB6/10^6,51615.96259709001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AC71,=AC6/10^6,52038.20103295,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AD71,=AD6/10^6,52595.460294950004,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AE71,=AE6/10^6,53123.995807839994,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AF71,=AF6/10^6,53681.23858568001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AG71,=AG6/10^6,54125.03646363,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AH71,=AH6/10^6,54544.16851301001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AI71,=AI6/10^6,55032.71278868001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AJ71,=AJ6/10^6,55479.442075130006,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AK71,=AK6/10^6,55911.8484067,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AL71,=AL6/10^6,56316.737851499995,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AM71,=AM6/10^6,56700.595681449995,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AN71,=AN6/10^6,57219.95814106001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AO71,=AO6/10^6,57729.942453060015,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AP71,=AP6/10^6,58263.87553970999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AQ71,=AQ6/10^6,58694.5905005,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AR71,=AR6/10^6,59063.54267315001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AS71,=AS6/10^6,59258.83535108,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AT71,=AT6/10^6,59591.18503506,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AU71,=AU6/10^6,60035.85236429999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AV71,=AV6/10^6,60574.93139618001,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AW71,=AW6/10^6,61277.43144320999,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AX71,=AX6/10^6,61663.32616677,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,AY71,=AY6/10^6,62038.80502709998,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,B72,=B7/10^6,140.98869274000003,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,C72,=C7/10^6,150.05507848,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,D72,=D7/10^6,159.83221221,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,E72,=E7/10^6,177.05297567000002,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,F72,=F7/10^6,190.2890204,True
vfm202405_outputs_summary,VFM202405_outputs_summary_V3.xlsx,VKT by vehicle type,G72,=G7/10^6,198.15611911000002,True
