engine,source_path,series_id,FY,value,unit,formula,value_status,forecast_segment
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2035,91.9519535476318,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2036,109.203809524932,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2037,128.51123816134,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2038,149.985846124059,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2039,173.707393127976,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2040,199.41036530757,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2041,227.224707529575,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2042,263.876076225064,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2043,305.214624217451,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2044,352.233227602405,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2045,405.195236248007,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2046,464.56305799956,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2047,530.440747784838,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2048,603.069357311424,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2049,682.334740954331,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_bev_ruc_net_revenue,2050,767.053372995499,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2031,4243.077952193822,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2032,4274.356327077081,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2033,4301.483346364516,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2034,4330.449531757859,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2035,4358.359659743342,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2036,4383.287429204114,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2037,4406.816970445276,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2038,4431.545497042672,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2039,4456.807344134446,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2040,4482.507180988519,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2041,4508.10719717719,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2042,4532.805090841068,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2043,4558.856019389018,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2044,4585.482987228015,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2045,4612.571051808469,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2046,4640.124917236298,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2047,4668.153375396992,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2048,4696.665573810622,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2049,4725.670894176879,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_km,2050,4755.178954591507,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2031,1633.4365038662957,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2032,1712.627721351614,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2033,1791.0516357592596,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2034,1871.122285929598,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2035,1951.6516638347684,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2036,2031.6756398732493,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2037,2111.8127944919324,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2038,2193.282655123839,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2039,2275.8018181720886,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2040,2359.345242177401,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2041,2443.6420467658836,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2042,2528.217367467518,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2043,2614.344367158924,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2044,2701.6519390000612,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2045,2790.0750406731727,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2046,2879.6383230122683,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2047,2970.369333531982,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2048,3062.2964041081336,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2049,3155.448597814252,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,heavy_ruc_net_revenue,2050,3249.85572883125,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2031,4016.374058260012,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2032,4775.173449470449,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2033,5648.8408958640175,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2034,6700.546142023555,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2035,7966.403240258576,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2036,9460.49238066271,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2037,11212.420722093915,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2038,13229.119505540864,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2039,15546.413601962127,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2040,18159.061349485328,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2041,20962.884157292618,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2042,23832.230018701586,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2043,26639.066223302434,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2044,29239.484533814353,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2045,31688.049353853752,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2046,34132.345577185486,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2047,36547.57689679175,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2048,38956.21478118727,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2049,41169.16671282177,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_km,2050,43096.35727540888,million km,structural pool * exact VFM Light BEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2031,376.69572292420656,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2032,466.12855627005763,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2033,573.0466646809255,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2034,705.3999951015292,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2035,869.134593512211,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2036,1068.3261020863365,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2037,1309.1061814080724,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2038,1595.2333755756454,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2039,1934.1293162201023,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2040,2328.62723215125,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2041,2768.46329623285,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2042,3238.561737241358,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2043,3721.8771373887002,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2044,4197.181807406389,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2045,4670.026273524186,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2046,5160.8106512704435,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2047,5665.788108425133,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2048,6188.38949906551,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2049,6697.6058866754065,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_bev_ruc_net_revenue,2050,7175.974449928328,$m nominal ex GST,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2031,34043.2191814063,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2032,34222.375581011845,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2033,34351.76984242723,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2034,34484.82936216152,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2035,34610.85270077571,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2036,34734.550605130644,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2037,34855.72056213106,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2038,34977.26685985149,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2039,35099.47281712303,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2040,35222.348422918076,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2041,35339.338408491414,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2042,35430.543969778795,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2043,35520.03175142598,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2044,35609.99260404987,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2045,35722.88617820048,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2046,35836.64314021808,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2047,35919.94674703626,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2048,36012.03056528694,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2049,36104.60167168996,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_petrol_vkt,2050,36197.66273381227,million km,FY2030 petrol anchor * raw (VKTpc x scenario population) growth,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2031,13975.746962431933,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2032,13775.00062702552,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2033,13525.177472846086,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2034,13237.583216969853,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2035,12912.571195009017,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2036,12552.122907498964,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2037,12146.54359530915,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2038,11684.693617102424,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2039,11178.367305618745,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2040,10641.233920367154,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2041,10111.285751276555,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2042,9611.762640128363,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2043,9132.405085672706,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2044,8671.836942368514,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2045,8238.50872385256,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2046,7823.61746025536,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2047,7423.469400556028,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2048,7035.468939563513,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2049,6654.1728255871385,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_km,2050,6284.47667973669,million km,structural pool (FY2030 anchor * VFM pool index) * exact VFM conventional share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2031,1310.7853076064941,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2032,1344.6466862070968,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2033,1372.0616287328764,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2034,1393.5865731665017,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2035,1408.761517375491,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2036,1417.4484793293268,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2037,1418.1696974703254,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2038,1408.9987798182983,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2039,1390.7006764920218,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2040,1364.5786317782813,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2041,1335.3469527423401,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2042,1306.1424251670392,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2043,1275.933976544763,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2044,1244.798833892293,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2045,1214.1502231777745,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2046,1182.9309599906146,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2047,1150.8233438211962,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2048,1117.6194183943664,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2049,1082.5341061306387,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist Base case,light_ruc_net_revenue,2050,1046.428211942956,$m nominal ex GST,conventional Light RUC km * BEFU26 conventional Light effective rate,post_model_extrapolation,post_model_extrapolation
