candidate_id,scenario_name,fy,pool_anchor_fy2030,hybrid_pool_index,expected_pool_million_km,emitted_class_sum_million_km,class_sum_residual,scenario_population_from_input_path,emitted_light_petrol_vkt,expected_light_petrol_vkt,ped_identity_residual
early_structural,current_basecase,2035,19291.158087465952,1.2494974052776378,24104.251975089424,24104.251975089424,0.0,5715342.660674074,32900.23436040937,32900.23436040938,-7.275957614183426e-12
early_structural,current_basecase,2036,19291.158087465952,1.3132358786769183,25333.840941688686,25333.840941688686,0.0,5752492.148624376,31831.720433504765,31831.72043350476,3.637978807091713e-12
early_structural,current_basecase,2037,19291.158087465952,1.3826027556146558,26672.00833072838,26672.00833072838,0.0,5789883.272154019,30401.445106463667,30401.445106463663,3.637978807091713e-12
early_structural,current_basecase,2038,19291.158087465952,1.4577295715529475,28121.29161360192,28121.29161360192,0.0,5827517.543523213,28662.332787913496,28662.33278791349,7.275957614183426e-12
early_structural,current_basecase,2039,19291.158087465952,1.5445827768823444,29796.790528014455,29796.790528014455,0.0,5865396.4388599135,26780.621432793312,26780.621432793312,0.0
early_structural,current_basecase,2040,19291.158087465952,1.6429742639720404,31694.876259922647,31694.876259922647,0.0,5903521.547417235,25011.830701650975,25011.83070165097,3.637978807091713e-12
early_structural,current_basecase,2041,19291.158087465952,1.747823962007463,33717.548360147055,33717.548360147055,0.0,5940790.360825924,23355.953397868027,23355.953397868027,0.0
early_structural,current_basecase,2042,19291.158087465952,1.8568541285445173,35820.866539116105,35820.866539116105,0.0,5973835.040008055,21495.633999977545,21495.633999977545,0.0
early_structural,current_basecase,2043,19291.158087465952,1.9647903017097512,37903.080319002736,37903.080319002736,0.0,6006691.160102674,19619.088127294242,19619.088127294242,0.0
early_structural,current_basecase,2044,19291.158087465952,2.0627277408210074,39792.40693957955,39792.40693957955,0.0,6039727.989024792,17836.201009119482,17836.201009119482,0.0
early_structural,current_basecase,2045,19291.158087465952,2.154792840672799,41568.449335158795,41568.449335158795,0.0,6072952.237311606,16177.889161898609,16177.889161898609,0.0
early_structural,current_basecase,2046,19291.158087465952,2.2504453398228947,43413.6968177245,43413.6968177245,0.0,6106347.507795831,14659.59770809849,14659.59770809849,0.0
early_structural,current_basecase,2047,19291.158087465952,2.345126276916079,45240.20174305853,45240.20174305853,0.0,6139932.707409499,13273.39192998076,13273.39192998076,0.0
early_structural,current_basecase,2048,19291.158087465952,2.4441565970178205,47150.611303593585,47150.611303593585,0.0,6173702.365522396,12027.23488282103,12027.234882821032,-1.8189894035458565e-12
early_structural,current_basecase,2049,19291.158087465952,2.5337340676382296,48878.66445040724,48878.66445040724,0.0,6207657.756924774,10893.184772059163,10893.184772059163,0.0
early_structural,current_basecase,2050,19291.158087465952,2.608129816269767,50313.8445982936,50313.84459829361,7.275957614183426e-12,6241799.9031503545,9860.981003271809,9860.981003271809,0.0
early_structural,current_comparison_1,2031,19718.636295565673,1.0436958237230214,20580.258351195083,20580.258351195083,0.0,5765576.261469356,35148.384587052744,35148.384587052744,0.0
early_structural,current_comparison_1,2032,19718.636295565673,1.089201688176156,21477.571941661754,21477.571941661754,0.0,5852026.479969032,35457.2811583702,35457.2811583702,0.0
early_structural,current_comparison_1,2033,19718.636295565673,1.137098352961291,22422.02885433046,22422.02885433046,0.0,5939808.461475612,35474.16515352409,35474.16515352409,0.0
early_structural,current_comparison_1,2034,19718.636295565673,1.1902753796056085,23470.60730200936,23470.60730200936,0.0,6028905.525829928,35153.9030876433,35153.9030876433,0.0
early_structural,current_comparison_1,2035,19718.636295565673,1.2494974052776378,24638.38488692276,24638.38488692276,0.0,6119337.031954986,34409.26873008602,34409.26873008602,0.0
early_structural,current_comparison_1,2036,19718.636295565673,1.3132358786769183,25895.22066191776,25895.22066191776,0.0,6211125.690909072,33193.8329943111,33193.8329943111,0.0
early_structural,current_comparison_1,2037,19718.636295565673,1.3826027556146558,27263.04087921227,27263.04087921227,0.0,6304292.054869596,31557.719368167865,31557.719368167862,3.637978807091713e-12
early_structural,current_comparison_1,2038,19718.636295565673,1.4577295715529475,28744.439238743347,28744.439238743347,0.0,6398856.545125103,29597.968583737114,29597.968583737114,0.0
early_structural,current_comparison_1,2039,19718.636295565673,1.5445827768823444,30457.06600573781,30457.06600573781,0.0,6494839.506114282,27532.034445832407,27532.034445832403,3.637978807091713e-12
early_structural,current_comparison_1,2040,19718.636295565673,1.6429742639720404,32397.211954239374,32397.21195423937,-3.637978807091713e-12,6592262.2135971775,25663.875914596094,25663.875914596094,0.0
early_structural,current_comparison_1,2041,19718.636295565673,1.747823962007463,34464.705015499756,34464.705015499756,0.0,6691117.669123242,23964.830764283426,23964.830764283426,0.0
early_structural,current_comparison_1,2042,19718.636295565673,1.8568541285445173,36614.63121468889,36614.63121468889,0.0,6791512.875299122,22056.013822474124,22056.013822474124,0.0
early_structural,current_comparison_1,2043,19718.636295565673,1.9647903017097512,38742.98535646933,38742.98535646933,0.0,6893417.539166047,20130.5473902464,20130.5473902464,0.0
early_structural,current_comparison_1,2044,19718.636295565673,2.0627277408210074,40674.1780980233,40674.1780980233,0.0,6996778.860200877,18301.181346778478,18301.181346778478,0.0
early_structural,current_comparison_1,2045,19718.636295565673,2.154792840672799,42489.57631751571,42489.57631751572,7.275957614183426e-12,7101740.069462773,16599.6381857666,16599.6381857666,0.0
