candidate_id,scenario_name,fy,series_id,governed_expression,published_value,registry_recomputed,residual
unblended_current,current_basecase,2045,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,9550.551246235249,9550.551246235249,0.0
unblended_current,current_basecase,2046,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10169.285961069396,10169.285961069396,0.0
unblended_current,current_basecase,2047,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10809.064145508213,10809.064145508213,0.0
unblended_current,current_basecase,2048,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,11474.159382139997,11474.159382139997,0.0
unblended_current,current_basecase,2049,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,12131.102116632106,12131.102116632106,0.0
unblended_current,current_basecase,2050,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,12761.47986114865,12761.47986114865,0.0
unblended_current,current_comparison_1,2031,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,3580.201938171417,3580.201938171417,0.0
unblended_current,current_comparison_1,2032,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,3823.1640406483625,3823.1640406483625,0.0
unblended_current,current_comparison_1,2033,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,4080.6262212819315,4080.6262212819315,0.0
unblended_current,current_comparison_1,2034,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,4361.887187042054,4361.887187042054,0.0
unblended_current,current_comparison_1,2035,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,4671.0872104923355,4671.0872104923355,0.0
unblended_current,current_comparison_1,2036,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,5010.488978265962,5010.488978265962,0.0
unblended_current,current_comparison_1,2037,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,5383.4773736041,5383.4773736041,0.0
unblended_current,current_comparison_1,2038,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,5795.214294906912,5795.214294906912,0.0
unblended_current,current_comparison_1,2039,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,6254.597368260617,6254.597368260617,0.0
unblended_current,current_comparison_1,2040,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,6762.962641777498,6762.962641777498,0.0
unblended_current,current_comparison_1,2041,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,7312.613175423146,7312.613175423146,0.0
unblended_current,current_comparison_1,2042,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,7900.191247776005,7900.191247776005,0.0
unblended_current,current_comparison_1,2043,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,8505.321838104199,8505.321838104199,0.0
unblended_current,current_comparison_1,2044,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,9107.051087579506,9107.051087579506,0.0
unblended_current,current_comparison_1,2045,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,9713.116017428036,9713.116017428036,0.0
unblended_current,current_comparison_1,2046,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10344.500307745639,10344.500307745639,0.0
unblended_current,current_comparison_1,2047,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,10997.362740989278,10997.362740989278,0.0
unblended_current,current_comparison_1,2048,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,11676.064345840483,11676.064345840483,0.0
unblended_current,current_comparison_1,2049,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,12346.42157045418,12346.42157045418,0.0
unblended_current,current_comparison_1,2050,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,12989.655971532024,12989.655971532024,0.0
unblended_current,current_basecase,2031,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,3419.3066983587264,3419.3066983587264,0.0
unblended_current,current_basecase,2032,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,3650.72503790828,3650.72503790828,0.0
unblended_current,current_basecase,2033,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,3895.9115599583265,3895.9115599583265,0.0
unblended_current,current_basecase,2034,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,4164.674175545195,4164.674175545195,0.0
unblended_current,current_basecase,2035,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,4460.199681583746,4460.199681583746,0.0
unblended_current,current_basecase,2036,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,4784.196777296488,4784.196777296488,0.0
unblended_current,current_basecase,2037,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,5140.946136566404,5140.946136566404,0.0
unblended_current,current_basecase,2038,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,5534.111683357262,5534.111683357262,0.0
unblended_current,current_basecase,2039,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,5972.560302260023,5972.560302260023,0.0
unblended_current,current_basecase,2040,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,6457.642073519177,6457.642073519177,0.0
unblended_current,current_basecase,2041,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,6982.068333956024,6982.068333956024,0.0
unblended_current,current_basecase,2042,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,7542.653220488002,7542.653220488002,0.0
unblended_current,current_basecase,2043,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,8119.993306062913,8119.993306062913,0.0
unblended_current,current_basecase,2044,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,8694.334690502412,8694.334690502412,0.0
unblended_current,current_basecase,2045,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,9272.937913906948,9272.937913906948,0.0
unblended_current,current_basecase,2046,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,9875.572005670985,9875.572005670985,0.0
unblended_current,current_basecase,2047,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10498.86179330227,10498.86179330227,0.0
unblended_current,current_basecase,2048,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,11146.580373704452,11146.580373704452,0.0
unblended_current,current_basecase,2049,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,11786.584602840112,11786.584602840112,0.0
unblended_current,current_basecase,2050,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,12401.091879942142,12401.091879942142,0.0
unblended_current,current_comparison_1,2031,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,3462.069792030883,3462.069792030883,0.0
unblended_current,current_comparison_1,2032,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,3698.2339257858475,3698.2339257858475,0.0
unblended_current,current_comparison_1,2033,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,3948.5981016173087,3948.5981016173087,0.0
unblended_current,current_comparison_1,2034,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,4222.308765323808,4222.308765323808,0.0
unblended_current,current_comparison_1,2035,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,4523.372444626079,4523.372444626079,0.0
unblended_current,current_comparison_1,2036,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,4853.874344839348,4853.874344839348,0.0
unblended_current,current_comparison_1,2037,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,5217.087795029796,5217.087795029796,0.0
