scenario_name,fed_path,series_id,FY,value_before,value_after,abs_change,pct_change
middle_east_low,Current planned path,light_ruc_net_km,2029,12986.330241231537,13000.186486337032,13.856245105494963,0.10669869661485622
middle_east_low,Current planned path,light_ruc_net_km,2030,13111.077873241196,13138.204021627063,27.126148385867054,0.20689487659309572
middle_east_low,Current planned path,light_ruc_net_revenue,2026,834.0654530601561,834.1847752570683,0.1193221969122078,0.014306095100140998
middle_east_low,Current planned path,light_ruc_net_revenue,2027,869.3956117299846,870.9884862722901,1.5928745423054806,0.18321630806668862
middle_east_low,Current planned path,light_ruc_net_revenue,2028,1028.8541306460943,1030.087498950712,1.2333683046176702,0.11987785905501942
middle_east_low,Current planned path,light_ruc_net_revenue,2029,1118.4330059566144,1119.6263593964804,1.1933534398660868,0.1066986966148582
middle_east_low,Current planned path,light_ruc_net_revenue,2030,1179.3958102413742,1181.8359197475172,2.440109506143017,0.20689487659309438
middle_east_low,Current planned path,net_fed_revenue,2026,2010.2119936694244,2010.9258711991297,0.7138775297053144,0.03551254951982494
middle_east_low,Current planned path,net_fed_revenue,2027,2105.6155686127395,2106.473143230782,0.8575746180426904,0.04072797669366083
middle_east_low,Current planned path,net_fed_revenue,2028,2339.971028691931,2341.1159294067284,1.1449007147971315,0.04892798674679076
middle_east_low,Current planned path,net_fed_revenue,2029,2443.677793638284,2445.050516585417,1.3727229471328428,0.05617446582796237
middle_east_low,Current planned path,net_fed_revenue,2030,2510.8361761374736,2512.3201508565107,1.4839747190371781,0.05910280938042082
middle_east_low,Current planned path,net_mvr_revenue,2026,425.1291935285918,425.1291935285918,0.0,0.0
middle_east_low,Current planned path,net_mvr_revenue,2027,496.14975215044956,496.14975215044956,0.0,0.0
middle_east_low,Current planned path,net_mvr_revenue,2028,490.25051027658566,490.25051027658566,0.0,0.0
middle_east_low,Current planned path,net_mvr_revenue,2029,484.84310999369575,484.84310999369575,0.0,0.0
middle_east_low,Current planned path,net_mvr_revenue,2030,479.8837182888595,479.8837182888595,0.0,0.0
middle_east_low,Current planned path,total_nltf_net_revenue,2026,4472.24165548972,4473.096443900036,0.8547884103163597,0.01911319817137114
middle_east_low,Current planned path,total_nltf_net_revenue,2027,4822.642756022917,4825.202915840692,2.5601598177754568,0.05308624228029572
middle_east_low,Current planned path,total_nltf_net_revenue,2028,5444.4238674488015,5446.93860824529,2.514740796488695,0.04618929124023321
middle_east_low,Current planned path,total_nltf_net_revenue,2029,5794.617265095384,5797.366950322049,2.749685226664951,0.04745240454840789
middle_east_low,Current planned path,total_nltf_net_revenue,2030,6069.569064256175,6073.828868618737,4.259804362562136,0.07018297868374572
middle_east_low,Current planned path,total_ruc_net_revenue,2026,2019.4943908052915,2019.6353016859025,0.14091088061104529,0.006977532656322744
middle_east_low,Current planned path,total_ruc_net_revenue,2027,2203.3195355669036,2205.0221207666364,1.7025851997327663,0.07727363971720512
middle_east_low,Current planned path,total_ruc_net_revenue,2028,2596.6444287874597,2598.0142688691517,1.3698400816920184,0.05275424184017697
middle_east_low,Current planned path,total_ruc_net_revenue,2029,2848.53846177058,2849.915424050112,1.3769622795321084,0.048339255306253555
middle_east_low,Current planned path,total_ruc_net_revenue,2030,3061.291270137018,3064.0670997805423,2.775829643524503,0.09067512361867683
middle_east_low__12c_delay_6m,Current planned path,light_ruc_net_km,2026,12312.334209676526,12314.095623917608,1.7614142410820932,0.014306095100129432
middle_east_low__12c_delay_6m,Current planned path,light_ruc_net_km,2027,11961.544179530307,11983.485862723104,21.941683192797427,0.18343520588542447
middle_east_low__12c_delay_6m,Current planned path,light_ruc_net_km,2028,12653.1416921543,12668.310007518057,15.168315363756847,0.11987785905505273
middle_east_low__12c_delay_6m,Current planned path,light_ruc_net_km,2029,12986.330241231537,13000.186486337032,13.856245105494963,0.10669869661485622
