engine,series_id,FY,reference_policy_state,central_changes_under_policy,rate_changes_under_policy,activity_changes_under_policy,band_should_change,reason,central_published,central_delayed_6m,central_off
ar1,gross_ruc_revenue,2027,published,True,False,False,True,central moves through a governed identity term,2395.9682244886653,2218.23712273619,2218.23712273619
ar1,gross_ruc_revenue,2028,published,True,False,False,True,central moves through a governed identity term,2812.260006508895,2812.260006508895,2438.46595323317
ar1,gross_ruc_revenue,2029,published,True,False,False,True,central moves through a governed identity term,3123.061333242758,3123.061333242758,2731.0966038315087
ar1,gross_ruc_revenue,2030,published,True,False,False,True,central moves through a governed identity term,3407.6463794833126,3407.6463794833126,2998.2192749360343
ar1,gross_ruc_revenue,2031,published,True,False,False,True,central moves through a governed identity term,3641.834650635044,3641.834650635044,3215.939469137853
ar1,gross_ruc_revenue,2032,published,True,False,False,True,central moves through a governed identity term,3883.9219307273975,3883.9219307273975,3447.2408742763932
ar1,gross_ruc_revenue,2033,published,True,False,False,True,central moves through a governed identity term,4137.295705017747,4137.295705017747,3689.4056736215284
ar1,gross_ruc_revenue,2034,published,True,False,False,True,central moves through a governed identity term,4409.574245199918,4409.574245199918,3949.2965471369307
ar1,gross_ruc_revenue,2035,published,True,False,False,True,central moves through a governed identity term,4701.470306686689,4701.470306686689,4227.679606706548
ar1,gross_ruc_revenue,2036,published,True,False,False,True,central moves through a governed identity term,5013.314633169833,5013.314633169833,4525.006993719018
ar1,gross_ruc_revenue,2037,published,True,False,False,True,central moves through a governed identity term,5347.887680665217,5347.887680665217,4843.882330738505
ar1,gross_ruc_revenue,2038,published,True,False,False,True,central moves through a governed identity term,5705.7459460499485,5705.7459460499485,5184.929005560898
ar1,gross_ruc_revenue,2039,published,True,False,False,True,central moves through a governed identity term,6096.866042931557,6096.866042931557,5557.34680186778
ar1,gross_ruc_revenue,2040,published,True,False,False,True,central moves through a governed identity term,6522.370238419945,6522.370238419945,5962.318057231249
ar1,gross_ruc_revenue,2041,published,True,False,False,True,central moves through a governed identity term,6975.505336432409,6975.505336432409,6393.809906354086
ar1,gross_ruc_revenue,2042,published,True,False,False,True,central moves through a governed identity term,7461.131841934116,7461.131841934116,6856.373936610762
ar1,gross_ruc_revenue,2043,published,True,False,False,True,central moves through a governed identity term,7963.131339928719,7963.131339928719,7335.288183473751
ar1,gross_ruc_revenue,2044,published,True,False,False,True,central moves through a governed identity term,8463.107261423038,8463.107261423038,7813.5102029933105
ar1,gross_ruc_revenue,2045,published,True,False,False,True,central moves through a governed identity term,8977.542312020854,8977.542312020854,8306.171211105684
ar1,gross_ruc_revenue,2046,published,True,False,False,True,central moves through a governed identity term,9528.27296169508,9528.27296169508,8833.53847281145
ar1,gross_ruc_revenue,2047,published,True,False,False,True,central moves through a governed identity term,10094.057624432113,10094.057624432113,9376.030538121362
ar1,gross_ruc_revenue,2048,published,True,False,False,True,central moves through a governed identity term,10691.311714571739,10691.311714571739,9948.933546703562
ar1,gross_ruc_revenue,2049,published,True,False,False,True,central moves through a governed identity term,11276.300214358615,11276.300214358615,10511.523671485165
ar1,gross_ruc_revenue,2050,published,True,False,False,True,central moves through a governed identity term,11827.729456002837,11827.729456002837,11043.804850561803
ar1,heavy_bev_ruc_net_km,2025,published,False,False,False,False,not priced by the fuel rate and no activity response,0.0,0.0,0.0
ar1,heavy_bev_ruc_net_km,2026,published,False,False,False,False,not priced by the fuel rate and no activity response,0.0,0.0,0.0
ar1,heavy_bev_ruc_net_km,2027,published,False,False,False,False,not priced by the fuel rate and no activity response,0.0,0.0,0.0
ar1,heavy_bev_ruc_net_km,2028,published,False,False,False,False,not priced by the fuel rate and no activity response,60.5044362657779,60.5044362657779,60.5044362657779
ar1,heavy_bev_ruc_net_km,2029,published,False,False,False,False,not priced by the fuel rate and no activity response,73.7781618539809,73.7781618539809,73.7781618539809
ar1,heavy_bev_ruc_net_km,2030,published,False,False,False,False,not priced by the fuel rate and no activity response,88.9568688458184,88.9568688458184,88.9568688458184
ar1,heavy_bev_ruc_net_km,2031,published,False,False,False,False,not priced by the fuel rate and no activity response,106.53370251036,106.53370251036,106.53370251036
ar1,heavy_bev_ruc_net_km,2032,published,False,False,False,False,not priced by the fuel rate and no activity response,127.653005544349,127.653005544349,127.653005544349
ar1,heavy_bev_ruc_net_km,2033,published,False,False,False,False,not priced by the fuel rate and no activity response,151.986120839442,151.986120839442,151.986120839442
ar1,heavy_bev_ruc_net_km,2034,published,False,False,False,False,not priced by the fuel rate and no activity response,178.04024478685,178.04024478685,178.04024478685
ar1,heavy_bev_ruc_net_km,2035,published,False,False,False,False,not priced by the fuel rate and no activity response,205.343859461655,205.343859461655,205.343859461655
ar1,heavy_bev_ruc_net_km,2036,published,False,False,False,False,not priced by the fuel rate and no activity response,235.604382962282,235.604382962282,235.604382962282
ar1,heavy_bev_ruc_net_km,2037,published,False,False,False,False,not priced by the fuel rate and no activity response,268.170316374363,268.170316374363,268.170316374363
ar1,heavy_bev_ruc_net_km,2038,published,False,False,False,False,not priced by the fuel rate and no activity response,303.047625648449,303.047625648449,303.047625648449
ar1,heavy_bev_ruc_net_km,2039,published,False,False,False,False,not priced by the fuel rate and no activity response,340.179175199459,340.179175199459,340.179175199459
ar1,heavy_bev_ruc_net_km,2040,published,False,False,False,False,not priced by the fuel rate and no activity response,378.858667428341,378.858667428341,378.858667428341
ar1,heavy_bev_ruc_net_km,2041,published,False,False,False,False,not priced by the fuel rate and no activity response,419.191239873399,419.191239873399,419.191239873399
ar1,heavy_bev_ruc_net_km,2042,published,False,False,False,False,not priced by the fuel rate and no activity response,473.099677684064,473.099677684064,473.099677684064
ar1,heavy_bev_ruc_net_km,2043,published,False,False,False,False,not priced by the fuel rate and no activity response,532.22886177439,532.22886177439,532.22886177439
ar1,heavy_bev_ruc_net_km,2044,published,False,False,False,False,not priced by the fuel rate and no activity response,597.841435231306,597.841435231306,597.841435231306
ar1,heavy_bev_ruc_net_km,2045,published,False,False,False,False,not priced by the fuel rate and no activity response,669.871523096138,669.871523096138,669.871523096138
ar1,heavy_bev_ruc_net_km,2046,published,False,False,False,False,not priced by the fuel rate and no activity response,748.576862526381,748.576862526381,748.576862526381
ar1,heavy_bev_ruc_net_km,2047,published,False,False,False,False,not priced by the fuel rate and no activity response,833.62655925199,833.62655925199,833.62655925199
ar1,heavy_bev_ruc_net_km,2048,published,False,False,False,False,not priced by the fuel rate and no activity response,924.931722907332,924.931722907332,924.931722907332
ar1,heavy_bev_ruc_net_km,2049,published,False,False,False,False,not priced by the fuel rate and no activity response,1021.87987712656,1021.87987712656,1021.87987712656
ar1,heavy_bev_ruc_net_km,2050,published,False,False,False,False,not priced by the fuel rate and no activity response,1122.35014741051,1122.35014741051,1122.35014741051
ar1,heavy_bev_ruc_net_revenue,2025,published,False,False,False,False,rate-priced but outside every affected year,7.73070496506989e-12,7.73070496506989e-12,7.73070496506989e-12
ar1,heavy_bev_ruc_net_revenue,2026,published,False,False,False,False,rate-priced but outside every affected year,0.0,0.0,0.0
ar1,heavy_bev_ruc_net_revenue,2027,published,False,False,False,False,rate-priced but outside every affected year,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13
ar1,heavy_bev_ruc_net_revenue,2028,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",20.203036313505436,20.203036313505436,17.353656279799907
ar1,heavy_bev_ruc_net_revenue,2029,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",26.0839002326652,26.0839002326652,22.60973995437098
ar1,heavy_bev_ruc_net_revenue,2030,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",32.84776860566217,32.84776860566217,28.659553225819764
ar1,heavy_bev_ruc_net_revenue,2031,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",40.62231738114042,40.62231738114042,40.76678249356564
ar1,heavy_bev_ruc_net_revenue,2032,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",50.23774636001099,50.23774636001099,49.405834117887025
ar1,heavy_bev_ruc_net_revenue,2033,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",61.72640330168633,61.72640330168633,59.789062898059456
ar1,heavy_bev_ruc_net_revenue,2034,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",74.50506210254844,74.50506210254844,71.42342738026264
ar1,heavy_bev_ruc_net_revenue,2035,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",88.35859639470527,88.35859639470527,84.1238284506162
ar1,heavy_bev_ruc_net_revenue,2036,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",104.12999339197631,104.12999339197631,98.64460566577691
ar1,heavy_bev_ruc_net_revenue,2037,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",121.59694248234337,121.59694248234337,114.79827801087959
ar1,heavy_bev_ruc_net_revenue,2038,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",140.87231348847945,140.87231348847945,132.6911771079549
ar1,heavy_bev_ruc_net_revenue,2039,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",161.90543068375973,161.90543068375973,152.29883742844686
ar1,heavy_bev_ruc_net_revenue,2040,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",184.41987383988817,184.41987383988817,173.3677687773352
ar1,heavy_bev_ruc_net_revenue,2041,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",208.6562631032648,208.6562631032648,196.10608682035127
ar1,heavy_bev_ruc_net_revenue,2042,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",241.5277901094778,241.5277901094778,226.84601376587307
ar1,heavy_bev_ruc_net_revenue,2043,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",278.97024949525985,278.97024949525985,261.89544106680205
ar1,heavy_bev_ruc_net_revenue,2044,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",322.3014837564169,322.3014837564169,302.4641628778163
ar1,heavy_bev_ruc_net_revenue,2045,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",371.7051799044966,371.7051799044966,348.76069385905976
ar1,heavy_bev_ruc_net_revenue,2046,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",427.32165167945277,427.32165167945277,400.96376779194634
ar1,heavy_bev_ruc_net_revenue,2047,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",489.38807158215786,489.38807158215786,459.3053358598827
ar1,heavy_bev_ruc_net_revenue,2048,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",557.9668173281243,557.9668173281243,523.8788638878596
ar1,heavy_bev_ruc_net_revenue,2049,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",633.427291266431,633.427291266431,595.0151089806695
ar1,heavy_bev_ruc_net_revenue,2050,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",714.8212622435603,714.8212622435603,671.8417805882236
ar1,heavy_ruc_net_km,2025,published,False,False,False,False,not priced by the fuel rate and no activity response,3981.873439,3981.873439,3981.873439
ar1,heavy_ruc_net_km,2026,published,False,False,False,False,not priced by the fuel rate and no activity response,4062.241798831312,4062.241798831312,4062.241798831312
ar1,heavy_ruc_net_km,2027,published,True,False,True,True,activity responded inside the fixed-finalist replay window,4106.886719292136,4114.0965086127335,4114.0965086127335
ar1,heavy_ruc_net_km,2028,published,True,False,True,True,activity responded inside the fixed-finalist replay window,4153.274595045411,4153.274595045411,4167.6201774151195
ar1,heavy_ruc_net_km,2029,published,True,False,True,True,activity responded inside the fixed-finalist replay window,4192.720215451303,4192.720215451303,4206.633507928497
ar1,heavy_ruc_net_km,2030,published,True,False,True,True,activity responded inside the fixed-finalist replay window,4230.412228687553,4230.412228687553,4244.105071651034
ar1,heavy_ruc_net_km,2031,published,False,False,False,False,not priced by the fuel rate and no activity response,4267.911566311923,4267.911566311923,4267.911566311923
ar1,heavy_ruc_net_km,2032,published,False,False,False,False,not priced by the fuel rate and no activity response,4296.722306807416,4296.722306807416,4296.722306807416
ar1,heavy_ruc_net_km,2033,published,False,False,False,False,not priced by the fuel rate and no activity response,4317.235634223176,4317.235634223176,4317.235634223176
ar1,heavy_ruc_net_km,2034,published,False,False,False,False,not priced by the fuel rate and no activity response,4331.432056405634,4331.432056405634,4331.432056405634
ar1,heavy_ruc_net_km,2035,published,False,False,False,False,not priced by the fuel rate and no activity response,4332.904593391855,4332.904593391855,4332.904593391855
ar1,heavy_ruc_net_km,2036,published,False,False,False,False,not priced by the fuel rate and no activity response,4320.191418294555,4320.191418294555,4320.191418294555
ar1,heavy_ruc_net_km,2037,published,False,False,False,False,not priced by the fuel rate and no activity response,4293.526166490142,4293.526166490142,4293.526166490142
ar1,heavy_ruc_net_km,2038,published,False,False,False,False,not priced by the fuel rate and no activity response,4254.573259218129,4254.573259218129,4254.573259218129
ar1,heavy_ruc_net_km,2039,published,False,False,False,False,not priced by the fuel rate and no activity response,4202.7917839877055,4202.7917839877055,4202.7917839877055
ar1,heavy_ruc_net_km,2040,published,False,False,False,False,not priced by the fuel rate and no activity response,4139.988390396382,4139.988390396382,4139.988390396382
ar1,heavy_ruc_net_km,2041,published,False,False,False,False,not priced by the fuel rate and no activity response,4069.4353207978606,4069.4353207978606,4069.4353207978606
ar1,heavy_ruc_net_km,2042,published,False,False,False,False,not priced by the fuel rate and no activity response,3994.8611783682823,3994.8611783682823,3994.8611783682823
ar1,heavy_ruc_net_km,2043,published,False,False,False,False,not priced by the fuel rate and no activity response,3918.79447433283,3918.79447433283,3918.79447433283
ar1,heavy_ruc_net_km,2044,published,False,False,False,False,not priced by the fuel rate and no activity response,3847.6771858833663,3847.6771858833663,3847.6771858833663
ar1,heavy_ruc_net_km,2045,published,False,False,False,False,not priced by the fuel rate and no activity response,3787.995002710367,3787.995002710367,3787.995002710367
ar1,heavy_ruc_net_km,2046,published,False,False,False,False,not priced by the fuel rate and no activity response,3732.733320245248,3732.733320245248,3732.733320245248
ar1,heavy_ruc_net_km,2047,published,False,False,False,False,not priced by the fuel rate and no activity response,3674.343470439415,3674.343470439415,3674.343470439415
ar1,heavy_ruc_net_km,2048,published,False,False,False,False,not priced by the fuel rate and no activity response,3612.9334701749162,3612.9334701749162,3612.9334701749162
ar1,heavy_ruc_net_km,2049,published,False,False,False,False,not priced by the fuel rate and no activity response,3548.5122267359834,3548.5122267359834,3548.5122267359834
ar1,heavy_ruc_net_km,2050,published,False,False,False,False,not priced by the fuel rate and no activity response,3483.2835913255512,3483.2835913255512,3483.2835913255512
ar1,heavy_ruc_net_revenue,2025,published,False,False,False,False,rate-priced but outside every affected year,1109.95026251304,1109.95026251304,1109.95026251304
ar1,heavy_ruc_net_revenue,2026,published,False,False,False,False,rate-priced but outside every affected year,1134.1059888764494,1134.1059888764494,1134.1059888764494
ar1,heavy_ruc_net_revenue,2027,published,True,True,True,True,rate and the modelled activity response both changed,1233.416405004086,1138.2992226348838,1138.2992226348838
ar1,heavy_ruc_net_revenue,2028,published,True,True,True,True,rate and the modelled activity response both changed,1386.55564155929,1386.55564155929,1195.1134537185603
ar1,heavy_ruc_net_revenue,2029,published,True,True,True,True,rate and the modelled activity response both changed,1482.1675915175717,1482.1675915175717,1289.0184818361574
ar1,heavy_ruc_net_revenue,2030,published,True,True,True,True,rate and the modelled activity response both changed,1561.9346558206582,1561.9346558206582,1367.19305184195
ar1,heavy_ruc_net_revenue,2031,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1642.9965761252706,1642.9965761252706,1442.030292528643
ar1,heavy_ruc_net_revenue,2032,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1721.5892102800665,1721.5892102800665,1519.269733194873
ar1,heavy_ruc_net_revenue,2033,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1797.6105733778486,1797.6105733778486,1594.3289958446405
ar1,heavy_ruc_net_revenue,2034,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1871.5468200920322,1871.5468200920322,1667.598369917728
ar1,heavy_ruc_net_revenue,2035,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1940.253012397905,1940.253012397905,1736.2269598518817
ar1,heavy_ruc_net_revenue,2036,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2002.4303233366143,2002.4303233366143,1798.999776002646
ar1,heavy_ruc_net_revenue,2037,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2057.522141874573,2057.522141874573,1855.3415592618924
ar1,heavy_ruc_net_revenue,2038,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2105.694670318528,2105.694670318528,1905.3445998283173
ar1,heavy_ruc_net_revenue,2039,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2146.0925826165585,2146.0925826165585,1948.1759540397995
ar1,heavy_ruc_net_revenue,2040,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2179.062189343183,2179.062189343183,1984.0950068329976
ar1,heavy_ruc_net_revenue,2041,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2205.8577628150865,2205.8577628150865,2014.205820463529
ar1,heavy_ruc_net_revenue,2042,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2228.173770846697,2228.173770846697,2040.030747281179
ar1,heavy_ruc_net_revenue,2043,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2247.291473223277,2247.291473223277,2062.7359067426673
ar1,heavy_ruc_net_revenue,2044,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2266.955205992829,2266.955205992829,2085.7488212812214
ar1,heavy_ruc_net_revenue,2045,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2291.301357214467,2291.301357214467,2112.903079451709
ar1,heavy_ruc_net_revenue,2046,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2316.5156348776068,2316.5156348776068,2140.7164832119333
ar1,heavy_ruc_net_revenue,2047,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2338.0031219579523,2338.0031219579523,2164.952208474956
ar1,heavy_ruc_net_revenue,2048,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2355.686816556099,2355.686816556099,2185.530814532035
ar1,heavy_ruc_net_revenue,2049,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2369.4303265972812,2369.4303265972812,2202.309492664743
ar1,heavy_ruc_net_revenue,2050,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2380.597921237581,2380.597921237581,2216.553363629948
ar1,light_bev_ruc_net_km,2025,published,False,False,False,False,not priced by the fuel rate and no activity response,975.927403033152,975.927403033152,975.927403033152
ar1,light_bev_ruc_net_km,2026,published,False,False,False,False,not priced by the fuel rate and no activity response,1237.1740107408814,1237.1740107408814,1237.1740107408814
ar1,light_bev_ruc_net_km,2027,published,False,False,False,False,not priced by the fuel rate and no activity response,1541.0531756214164,1541.0531756214164,1541.0531756214164
ar1,light_bev_ruc_net_km,2028,published,False,False,False,False,not priced by the fuel rate and no activity response,2047.1005382667586,2047.1005382667586,2047.1005382667586
ar1,light_bev_ruc_net_km,2029,published,False,False,False,False,not priced by the fuel rate and no activity response,2695.8212982561504,2695.8212982561504,2695.8212982561504
ar1,light_bev_ruc_net_km,2030,published,False,False,False,False,not priced by the fuel rate and no activity response,3437.1140934214673,3437.1140934214673,3437.1140934214673
ar1,light_bev_ruc_net_km,2031,published,False,False,False,False,not priced by the fuel rate and no activity response,4136.464957208158,4136.464957208158,4136.464957208158
ar1,light_bev_ruc_net_km,2032,published,False,False,False,False,not priced by the fuel rate and no activity response,4916.332792766778,4916.332792766778,4916.332792766778
ar1,light_bev_ruc_net_km,2033,published,False,False,False,False,not priced by the fuel rate and no activity response,5810.656623517291,5810.656623517291,5810.656623517291
ar1,light_bev_ruc_net_km,2034,published,False,False,False,False,not priced by the fuel rate and no activity response,6881.453189098758,6881.453189098758,6881.453189098758
ar1,light_bev_ruc_net_km,2035,published,False,False,False,False,not priced by the fuel rate and no activity response,8161.8272756409115,8161.8272756409115,8161.8272756409115
ar1,light_bev_ruc_net_km,2036,published,False,False,False,False,not priced by the fuel rate and no activity response,9659.59907412921,9659.59907412921,9659.59907412921
ar1,light_bev_ruc_net_km,2037,published,False,False,False,False,not priced by the fuel rate and no activity response,11399.789701220574,11399.789701220574,11399.789701220574
ar1,light_bev_ruc_net_km,2038,published,False,False,False,False,not priced by the fuel rate and no activity response,13377.545681265494,13377.545681265494,13377.545681265494
ar1,light_bev_ruc_net_km,2039,published,False,False,False,False,not priced by the fuel rate and no activity response,15629.699446091794,15629.699446091794,15629.699446091794
ar1,light_bev_ruc_net_km,2040,published,False,False,False,False,not priced by the fuel rate and no activity response,18145.70560302013,18145.70560302013,18145.70560302013
ar1,light_bev_ruc_net_km,2041,published,False,False,False,False,not priced by the fuel rate and no activity response,20816.414203603417,20816.414203603417,20816.414203603417
ar1,light_bev_ruc_net_km,2042,published,False,False,False,False,not priced by the fuel rate and no activity response,23544.7199664252,23544.7199664252,23544.7199664252
ar1,light_bev_ruc_net_km,2043,published,False,False,False,False,not priced by the fuel rate and no activity response,26226.749050876788,26226.749050876788,26226.749050876788
ar1,light_bev_ruc_net_km,2044,published,False,False,False,False,not priced by the fuel rate and no activity response,28712.36769831297,28712.36769831297,28712.36769831297
ar1,light_bev_ruc_net_km,2045,published,False,False,False,False,not priced by the fuel rate and no activity response,31081.76273200823,31081.76273200823,31081.76273200823
ar1,light_bev_ruc_net_km,2046,published,False,False,False,False,not priced by the fuel rate and no activity response,33509.46313744956,33509.46313744956,33509.46313744956
ar1,light_bev_ruc_net_km,2047,published,False,False,False,False,not priced by the fuel rate and no activity response,35904.76590433538,35904.76590433538,35904.76590433538
ar1,light_bev_ruc_net_km,2048,published,False,False,False,False,not priced by the fuel rate and no activity response,38352.97628394901,38352.97628394901,38352.97628394901
ar1,light_bev_ruc_net_km,2049,published,False,False,False,False,not priced by the fuel rate and no activity response,40612.41140075799,40612.41140075799,40612.41140075799
ar1,light_bev_ruc_net_km,2050,published,False,False,False,False,not priced by the fuel rate and no activity response,42570.73758968652,42570.73758968652,42570.73758968652
ar1,light_bev_ruc_net_revenue,2025,published,False,False,False,False,rate-priced but outside every affected year,65.88575453502638,65.88575453502638,65.88575453502638
ar1,light_bev_ruc_net_revenue,2026,published,False,False,False,False,rate-priced but outside every affected year,83.3370955480371,83.3370955480371,83.3370955480371
ar1,light_bev_ruc_net_revenue,2027,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",112.36347424441837,103.51663034131343,103.51663034131343
ar1,light_bev_ruc_net_revenue,2028,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",166.53162878800077,166.53162878800077,143.04447118031558
ar1,light_bev_ruc_net_revenue,2029,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",232.20456752529267,232.20456752529267,201.27683517932402
ar1,light_bev_ruc_net_revenue,2030,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",309.21996941466256,309.21996941466256,269.7932477032342
ar1,light_bev_ruc_net_revenue,2031,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",387.95904833655317,387.95904833655317,340.50509178860176
ar1,light_bev_ruc_net_revenue,2032,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",479.90782556592876,479.90782556592876,423.5095281452591
ar1,light_bev_ruc_net_revenue,2033,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",589.4620611727117,589.4620611727117,522.8031421244101
ar1,light_bev_ruc_net_revenue,2034,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",724.4449844823712,724.4449844823712,645.4998946585099
ar1,light_bev_ruc_net_revenue,2035,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",890.4553557724238,890.4553557724238,796.8200978726389
ar1,light_bev_ruc_net_revenue,2036,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1090.810225446041,1090.810225446041,979.9928259021596
ar1,light_bev_ruc_net_revenue,2037,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1330.9824465660054,1330.9824465660054,1200.1946406817901
ar1,light_bev_ruc_net_revenue,2038,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1613.1313459753997,1613.1313459753997,1459.6470904317168
ar1,light_bev_ruc_net_revenue,2039,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1944.4909080882742,1944.4909080882742,1765.1663589312298
ar1,light_bev_ruc_net_revenue,2040,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2326.9145580032855,2326.9145580032855,2118.7185838201985
ar1,light_bev_ruc_net_revenue,2041,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2749.119741798886,2749.119741798886,2510.2674698371716
ar1,light_bev_ruc_net_revenue,2042,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",3199.4919962375207,3199.4919962375207,2929.332592190205
ar1,light_bev_ruc_net_revenue,2043,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",3664.2702436432514,3664.2702436432514,3363.3473421810463
ar1,light_bev_ruc_net_revenue,2044,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",4121.516821254343,4121.516821254343,3792.0682460318385
ar1,light_bev_ruc_net_revenue,2045,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",4580.674782629701,4580.674782629701,4224.0283338160525
ar1,light_bev_ruc_net_revenue,2046,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",5066.63082638237,5066.63082638237,4682.126881029879
ar1,light_bev_ruc_net_revenue,2047,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",5566.136334319584,5566.136334319584,5154.150153386579
ar1,light_bev_ruc_net_revenue,2048,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",6092.562047586725,6092.562047586725,5652.484023286157
ar1,light_bev_ruc_net_revenue,2049,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",6607.030148732312,6607.030148732312,6141.022612710243
ar1,light_bev_ruc_net_revenue,2050,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",7088.453516058697,7088.453516058697,6599.995464915136
ar1,light_petrol_vkt,2025,published,False,False,False,False,not priced by the fuel rate and no activity response,31704.7370711529,31704.7370711529,31704.7370711529
ar1,light_petrol_vkt,2026,published,False,False,False,False,not priced by the fuel rate and no activity response,32946.371722443735,32946.371722443735,32946.371722443735
ar1,light_petrol_vkt,2027,published,True,False,True,True,activity responded inside the fixed-finalist replay window,32242.11048256905,32339.187638648003,32339.187638648003
ar1,light_petrol_vkt,2028,published,True,False,True,True,activity responded inside the fixed-finalist replay window,32375.58680046918,32375.58680046918,32569.578806319678
ar1,light_petrol_vkt,2029,published,True,False,True,True,activity responded inside the fixed-finalist replay window,32682.67332088302,32682.67332088302,32875.827941273055
ar1,light_petrol_vkt,2030,published,True,False,True,True,activity responded inside the fixed-finalist replay window,32993.321829443696,32993.321829443696,33185.68258928689
ar1,light_petrol_vkt,2031,published,False,False,False,False,not priced by the fuel rate and no activity response,33116.39984458074,33116.39984458074,33116.39984458074
ar1,light_petrol_vkt,2032,published,False,False,False,False,not priced by the fuel rate and no activity response,33109.89896657733,33109.89896657733,33109.89896657733
ar1,light_petrol_vkt,2033,published,False,False,False,False,not priced by the fuel rate and no activity response,33012.56894724652,33012.56894724652,33012.56894724652
ar1,light_petrol_vkt,2034,published,False,False,False,False,not priced by the fuel rate and no activity response,32808.65481914041,32808.65481914041,32808.65481914041
ar1,light_petrol_vkt,2035,published,False,False,False,False,not priced by the fuel rate and no activity response,32451.00902298186,32451.00902298186,32451.00902298186
ar1,light_petrol_vkt,2036,published,False,False,False,False,not priced by the fuel rate and no activity response,31871.460377687174,31871.460377687174,31871.460377687174
