engine,series_id,FY,reference_policy_state,central_changes_under_policy,rate_changes_under_policy,activity_changes_under_policy,band_should_change,reason,central_published,central_delayed_6m,central_delayed_12m,central_delayed_18m,central_delayed_24m,central_delayed_30m,central_delayed_36m,central_off,central_option1_12c_10c_4c,central_option2_9c_9c_4c,central_option3_4c_semiannual,central_option4_labour_4c,central_mcert
ensemble,gross_lpg_revenue,2050,published,False,False,False,False,not priced by the fuel rate and no activity response,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188,45.5054605024188
ensemble,gross_mvr_revenue,2025,published,False,False,False,False,not priced by the fuel rate and no activity response,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431,359.5931046430431
ensemble,gross_mvr_revenue,2026,published,False,False,False,False,not priced by the fuel rate and no activity response,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274,468.1967134376274
ensemble,gross_mvr_revenue,2027,published,False,False,False,False,not priced by the fuel rate and no activity response,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538,558.2001771623538
ensemble,gross_mvr_revenue,2028,published,False,False,False,False,not priced by the fuel rate and no activity response,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181,564.0759078180181
ensemble,gross_mvr_revenue,2029,published,False,False,False,False,not priced by the fuel rate and no activity response,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381,558.3078428659381
ensemble,gross_mvr_revenue,2030,published,False,False,False,False,not priced by the fuel rate and no activity response,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906,553.0031767675906
ensemble,gross_mvr_revenue,2031,published,False,False,False,False,not priced by the fuel rate and no activity response,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303,548.1236653539303
ensemble,gross_mvr_revenue,2032,published,False,False,False,False,not priced by the fuel rate and no activity response,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579,543.6318608697579
ensemble,gross_mvr_revenue,2033,published,False,False,False,False,not priced by the fuel rate and no activity response,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387,539.4923403662387
ensemble,gross_mvr_revenue,2034,published,False,False,False,False,not priced by the fuel rate and no activity response,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716,535.6722565897716
ensemble,gross_mvr_revenue,2035,published,False,False,False,False,not priced by the fuel rate and no activity response,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148,532.1415118475148
ensemble,gross_mvr_revenue,2036,published,False,False,False,False,not priced by the fuel rate and no activity response,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977,528.8727287182977
ensemble,gross_mvr_revenue,2037,published,False,False,False,False,not priced by the fuel rate and no activity response,525.84111683754,525.84111683754,525.84111683754,525.84111683754,525.84111683754,525.84111683754,525.84111683754,525.84111683754,525.84111683754,525.84111683754,525.84111683754,525.84111683754,525.84111683754
ensemble,gross_mvr_revenue,2038,published,False,False,False,False,not priced by the fuel rate and no activity response,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482,523.0242916225482
ensemble,gross_mvr_revenue,2039,published,False,False,False,False,not priced by the fuel rate and no activity response,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362,520.4020758793362
ensemble,gross_mvr_revenue,2040,published,False,False,False,False,not priced by the fuel rate and no activity response,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371,517.9563010223371
ensemble,gross_mvr_revenue,2041,published,False,False,False,False,not priced by the fuel rate and no activity response,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565,515.6706165952565
ensemble,gross_mvr_revenue,2042,published,False,False,False,False,not priced by the fuel rate and no activity response,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637,513.5303122637637
ensemble,gross_mvr_revenue,2043,published,False,False,False,False,not priced by the fuel rate and no activity response,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184,511.52215393912184
ensemble,gross_mvr_revenue,2044,published,False,False,False,False,not priced by the fuel rate and no activity response,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107,509.63423431789107
ensemble,gross_mvr_revenue,2045,published,False,False,False,False,not priced by the fuel rate and no activity response,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368,507.8558373928368
ensemble,gross_mvr_revenue,2046,published,False,False,False,False,not priced by the fuel rate and no activity response,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764,506.17731612325764
ensemble,gross_mvr_revenue,2047,published,False,False,False,False,not priced by the fuel rate and no activity response,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554,504.5899822904554
ensemble,gross_mvr_revenue,2048,published,False,False,False,False,not priced by the fuel rate and no activity response,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547,503.0860075150547
ensemble,gross_mvr_revenue,2049,published,False,False,False,False,not priced by the fuel rate and no activity response,501.658334426522,501.658334426522,501.658334426522,501.658334426522,501.658334426522,501.658334426522,501.658334426522,501.658334426522,501.658334426522,501.658334426522,501.658334426522,501.658334426522,501.658334426522
ensemble,gross_mvr_revenue,2050,published,False,False,False,False,not priced by the fuel rate and no activity response,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173,500.30059702186173
ensemble,gross_ped_revenue,2025,published,False,False,False,False,rate-priced but outside every affected year,2026.68630478,2026.68630478,2026.68630478,2026.68630478,2026.68630478,2026.68630478,2026.68630478,2026.68630478,2026.68630478,2026.68630478,2026.68630478,2026.68630478,2026.68630478
ensemble,gross_ped_revenue,2026,published,False,False,False,False,rate-priced but outside every affected year,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949,2145.548201133949
ensemble,gross_ped_revenue,2027,published,True,True,True,True,rate and the modelled activity response both changed,2276.3338981653833,2103.4465077020986,2103.4465077020986,2103.4465077020986,2103.4465077020986,2103.4465077020986,2103.4465077020986,2103.4465077020986,2103.4465077020986,2103.4465077020986,2103.4465077020986,2103.4465077020986,2103.4465077020986
ensemble,gross_ped_revenue,2028,published,True,True,True,True,rate and the modelled activity response both changed,2551.449078051918,2551.449078051918,2291.8602219046666,2114.155960794239,2114.155960794239,2114.155960794239,2114.155960794239,2204.731590326724,2291.8602219046666,2248.3198275885106,2291.8266859368596,2114.155960794239,2190.1914123814254
ensemble,gross_ped_revenue,2029,published,True,True,True,True,rate and the modelled activity response both changed,2705.7899061166327,2705.7899061166327,2562.0370745724463,2475.2780440808465,2301.159292767011,2117.361130464133,2117.361130464133,2359.2623221086133,2619.7778337919435,2518.7112439371917,2533.137318226104,2117.361130464133,2489.756675108777
ensemble,gross_ped_revenue,2030,published,True,True,True,True,rate and the modelled activity response both changed,2823.1151379145613,2823.1151379145613,2708.568341662769,2650.952003595572,2564.3535300104645,2477.517828671827,2303.2381370519734,2477.518096784828,2823.1151379145613,2708.568341662769,2650.952285000281,2186.4409049867477,2780.45688835706
ensemble,gross_ped_revenue,2031,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2936.4444326877974,2936.4444326877974,2816.9465239397045,2757.0267901708853,2697.107056402067,2637.187322633248,2547.3077219800202,2577.26758886443,2936.4444326877974,2816.9465239397045,2757.0267901708853,2277.6689200203364,2921.806058035137
ensemble,gross_ped_revenue,2032,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",3024.386496276084,3024.386496276084,2906.0924224245596,2846.798934657797,2787.505446891035,2728.211959124272,2668.9184713575096,2668.9635586924105,3024.386496276084,2906.0924224245596,2846.798934657797,2372.451032523698,3039.5027698997756
ensemble,gross_ped_revenue,2033,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",3083.069126992744,3083.069126992744,2967.013804857399,2908.8507490105903,2850.6876931637817,2792.5246373169734,2734.3615814701643,2734.4223371592043,3083.069126992744,2967.013804857398,2908.8507490105903,2443.5463022361214,3126.9622084361226
ensemble,gross_ped_revenue,2034,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",3114.6740022654717,3114.6740022654717,3001.7052551499787,2945.0821272704425,2888.458999390906,2831.83587151137,2775.2127436318333,2775.258002227063,3114.6740022654717,3001.7052551499783,2945.0821272704416,2492.0971042341516,3185.730420758471
ensemble,gross_ped_revenue,2035,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",3119.9522856309545,3119.9522856309545,3010.885168771623,2956.153743468569,2901.4223181655143,2846.69089286246,2791.9594675594053,2791.8757178319283,3119.9522856309545,3010.885168771622,2956.153743468568,2518.3023410441338,3216.1280136580763
ensemble,gross_ped_revenue,2036,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",3101.932016298178,3101.932016298178,2997.221582943799,2944.649815895743,2892.0780488476857,2839.5062817996295,2786.934514751573,2786.801087389337,3101.932016298178,2997.2215829437987,2944.649815895742,2524.07567951129,3220.651592898039
ensemble,gross_ped_revenue,2037,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",3060.135435847868,3060.135435847868,2960.311777925071,2910.147204992022,2859.9826320589736,2809.8180591259247,2759.653486192876,2759.4339499675043,3060.135435847868,2960.3117779250706,2910.1472049920217,2508.830621527632,3198.593499357052
ensemble,gross_ped_revenue,2038,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2990.9816857723404,2990.9816857723404,2896.57422781614,2849.098743848787,2801.623259881434,2754.1477759140807,2706.672291946728,2706.3994051472155,2990.9816857723404,2896.5742278161392,2849.0987438487864,2469.2948721099624,3145.8205186447426
ensemble,gross_ped_revenue,2039,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2896.1284290762515,2896.1284290762515,2807.607908727825,2763.05119082127,2718.4944729147155,2673.9377550081604,2629.381037101606,2629.042107055032,2896.1284290762515,2807.6079087278245,2763.0511908212698,2406.5974475688317,3063.809036690513
ensemble,gross_ped_revenue,2040,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2779.061752086533,2779.061752086533,2696.777770989231,2655.2965402781433,2613.815309567056,2572.334078855968,2530.85284814488,2530.4108221241127,2779.061752086533,2696.7777709892307,2655.2965402781433,2323.4466945894414,2956.035462933529
ensemble,gross_ped_revenue,2041,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2642.923808064153,2642.923808064153,2567.0509487389963,2528.7436164889664,2490.4362842389364,2452.128951988907,2413.821619738877,2413.29817678308,2642.923808064153,2567.050948738996,2528.7436164889664,2222.2849584887276,2825.6254414266964
ensemble,gross_ped_revenue,2042,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2486.255776761399,2486.255776761399,2416.9686959792807,2381.946255012793,2346.9238140463044,2311.901373079816,2276.878932113328,2276.320768407282,2486.255776761399,2416.9686959792803,2381.9462550127923,2101.7667272808867,2670.8813929863195
ensemble,gross_ped_revenue,2043,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2301.180408514105,2301.180408514105,2238.7814627778826,2207.2546579733726,2175.727853168862,2144.2010483643517,2112.6742435598417,2112.1992910544,2301.180408514105,2238.781462777882,2207.254657973372,1955.0402195372899,2483.1142000128366
ensemble,gross_ped_revenue,2044,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",2119.5628994378244,2119.5628994378244,2063.633913448409,2035.3696019181348,2007.1052903878601,1978.8409788575855,1950.5766673273108,1950.1381445239879,2119.5628994378244,2063.6339134484087,2035.3696019181343,1809.2551096759373,2296.814483573174
ensemble,gross_ped_revenue,2045,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1946.0389749744197,1946.0389749744197,1896.060842348479,1870.7840753998773,1845.5073084512762,1820.230541502675,1794.9537745540738,1794.5224577334518,1946.0389749744197,1896.0608423484782,1870.7840753998769,1668.569939811067,2117.2325531487395
ensemble,gross_ped_revenue,2046,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1783.4858939097053,1783.4858939097053,1738.8862179241169,1716.3067988994958,1693.7273798748747,1671.1479608502536,1648.5685418256326,1648.138088595373,1783.4858939097053,1738.8862179241164,1716.3067988994953,1535.671446702527,1947.7458439018608
ensemble,gross_ped_revenue,2047,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1631.9203185981214,1631.9203185981214,1592.1440544375596,1571.9933930894406,1551.842731741322,1531.692070393203,1511.5414090450845,1511.1312147630642,1631.9203185981214,1592.144054437559,1571.9933930894401,1410.7881023044902,1788.613002581717
ensemble,gross_ped_revenue,2048,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1493.2162877061382,1493.2162877061382,1457.6838397658516,1439.6904086721142,1421.6969775783768,1403.7035464846394,1385.7101153909023,1385.3582685978326,1493.2162877061382,1457.683839765851,1439.6904086721138,1295.7429599222148,1642.116508476659
ensemble,gross_ped_revenue,2049,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1364.6420306745695,1364.6420306745695,1332.9314567324973,1316.8743630986553,1300.8172694648133,1284.760175830971,1268.703082197129,1268.390998675143,1364.6420306745695,1332.9314567324968,1316.8743630986548,1188.4176140279183,1505.5452132962992
ensemble,gross_ped_revenue,2050,published,True,True,False,True,"rate-priced leaf: the collection rate changed, volume did not",1245.6011515231648,1245.6011515231648,1217.2970132485725,1202.9778934390329,1188.6587736294935,1174.339653819954,1160.0205340104144,1159.7680555457684,1245.6011515231648,1217.297013248572,1202.9778934390324,1088.4249349627164,1378.3871111058913
ensemble,gross_ruc_revenue,2025,published,False,False,False,False,not priced by the fuel rate and no activity response,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095,2072.4662332403095
ensemble,gross_ruc_revenue,2026,published,False,False,False,False,not priced by the fuel rate and no activity response,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636,2173.6716139131636
ensemble,gross_ruc_revenue,2027,published,True,False,False,True,central moves through a governed identity term,2395.9682244886653,2218.23712273619,2218.23712273619,2218.23712273619,2218.23712273619,2218.23712273619,2218.23712273619,2218.23712273619,2218.23712273619,2218.23712273619,2218.23712273619,2218.23712273619,2218.23712273619
ensemble,gross_ruc_revenue,2028,published,True,False,False,True,central moves through a governed identity term,2812.260006508895,2812.260006508895,2532.326102907674,2342.064348752154,2342.064348752154,2342.064348752154,2342.064348752154,2438.465953233169,2532.326102907674,2485.413627487483,2532.2316814669907,2342.064348752154,2422.8088105141937
ensemble,gross_ruc_revenue,2029,published,True,False,False,True,central moves through a governed identity term,3123.061333242758,3123.061333242758,2960.2940238511533,2862.1623572130197,2665.507442855381,2461.52751874071,2461.52751874071,2731.096603831509,3025.6411225430984,2911.2833284927347,2927.5984163075436,2461.52751874071,2878.5415785398372
ensemble,gross_ruc_revenue,2030,published,True,False,False,True,central moves through a governed identity term,3407.6463794833126,3407.6463794833126,3271.7744642609077,3203.4824223865216,3100.9549611671378,2998.2049730843487,2792.327411246499,2998.2192749360343,3407.6463794833126,3271.7744642609077,3203.496893600736,2654.557064641515,3357.025097268387
ensemble,gross_ruc_revenue,2031,published,True,False,False,True,central moves through a governed identity term,3649.3264190033838,3649.3264190033838,3507.3264857785302,3436.1235811991714,3364.920676619814,3293.717772040457,3186.91341517142,3222.5148674610987,3649.3264190033838,3507.3264857785302,3436.1235811991714,2866.5003445643106,3631.931568792406
ensemble,gross_ruc_revenue,2032,published,True,False,False,True,central moves through a governed identity term,3885.0048982442286,3885.0048982442286,3739.6236330550946,3666.7530150406383,3593.8823970261815,3521.0117790117247,3448.1411609972683,3448.1965725117966,3885.0048982442286,3739.6236330550946,3666.7530150406383,3083.7880709249857,3903.5825235876223
ensemble,gross_ruc_revenue,2033,published,True,False,False,True,central moves through a governed identity term,4125.395679179044,4125.395679179044,3976.752849248773,3902.258021614935,3827.7631939810967,3753.268366347259,3678.77353871342,3678.8513541671805,4125.395679179044,3976.752849248772,3902.258021614935,3306.2994005442297,4181.613625241828
ensemble,gross_ruc_revenue,2034,published,True,False,False,True,central moves through a governed identity term,4375.502325595735,4375.502325595735,4223.542635274384,4147.376145007798,4071.2096547412125,3995.043164474627,3918.8766742080406,3918.9375537193314,4375.502325595735,4223.542635274383,4147.376145007796,3538.0442228751117,4471.083728640787
ensemble,gross_ruc_revenue,2035,published,True,False,False,True,central moves through a governed identity term,4641.896270387621,4641.896270387621,4486.469936904556,4408.474799542234,4330.4796621799105,4252.484524817589,4174.489387455266,4174.370039722908,4641.896270387621,4486.469936904555,4408.474799542232,3784.5137006436553,4778.951702013263
ensemble,gross_ruc_revenue,2036,published,True,False,False,True,central moves through a governed identity term,4933.51511770097,4933.51511770097,4773.955979840678,4693.846428602447,4613.736877364216,4533.627326125984,4453.517774887752,4453.314456515331,4933.51511770097,4773.955979840677,4693.846428602446,4052.970018696597,5114.42157260316
ensemble,gross_ruc_revenue,2037,published,True,False,False,True,central moves through a governed identity term,5254.1096103867585,5254.1096103867585,5089.854416803391,5007.310941543073,4924.767466282754,4842.223991022436,4759.680515762117,4759.31927909791,5254.1096103867585,5089.85441680339,5007.310941543073,4346.963139460525,5481.9359242899045
ensemble,gross_ruc_revenue,2038,published,True,False,False,True,central moves through a governed identity term,5603.443259047168,5603.443259047168,5433.8962911466715,5348.634760643354,5263.373230140035,5178.1116996367155,5092.850169133397,5092.360089954919,5603.443259047168,5433.896291146671,5348.634760643353,4666.542516616804,5881.519326289093
ensemble,gross_ruc_revenue,2039,published,True,False,False,True,central moves through a governed identity term,5993.476227307829,5993.476227307829,5817.823284330257,5729.408546155404,5640.993807980552,5552.5790698057,5464.164331630849,5463.491786328246,5993.476227307829,5817.823284330255,5729.408546155403,5022.090640756586,6326.208028835653
ensemble,gross_ruc_revenue,2040,published,True,False,False,True,central moves through a governed identity term,6424.9856225972535,6424.9856225972535,6242.535636265458,6150.558438816609,6058.581241367759,5966.604043918908,5874.626846470057,5873.646732961062,6424.9856225972535,6242.535636265458,6150.558438816608,5414.740859225807,6817.393120320771
ensemble,gross_ruc_revenue,2041,published,True,False,False,True,central moves through a governed identity term,6890.4225389043695,6890.4225389043695,6700.66139129066,6604.853174829055,6509.044958367452,6413.23674190585,6317.4285254442475,6316.119373042639,6890.4225389043695,6700.661391290658,6604.853174829054,5838.387443136232,7347.366852406476
ensemble,gross_ruc_revenue,2042,published,True,False,False,True,central moves through a governed identity term,7405.72209248962,7405.72209248962,7207.671578359676,7107.563270126711,7007.454961893746,6907.346653660781,6807.238345427816,6805.6428876930795,7405.72209248962,7207.671578359674,7107.5632701267095,6306.696804262992,7933.456813048669
ensemble,gross_ruc_revenue,2043,published,True,False,False,True,central moves through a governed identity term,7921.191977108588,7921.191977108588,7715.024098929185,7610.858645881331,7506.693192833475,7402.527739785621,7298.362286737766,7296.793030252299,7921.191977108588,7715.024098929183,7610.858645881329,6777.535021498492,8522.306360050057
ensemble,gross_ruc_revenue,2044,published,True,False,False,True,central moves through a governed identity term,8429.824887568713,8429.824887568713,8216.263935162659,8108.338622684273,8000.413310205887,7892.487997727502,7784.562685249116,7782.888216351233,8429.824887568713,8216.263935162655,8108.338622684271,7244.936122857188,9106.647763109335
ensemble,gross_ruc_revenue,2045,published,True,False,False,True,central moves through a governed identity term,8941.361669308531,8941.361669308531,8720.837288070714,8609.305642165647,8497.773996260583,8386.242350355518,8274.710704450454,8272.807554612964,8941.361669308531,8720.83728807071,8609.305642165646,7717.052474925126,9696.739189740032
ensemble,gross_ruc_revenue,2046,published,True,False,False,True,central moves through a governed identity term,9480.719777898188,9480.719777898188,9252.98071453548,9137.683559874473,9022.386405213463,8907.089250552455,8791.792095891446,8789.594075091643,9480.719777898188,9252.980714535479,9137.683559874471,8215.3063225864,10319.47939514981
ensemble,gross_ruc_revenue,2047,published,True,False,False,True,central moves through a governed identity term,10035.72816378559,10035.72816378559,9800.70111004574,9681.636369615602,9562.571629185468,9443.506888755332,9324.442148325194,9322.01842262851,10035.72816378559,9800.701110045737,9681.6363696156,8729.11844617451,10961.582329239565
ensemble,gross_ruc_revenue,2048,published,True,False,False,True,central moves through a governed identity term,10622.548305903583,10622.548305903583,10379.617580760856,10256.598832636519,10133.580084512181,10010.561336387842,9887.542588263503,9885.137057501222,10622.548305903583,10379.617580760854,10256.598832636517,9272.448847641808,11640.559749035318
ensemble,gross_ruc_revenue,2049,published,True,False,False,True,central moves through a governed identity term,11198.238954474216,11198.238954474216,10948.091918959944,10821.4264609705,10694.761002981058,10568.095544991616,10441.43008700217,10438.968234119902,11198.238954474216,10948.091918959943,10821.426460970497,9808.10279705495,12309.74559234646
ensemble,gross_ruc_revenue,2050,published,True,False,False,True,central moves through a governed identity term,11741.860072463101,11741.860072463101,11485.306003759191,11355.514790483008,11225.723577206827,11095.932363930646,10966.141150654466,10963.852638044165,11741.860072463101,11485.306003759184,11355.514790483005,10317.185084273557,12945.457153116216
ensemble,heavy_bev_ruc_net_km,2025,published,False,False,False,False,not priced by the fuel rate and no activity response,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ensemble,heavy_bev_ruc_net_km,2026,published,False,False,False,False,not priced by the fuel rate and no activity response,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ensemble,heavy_bev_ruc_net_km,2027,published,False,False,False,False,not priced by the fuel rate and no activity response,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ensemble,heavy_bev_ruc_net_km,2028,published,False,False,False,False,not priced by the fuel rate and no activity response,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779,60.5044362657779
ensemble,heavy_bev_ruc_net_km,2029,published,False,False,False,False,not priced by the fuel rate and no activity response,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809,73.7781618539809
ensemble,heavy_bev_ruc_net_km,2030,published,False,False,False,False,not priced by the fuel rate and no activity response,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184,88.9568688458184
ensemble,heavy_bev_ruc_net_km,2031,published,False,False,False,False,not priced by the fuel rate and no activity response,106.53370251036,106.53370251036,106.53370251036,106.53370251036,106.53370251036,106.53370251036,106.53370251036,106.53370251036,106.53370251036,106.53370251036,106.53370251036,106.53370251036,106.53370251036
ensemble,heavy_bev_ruc_net_km,2032,published,False,False,False,False,not priced by the fuel rate and no activity response,127.653005544349,127.653005544349,127.653005544349,127.653005544349,127.653005544349,127.653005544349,127.653005544349,127.653005544349,127.653005544349,127.653005544349,127.653005544349,127.653005544349,127.653005544349
ensemble,heavy_bev_ruc_net_km,2033,published,False,False,False,False,not priced by the fuel rate and no activity response,151.986120839442,151.986120839442,151.986120839442,151.986120839442,151.986120839442,151.986120839442,151.986120839442,151.986120839442,151.986120839442,151.986120839442,151.986120839442,151.986120839442,151.986120839442
ensemble,heavy_bev_ruc_net_km,2034,published,False,False,False,False,not priced by the fuel rate and no activity response,178.04024478685,178.04024478685,178.04024478685,178.04024478685,178.04024478685,178.04024478685,178.04024478685,178.04024478685,178.04024478685,178.04024478685,178.04024478685,178.04024478685,178.04024478685
ensemble,heavy_bev_ruc_net_km,2035,published,False,False,False,False,not priced by the fuel rate and no activity response,205.343859461655,205.343859461655,205.343859461655,205.343859461655,205.343859461655,205.343859461655,205.343859461655,205.343859461655,205.343859461655,205.343859461655,205.343859461655,205.343859461655,205.343859461655
ensemble,heavy_bev_ruc_net_km,2036,published,False,False,False,False,not priced by the fuel rate and no activity response,235.604382962282,235.604382962282,235.604382962282,235.604382962282,235.604382962282,235.604382962282,235.604382962282,235.604382962282,235.604382962282,235.604382962282,235.604382962282,235.604382962282,235.604382962282
ensemble,heavy_bev_ruc_net_km,2037,published,False,False,False,False,not priced by the fuel rate and no activity response,268.170316374363,268.170316374363,268.170316374363,268.170316374363,268.170316374363,268.170316374363,268.170316374363,268.170316374363,268.170316374363,268.170316374363,268.170316374363,268.170316374363,268.170316374363
