scenario_name,role,workbook_filename,workbook_sha256,sheet,stream,cell,range,row_label,column_label,period,canonical_period,variable_name,canonical_variable,value,unit,value_type,source_status,source_artifact
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,A75,A75,2044Q2,period,2044Q2,2044Q2,period,period,2044Q2,system,text,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,B75,B75,2044Q2,year,2044Q2,2044Q2,year,year,2044,system,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,C75,C75,2044Q2,quarter,2044Q2,2044Q2,quarter,quarter,2,system,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,D75,D75,2044Q2,horizon,2044Q2,2044Q2,horizon,horizon,74,system,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,E75,E75,2044Q2,real_gdp_sa_nzd,2044Q2,2044Q2,real_gdp_sa_nzd,real_gdp_sa_nzd,156729811301.53397,real NZD,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,F75,F75,2044Q2,real_diesel_price_cents_per_litre,2044Q2,2044Q2,real_diesel_price_cents_per_litre,real_diesel_price_cents_per_litre,186.625,cents/litre,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,G75,G75,2044Q2,real_light_ruc_price_nzd_per_1000km,2044Q2,2044Q2,real_light_ruc_price_nzd_per_1000km,real_light_ruc_price_nzd_per_1000km,76.49499276221479,NZD/1000km,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,H75,H75,2044Q2,lagged_real_light_ruc_price_nzd_per_1000km,2044Q2,2044Q2,lagged_real_light_ruc_price_nzd_per_1000km,lagged_real_light_ruc_price_nzd_per_1000km,76.52370530756279,NZD/1000km,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,I75,I75,2044Q2,target_lag_1,2044Q2,2044Q2,target_lag_1,target_lag_1,3701112826.9174833,model target units,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,J75,J75,2044Q2,target_lag_4,2044Q2,2044Q2,target_lag_4,target_lag_4,3551125331.110883,model target units,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,K75,K75,2044Q2,q2_dummy,2044Q2,2044Q2,q2_dummy,q2_dummy,1,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,L75,L75,2044Q2,q3_dummy,2044Q2,2044Q2,q3_dummy,q3_dummy,0,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,M75,M75,2044Q2,q4_dummy,2044Q2,2044Q2,q4_dummy,q4_dummy,0,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,N75,N75,2044Q2,post_2020_dummy,2044Q2,2044Q2,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,O75,O75,2044Q2,trend_index,2044Q2,2044Q2,trend_index,trend_index,170,,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,P75,P75,2044Q2,log_real_gdp,2044Q2,2044Q2,log_real_gdp,log_real_gdp,25.77778921264008,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,Q75,Q75,2044Q2,log_real_diesel_price,2044Q2,2044Q2,log_real_diesel_price,log_real_diesel_price,5.229101255859354,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,R75,R75,2044Q2,log_real_light_ruc_price,2044Q2,2044Q2,log_real_light_ruc_price,log_real_light_ruc_price,4.337225284601582,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,S75,S75,2044Q2,log_lagged_real_light_ruc_price,2044Q2,2044Q2,log_lagged_real_light_ruc_price,log_lagged_real_light_ruc_price,4.337600566133149,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,T75,T75,2044Q2,log_target_lag_1,2044Q2,2044Q2,log_target_lag_1,log_target_lag_1,22.031899375407907,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,U75,U75,2044Q2,log_target_lag_4,2044Q2,2044Q2,log_target_lag_4,log_target_lag_4,21.99053038488066,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,V75,V75,2044Q2,diff_log_real_gdp,2044Q2,2044Q2,diff_log_real_gdp,diff_log_real_gdp,0.0038452755095761404,,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,W75,W75,2044Q2,gdp_light_ruc_price_interaction,2044Q2,2044Q2,gdp_light_ruc_price_interaction,gdp_light_ruc_price_interaction,111.80407915419248,derived interaction,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,A76,A76,2044Q3,period,2044Q3,2044Q3,period,period,2044Q3,system,text,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,B76,B76,2044Q3,year,2044Q3,2044Q3,year,year,2044,system,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,C76,C76,2044Q3,quarter,2044Q3,2044Q3,quarter,quarter,3,system,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,D76,D76,2044Q3,horizon,2044Q3,2044Q3,horizon,horizon,75,system,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,E76,E76,2044Q3,real_gdp_sa_nzd,2044Q3,2044Q3,real_gdp_sa_nzd,real_gdp_sa_nzd,157333640807.93298,real NZD,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,F76,F76,2044Q3,real_diesel_price_cents_per_litre,2044Q3,2044Q3,real_diesel_price_cents_per_litre,real_diesel_price_cents_per_litre,186.5625,cents/litre,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,G76,G76,2044Q3,real_light_ruc_price_nzd_per_1000km,2044Q3,2044Q3,real_light_ruc_price_nzd_per_1000km,real_light_ruc_price_nzd_per_1000km,76.46629099013315,NZD/1000km,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,H76,H76,2044Q3,lagged_real_light_ruc_price_nzd_per_1000km,2044Q3,2044Q3,lagged_real_light_ruc_price_nzd_per_1000km,lagged_real_light_ruc_price_nzd_per_1000km,76.49499276221479,NZD/1000km,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,I76,I76,2044Q3,target_lag_1,2044Q3,2044Q3,target_lag_1,target_lag_1,3579534333.7597704,model target units,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,J76,J76,2044Q3,target_lag_4,2044Q3,2044Q3,target_lag_4,target_lag_4,3676679056.6087275,model target units,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,K76,K76,2044Q3,q2_dummy,2044Q3,2044Q3,q2_dummy,q2_dummy,0,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,L76,L76,2044Q3,q3_dummy,2044Q3,2044Q3,q3_dummy,q3_dummy,1,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,M76,M76,2044Q3,q4_dummy,2044Q3,2044Q3,q4_dummy,q4_dummy,0,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,N76,N76,2044Q3,post_2020_dummy,2044Q3,2044Q3,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,O76,O76,2044Q3,trend_index,2044Q3,2044Q3,trend_index,trend_index,171,,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,P76,P76,2044Q3,log_real_gdp,2044Q3,2044Q3,log_real_gdp,log_real_gdp,25.781634488149656,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,Q76,Q76,2044Q3,log_real_diesel_price,2044Q3,2044Q3,log_real_diesel_price,log_real_diesel_price,5.228766303586921,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,R76,R76,2044Q3,log_real_light_ruc_price,2044Q3,2044Q3,log_real_light_ruc_price,log_real_light_ruc_price,4.3368500030700154,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,S76,S76,2044Q3,log_lagged_real_light_ruc_price,2044Q3,2044Q3,log_lagged_real_light_ruc_price,log_lagged_real_light_ruc_price,4.337225284601582,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,T76,T76,2044Q3,log_target_lag_1,2044Q3,2044Q3,log_target_lag_1,log_target_lag_1,21.998498554529835,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,U76,U76,2044Q3,log_target_lag_4,2044Q3,2044Q3,log_target_lag_4,log_target_lag_4,22.025275751422548,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,V76,V76,2044Q3,diff_log_real_gdp,2044Q3,2044Q3,diff_log_real_gdp,diff_log_real_gdp,0.0038452755095761404,,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,W76,W76,2044Q3,gdp_light_ruc_price_interaction,2044Q3,2044Q3,gdp_light_ruc_price_interaction,gdp_light_ruc_price_interaction,111.81108160908185,derived interaction,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,A77,A77,2044Q4,period,2044Q4,2044Q4,period,period,2044Q4,system,text,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,B77,B77,2044Q4,year,2044Q4,2044Q4,year,year,2044,system,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,C77,C77,2044Q4,quarter,2044Q4,2044Q4,quarter,quarter,4,system,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,D77,D77,2044Q4,horizon,2044Q4,2044Q4,horizon,horizon,76,system,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,E77,E77,2044Q4,real_gdp_sa_nzd,2044Q4,2044Q4,real_gdp_sa_nzd,real_gdp_sa_nzd,157939796675.0273,real NZD,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,F77,F77,2044Q4,real_diesel_price_cents_per_litre,2044Q4,2044Q4,real_diesel_price_cents_per_litre,real_diesel_price_cents_per_litre,186.5,cents/litre,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,G77,G77,2044Q4,real_light_ruc_price_nzd_per_1000km,2044Q4,2044Q4,real_light_ruc_price_nzd_per_1000km,real_light_ruc_price_nzd_per_1000km,76.43759998727562,NZD/1000km,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,H77,H77,2044Q4,lagged_real_light_ruc_price_nzd_per_1000km,2044Q4,2044Q4,lagged_real_light_ruc_price_nzd_per_1000km,lagged_real_light_ruc_price_nzd_per_1000km,76.46629099013315,NZD/1000km,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,I77,I77,2044Q4,target_lag_1,2044Q4,2044Q4,target_lag_1,target_lag_1,3706092489.061597,model target units,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,J77,J77,2044Q4,target_lag_4,2044Q4,2044Q4,target_lag_4,target_lag_4,3894488780.862824,model target units,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,K77,K77,2044Q4,q2_dummy,2044Q4,2044Q4,q2_dummy,q2_dummy,0,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,L77,L77,2044Q4,q3_dummy,2044Q4,2044Q4,q3_dummy,q3_dummy,0,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,M77,M77,2044Q4,q4_dummy,2044Q4,2044Q4,q4_dummy,q4_dummy,1,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,N77,N77,2044Q4,post_2020_dummy,2044Q4,2044Q4,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,O77,O77,2044Q4,trend_index,2044Q4,2044Q4,trend_index,trend_index,172,,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,P77,P77,2044Q4,log_real_gdp,2044Q4,2044Q4,log_real_gdp,log_real_gdp,25.785479763659232,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,Q77,Q77,2044Q4,log_real_diesel_price,2044Q4,2044Q4,log_real_diesel_price,log_real_diesel_price,5.2284312390838705,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,R77,R77,2044Q4,log_real_light_ruc_price,2044Q4,2044Q4,log_real_light_ruc_price,log_real_light_ruc_price,4.3364747215384485,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,S77,S77,2044Q4,log_lagged_real_light_ruc_price,2044Q4,2044Q4,log_lagged_real_light_ruc_price,log_lagged_real_light_ruc_price,4.3368500030700154,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase (2) - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,T77,T77,2044Q4,log_target_lag_1,2044Q4,2044Q4,log_target_lag_1,log_target_lag_1,22.033243921071726,log transformed,numeric,materialized_from_workbook_cell,scenario_inputs/scenario_input_cells.parquet
