FY,official_vintage,light_pool_million_km,befu26_conventional_share,befu26_bev_share,befu26_phev_share,vfm_base_conventional_share,vfm_base_bev_share,vfm_base_phev_share,vfm_fast_conventional_share,vfm_fast_bev_share,vfm_fast_phev_share,vfm_slow_conventional_share,vfm_slow_bev_share,vfm_slow_phev_share,delta_vs_vfm_base_conventional,delta_vs_vfm_base_bev,delta_vs_vfm_base_phev,composition_refresh_candidate,notes
2040,BEFU26,31548.6224445563,0.34391404260822056,0.5321850690226748,0.12390088836910466,0.322306,0.550009,0.127685,0.255155,0.608517,0.136328,0.420874,0.460984,0.118142,0.02160804260822058,-0.017823930977325153,-0.0037841116308953288,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2041,BEFU26,33561.9610642059,0.30705378101365816,0.5779826352504672,0.11496358373587467,0.286889,0.594783,0.118328,0.224127,0.650661,0.125211,0.379394,0.507815,0.112791,0.02016478101365815,-0.016800364749532726,-0.003364416264125328,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2042,BEFU26,35655.57362684501,0.2729177995879311,0.6209736924217439,0.10610850799032484,0.256141,0.635098,0.108761,0.197506,0.688024,0.11447,0.342318,0.552101,0.105581,0.0167767995879311,-0.014124307578256112,-0.002652492009675156,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2043,BEFU26,37728.17917519228,0.24334683566417908,0.6588254770695204,0.09782768726630046,0.229783,0.670273,0.099943,0.174926,0.720424,0.104649,0.310155,0.592373,0.097472,0.013563835664179097,-0.01144752293047957,-0.0021153127336995398,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2044,BEFU26,39608.787628691665,0.21855969805282244,0.6908583164712778,0.09058198547589985,0.207647,0.700139,0.092214,0.156098,0.747887,0.096015,0.282813,0.626992,0.090195,0.01091269805282244,-0.009280683528722133,-0.0016320145241001532,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2045,BEFU26,41376.63459941815,0.19735186369241325,0.7186536600075868,0.08399447630000006,0.188746,0.72598,0.085274,0.140132,0.771549,0.088319,0.259295,0.657111,0.083594,0.008605863692413257,-0.007326339992413167,-0.0012795236999999376,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2046,BEFU26,43213.36731504148,0.17814395415391526,0.7441299119483795,0.07772613389770516,0.171777,0.749417,0.078806,0.125921,0.792851,0.081227,0.238064,0.684544,0.077392,0.00636695415391525,-0.005287088051620481,-0.001079866102294838,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2047,BEFU26,45031.443959667784,0.1610239888739212,0.7669546080874061,0.07202140303867277,0.156516,0.770567,0.072917,0.113211,0.812002,0.074787,0.218924,0.709378,0.071697,0.004507988873921204,-0.003612391912593882,-0.0008955969613272247,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2048,BEFU26,46933.03806735647,0.14534338577985134,0.7878268652285787,0.06682974899156995,0.14263,0.789759,0.067611,0.101694,0.829335,0.068972,0.20148,0.731982,0.066537,0.002713385779851335,-0.00193213477142129,-0.0007812510084300589,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2049,BEFU26,48653.11723238819,0.13164134278413667,0.806145518048373,0.06221313916749036,0.13039,0.806719,0.062891,0.091507,0.844675,0.063818,0.186152,0.751918,0.061929,0.0012513427841366609,-0.0005734819516269862,-0.00067786083250964,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2050,BEFU26,50081.67484069922,0.11986082534317617,0.8220332253239541,0.05810594933286982,0.119794,0.821498,0.058708,0.082622,0.857992,0.059386,0.172955,0.76919,0.057856,6.68253431761745e-05,0.0005352253239541138,-0.0006020506671301842,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2051,BEFU26,51450.228038191744,0.10924605715583306,0.8363730737874545,0.05438086905671244,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2052,BEFU26,52594.90162715938,0.10072548739474375,0.8481719494677612,0.051102563137494984,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2053,BEFU26,53646.296563674965,0.09297590215566517,0.8588475390644853,0.04817655877984959,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2054,BEFU26,54569.53620270738,0.08602528525842404,0.8683098596469684,0.04566485509460768,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2055,BEFU26,55469.91960741053,0.07911425112220609,0.8776850060537529,0.043200742824040975,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
