engine,series_id,FY,current_value,official_value,gap_current_minus_official,pct_gap,official_vintage,bridge_vintage
ensemble,total_nltf_net_revenue,2026,4599.805745017675,4493.65132567772,106.15441933995498,2.3623198963694647,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2027,5015.326872163112,4918.0416576803,97.28521448281208,1.9781291264763043,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2028,5654.245826975987,5604.76928245717,49.47654451881681,0.8827579160783214,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2029,6066.511686292191,6053.24769489626,13.263991395931043,0.21912190058097994,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2030,6415.09982192275,6442.98776042894,-27.88793850619004,-0.4328417116895688,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2031,6743.220732718314,6709.89785800321,33.32287471510426,0.4966226821971441,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2032,7071.7012177241895,6972.31061587874,99.39060184544996,1.425504503759454,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2033,7409.007715732197,7227.12628822106,181.88142751113628,2.516649360445948,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2034,7769.212729083933,7484.9165618886,284.2961671953326,3.7982543271477534,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2035,8154.583621780351,7744.71947126625,409.8641505141004,5.292175553094478,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2036,8567.53290376147,8008.28444990677,559.2484538547005,6.983373996676793,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2037,9012.156931927606,8278.71151177281,733.445420154796,8.85941512893394,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2038,9492.559035362892,8552.76610299078,939.7929323721128,10.98817529972532,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2039,10017.48384981751,8842.85307144409,1174.630778373421,13.283391331770675,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2040,10588.083439645225,9153.45233260428,1434.6311070409447,15.673114961563064,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2041,11196.306625486675,9480.2063756574,1716.1002498292746,18.101929238964193,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2042,11837.206962748049,9813.25468470092,2023.9522780471289,20.62467899872725,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2043,12493.22302952172,10152.6073624479,2340.61566707382,23.05433061196876,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2044,13144.105230174056,10487.1339413714,2656.971288802657,25.335533079452645,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2045,13799.510271142628,10830.4679677314,2969.042303411228,27.413795158780548,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2046,14476.65122146757,11209.132423374,3267.51879809357,29.150505807924358,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2047,15168.487306533769,11611.1858137673,3557.301492766468,30.636849240226617,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2048,15883.30630824151,12053.9653575568,3829.3409506847092,31.768308909930965,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2049,16587.93222052063,12493.8453919499,4094.0868285707293,32.76882897245273,BEFU26,BEFU26
ensemble,total_nltf_net_revenue,2050,17264.68793494828,12910.4837029366,4354.20423201168,33.72611229911764,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2026,2073.8323474108515,2074.47282065665,-0.6404732457986029,-0.03087402444713007,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2027,2280.545090691793,2292.95579741521,-12.410706723416752,-0.5412536402754481,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2028,2660.225385516815,2706.91506353741,-46.68967802059478,-1.724829812708659,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2029,2941.7656172699285,3013.59786452359,-71.83224725366154,-2.3836042658271945,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2030,3195.2112632783583,3296.86012635663,-101.64886307827192,-3.083202173657406,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2031,3419.3066983587264,3506.1730346004,-86.86633624167371,-2.477525649317359,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2032,3650.72503790828,3721.58848459641,-70.86344668813035,-1.9041182812509476,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2033,3895.9115599583274,3946.99935242602,-51.08779246769245,-1.2943450937302887,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2034,4164.674175545195,4186.95900291351,-22.284827368314836,-0.5322437442737763,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2035,4460.199681583746,4445.59455207944,14.605129504305296,0.3285303986499107,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2036,4784.196777296488,4728.48524413213,55.711533164358116,1.1782109975598212,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2037,5140.946136566404,5039.17362149746,101.7725150689439,2.01962708001914,BEFU26,BEFU26
ensemble,total_ruc_net_revenue,2038,5534.111683357262,5377.62833410359,156.4833492536727,2.909895209032837,BEFU26,BEFU26
