series_id,section,unit,FY,official_vintage,comparison_vintage,prebu26_value,befu26_value,prebu26_period_status,befu26_period_status,delta,pct_delta,note
gross_cng_revenue,FED,$m nominal ex GST,2007,PREBU26,BEFU26,0.126,0.126,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2008,PREBU26,BEFU26,0.147,0.147,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2009,PREBU26,BEFU26,0.145,0.145,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2010,PREBU26,BEFU26,0.108,0.108,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2011,PREBU26,BEFU26,0.096,0.096,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2012,PREBU26,BEFU26,0.177,0.177,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2013,PREBU26,BEFU26,0.15598234,0.15598234,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2014,PREBU26,BEFU26,0.08325372,0.08325372,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2015,PREBU26,BEFU26,0.07415424,0.07415424,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2016,PREBU26,BEFU26,0.06420263,0.06420263,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2017,PREBU26,BEFU26,0.05061531,0.05061531,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2018,PREBU26,BEFU26,0.01576777,0.01576777,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2019,PREBU26,BEFU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2020,PREBU26,BEFU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2021,PREBU26,BEFU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2022,PREBU26,BEFU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2023,PREBU26,BEFU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2024,PREBU26,BEFU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2025,PREBU26,BEFU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2026,PREBU26,BEFU26,0.0,0.0,ACTUAL,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2027,PREBU26,BEFU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2028,PREBU26,BEFU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2029,PREBU26,BEFU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2030,PREBU26,BEFU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2031,PREBU26,BEFU26,0.0,0.0,ST_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2032,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2033,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2034,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2035,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2036,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2037,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2038,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2039,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2040,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2041,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2042,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2043,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2044,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2045,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2046,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2047,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2048,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2049,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2050,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2051,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2052,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2053,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2054,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2055,PREBU26,BEFU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_fed_revenue,FED,$m nominal ex GST,2001,PREBU26,BEFU26,989.5585841,989.5585841,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2002,PREBU26,BEFU26,986.296323,986.296323,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2003,PREBU26,BEFU26,1149.000059,1149.000059,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2004,PREBU26,BEFU26,1165.821743,1165.821743,ACTUAL,ACTUAL,0.0,0.0,
