FY,metric,unit,official_vintage,comparison_vintage,prebu26_value,befu26_value,delta_prebu26_minus_befu26
2039,ped_effective_rate,$/L,PREBU26,BEFU26,1.299973315810159,1.2999738603503401,-5.445401811687844e-07
2039,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.9331142122960125,7.973505935862406,-0.04039172356639309
2039,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.12440999999999991,0.12440999999999942,4.85722573273506e-16
2039,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5106349999999988,0.5106349999999991,-2.220446049250313e-16
2039,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1244099999999995,0.12440999999999962,-1.249000902703301e-16
2039,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.510635,0.5106350000000007,-7.771561172376096e-16
2039,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.06134999999999999,0.061350000000000064,-7.632783294297951e-17
2040,ped_effective_rate,$/L,PREBU26,BEFU26,1.3399082832354716,1.3399128735800543,-4.590344582666717e-06
2040,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.844412637138046,7.88639882788942,-0.04198619075137433
2040,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.12823500000000085,0.12823499999999993,9.159339953157541e-16
2040,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5263450000000002,0.5263449999999997,4.440892098500626e-16
2040,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.12823499999999996,0.12823499999999996,0.0
2040,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5263450000000002,0.5263449999999996,5.551115123125783e-16
2040,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.0632349999999999,0.063235,-9.71445146547012e-17
2041,ped_effective_rate,$/L,PREBU26,BEFU26,1.379865943866265,1.3798527085174919,1.3235348773177336e-05
2041,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.755712296630043,7.799322740096307,-0.04361044346626386
2041,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.13206500000000015,0.13206500000000018,-2.7755575615628914e-17
2041,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5420550000000005,0.5420550000000004,1.1102230246251565e-16
2041,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.13206500000000007,0.13206500000000002,5.551115123125783e-17
2041,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5420550000000008,0.5420549999999993,1.5543122344752192e-15
2041,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.06512500000000009,0.06512499999999996,1.249000902703301e-16
2042,ped_effective_rate,$/L,PREBU26,BEFU26,1.419815303038841,1.4198072482385895,8.054800251455774e-06
2042,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.667052490354963,7.712255061568632,-0.045202571213668996
2042,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.13589000000000032,0.13588999999999957,7.494005416219807e-16
2042,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5577599999999995,0.5577600000000009,-1.4432899320127035e-15
2042,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1358899999999997,0.13588999999999998,-2.7755575615628914e-16
2042,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5577600000000001,0.557760000000001,-8.881784197001252e-16
2042,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.06701500000000006,0.06701499999999996,9.71445146547012e-17
2043,ped_effective_rate,$/L,PREBU26,BEFU26,1.4598052802688468,1.4598246938014448,-1.941353259793388e-05
2043,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.578371000768648,7.625135841977981,-0.046764841209332886
2043,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.13971499999999956,0.1397150000000001,-5.273559366969494e-16
2043,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5734650000000006,0.5734650000000001,4.440892098500626e-16
2043,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1397150000000002,0.13971500000000003,1.6653345369377348e-16
2043,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5734649999999999,0.5734650000000008,-8.881784197001252e-16
2043,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.06889999999999996,0.06890000000000007,-1.1102230246251565e-16
2044,ped_effective_rate,$/L,PREBU26,BEFU26,1.499803337888813,1.4998156931347923,-1.2355245979422946e-05
2044,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.489625502675325,7.538000688789078,-0.04837518611375291
2044,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.14354500000000048,0.14354500000000053,-5.551115123125783e-17
2044,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5891750000000006,0.589174999999999,1.5543122344752192e-15
2044,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.14354499999999998,0.14354500000000028,-3.0531133177191805e-16
2044,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.5891749999999991,0.5891750000000004,-1.3322676295501878e-15
2044,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.07078500000000003,0.07078499999999996,6.938893903907228e-17
2045,ped_effective_rate,$/L,PREBU26,BEFU26,1.5397702614847626,1.5397847192495535,-1.4457764790920535e-05
2045,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.400882546579219,7.450855608345977,-0.04997306176675753
2045,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.14737499999999962,0.14737500000000042,-8.049116928532385e-16
2045,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6048850000000016,0.6048850000000016,0.0
2045,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.14737499999999973,0.14737499999999965,8.326672684688674e-17
2045,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6048849999999997,0.6048849999999993,3.3306690738754696e-16
2045,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.07267499999999998,0.07267500000000005,-6.938893903907228e-17
2046,ped_effective_rate,$/L,PREBU26,BEFU26,1.5797306090588954,1.579744715278065,-1.410621916964061e-05
2046,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.312131974436056,7.363706366899203,-0.05157439246314688
2046,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1512000000000004,0.15120000000000053,-1.3877787807814457e-16
2046,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6205949999999992,0.6205950000000018,-2.55351295663786e-15
2046,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.15119999999999972,0.15119999999999995,-2.220446049250313e-16
2046,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6205950000000003,0.6205950000000008,-4.440892098500626e-16
2046,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.074565,0.07456500000000002,-1.3877787807814457e-17
2047,ped_effective_rate,$/L,PREBU26,BEFU26,1.6197043638974575,1.6197188671928884,-1.4503295430845498e-05
2047,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.2233758524685445,7.276550707966177,-0.05317485549763212
2047,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1550250000000002,0.15502499999999975,4.440892098500626e-16
2047,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6363049999999985,0.6363049999999999,-1.4432899320127035e-15
2047,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.15502500000000008,0.1550249999999998,2.7755575615628914e-16
2047,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6363049999999998,0.6363050000000006,-7.771561172376096e-16
2047,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.07645000000000014,0.0764499999999999,2.3592239273284576e-16
2048,ped_effective_rate,$/L,PREBU26,BEFU26,1.6597204419474278,1.6597349109540918,-1.4469006663908601e-05
2048,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.134616306923086,7.189392254285335,-0.054775947362248445
2048,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.15885499999999952,0.15885500000000063,-1.1102230246251565e-15
2048,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6520149999999997,0.6520150000000002,-5.551115123125783e-16
2048,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.15885500000000002,0.15885500000000016,-1.3877787807814457e-16
2048,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6520149999999996,0.652015,-4.440892098500626e-16
2048,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.07833499999999984,0.07833500000000007,-2.3592239273284576e-16
2049,ped_effective_rate,$/L,PREBU26,BEFU26,1.6997217363123622,1.699737277234828,-1.5540922465806517e-05
2049,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,7.045867343598368,7.102242662508113,-0.0563753189097449
2049,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1626850000000001,0.16268499999999927,8.326672684688674e-16
2049,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6677250000000005,0.667724999999999,1.4432899320127035e-15
2049,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.16268499999999986,0.16268499999999994,-8.326672684688674e-17
2049,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.667724999999999,0.6677249999999987,3.3306690738754696e-16
2049,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.0802250000000001,0.08022499999999995,1.5265566588595902e-16
2050,ped_effective_rate,$/L,PREBU26,BEFU26,1.739761602924915,1.7397733493274306,-1.1746402515555587e-05
2050,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,6.957104030359538,7.015085668343336,-0.05798163798379807
2050,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.16651000000000005,0.16650999999999996,8.326672684688674e-17
2050,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6834350000000005,0.6834350000000007,-2.220446049250313e-16
2050,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1665099999999998,0.16650999999999988,-8.326672684688674e-17
2050,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6834350000000001,0.6834349999999974,2.7755575615628914e-15
2050,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.08211000000000002,0.08210999999999995,6.938893903907228e-17
2051,ped_effective_rate,$/L,PREBU26,BEFU26,1.7797949933859134,1.779825384475862,-3.0391089948622607e-05
2051,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,6.868332640735823,6.927890050149456,-0.059557409413632634
2051,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.17033500000000007,0.170335,8.326672684688674e-17
2051,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.6991400000000002,0.6991400000000001,1.1102230246251565e-16
2051,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1703350000000002,0.1703350000000002,0.0
2051,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.699139999999998,0.699139999999998,0.0
2051,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.08399499999999993,0.08399499999999993,0.0
2052,ped_effective_rate,$/L,PREBU26,BEFU26,1.8197926925156407,1.8198176411021434,-2.4948586502704373e-05
2052,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,6.779528121258817,6.840694848172854,-0.06116672691403657
2052,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.17416499999999996,0.17416499999999996,0.0
2052,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.7148449999999996,0.7148449999999996,0.0
2052,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.17416499999999985,0.17416499999999985,0.0
2052,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.7148450000000006,0.7148450000000006,0.0
2052,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.08588500000000016,0.08588500000000016,0.0
2053,ped_effective_rate,$/L,PREBU26,BEFU26,1.8598041070475684,1.8597998316596327,4.275387935681607e-06
2053,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,6.690687221463238,6.753496280144956,-0.06280905868171871
2053,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.17798999999999998,0.17798999999999998,0.0
2053,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.7305549999999977,0.7305549999999977,0.0
2053,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1779900000000001,0.1779900000000001,0.0
2053,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.730555000000002,0.730555000000002,0.0
2053,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.08777499999999992,0.08777499999999992,0.0
2054,ped_effective_rate,$/L,PREBU26,BEFU26,1.8802366465131732,1.8802366465131708,2.4424906541753444e-15
2054,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,6.601993103820542,6.6663914996997695,-0.0643983958792278
2054,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.17990000000000017,0.17990000000000017,0.0
2054,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.7384099999999989,0.7384099999999989,0.0
2054,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.17990000000000014,0.17990000000000014,0.0
2054,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.7384099999999971,0.7384099999999971,0.0
2054,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.08871999999999992,0.08871999999999992,0.0
2055,ped_effective_rate,$/L,PREBU26,BEFU26,1.880236646513172,1.8802366465131697,2.220446049250313e-15
2055,petrol_fleet_intensity,L/100km,PREBU26,BEFU26,6.512996749445992,6.579003288094822,-0.06600653864883022
2055,light_ruc_effective_rate,$/km,PREBU26,BEFU26,0.17990000000000003,0.17990000000000003,0.0
2055,heavy_ruc_effective_rate,$/km,PREBU26,BEFU26,0.7384100000000006,0.7384100000000006,0.0
2055,light_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.1799000000000002,0.1799000000000002,0.0
2055,heavy_bev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.7384099999999972,0.7384099999999972,0.0
2055,phev_ruc_effective_rate,$/km,PREBU26,BEFU26,0.08872000000000002,0.08872000000000002,0.0
