series_id,source_label,source_row,source_cell,FY,period_status,published_pct_change,recomputed_pct_change,detected_workbook_unit,residual,relative_residual,status
light_ruc_net_km,Light RUC net km (m km),16,B16,2001,ACTUAL,,,fraction,,,not_computable
light_ruc_net_km,Light RUC net km (m km),16,C16,2002,ACTUAL,0.127336188219414,0.1273361882194144,fraction,-3.885780586188048e-16,3.051591727791016e-15,reconciled
light_ruc_net_km,Light RUC net km (m km),16,D16,2003,ACTUAL,-0.0527644608353365,-0.05276446083533648,fraction,-2.0816681711721685e-17,3.9452088360544197e-16,reconciled
light_ruc_net_km,Light RUC net km (m km),16,E16,2004,ACTUAL,0.127799046740831,0.12779904674083098,fraction,2.7755575615628914e-17,2.171813978543643e-16,reconciled
light_ruc_net_km,Light RUC net km (m km),16,F16,2005,ACTUAL,0.103800456729833,0.10380045672983274,fraction,2.636779683484747e-16,2.54023899947535e-15,reconciled
light_ruc_net_km,Light RUC net km (m km),16,G16,2006,ACTUAL,-0.0663698014226496,-0.0663698014226497,fraction,9.71445146547012e-17,1.4636854800284088e-15,reconciled
light_ruc_net_km,Light RUC net km (m km),16,H16,2007,ACTUAL,0.0617171685100846,0.061717168510084575,fraction,2.7755575615628914e-17,4.497221159958701e-16,reconciled
light_ruc_net_km,Light RUC net km (m km),16,I16,2008,ACTUAL,0.0489653730317947,0.04896537303179471,fraction,-1.3877787807814457e-17,2.834204448683192e-16,reconciled
light_ruc_net_km,Light RUC net km (m km),16,J16,2009,ACTUAL,-0.035891309639369,-0.03589130963936904,fraction,4.163336342344337e-17,1.1599845155211581e-15,reconciled
light_ruc_net_km,Light RUC net km (m km),16,K16,2010,ACTUAL,0.0371025948509582,0.03710259485095824,fraction,-3.469446951953614e-17,9.350955009724905e-16,reconciled
light_ruc_net_km,Light RUC net km (m km),16,L16,2011,ACTUAL,-0.00143259750409352,-0.0014325975040935246,fraction,4.553649124439119e-18,3.17859629897962e-15,reconciled
light_ruc_net_km,Light RUC net km (m km),16,M16,2012,ACTUAL,0.0146182204071765,0.01461822040717653,fraction,-2.949029909160572e-17,2.017365881084132e-15,reconciled
