engine,FY,total_nltf_gap,activity_ped_gap,activity_light_ruc_conventional_gap,activity_light_bev_gap,activity_phev_gap,activity_heavy_ruc_gap,fixed_heavy_bev_gap,fixed_lpg_gap,fixed_cng_gap,fixed_fed_refunds_gap,fixed_ruc_admin_gap,fixed_ruc_refunds_gap,mvr_gap,tuc_gap,official_published_source_residual,current_ruc_closure_residual,net_fed_identity_residual,ruc_identity_residual,residual_closure_term,fixed_rows_zero_by_construction,notes
ensemble,2026,108.46909254071488,98.15054270158862,21.46859939650267,4.130720653085319,1.6268044754092585,-2.4817052480646,0.0,0.5523075601905987,0.0,6.622017342604309,0.19257961304239757,0.5908959481214993,-8.01728636876311,-0.14629367358759993,-9.094947017729282e-13,0.0,-3.552713678800501e-13,1.5631940186722204e-13,-2.8421709430404007e-13,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2027,42.62479013457232,63.56843786810714,12.810218187505257,-1.5308878580906082,0.32790621720073787,-25.580707103966915,0.0,-1.0244616164563993,0.0,-0.7886947783941878,-0.42598523791579623,-0.16398382314609705,-6.758708707094399,0.2177108852465004,0.6193977542011453,0.0,1.7124079931818414e-12,2.2382096176443156e-13,1.0231815394945443e-11,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2028,27.658262658796957,71.2368349161552,5.619856774970231,3.8256094424810385,2.086317442128312,-39.99492574435294,-7.040366661344798,-1.1328240170556043,0.0,0.05782183995980006,-0.12242627926909933,0.264637511452392,-6.751678078749364,0.2177108852465004,0.47287673999562685,0.0,2.4158453015843406e-13,-3.623767952376511e-13,4.835243316847482e-12,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2029,0.5813076003814786,65.79502694752864,-4.323405430385037,13.406014775793096,5.083700855195083,-61.91533505930056,-9.089733935358996,-1.2315030063440062,0.0,0.3233938034804993,-0.019543233573301677,0.39868604917799644,-6.689061529935259,0.2177108852465004,0.36825633214812115,-4.547473508864641e-13,-3.765876499528531e-12,1.9895196601282805e-13,1.3677947663381929e-12,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2030,-41.98058586828938,56.23214312644541,-27.36096291013041,25.743261376935777,8.68542447389872,-85.30748312955188,-11.446811220956597,-1.3220775406792953,0.0,0.4550795115999904,-0.018517890432100614,0.28347961401500754,-6.5956353126315435,0.2177108852465004,0.38959399569921516,0.0,1.0871303857129533e-12,-4.263256414560601e-13,3.979039320256561e-13,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2031,-118.19380031611217,55.564357489182385,-94.52871501073696,32.33197746415908,10.76578521842049,-104.4683765136981,-14.291799736584395,-1.405771059494299,0.0,-1.164722941158999,-3.369763378931097,-2.4512568398869945,-6.481903889230864,0.2177108852465004,0.43155148345931593,0.0,-7.105427357601002e-12,-5.684341886080802e-14,3.410605131648481e-13,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2032,-64.40132931803055,101.0728982516157,-97.47734590419441,39.867629635504045,12.795973809305195,-97.87053075772178,-17.823867776345303,-1.4835504442683032,0.0,-1.2338863328579919,-1.421578778068799,-3.0363163708729957,-6.355712128101288,0.2177108852465004,4.547473508864641e-12,0.0,-2.7284841053187847e-12,-3.126388037344441e-13,9.890754881780595e-12,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2033,-3.240292371108808,151.71319479237673,-100.2977578278585,48.95013639260458,14.954251553985543,-91.545073951213,-22.053242834914798,-1.556192864414399,0.0,-1.2141065505580002,-1.3854145123614998,-3.1860110631830025,-6.22283957983899,0.2177108852465004,-3.183231456205249e-12,4.547473508864641e-13,1.9610979506978765e-12,-5.684341886080802e-14,-7.499778575947857e-12,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2034,59.725003407800614,200.76490214216528,-103.75598832340165,58.7198975555948,17.035024161913412,-81.2686817832041,-26.808100737230106,-1.6243322309880952,0.0,-1.1860719026820021,-1.346013735509196,-3.3351738036830056,-6.087513900483316,0.2177108852465004,1.000444171950221e-11,0.0,-3.183231456205249e-12,7.958078640513122e-13,9.094947017729282e-12,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2035,118.82346157842767,246.0704543316515,-107.96026702488757,69.49676896165943,18.70992013961316,-70.48093870868956,-32.043477386829196,-1.688492281292099,0.0,-1.1504408729449977,-1.304139676211598,-3.4813828832000127,-5.95279788719688,0.2177108852465004,-1.8189894035458565e-12,-9.094947017729282e-13,2.6147972675971687e-12,-8.526512829121202e-13,-6.87805368215777e-12,False,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
