stream,model,n_quarterly_pairs,n_origins,quarterly_mape,quarterly_bias_pct,quarterly_p90_ape,quarterly_rmse,mape_h01,mape_h02,mape_h03,mape_h04,mape_h05,mape_h06,mape_h07,mape_h08,mape_h09,mape_h10,mape_h11,mape_h12,mape_h01_04,mape_h05_08,mape_h09_12,source_family,model_kind,feature_set,family_tag,include_target_lags,window,params_json,n_annual_pairs,annual_mape,annual_bias_pct,annual_p90_ape,governance_score
PED,PED__solver_static_convex_top18,618,57,2.4735782411978002,1.5049095070308187,9.016630109098177,221.5418146380712,1.165597038228097,1.5148420092515185,1.6937371037130011,1.8715583421435211,2.1396653449652763,2.437783988722559,2.662670253624287,2.8338645446104582,3.1667224520927526,3.391334881462804,3.6497665448612113,3.841714196870221,1.5561657815766774,2.5127844392582763,3.5062463282364495,posthoc_ensemble,solver_static_convex,ensemble,solver_static_convex,mixed,mixed,"{""base_models"": [""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__wexp"", ""PED__struct__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w64"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators400__noylag__w64"", ""PED__diff__GBRLocal_learning_rate0_09_max_depth1_n_estimators320__ylag__w64"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators250__ylag__w40"", ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators400__ylag__w40"", ""PED__struct__GBR_learning_rate0_05_max_depth1_n_estimators650__noylag__w64"", ""PED__struct__GBR_learning_rate0_05_max_depth2_n_estimators650__noylag__wexp"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w40"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators400__noylag__wexp"", ""PED__diff__GBR_learning_rate0_06_max_depth1_n_estimators650__ylag__w40"", ""PED__struct__GBR_learning_rate0_05_max_depth1_n_estimators650__noylag__wexp"", ""PED__struct__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w40""], ""method"": ""static_convex_mape"", ""weights"": {""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40"": 0.04235914885911902, ""PED__diff__GBRLocal_learning_rate0_09_max_depth1_n_estimators320__ylag__w64"": 0.0, ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators400__ylag__w40"": 0.0, ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40"": 0.0, ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators250__ylag__w40"": 0.0, ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40"": 0.0, ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40"": 0.5707320201801356, ""PED__diff__GBR_learning_rate0_06_max_depth1_n_estimators650__ylag__w40"": 0.0, ""PED__struct__GBR_learning_rate0_05_max_depth1_n_estimators650__noylag__w64"": 0.0, ""PED__struct__GBR_learning_rate0_05_max_depth1_n_estimators650__noylag__wexp"": 0.0, ""PED__struct__GBR_learning_rate0_05_max_depth2_n_estimators650__noylag__wexp"": 0.0, ""PED__struct__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w40"": 0.0, ""PED__struct__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w64"": 0.0, ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators400__noylag__w64"": 0.0, ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators400__noylag__wexp"": 0.0, ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w40"": 0.38690883096074546, ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64"": 0.0, ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__wexp"": 0.0}}",109,2.3870893939736244,1.6112744155871186,8.765599083121396,0.06743119266055046
PED,PED__fixedblend_schiff0.05__PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,618,57,2.5591372751811012,1.4343115061521738,8.942722338013393,223.2156149447568,1.1974512731403064,1.630802922317036,1.8016783565909744,1.9653099819726856,2.2127420293974187,2.491210205978986,2.829976920220302,2.9204732687724424,3.2370496785426597,3.49877782309015,3.770249950021022,3.836998094783945,1.6431352858888033,2.6075066446260333,3.5802008291480067,posthoc_ensemble,fixed_schiff_blend,ensemble,fixed_schiff_blend,mixed,mixed,"{""method"": ""fixed_schiff_challenger_blend"", ""models"": [""PED__schiff__SCHIFF_OLS__noylag__w64"", ""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40""], ""weights"": [0.05, 0.95]}",109,2.4215648365620477,1.527135901576818,8.454477256392016,0.06875637104994903
PED,PED__top8_median,618,57,2.499916729904763,1.5152468753751904,8.91445303032139,226.08066254469927,1.1691662569425545,1.5479417162864306,1.7227729860117917,1.9107702886399878,2.183837021473709,2.3958653458342303,2.6741705365143655,2.8658507164122065,3.2234045537690372,3.4183082451155764,3.6962564405845817,3.883184332063596,1.5821590427848296,2.5241775726935396,3.549220415651068,posthoc_ensemble,topk_median,ensemble,topk_median,mixed,mixed,"{""method"": ""median"", ""models"": [""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__wexp"", ""PED__struct__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w64"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators400__noylag__w64""]}",109,2.404197898075093,1.6220813162425802,8.900232598239409,0.06926605504587156
PED,PED__top3_mean,618,57,2.5581121808575142,1.4996395341399746,8.888362463040824,223.45250176051337,1.1674673920961538,1.602397111929119,1.7777091358414294,1.9575802341410213,2.2171130086028388,2.552478410308921,2.831175406752181,2.970064997522687,3.2447476384510816,3.487007923252921,3.715046229999488,3.8637845451870456,1.6204498204513644,2.636426884105561,3.572041344902864,posthoc_ensemble,topk_mean,ensemble,topk_mean,mixed,mixed,"{""method"": ""mean"", ""models"": [""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40""]}",109,2.416680037194676,1.5958495477962922,8.486487384202448,0.06962283384301735
PED,PED__top3_trimmed_mean,618,57,2.5581121808575142,1.4996395341399746,8.888362463040824,223.45250176051337,1.1674673920961538,1.602397111929119,1.7777091358414294,1.9575802341410213,2.2171130086028388,2.552478410308921,2.831175406752181,2.970064997522687,3.2447476384510816,3.487007923252921,3.715046229999488,3.8637845451870456,1.6204498204513644,2.636426884105561,3.572041344902864,posthoc_ensemble,topk_trimmed_mean,ensemble,topk_trimmed_mean,mixed,mixed,"{""method"": ""trimmed_mean"", ""models"": [""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40""]}",109,2.416680037194676,1.5958495477962922,8.486487384202448,0.06962283384301735
PED,PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,618,57,2.5602636103156855,1.469688508296041,8.8995634602764,225.0533679543805,1.1950848783083463,1.6491805943767406,1.8071167008908544,1.958978371344148,2.197214715625043,2.484043147489459,2.8283330535907503,2.91422842937159,3.2399510533619065,3.5095219420166184,3.7772693966773367,3.8467804646544717,1.6469717495657528,2.599778274520842,3.587767177380437,bespoke_sklearn,gbr,diff,GBRLocal,True,40,"{""learning_rate"": 0.055, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 600, ""random_state"": 108, ""subsample"": 0.85}",109,2.4207339457908277,1.560463485802783,8.457019545743542,0.0699796126401631
PED,PED__fixedblend_schiff0.00__PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,618,57,2.5602636103156855,1.469688508296041,8.8995634602764,225.0533679543805,1.1950848783083463,1.6491805943767406,1.8071167008908544,1.958978371344148,2.197214715625043,2.484043147489459,2.8283330535907503,2.91422842937159,3.2399510533619065,3.5095219420166184,3.7772693966773367,3.8467804646544717,1.6469717495657528,2.599778274520842,3.587767177380437,posthoc_ensemble,fixed_schiff_blend,ensemble,fixed_schiff_blend,mixed,mixed,"{""method"": ""fixed_schiff_challenger_blend"", ""models"": [""PED__schiff__SCHIFF_OLS__noylag__w64"", ""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40""], ""weights"": [0.0, 1.0]}",109,2.4207339457908277,1.560463485802783,8.457019545743542,0.0699796126401631
PED,PED__top8_mean,618,57,2.492824071343871,1.5234989518825361,8.937585904672227,225.9739730392803,1.1500315733903437,1.5444985071114308,1.7193147848707464,1.8981533302698763,2.17678678214242,2.4148463154261277,2.670780017484481,2.8578811568928777,3.2026782492675134,3.4043536933914957,3.6776344393237452,3.889499116951719,1.5724509673775766,2.524382437228284,3.5372678711073156,posthoc_ensemble,topk_mean,ensemble,topk_mean,mixed,mixed,"{""method"": ""mean"", ""models"": [""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__wexp"", ""PED__struct__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w64"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators400__noylag__w64""]}",109,2.396319338564178,1.6330769377038288,8.874219039979348,0.07028542303771662
PED,PED__top5_trimmed_mean,618,57,2.548353242589204,1.4963695276345441,8.953514844757848,223.59357240273602,1.1636572283271667,1.5872092957949457,1.7683394299814483,1.9552243056163432,2.214796987841485,2.5375702868138883,2.8067783890773947,2.97787351914518,3.2210154732672756,3.4725765475490147,3.6968617852329335,3.866839979505617,1.6127455663839805,2.6279220291447976,3.558512266936025,posthoc_ensemble,topk_trimmed_mean,ensemble,topk_trimmed_mean,mixed,mixed,"{""method"": ""trimmed_mean"", ""models"": [""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64""]}",109,2.4050674642582948,1.5938160392548035,8.542816892138982,0.07033639143730887
PED,PED__top5_median,618,57,2.5574084836879325,1.5050338520232547,8.91231604978422,222.98299800939066,1.1571158181104597,1.580449553244032,1.76724227185193,1.9592417466621121,2.238281735870458,2.5635823593868925,2.819071277740097,3.004114668774185,3.2123736207060167,3.464984133088364,3.714608973818874,3.901926678300845,1.6100647086958881,2.6499432339155202,3.5672414052056345,posthoc_ensemble,topk_median,ensemble,topk_median,mixed,mixed,"{""method"": ""median"", ""models"": [""PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40"", ""PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40"", ""PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64""]}",109,2.4172042902790785,1.603430181178685,8.553148233764816,0.07110091743119266
