stream,baseline,challenger,n_common_pairs,baseline_mape,challenger_mape,mape_improvement_pct_points,challenger_win_rate
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__solver_static_convex_top18,606,3.3526421981105123,2.4735782411978002,0.879063956912712,69.96699669966998
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.05__PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,606,3.3526421981105123,2.5591372751811012,0.7935049229294111,69.63696369636963
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top8_median,606,3.3526421981105123,2.499916729904763,0.8527254682057492,68.48184818481849
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top3_mean,606,3.3526421981105123,2.5581121808575142,0.7945300172529979,68.15181518151815
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top3_trimmed_mean,606,3.3526421981105123,2.5581121808575142,0.7945300172529979,68.15181518151815
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,606,3.3526421981105123,2.5602636103156855,0.7923785877948265,68.48184818481849
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.00__PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,606,3.3526421981105123,2.5602636103156855,0.7923785877948265,68.48184818481849
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top8_mean,606,3.3526421981105123,2.492824071343871,0.8598181267666414,68.8118811881188
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top5_trimmed_mean,606,3.3526421981105123,2.548353242589204,0.8042889555213082,68.31683168316832
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top5_median,606,3.3526421981105123,2.5574084836879325,0.7952337144225795,69.3069306930693
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top8_trimmed_mean,606,3.3526421981105123,2.4939676220691056,0.8586745760414065,68.31683168316832
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.10__PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,606,3.3526421981105123,2.5602005600970115,0.7924416380135006,70.13201320132013
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top5_mean,606,3.3526421981105123,2.5053218786217952,0.8473203194887171,68.97689768976898
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top10_mean,606,3.3526421981105123,2.4979364529854062,0.8547057451251058,67.82178217821783
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40,606,3.3526421981105123,2.57023172196079,0.7824104761497221,69.14191419141915
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.00__PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40,606,3.3526421981105123,2.57023172196079,0.7824104761497221,69.14191419141915
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top10_trimmed_mean,606,3.3526421981105123,2.4994446904169236,0.8531975076935885,68.15181518151815
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.10__PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64,606,3.3526421981105123,2.5675859403383976,0.7850562577721147,67.65676567656766
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.05__PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40,606,3.3526421981105123,2.5732131778534777,0.7794290202570344,69.47194719471948
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.15__PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,606,3.3526421981105123,2.5653684968762467,0.7872737012342655,70.46204620462046
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top3_median,606,3.3526421981105123,2.570839708623202,0.7818024894873099,68.8118811881188
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.15__PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64,606,3.3526421981105123,2.569789436330833,0.7828527617796791,67.65676567656766
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40,606,3.3526421981105123,2.574702124536125,0.7779400735743874,68.97689768976898
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.00__PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40,606,3.3526421981105123,2.574702124536125,0.7779400735743874,68.97689768976898
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__top10_median,606,3.3526421981105123,2.516722642097836,0.8359195560126764,69.3069306930693
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__solver_preq_convex_top18,606,3.3526421981105123,2.516141188707489,0.8365010094030231,67.16171617161716
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.05__PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64,606,3.3526421981105123,2.569440709436383,0.783201488674129,67.49174917491749
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.05__PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40,606,3.3526421981105123,2.5783867528695383,0.7742554452409737,70.29702970297029
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.10__PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40,606,3.3526421981105123,2.580530223113235,0.7721119749972774,70.13201320132013
PED,PED__schiff__SCHIFF_OLS__noylag__w40,PED__fixedblend_schiff0.05__PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40,606,3.3526421981105123,2.5737327540765187,0.7789094440339934,70.13201320132013
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__solver_static_convex_top18,438,15.153126534376286,9.147545354091871,6.005581180284414,74.20091324200914
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__top10_median,438,15.153126534376286,9.11205201577063,6.0410745186056545,74.20091324200914
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__top8_mean,438,15.153126534376286,9.205318123948187,5.947808410428097,74.42922374429224
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__top10_mean,438,15.153126534376286,9.220832181331708,5.9322943530445755,74.20091324200914
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__top8_trimmed_mean,438,15.153126534376286,9.21235035139787,5.940776182978415,74.88584474885845
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__top10_trimmed_mean,438,15.153126534376286,9.217515705689463,5.935610828686821,74.65753424657534
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__rich__Elastic_alpha0_05_l1_ratio0_5__noylag__w52,438,15.153126534376286,9.50286693233393,5.650259602042356,71.46118721461188
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__fixedblend_schiff0.00__LIGHT_RUC__rich__Elastic_alpha0_05_l1_ratio0_5__noylag__w52,438,15.153126534376286,9.50286693233393,5.650259602042356,71.46118721461188
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__diff__Elastic_alpha0_05_l1_ratio0_5__noylag__w40,438,15.153126534376286,9.453678732421722,5.699447801954563,69.63470319634703
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__fixedblend_schiff0.00__LIGHT_RUC__diff__Elastic_alpha0_05_l1_ratio0_5__noylag__w40,438,15.153126534376286,9.453678732421722,5.699447801954563,69.63470319634703
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__fixedblend_schiff0.05__LIGHT_RUC__rich__Elastic_alpha0_05_l1_ratio0_5__noylag__w52,438,15.153126534376286,9.467260413122125,5.68586612125416,72.14611872146118
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__top5_mean,438,15.153126534376286,9.23212634481633,5.921000189559956,74.65753424657534
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__dynamic_no_leads__Elastic_alpha0_05_l1_ratio0_5__noylag__w52,438,15.153126534376286,9.614049842438748,5.539076691937537,71.68949771689498
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__diff__Elastic_alpha0_05_l1_ratio0_5__noylag__w44,438,15.153126534376286,9.526003283598802,5.627123250777482,69.86301369863014
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__fixedblend_schiff0.00__LIGHT_RUC__diff__Elastic_alpha0_05_l1_ratio0_5__noylag__w44,438,15.153126534376286,9.526003283598802,5.627123250777482,69.86301369863014
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__top8_median,438,15.153126534376286,9.146279916507243,6.006846617869041,73.97260273972603
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__fixedblend_schiff0.05__LIGHT_RUC__diff__Elastic_alpha0_05_l1_ratio0_5__noylag__w40,438,15.153126534376286,9.5565030213621,5.596623513014184,69.86301369863014
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__rich__Elastic_alpha0_05_l1_ratio0_5__ylag__w40,438,15.153126534376286,9.61924324917853,5.533883285197755,70.31963470319634
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__fixedblend_schiff0.10__LIGHT_RUC__rich__Elastic_alpha0_05_l1_ratio0_5__noylag__w52,438,15.153126534376286,9.468400636885109,5.684725897491176,73.0593607305936
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__fixedblend_schiff0.05__LIGHT_RUC__rich__Elastic_alpha0_1_l1_ratio0_15__ylag__w40,438,15.153126534376286,9.302262525726107,5.850864008650178,71.46118721461188
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__fixedblend_schiff0.10__LIGHT_RUC__rich__Elastic_alpha0_1_l1_ratio0_15__ylag__w40,438,15.153126534376286,9.198377152435434,5.954749381940851,71.91780821917808
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__fixedblend_schiff0.05__LIGHT_RUC__diff__Elastic_alpha0_05_l1_ratio0_5__noylag__w44,438,15.153126534376286,9.627898950987582,5.525227583388704,70.09132420091323
LIGHT_RUC,LIGHT_RUC__schiff__SCHIFF_OLS__noylag__w40,LIGHT_RUC__diff__Elastic_alpha0_05_l1_ratio0_5__noylag__w52,438,15.153126534376286,9.753487668202823,5.399638866173463,68.2648401826484
