scenario_name,scenario_role,stream,stream_label,model,target_period,horizon,availability_status,gap_code,gap_reason,fixed_finalist_only,broad_search_run,score_basis,scorer_version,source_artifact_hashes,parity_status,max_parity_delta,stored_replay_max_delta,failing_component,capability_status,forecast,prediction,forecast_available,source_recipe,training_window_start,training_window_end,training_window_rows,required_components,missing_artifacts,horizon_support_status,horizon_support_label,horizon_support_note,backtest_supported_max_horizon,fitted_state_basis,fitted_state_sha256,fitted_state_training_fit_replay_delta,base_forecast,residual_log_correction,residual_multiplier,final_log_forecast,demand_raw_forecast,demand_calibrated_delta,demand_price_only_raw_forecast,demand_gdp_input_level_factor,demand_gdp_model_factor_raw,demand_gdp_model_factor,demand_gdp_model_delta,demand_gdp_factor_source_scenario_name,demand_gdp_factor_source_raw_forecast,demand_gdp_factor_source_price_only_forecast,demand_gdp_model_basis,demand_gdp_sign_guard_applied,demand_gdp_downside_sign_guard_applied,demand_gdp_identity_guard_applied,demand_gdp_guard_clip_amount,demand_gdp_guard_reason,demand_reference_scenario_name,demand_reference_forecast,demand_generalized_price_field,demand_reference_price,demand_variant_price,demand_price_ratio,demand_fuel_price_field,demand_reference_fuel_price_cpl,demand_variant_fuel_price_cpl,demand_fuel_price_ratio,demand_reference_fuel_cost_nzd_per_1000km,demand_variant_fuel_cost_nzd_per_1000km,demand_ruc_price_field,demand_reference_ruc_price_nzd_per_1000km,demand_variant_ruc_price_nzd_per_1000km,demand_ruc_price_ratio,demand_diesel_litres_per_100km,demand_intensity_source,demand_conflict_fuel_component_changed,demand_policy_price_component_changed,demand_elasticity,demand_calibration_applied,demand_calibration_kind,demand_calibration_basis,demand_output_layer,demand_calibration_note,conflict_calibration_applied,policy_raw_forecast,policy_calibrated_delta,policy_reference_scenario_name,policy_reference_forecast,policy_generalized_price_field,policy_reference_price,policy_variant_price,policy_price_ratio,policy_fuel_price_ratio,policy_ruc_price_ratio,policy_demand_elasticity,policy_elasticity_level,policy_elasticity_source_cell,policy_elasticity_source_path,policy_elasticity_source_workbook,policy_elasticity_source_sha256,policy_calibration_applied,policy_calibration_basis,policy_output_layer,policy_component_forecasts_basis,policy_calibration_note
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2026Q1,1,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1529.0226301007192,1529.0226301007192,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1529.0226301007192,0.0,1529.0226301007192,1.0,1.0,1.0,0.0,current_basecase,1529.0226301007192,1529.0226301007192,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1529.0226301007192,real_petrol_price_cents_per_litre,269.8,269.8,1.0,real_petrol_price_cents_per_litre,269.8,269.8,1.0,,,,,,,,,False,False,-0.144116582,True,identity_to_base,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,"Conflict and policy fuel/RUC inputs are combined into one generalized-cost ratio against Base. The calibrated value replaces, rather than multiplies, the raw fixed-finalist replay.",False,1529.0226301007192,0.0,current_basecase,1529.0226301007192,real_petrol_price_cents_per_litre,269.8,269.8,1.0,1.0,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2026Q2,2,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1503.514894447509,1503.514894447509,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1503.514894447509,0.0,1503.514894447509,1.0,1.0,1.0,0.0,current_basecase,1503.514894447509,1503.514894447509,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1503.514894447509,real_petrol_price_cents_per_litre,268.2315789473684,268.2315789473684,1.0,real_petrol_price_cents_per_litre,268.2315789473684,268.2315789473684,1.0,,,,,,,,,False,False,-0.144116582,True,identity_to_base,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,"Conflict and policy fuel/RUC inputs are combined into one generalized-cost ratio against Base. The calibrated value replaces, rather than multiplies, the raw fixed-finalist replay.",False,1503.514894447509,0.0,current_basecase,1503.514894447509,real_petrol_price_cents_per_litre,268.2315789473684,268.2315789473684,1.0,1.0,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2026Q3,3,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1497.5146576501534,1497.5146576501534,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1497.5146576501534,0.0,1497.5146576501534,1.0,1.0,1.0,0.0,current_basecase,1497.5146576501534,1497.5146576501534,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1497.5146576501534,real_petrol_price_cents_per_litre,266.66315789473686,266.66315789473686,1.0,real_petrol_price_cents_per_litre,266.66315789473686,266.66315789473686,1.0,,,,,,,,,False,False,-0.144116582,True,identity_to_base,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,"Conflict and policy fuel/RUC inputs are combined into one generalized-cost ratio against Base. The calibrated value replaces, rather than multiplies, the raw fixed-finalist replay.",False,1497.5146576501534,0.0,current_basecase,1497.5146576501534,real_petrol_price_cents_per_litre,266.66315789473686,266.66315789473686,1.0,1.0,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2026Q4,4,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1507.9446165446645,1507.9446165446645,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1507.9446165446645,0.0,1507.9446165446645,1.0,1.0,1.0,0.0,current_basecase,1507.9446165446645,1507.9446165446645,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1507.9446165446645,real_petrol_price_cents_per_litre,265.09473684210525,265.09473684210525,1.0,real_petrol_price_cents_per_litre,265.09473684210525,265.09473684210525,1.0,,,,,,,,,False,False,-0.144116582,True,identity_to_base,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,"Conflict and policy fuel/RUC inputs are combined into one generalized-cost ratio against Base. The calibrated value replaces, rather than multiplies, the raw fixed-finalist replay.",False,1507.9446165446645,0.0,current_basecase,1507.9446165446645,real_petrol_price_cents_per_litre,265.09473684210525,265.09473684210525,1.0,1.0,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2027Q1,5,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1492.5421347833694,1487.4578429466878,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1487.4578429466878,5.084291836681587,1487.4578429466878,1.0,1.0,1.0,0.0,current_basecase,1483.543872806209,1483.543872806209,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1483.543872806209,real_petrol_price_cents_per_litre,263.5263157894737,252.69764936070024,0.9589085955369092,real_petrol_price_cents_per_litre,263.5263157894737,252.69764936070024,0.9589085955369092,,,,,,,,,False,True,-0.144116582,True,policy,governed_single_generalized_running_cost_elasticity,governed_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently.",False,1487.4578429466878,5.084291836681587,current_basecase,1483.543872806209,real_petrol_price_cents_per_litre,263.5263157894737,252.69764936070024,0.9589085955369092,0.9589085955369092,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_overlay,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2027Q2,6,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1481.2026451381985,1478.2536538037773,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1478.2536538037773,2.94899133442118,1478.2536538037773,1.0,1.0,1.0,0.0,current_basecase,1472.3037734416625,1472.3037734416625,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1472.3037734416625,real_petrol_price_cents_per_litre,261.9578947368421,251.2304108800799,0.95904882398166,real_petrol_price_cents_per_litre,261.9578947368421,251.2304108800799,0.95904882398166,,,,,,,,,False,True,-0.144116582,True,policy,governed_single_generalized_running_cost_elasticity,governed_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently.",False,1478.2536538037773,2.94899133442118,current_basecase,1472.3037734416625,real_petrol_price_cents_per_litre,261.9578947368421,251.2304108800799,0.95904882398166,0.95904882398166,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_overlay,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2027Q3,7,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1477.4836933625775,1480.6702119413408,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1480.6702119413408,-3.186518578763298,1480.6702119413408,1.0,1.0,1.0,0.0,current_basecase,1477.4836933625775,1477.4836933625775,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1477.4836933625775,real_petrol_price_cents_per_litre,260.38947368421054,260.38947368421054,1.0,real_petrol_price_cents_per_litre,260.38947368421054,260.38947368421054,1.0,,,,,,,,,False,False,-0.144116582,True,identity_to_base,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,"Conflict and policy fuel/RUC inputs are combined into one generalized-cost ratio against Base. The calibrated value replaces, rather than multiplies, the raw fixed-finalist replay.",False,1480.6702119413408,-3.186518578763298,current_basecase,1477.4836933625775,real_petrol_price_cents_per_litre,260.38947368421054,260.38947368421054,1.0,1.0,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2027Q4,8,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1495.452343014339,1497.1743680646118,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1497.1743680646118,-1.722025050272805,1497.1743680646118,1.0,1.0,1.0,0.0,current_basecase,1495.452343014339,1495.452343014339,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1495.452343014339,real_petrol_price_cents_per_litre,258.82105263157894,258.82105263157894,1.0,real_petrol_price_cents_per_litre,258.82105263157894,258.82105263157894,1.0,,,,,,,,,False,False,-0.144116582,True,identity_to_base,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,"Conflict and policy fuel/RUC inputs are combined into one generalized-cost ratio against Base. The calibrated value replaces, rather than multiplies, the raw fixed-finalist replay.",False,1497.1743680646118,-1.722025050272805,current_basecase,1495.452343014339,real_petrol_price_cents_per_litre,258.82105263157894,258.82105263157894,1.0,1.0,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2028Q1,9,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1475.8832243556592,1476.7908224288922,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1476.7908224288922,-0.9075980732329754,1476.7908224288922,1.0,1.0,1.0,0.0,current_basecase,1475.8832243556592,1475.8832243556592,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1475.8832243556592,real_petrol_price_cents_per_litre,257.2526315789474,257.2526315789474,1.0,real_petrol_price_cents_per_litre,257.2526315789474,257.2526315789474,1.0,,,,,,,,,False,False,-0.144116582,True,identity_to_base,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,"Conflict and policy fuel/RUC inputs are combined into one generalized-cost ratio against Base. The calibrated value replaces, rather than multiplies, the raw fixed-finalist replay.",False,1476.7908224288922,-0.9075980732329754,current_basecase,1475.8832243556592,real_petrol_price_cents_per_litre,257.2526315789474,257.2526315789474,1.0,1.0,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
current_basecase_12c_delay_6m,comparison,PED,PED VKT per capita,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,2028Q2,10,numeric_forecast_available,,,True,False,forward_assumption_workbook,ped-ar1-forward-scorer-v1,"{""AR1"": ""361c3364836b21374f9c99f798da94742f3674b3a177484e8f4d4601f700c7a6""}",passed,0.0,0.0,,numeric_forecast_available,1467.2364134915874,1467.718328647001,True,AR(1) engine: GLSAR AR(1)-error regression on the Schiff-style levels specification plus one lagged log target; expanding window; log target.,2002Q2,2025Q4,95,,,backtest_supported_h1_12,H1-H12 backtest-supported horizon,"H1-H12 are the validated backtest-supported horizon; H13-H100 are long-range extrapolation, not validated 2050 accuracy.",12,,,,,,,,1467.718328647001,-0.48191515541361696,1467.718328647001,1.0,1.0,1.0,0.0,current_basecase,1467.2364134915874,1467.2364134915874,published_conflict_family_raw_price_plus_gdp_replay_divided_by_matching_published_price_only_replay; policy timing never changes the GDP family factor; an identity GDP input forces an identity factor and a positive response to lower GDP is capped at identity,False,False,False,0.0,,current_basecase,1467.2364134915874,real_petrol_price_cents_per_litre,255.68421052631575,255.68421052631575,1.0,real_petrol_price_cents_per_litre,255.68421052631575,255.68421052631575,1.0,,,,,,,,,False,False,-0.144116582,True,identity_to_base,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,"Conflict and policy fuel/RUC inputs are combined into one generalized-cost ratio against Base. The calibrated value replaces, rather than multiplies, the raw fixed-finalist replay.",False,1467.718328647001,-0.48191515541361696,current_basecase,1467.2364134915874,real_petrol_price_cents_per_litre,255.68421052631575,255.68421052631575,1.0,1.0,,-0.144116582,Med,D266,data/current_revenue_outlook/sensitivity_seed_inputs.csv,Revenue Model2.1 with fuel calcs.xlsx,54ed1cfee4fa533b655575ff41f59ba656f6c53350d52b9b02482bab1d16a3a7,True,governed_single_generalized_running_cost_elasticity,governed_structural_identity_to_base,raw_fitted_replay_not_reconciled_to_structural_overlay,"PED uses the retail pump-price ratio. Light and Heavy RUC use one combined diesel-plus-RUC cost per 1,000 km ratio against Base, then apply the governed retail-diesel demand elasticity once. RUC-only ratios are never raised to the diesel elasticity independently."
