fy,policy_state,component,component_kind,source_series,original_value,source_effective_ped_rate,nominal_wedge_nzd_per_litre,wedge_basis,source_schedule_fy,target_ped_rate,selected_rate_factor,adjusted_value,delta,fixed_volume_status,published_source_residual,closure_residual,source_file,source_sha256,transformation_basis
2027,delay_6m,gross_ped_revenue,repriced_leaf,gross_ped_revenue,2200.87789552971,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,2027.1792296718454,-173.6986658578644,volume_fixed_rate_only,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,gross_ped_revenue x official rate factor 0.921077554456; official volume held fixed. official published rate scaled by the governed delayed/planned rate ratio
2027,delay_6m,conventional_light_ruc_revenue,repriced_leaf,light_ruc_net_revenue,943.716988712666,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,869.2365360625029,-74.4804526501631,volume_fixed_rate_only,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,light_ruc_net_revenue x official rate factor 0.921077554456; official volume held fixed. official published rate scaled by the governed delayed/planned rate ratio
2027,delay_6m,light_bev_revenue,repriced_leaf,light_bev_ruc_net_revenue,114.634116955081,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,105.58691210226495,-9.047204852816051,volume_fixed_rate_only,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,light_bev_ruc_net_revenue x official rate factor 0.921077554456; official volume held fixed. official published rate scaled by the governed delayed/planned rate ratio
2027,delay_6m,phev_revenue,repriced_leaf,phev_ruc_net_revenue,31.7081862571269,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,29.205698653965246,-2.5024876031616543,volume_fixed_rate_only,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,phev_ruc_net_revenue x official rate factor 0.921077554456; official volume held fixed. official published rate scaled by the governed delayed/planned rate ratio
2027,delay_6m,heavy_ruc_revenue,repriced_leaf,heavy_ruc_net_revenue,1278.2182592137,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,1177.3381482581833,-100.88011095551678,volume_fixed_rate_only,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,heavy_ruc_net_revenue x official rate factor 0.921077554456; official volume held fixed. official published rate scaled by the governed delayed/planned rate ratio
2027,delay_6m,heavy_bev_revenue,repriced_leaf,heavy_bev_ruc_net_revenue,0.0,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,0.0,0.0,volume_fixed_rate_only,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,heavy_bev_ruc_net_revenue x official rate factor 0.921077554456; official volume held fixed. official published rate scaled by the governed delayed/planned rate ratio
2027,delay_6m,ruc_admin_revenue,fixed,ruc_admin_revenue,35.7378757668996,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,35.7378757668996,0.0,fixed_component_not_repriced,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,"MBU26 fixed component: administration, refunds and non-PED fuel duties are unaffected by a PED rate counterfactual."
2027,delay_6m,ruc_refunds,fixed,ruc_refunds,79.5158512577278,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,79.5158512577278,0.0,fixed_component_not_repriced,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,"MBU26 fixed component: administration, refunds and non-PED fuel duties are unaffected by a PED rate counterfactual."
2027,delay_6m,fed_refunds,fixed,fed_refunds,82.1049619039565,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,82.1049619039565,0.0,fixed_component_not_repriced,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,"MBU26 fixed component: administration, refunds and non-PED fuel duties are unaffected by a PED rate counterfactual."
2027,delay_6m,mvr_admin_revenue,fixed,mvr_admin_revenue,72.2584767411959,0.7598432334330983,0.05996868621223028,direct_source,2027,0.6998745472208681,0.9210775544564873,72.2584767411959,0.0,fixed_component_not_repriced,0.0,0.0,data/revenue_model_source_pack/mbu26_annual_spine/mbu26_official_annual.csv,4ceb8067f305c3504c6d2d9144a4024a79e893aa704b097d130a107870c5358e,"MBU26 fixed component: administration, refunds and non-PED fuel duties are unaffected by a PED rate counterfactual."
