stream,period,period_label,year,quarter,period_index,trend_index,target,log_target,target_lag_1,target_lag_4,log_trend,nominal_gdp_sa_nzd,population,nominal_gdp_per_capita_nzd,gdp_deflator_sa,gdp_rebasing_factor,real_gdp_per_capita_nzd,log_real_gdp_per_capita,petrol_price_nominal_cents_per_litre,cpi_rebasing_factor,real_petrol_price_cents_per_litre,log_real_petrol_price,light_petrol_vkt_total_km,log_total_vkt,unemployment_percent,unemployment_rate,log_unemployment_rate,post_2011_dummy,dummy_2020,post_2020_dummy,q2_dummy,q3_dummy,q4_dummy,post_2011_x_log_trend,data_status,notes,log_target_lag_1,log_target_lag_4,diff_log_target_lag_1_lag_4,real_gdp_sa_nzd,log_real_gdp,diesel_price_nominal_cents_per_litre,real_diesel_price_cents_per_litre,log_real_diesel_price,light_ruc_revenue_nzd,light_ruc_price_nominal_nzd_per_1000km,real_light_ruc_price_nzd_per_1000km,log_real_light_ruc_price,lagged_real_light_ruc_price_nzd_per_1000km,log_lagged_real_light_ruc_price,diesel_x_ruc_price,gdp_x_post2020,ruc_x_post2020,diesel_x_post2020,time_trend,log_real_diesel_price_diff1,log_real_diesel_price_lag1,log_real_diesel_price_lag4,log_real_light_ruc_price_diff1,log_real_light_ruc_price_lag1,log_real_light_ruc_price_lag4,log_real_gdp_diff1,log_real_gdp_lag1,log_real_gdp_lag4,heavy_ruc_revenue_nzd,heavy_ruc_price_nominal_nzd_per_1000km,real_heavy_ruc_price_nzd_per_1000km,log_real_heavy_ruc_price,lead_real_heavy_ruc_price_nzd_per_1000km,log_lead_real_heavy_ruc_price
PED,2004Q3,Sep 2004,2004,3,11,11,1860.3516663535784,7.528520816768189,1857.5757538064283,1866.367749332602,2.3978952727983707,38645000000.0,4100600.0,9424.230600399942,875.0,1.784,16812.827391113497,9.72989740923198,119.19999997066128,1.7457627118644068,208.09491520301884,5.337994298709035,7628558043.049483,22.75516467919927,3.9,0.039,-3.2441936328524905,0.0,0.0,0.0,0,1,0,0.0,Historical official/source data,No special note,7.527027558428657,7.531749440946161,-0.004721882517504383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2004Q4,Dec 2004,2004,4,12,12,1897.667853770926,7.548380965842724,1860.3516663535784,1902.6144744832498,2.4849066497880004,38871000000.0,4114300.0,9447.779695209392,879.0,1.775881683731513,16778.138912652856,9.727832062824394,118.40000001866984,1.7299741602067182,204.8289406007738,5.322175194709035,7807574850.769721,22.77836023410978,3.7,0.037000000000000005,-3.2968373663379125,0.0,0.0,0.0,0,0,1,0.0,Historical official/source data,No special note,7.528520816768189,7.550984258481908,-0.02246344171371817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2005Q1,Mar 2005,2005,1,13,13,1872.597339024945,7.535081697498196,1897.667853770926,1893.0121822433898,2.5649493574615367,39022000000.0,4126600.0,9456.210924247565,880.0,1.7738636363636364,16774.02869630733,9.727587058304032,118.30000002506931,1.7210796915167095,203.60372754957302,5.316175592709035,7727460179.220339,22.768046078831464,3.9,0.039,-3.2441936328524905,0.0,0.0,0.0,0,0,0,0.0,Historical official/source data,No special note,7.548380965842724,7.545924586605092,0.002456379237631978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2005Q2,Jun 2005,2005,2,14,14,1850.130556335968,7.52301148657477,1872.597339024945,1857.5757538064283,2.6390573296152584,40272000000.0,4133900.0,9741.890224727254,886.0,1.7618510158013545,17163.759188261,9.750555415965277,126.80000004630037,1.7079081632653061,216.5627551811176,5.377880367709035,7648254706.837258,22.757743315859216,3.8,0.038,-3.270169119255751,0.0,0.0,0.0,1,0,0,0.0,Historical official/source data,No special note,7.535081697498196,7.527027558428657,0.008054139069539445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2005Q3,Sep 2005,2005,3,15,15,1842.5792416165427,7.518921630800313,1850.130556335968,1860.3516663535784,2.70805020110221,40823000000.0,4145900.0,9846.59543163125,896.0,1.7421875,17154.615478545067,9.750022540500103,143.60000000554106,1.6885245901639345,242.4721311568972,5.490886780709035,7639149277.818025,22.75655208285391,3.8,0.038,-3.270169119255751,0.0,0.0,0.0,0,1,0,0.0,Historical official/source data,No special note,7.52301148657477,7.528520816768189,-0.0055093301934192596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2005Q4,Dec 2005,2005,4,16,16,1864.7622115858157,7.5308888234588585,1842.5792416165427,1897.667853770926,2.772588722239781,40680000000.0,4161000.0,9776.496034607066,893.0,1.7480403135498321,17089.709193753224,9.746231759800626,139.29999999977403,1.6758448060075093,233.44518147646735,5.452947280709036,7759275562.408579,22.77215481142394,3.7,0.037000000000000005,-3.2968373663379125,0.0,0.0,0.0,0,0,1,0.0,Historical official/source data,No special note,7.518921630800313,7.548380965842724,-0.029459335042410828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2006Q1,Mar 2006,2006,1,17,17,1827.8271073959868,7.510883167341975,1864.7622115858157,1872.597339024945,2.833213344056216,41175000000.0,4176100.0,9859.677689710496,896.0,1.7421875,17177.407225042505,9.751350265932562,146.1000000303846,1.6674968866749689,243.62129519387918,5.495614950709036,7633188783.196381,22.75577152196003,4.1,0.040999999999999995,-3.1941832122778293,0.0,0.0,0.0,0,0,0,0.0,Historical official/source data,No special note,7.5308888234588585,7.535081697498196,-0.004192874039337546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2006Q2,Jun 2006,2006,2,18,18,1802.7810427911897,7.4970857753358615,1827.8271073959868,1850.130556335968,2.8903717578961645,41785000000.0,4184600.0,9985.422740524782,913.0,1.709748083242059,17072.557390973914,9.745227622432987,167.89999998295386,1.6409313725490196,275.51237742300884,5.618632554709035,7543917551.664013,22.74400745322315,3.7,0.037000000000000005,-3.2968373663379125,0.0,0.0,0.0,1,0,0,0.0,Historical official/source data,No special note,7.510883167341975,7.52301148657477,-0.012128319232795448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2006Q3,Sep 2006,2006,3,19,19,1804.1733997462184,7.497857815596625,1802.7810427911897,1842.5792416165427,2.9444389791664403,42293000000.0,4195500.0,10080.562507448456,908.0,1.7191629955947136,17330.130037584848,9.760201886292858,166.59999995627567,1.6309378806333739,271.7142508422084,5.6047509657090355,7569409498.635259,22.747380895888885,3.9,0.039,-3.2441936328524905,0.0,0.0,0.0,0,1,0,0.0,Historical official/source data,No special note,7.4970857753358615,7.518921630800313,-0.021835855464451548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2006Q4,Dec 2006,2006,4,20,20,1847.0202552922724,7.521328946729401,1804.1733997462184,1864.7622115858157,2.995732273553991,43649000000.0,4209100.0,10370.150388444086,930.0,1.678494623655914,17406.241673506684,9.764584137747306,140.9000000523482,1.6329268292682926,230.0793903293832,5.438424424709035,7774292956.550704,22.774088352812374,3.8,0.038,-3.270169119255751,0.0,0.0,0.0,0,0,1,0.0,Historical official/source data,No special note,7.497857815596625,7.5308888234588585,-0.033031007862233785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2007Q1,Mar 2007,2007,1,21,21,1828.4375772849908,7.51121709825088,1847.0202552922724,1827.8271073959868,3.044522437723423,44172000000.0,4219400.0,10468.787031331469,934.0,1.671306209850107,17496.54877506255,9.769758927609026,142.29999997602638,1.625,231.2374999610429,5.443445320709035,7714909513.59629,22.76642059405974,3.9,0.039,-3.2441936328524905,0.0,0.0,0.0,0,0,0,0.0,Historical official/source data,No special note,7.521328946729401,7.510883167341975,0.010445779387426413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2007Q2,Jun 2007,2007,2,22,22,1813.7587397846364,7.503156622813742,1828.4375772849908,1802.7810427911897,3.091042453358316,45244000000.0,4223800.0,10711.681424309863,944.0,1.6536016949152543,17712.854558631036,9.782045901223066,153.79999996424584,1.609375,247.52187494245814,5.5114989617090355,7660954165.102347,22.75940237757615,3.6,0.036000000000000004,-3.324236340526027,0.0,0.0,0.0,1,0,0,0.0,Historical official/source data,No special note,7.51121709825088,7.4970857753358615,0.014131322915018174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2007Q3,Sep 2007,2007,3,23,23,1811.3667922646005,7.501836973137604,1813.7587397846364,1804.1733997462184,3.1354942159291497,46562000000.0,4234300.0,10996.386651866896,962.0,1.6226611226611227,17843.409109734122,9.789389481472908,156.599999928882,1.6016746411483254,250.82224868991986,5.524744515709036,7669870408.485998,22.760565556287922,3.6,0.036000000000000004,-3.324236340526027,0.0,0.0,0.0,0,1,0,0.0,Historical official/source data,No special note,7.503156622813742,7.497857815596625,0.005298807217116952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2007Q4,Dec 2007,2007,4,24,24,1831.7925575307254,7.513050306033854,1811.3667922646005,1847.0202552922724,3.1780538303479458,47184000000.0,4245700.0,11113.361754245472,970.0,1.609278350515464,17884.492472553797,9.791689274022028,164.99999995437838,1.58274231678487,261.1524821972963,5.565104459709035,7777241661.508201,22.77446757004916,3.4,0.034,-3.3813947543659757,0.0,0.0,0.0,0,0,1,0.0,Historical official/source data,No special note,7.501836973137604,7.521328946729401,-0.019491973591796885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2008Q1,Mar 2008,2008,1,25,25,1807.456848216632,7.499676080008868,1831.7925575307254,1828.4375772849908,3.2188758248682006,47595000000.0,4255600.0,11184.086850267882,983.0,1.5879959308240081,17760.284408207695,9.784720030393597,171.5999999645331,1.5715962441314555,269.6859154372181,5.597258005709035,7691813363.270699,22.763422400633218,3.8,0.038,-3.270169119255751,0.0,0.0,0.0,0,0,0,0.0,Historical official/source data,No special note,7.513050306033854,7.51121709825088,0.0018332077829743554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2008Q2,Jun 2008,2008,2,26,26,1750.0072254172978,7.467375195718921,1807.456848216632,1813.7587397846364,3.258096538021482,47561000000.0,4259800.0,11165.078172684163,996.0,1.5672690763052208,17498.68175457829,9.769880828764475,193.6999999102767,1.5479768786127168,299.84312124839363,5.703259408709036,7454680778.832605,22.73210796450556,3.8,0.038,-3.270169119255751,0.0,0.0,0.0,1,0,0,0.0,Historical official/source data,No special note,7.499676080008868,7.503156622813742,-0.003480542804873643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2008Q3,Sep 2008,2008,3,27,27,1738.6275561152736,7.460851320119771,1750.0072254172978,1811.3667922646005,3.295836866004329,47007000000.0,4269600.0,11009.696458684653,983.0,1.5879959308240081,17483.353175998724,9.769004460103186,202.50000002154314,1.5250569476082005,308.8240319235151,5.7327716387090355,7423244213.589772,22.727882024121644,4.1,0.040999999999999995,-3.1941832122778293,0.0,0.0,0.0,0,1,0,0.0,Historical official/source data,No special note,7.467375195718921,7.501836973137604,-0.034461777418683504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2008Q4,Dec 2008,2008,4,28,28,1778.5416150158414,7.4835489900553505,1738.6275561152736,1831.7925575307254,3.332204510175204,47621000000.0,4280300.0,11125.622035838609,996.0,1.5672690763052208,17436.84337142979,9.76634068173599,156.89999998970924,1.532036613272311,240.3765446066598,5.482206629709036,7612691674.752306,22.753082648614843,4.4,0.044000000000000004,-3.123565645063876,0.0,0.0,0.0,0,0,1,0.0,Historical official/source data,No special note,7.460851320119771,7.513050306033854,-0.05219898591408345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,2009Q1,Mar 2009,2009,1,29,29,1757.8497870661986,7.471846629239624,1778.5416150158414,1807.456848216632,3.367295829986474,47589000000.0,4293500.0,11083.96413182718,1003.0,1.5563310069790628,17250.317058606408,9.75558580249966,155.49999996435272,1.5267958950969214,237.41676163314517,5.469817084709035,7547328060.7687235,22.7444594383343,5.0,0.05,-2.995732273553991,0.0,0.0,0.0,0,0,0,0.0,Historical official/source data,No special note,7.4835489900553505,7.499676080008868,-0.016127089953517526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
