page,chart_id,chart_title,stream,stream_label,model,model_short,metric_name,metric_value,metric_display,source_column,source_file,calculation_basis,notes,horizon,stress_bucket,scenario,scenario_role,component_model,component_short,component_rank,weight,weight_pct,lag,acf_value,diagnostic_test,pass_status,quarterly_mape,annual_mape,fitted,residual_pct,abs_error_pct,horizon_bucket,point_type,x_metric,y_metric,value_available,paired_common_pairs,paired_model_mape,paired_schiff_mape,paired_gain_pp,paired_win_rate_pct,recommendation
Overview,overview_ensemble_composition,3. Finalist Ensemble Composition,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__RECON_STATIC_REBUILT,Recon Static Rebuilt,Component weight,46.9332,46.9%,ensemble_components_json.weight,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Current finalist component weights parsed from Parquet ensemble_components_json.,,,,,,HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_005_l1_ratio0_2__ylag__w64,Dynamic no-leads | ElasticNet alpha0 005 l1 ratio0 2 | target lags | w64,1,0.469332,46.9332,,,,,,,,,,,,,,,,,,,,
Overview,overview_ensemble_composition,3. Finalist Ensemble Composition,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__RECON_STATIC_REBUILT,Recon Static Rebuilt,Component weight,28.184399999999997,28.2%,ensemble_components_json.weight,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Current finalist component weights parsed from Parquet ensemble_components_json.,,,,,,HEAVY_RUC__schiff__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w64,Schiff | GBM learning rate0 06 max depth1 n estimators650 | no target lags | w64,2,0.281844,28.184399999999997,,,,,,,,,,,,,,,,,,,,
Overview,overview_ensemble_composition,3. Finalist Ensemble Composition,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__RECON_STATIC_REBUILT,Recon Static Rebuilt,Component weight,14.4373,14.4%,ensemble_components_json.weight,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Current finalist component weights parsed from Parquet ensemble_components_json.,,,,,,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w52,Dynamic no-leads | GBM learning rate0 08 max depth1 n estimators400 | target la…,3,0.144373,14.4373,,,,,,,,,,,,,,,,,,,,
Overview,overview_ensemble_composition,3. Finalist Ensemble Composition,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__RECON_STATIC_REBUILT,Recon Static Rebuilt,Component weight,10.4451,10.4%,ensemble_components_json.weight,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Current finalist component weights parsed from Parquet ensemble_components_json.,,,,,,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,Dynamic no-leads | GBM learning rate0 08 max depth1 n estimators150 | target la…,4,0.104451,10.4451,,,,,,,,,,,,,,,,,,,,
Overview,overview_ensemble_composition,3. Finalist Ensemble Composition,LIGHT_RUC,Light RUC volume,LIGHT_RUC__RESCUE_static_bias_penalty_top25_cap0p4,Light Rescue Static Bias Penalty Top25 Cap0p4,Component weight,33.3333395063899,33.3%,ensemble_components_json.weight,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Current finalist component weights parsed from Parquet ensemble_components_json.,,,,,,hpo::LIGHT_RUC__solver_static_convex_top18,hpo::LIGHT RUC | Static solver top-18,1,0.333333395063899,33.3333395063899,,,,,,,,,,,,,,,,,,,,
Overview,overview_ensemble_composition,3. Finalist Ensemble Composition,LIGHT_RUC,Light RUC volume,LIGHT_RUC__RESCUE_static_bias_penalty_top25_cap0p4,Light Rescue Static Bias Penalty Top25 Cap0p4,Component weight,33.33333118894775,33.3%,ensemble_components_json.weight,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Current finalist component weights parsed from Parquet ensemble_components_json.,,,,,,arbitration::LIGHT_RUC__solver_static_convex_top18,arbitration::LIGHT RUC | Static solver top-18,2,0.3333333118894775,33.33333118894775,,,,,,,,,,,,,,,,,,,,
Overview,overview_ensemble_composition,3. Finalist Ensemble Composition,LIGHT_RUC,Light RUC volume,LIGHT_RUC__RESCUE_static_bias_penalty_top25_cap0p4,Light Rescue Static Bias Penalty Top25 Cap0p4,Component weight,33.333329304662264,33.3%,ensemble_components_json.weight,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Current finalist component weights parsed from Parquet ensemble_components_json.,,,,,,hpo::LIGHT_RUC__HPOREFINE_fixedblend_schiff0.00__LIGHT_RUC__solver_static_convex_top18,hpo::LIGHT RUC | HPO-refine fixedblend Schiff0.00 | LIGHT RUC | Static solver t…,3,0.3333332930466226,33.333329304662264,,,,,,,,,,,,,,,,,,,,
Overview,overview_ensemble_composition,3. Finalist Ensemble Composition,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,PED Rescue Static Annual Weighted Top12 Capnone,Component weight,100.0,100.0%,ensemble_components_json.weight,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Current finalist component weights parsed from Parquet ensemble_components_json.,,,,,,hpo::PED__HPOREFINE_solver_static_convex_top18,hpo::PED | HPO-refine Static solver top-18,1,1.0,100.0,,,,,,,,,,,,,,,,,,,,
