page,chart_id,chart_title,stream,stream_label,model,model_short,metric_name,metric_value,metric_display,source_column,source_file,calculation_basis,notes,horizon,stress_bucket,scenario,scenario_role,component_model,component_short,component_rank,weight,weight_pct,lag,acf_value,diagnostic_test,pass_status,quarterly_mape,annual_mape,fitted,residual_pct,abs_error_pct,horizon_bucket,point_type,x_metric,y_metric,value_available,paired_common_pairs,paired_model_mape,paired_schiff_mape,paired_gain_pp,paired_win_rate_pct,recommendation
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,,Calibration R2,0.9074457921796822,Pass,adj_r2,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Diagnostic pass matrix uses Pass / Watch / Fail with normality caution not treated as automatic overall fail.,,,,,,,,,,,,,Calibration R2,Pass,,,,,,,,,,,,,,,,
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,,Durbin-Watson,1.0765482242628144,Fail,durbin_watson,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Diagnostic pass matrix uses Pass / Watch / Fail with normality caution not treated as automatic overall fail.,,,,,,,,,,,,,Durbin-Watson,Fail,,,,,,,,,,,,,,,,
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,,ADF,0.0002110464658807,Pass,adf_pvalue,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Diagnostic pass matrix uses Pass / Watch / Fail with normality caution not treated as automatic overall fail.,,,,,,,,,,,,,ADF,Pass,,,,,,,,,,,,,,,,
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,,KPSS,0.1,Pass,kpss_pvalue,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Diagnostic pass matrix uses Pass / Watch / Fail with normality caution not treated as automatic overall fail.,,,,,,,,,,,,,KPSS,Pass,,,,,,,,,,,,,,,,
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,,Breusch-Pagan,0.7295850500894491,Pass,breusch_pagan_pvalue,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Diagnostic pass matrix uses Pass / Watch / Fail with normality caution not treated as automatic overall fail.,,,,,,,,,,,,,Breusch-Pagan,Pass,,,,,,,,,,,,,,,,
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,,White,0.0114784513502502,Fail,white_pvalue,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Diagnostic pass matrix uses Pass / Watch / Fail with normality caution not treated as automatic overall fail.,,,,,,,,,,,,,White,Fail,,,,,,,,,,,,,,,,
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,,Jarque-Bera,1.0491571188795614e-17,Caution,jarque_bera_pvalue,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Diagnostic pass matrix uses Pass / Watch / Fail with normality caution not treated as automatic overall fail.,,,,,,,,,,,,,Jarque-Bera,Caution,,,,,,,,,,,,,,,,
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,,Cointegration,0.001146012662772,Pass,cointegration_pvalue,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Diagnostic pass matrix uses Pass / Watch / Fail with normality caution not treated as automatic overall fail.,,,,,,,,,,,,,Cointegration,Pass,,,,,,,,,,,,,,,,
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,PED,PED VKT per capita,PED__RESCUE_static_annual_weighted_top12_capnone,,Overall,,Fail,derived_overall_status,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Overall fails on core diagnostic failures; normality-only concerns are Watch.,,,,,,,,,,,,,Overall,Fail,,,,,,,,,,,,,,,,
Diagnostics,diagnostics_pass_matrix,3. Diagnostic Pass Matrix,LIGHT_RUC,Light RUC volume,LIGHT_RUC__RESCUE_static_bias_penalty_top25_cap0p4,,Calibration R2,0.3952765000296364,Fail,adj_r2,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Diagnostic pass matrix uses Pass / Watch / Fail with normality caution not treated as automatic overall fail.,,,,,,,,,,,,,Calibration R2,Fail,,,,,,,,,,,,,,,,
