page,chart_id,chart_title,stream,stream_label,model,model_short,metric_name,metric_value,metric_display,source_column,source_file,calculation_basis,notes,horizon,stress_bucket,scenario,scenario_role,component_model,component_short,component_rank,weight,weight_pct,lag,acf_value,diagnostic_test,pass_status,quarterly_mape,annual_mape,fitted,residual_pct,abs_error_pct,horizon_bucket,point_type,x_metric,y_metric,value_available,paired_common_pairs,paired_model_mape,paired_schiff_mape,paired_gain_pp,paired_win_rate_pct,recommendation
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__GBR_learning_rate0_03_max_depth2_n_estimators650__ylag__w52,Price Distributed Lags | GBM Learning Rate0 03 Max Depth2 N…,Candidate frontier point,4.953517590225606,Qtr 4.95% / Annual 4.02%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,4.953517590225606,4.018765235336812,,,,,Distribution sample,4.953517590225606,4.018765235336812,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff_no_lead__GBR_learning_rate0_05_max_depth2_n_estimators400__ylag__w40,Schiff No Lead | GBM Learning Rate0 05 Max Depth2 N Estimat…,Candidate frontier point,4.968790502168217,Qtr 4.97% / Annual 4.39%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,4.968790502168217,4.389156890159445,,,,,Distribution sample,4.968790502168217,4.389156890159445,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.10__HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_005_l1_ratio0_2__ylag__w64,Fixedblend Schiff0.10 | Heavy RUC | Dynamic No Leads | Elas…,Candidate frontier point,4.765169463777008,Qtr 4.77% / Annual 4.64%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,4.765169463777008,4.635987882669468,,,,,Distribution sample,4.765169463777008,4.635987882669468,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__GBR_learning_rate0_08_max_depth2_n_estimators650__noylag__w40,Price Distributed Lags | GBM Learning Rate0 08 Max Depth2 N…,Candidate frontier point,5.049424597158741,Qtr 5.05% / Annual 4.04%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.049424597158741,4.035000264633855,,,,,Distribution sample,5.049424597158741,4.035000264633855,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w40,Dynamic Pruned | GBM Learning Rate0 08 Max Depth1 N Estimat…,Candidate frontier point,4.984312164502589,Qtr 4.98% / Annual 4.07%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,4.984312164502589,4.074510888750131,,,,,Distribution sample,4.984312164502589,4.074510888750131,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__Elastic_alpha0_01_l1_ratio0_8__noylag__w52,Diff | Elasticnet Alpha0 01 L1 Ratio0 8 | No Target Lags | …,Candidate frontier point,5.022453629767484,Qtr 5.02% / Annual 4.34%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.022453629767484,4.344918141218222,,,,,Distribution sample,5.022453629767484,4.344918141218222,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40,Diff | GBM Learning Rate0 05 Max Depth1 N Estimators650 | T…,Candidate frontier point,5.084874185132682,Qtr 5.08% / Annual 4.00%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.084874185132682,4.003851321842804,,,,,Distribution sample,5.084874185132682,4.003851321842804,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_05_max_depth2_n_estimators150__ylag__w40,Diff | GBM Learning Rate0 05 Max Depth2 N Estimators150 | T…,Candidate frontier point,5.04579263895377,Qtr 5.05% / Annual 4.25%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.04579263895377,4.245109989169248,,,,,Distribution sample,5.04579263895377,4.245109989169248,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_05_max_depth1_n_estimators250__ylag__w40,Dynamic Pruned | GBM Learning Rate0 05 Max Depth1 N Estimat…,Candidate frontier point,4.946051202569813,Qtr 4.95% / Annual 4.37%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,4.946051202569813,4.374508680788609,,,,,Distribution sample,4.946051202569813,4.374508680788609,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__Elastic_alpha0_005_l1_ratio0_8__ylag__w52,Diff | Elasticnet Alpha0 005 L1 Ratio0 8 | Target Lags | W52,Candidate frontier point,5.014175006127477,Qtr 5.01% / Annual 4.61%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.014175006127477,4.610175411695748,,,,,Distribution sample,5.014175006127477,4.610175411695748,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff_no_lead__GBR_learning_rate0_03_max_depth1_n_estimators150__noylag__w40,Schiff No Lead | GBM Learning Rate0 03 Max Depth1 N Estimat…,Candidate frontier point,5.091016797640069,Qtr 5.09% / Annual 4.61%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.091016797640069,4.607975676549288,,,,,Distribution sample,5.091016797640069,4.607975676549288,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_05_max_depth1_n_estimators150__noylag__w64,Dynamic Pruned | GBM Learning Rate0 05 Max Depth1 N Estimat…,Candidate frontier point,5.122915531366376,Qtr 5.12% / Annual 4.16%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.122915531366376,4.155075669203996,,,,,Distribution sample,5.122915531366376,4.155075669203996,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_03_max_depth2_n_estimators650__ylag__w52,Diff | GBM Learning Rate0 03 Max Depth2 N Estimators650 | T…,Candidate frontier point,5.130489400261845,Qtr 5.13% / Annual 4.33%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.130489400261845,4.327717873915373,,,,,Distribution sample,5.130489400261845,4.327717873915373,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_05_max_depth2_n_estimators150__ylag__w40,Dynamic Pruned | GBM Learning Rate0 05 Max Depth2 N Estimat…,Candidate frontier point,5.101718986945445,Qtr 5.10% / Annual 4.40%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.101718986945445,4.4027701993313775,,,,,Distribution sample,5.101718986945445,4.4027701993313775,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w64,Dynamic Pruned | GBM Learning Rate0 08 Max Depth1 N Estimat…,Candidate frontier point,5.18012174465242,Qtr 5.18% / Annual 4.27%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.18012174465242,4.267808043336731,,,,,Distribution sample,5.18012174465242,4.267808043336731,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_08_max_depth1_n_estimators650__ylag__w52,Diff | GBM Learning Rate0 08 Max Depth1 N Estimators650 | T…,Candidate frontier point,5.207769721334135,Qtr 5.21% / Annual 4.29%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.207769721334135,4.294380066438819,,,,,Distribution sample,5.207769721334135,4.294380066438819,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w64,Dynamic Pruned | GBM Learning Rate0 03 Max Depth1 N Estimat…,Candidate frontier point,5.201102718553766,Qtr 5.20% / Annual 4.37%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.201102718553766,4.366414061514483,,,,,Distribution sample,5.201102718553766,4.366414061514483,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff__GBR_learning_rate0_03_max_depth2_n_estimators400__ylag__w52,Schiff | GBM Learning Rate0 03 Max Depth2 N Estimators400 |…,Candidate frontier point,5.292513064769019,Qtr 5.29% / Annual 4.61%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.292513064769019,4.610808999453021,,,,,Distribution sample,5.292513064769019,4.610808999453021,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_08_max_depth2_n_estimators400__noylag__w64,Diff | GBM Learning Rate0 08 Max Depth2 N Estimators400 | N…,Candidate frontier point,5.355693976013686,Qtr 5.36% / Annual 4.32%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.355693976013686,4.322822450188827,,,,,Distribution sample,5.355693976013686,4.322822450188827,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_08_max_depth2_n_estimators150__noylag__w64,Dynamic Pruned | GBM Learning Rate0 08 Max Depth2 N Estimat…,Candidate frontier point,5.286986094615733,Qtr 5.29% / Annual 4.51%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.286986094615733,4.50543590006784,,,,,Distribution sample,5.286986094615733,4.50543590006784,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff__GBR_learning_rate0_06_max_depth2_n_estimators400__ylag__w64,Schiff | GBM Learning Rate0 06 Max Depth2 N Estimators400 |…,Candidate frontier point,5.30867075935068,Qtr 5.31% / Annual 4.78%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.30867075935068,4.779293671356097,,,,,Distribution sample,5.30867075935068,4.779293671356097,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_03_max_depth1_n_estimators150__ylag__w64,Dynamic Pruned | GBM Learning Rate0 03 Max Depth1 N Estimat…,Candidate frontier point,5.252619640521295,Qtr 5.25% / Annual 4.62%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.252619640521295,4.624570937697524,,,,,Distribution sample,5.252619640521295,4.624570937697524,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.25__HEAVY_RUC__dynamic_pruned__Elastic_alpha0_01_l1_ratio0_8__ylag__w64,Fixedblend Schiff0.25 | Heavy RUC | Dynamic Pruned | Elasti…,Candidate frontier point,5.278323186577175,Qtr 5.28% / Annual 5.03%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.278323186577175,5.027160896692657,,,,,Distribution sample,5.278323186577175,5.027160896692657,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__Ridge_alpha10__noylag__w52,Dynamic Pruned | Ridge Alpha10 | No Target Lags | W52,Candidate frontier point,5.483165311914611,Qtr 5.48% / Annual 4.62%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.483165311914611,4.618635264175934,,,,,Distribution sample,5.483165311914611,4.618635264175934,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff_no_lead__Elastic_alpha0_05_l1_ratio0_2__ylag__w52,Schiff No Lead | Elasticnet Alpha0 05 L1 Ratio0 2 | Target …,Candidate frontier point,5.740554539134011,Qtr 5.74% / Annual 5.00%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.740554539134011,5.002432673528158,,,,,Distribution sample,5.740554539134011,5.002432673528158,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.25__HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_005_l1_ratio0_2__ylag__w64,Fixedblend Schiff0.25 | Heavy RUC | Dynamic No Leads | Elas…,Candidate frontier point,5.69906551445203,Qtr 5.70% / Annual 5.68%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.69906551445203,5.682688869905681,,,,,Distribution sample,5.69906551445203,5.682688869905681,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.35__HEAVY_RUC__dynamic_pruned__Elastic_alpha0_01_l1_ratio0_8__ylag__w64,Fixedblend Schiff0.35 | Heavy RUC | Dynamic Pruned | Elasti…,Candidate frontier point,5.934229060912371,Qtr 5.93% / Annual 5.91%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,5.934229060912371,5.906779276378888,,,,,Distribution sample,5.934229060912371,5.906779276378888,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.30__HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_005_l1_ratio0_2__ylag__w64,Fixedblend Schiff0.30 | Heavy RUC | Dynamic No Leads | Elas…,Candidate frontier point,6.039089429995805,Qtr 6.04% / Annual 6.08%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,6.039089429995805,6.076435747019756,,,,,Distribution sample,6.039089429995805,6.076435747019756,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff_no_lead__Elastic_alpha0_05_l1_ratio0_8__noylag__w64,Schiff No Lead | Elasticnet Alpha0 05 L1 Ratio0 8 | No Targ…,Candidate frontier point,6.571174512620419,Qtr 6.57% / Annual 5.85%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,6.571174512620419,5.848631293954311,,,,,Distribution sample,6.571174512620419,5.848631293954311,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.40__HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_01_l1_ratio0_2__ylag__w64,Fixedblend Schiff0.40 | Heavy RUC | Dynamic No Leads | Elas…,Candidate frontier point,6.581765224342348,Qtr 6.58% / Annual 6.68%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,6.581765224342348,6.679803263293851,,,,,Distribution sample,6.581765224342348,6.679803263293851,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__Elastic_alpha0_05_l1_ratio0_8__ylag__w40,Dynamic Pruned | Elasticnet Alpha0 05 L1 Ratio0 8 | Target …,Candidate frontier point,6.802446532912676,Qtr 6.80% / Annual 5.98%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,6.802446532912676,5.976292035271237,,,,,Distribution sample,6.802446532912676,5.976292035271237,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__Elastic_alpha0_01_l1_ratio0_2__ylag__w40,Dynamic Pruned | Elasticnet Alpha0 01 L1 Ratio0 2 | Target …,Candidate frontier point,7.008439673757488,Qtr 7.01% / Annual 6.98%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,7.008439673757488,6.981679585183528,,,,,Distribution sample,7.008439673757488,6.981679585183528,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__HPOREFINE_fixedblend_schiff0.50__HEAVY_RUC__solver_preq_convex_top18,Heavy Hporefine Fixedblend Schiff0.50 · Heavy Prequential Solver Top18,Candidate frontier point,7.02929951339111,Qtr 7.03% / Annual 7.20%,quarterly_mape;annual_mape,anchor_candidate_metrics.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,7.02929951339111,7.202184952294652,,,,,Distribution sample,7.02929951339111,7.202184952294652,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.45__HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_005_l1_ratio0_2__ylag__w64,Fixedblend Schiff0.45 | Heavy RUC | Dynamic No Leads | Elas…,Candidate frontier point,7.119056832866612,Qtr 7.12% / Annual 7.28%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,7.119056832866612,7.275703487988748,,,,,Distribution sample,7.119056832866612,7.275703487988748,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff__Elastic_alpha0_01_l1_ratio0_5__noylag__w64,Schiff | Elasticnet Alpha0 01 L1 Ratio0 5 | No Target Lags …,Candidate frontier point,7.536432905075166,Qtr 7.54% / Annual 6.96%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,7.536432905075166,6.964686829249556,,,,,Distribution sample,7.536432905075166,6.964686829249556,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__Ridge_alpha0_1__ylag__w40,Dynamic Pruned | Ridge Alpha0 1 | Target Lags | W40,Candidate frontier point,8.54562150893738,Qtr 8.55% / Annual 6.49%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,8.54562150893738,6.489783290833029,,,,,Distribution sample,8.54562150893738,6.489783290833029,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__Ridge_alpha0_001__noylag__w40,Dynamic Pruned | Ridge Alpha0 001 | No Target Lags | W40,Candidate frontier point,8.788187770202088,Qtr 8.79% / Annual 6.69%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,8.788187770202088,6.68681784178916,,,,,Distribution sample,8.788187770202088,6.68681784178916,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.60__HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_01_l1_ratio0_2__ylag__w64,Fixedblend Schiff0.60 | Heavy RUC | Dynamic No Leads | Elas…,Candidate frontier point,8.119606880652402,Qtr 8.12% / Annual 8.35%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,8.119606880652402,8.351488579196271,,,,,Distribution sample,8.119606880652402,8.351488579196271,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__HPOREFINE_fixedblend_schiff0.65__HEAVY_RUC__top8_trimmed_mean,Hpo Refine Fixedblend Schiff0.65 | Heavy RUC | Top8 Trimmed…,Candidate frontier point,8.47447921015001,Qtr 8.47% / Annual 8.74%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,8.47447921015001,8.739235991842373,,,,,Distribution sample,8.47447921015001,8.739235991842373,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__HPOREFINE_fixedblend_schiff0.70__HEAVY_RUC__top10_mean,Hpo Refine Fixedblend Schiff0.70 | Heavy RUC | Top10 Mean,Candidate frontier point,8.77658228100638,Qtr 8.78% / Annual 9.05%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,8.77658228100638,9.05446553475934,,,,,Distribution sample,8.77658228100638,9.05446553475934,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.70__HEAVY_RUC__dynamic_pruned__Elastic_alpha0_05_l1_ratio0_2__ylag__w64,Fixedblend Schiff0.70 | Heavy RUC | Dynamic Pruned | Elasti…,Candidate frontier point,8.778696556369166,Qtr 8.78% / Annual 9.05%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,8.778696556369166,9.054046367908994,,,,,Distribution sample,8.778696556369166,9.054046367908994,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.75__HEAVY_RUC__dynamic_pruned__Elastic_alpha0_05_l1_ratio0_2__ylag__w64,Fixedblend Schiff0.75 | Heavy RUC | Dynamic Pruned | Elasti…,Candidate frontier point,9.201940343281686,Qtr 9.20% / Annual 9.49%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,9.201940343281686,9.489618002155446,,,,,Distribution sample,9.201940343281686,9.489618002155446,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.75__HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_005_l1_ratio0_2__ylag__w64,Fixedblend Schiff0.75 | Heavy RUC | Dynamic No Leads | Elas…,Candidate frontier point,9.43661530899992,Qtr 9.44% / Annual 9.69%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,9.43661530899992,9.689993538961904,,,,,Distribution sample,9.43661530899992,9.689993538961904,,,,,,,
Overview,overview_candidate_search_frontier,2. Candidate Search Frontier,HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.80__HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_01_l1_ratio0_2__noylag__w64,Fixedblend Schiff0.80 | Heavy RUC | Dynamic No Leads | Elas…,Candidate frontier point,9.763969604646316,Qtr 9.76% / Annual 10.05%,quarterly_mape;annual_mape,final_summary.csv,Default curated candidate rows; x = quarterly_mape and y = annual_mape.,plot_default_include rows with outlier guard used by the management view.,,,,,,,,,,,,,,9.763969604646316,10.045396650188216,,,,,Distribution sample,9.763969604646316,10.045396650188216,,,,,,,
