page,chart_id,chart_title,stream,stream_label,model,model_short,metric_name,metric_value,metric_display,source_column,source_file,calculation_basis,notes,horizon,stress_bucket,scenario,scenario_role,component_model,component_short,component_rank,weight,weight_pct,lag,acf_value,diagnostic_test,pass_status,quarterly_mape,annual_mape,fitted,residual_pct,abs_error_pct,horizon_bucket,point_type,x_metric,y_metric,value_available,paired_common_pairs,paired_model_mape,paired_schiff_mape,paired_gain_pp,paired_win_rate_pct,recommendation
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.0683049818479749,0.07%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,9,,,,,,,,,,,,,,,,,0.0683049818479749,9-12 qtrs,,,,,,,,,,
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.5792445187709678,0.58%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,10,,,,,,,,,,,,,,,,,0.5792445187709678,9-12 qtrs,,,,,,,,,,
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.6807173649903316,0.68%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,11,,,,,,,,,,,,,,,,,0.6807173649903316,9-12 qtrs,,,,,,,,,,
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.2337625560224861,0.23%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,12,,,,,,,,,,,,,,,,,0.2337625560224861,9-12 qtrs,,,,,,,,,,
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.3806062342969102,0.38%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,1,,,,,,,,,,,,,,,,,0.3806062342969102,1-4 qtrs,,,,,,,,,,
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.7699087913353813,0.77%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,2,,,,,,,,,,,,,,,,,0.7699087913353813,1-4 qtrs,,,,,,,,,,
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.0828956126021607,0.08%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,3,,,,,,,,,,,,,,,,,0.0828956126021607,1-4 qtrs,,,,,,,,,,
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.4232264228747651,0.42%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,4,,,,,,,,,,,,,,,,,0.4232264228747651,1-4 qtrs,,,,,,,,,,
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.5739389103810721,0.57%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,5,,,,,,,,,,,,,,,,,0.5739389103810721,5-8 qtrs,,,,,,,,,,
Diagnostics,diagnostics_error_distribution_by_horizon,4. Error Distribution by Horizon,PED,PED VKT per capita,PED__schiff__SCHIFF_OLS__noylag__w40,PED - Schiff OLS,Absolute percentage error,0.2993958538842218,0.30%,abs_error_pct,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,Absolute percentage error grouped by stream and horizon bucket after central error-window trimming.,,6,,,,,,,,,,,,,,,,,0.2993958538842218,5-8 qtrs,,,,,,,,,,
