page,chart_id,chart_title,stream,stream_label,model,model_short,metric_name,metric_value,metric_display,source_column,source_file,calculation_basis,notes,horizon,stress_bucket,scenario,scenario_role,component_model,component_short,component_rank,weight,weight_pct,lag,acf_value,diagnostic_test,pass_status,quarterly_mape,annual_mape,fitted,residual_pct,abs_error_pct,horizon_bucket,point_type,x_metric,y_metric,value_available,paired_common_pairs,paired_model_mape,paired_schiff_mape,paired_gain_pp,paired_win_rate_pct,recommendation
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,10.755569535071768,10.76%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,11,,Finalist,Finalist,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,11.01784780400076,11.02%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,12,,Finalist,Finalist,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,9.363177938457152,9.36%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,1,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,11.950138392022534,11.95%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,2,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,13.387828491595604,13.39%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,3,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,13.971353471808607,13.97%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,4,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,14.607803257955643,14.61%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,5,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,15.809861630527184,15.81%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,6,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,16.87908145860053,16.88%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,7,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,17.51371462319241,17.51%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,8,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,17.789322953462328,17.79%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,9,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,17.530823207610343,17.53%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,10,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,17.821174630111244,17.82%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,11,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,LIGHT_RUC,Light RUC volume,,,Horizon MAPE,18.03691182641079,18.04%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,12,,Schiff,Schiff,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,PED,PED VKT per capita,,,Horizon MAPE,1.1655970382280976,1.17%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,1,,Finalist,Finalist,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,PED,PED VKT per capita,,,Horizon MAPE,1.5148420092515187,1.51%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,2,,Finalist,Finalist,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,PED,PED VKT per capita,,,Horizon MAPE,1.6937371037130025,1.69%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,3,,Finalist,Finalist,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,PED,PED VKT per capita,,,Horizon MAPE,1.8715583421435236,1.87%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,4,,Finalist,Finalist,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario Comparison,scenario_horizon_comparison,3. Horizon Comparison,PED,PED VKT per capita,,,Horizon MAPE,2.1396653449652785,2.14%,ape,C:\Users\Adrian Desilvestro\OneDrive\Documents\Playground\Revenue Modeling - Strategic Review\04 Models\information pack\stage1_curated_candidate_cone.parquet,quarterly_predictions_selected.csv grouped mean APE,,5,,Finalist,Finalist,,,,,,,,,,,,,,,,,,,,,,,,,
