series,quarter,FY,value,unit,revenue_basis,value_status,source_sheet,source_workbook_sheet,source_workbook_row,source_cell
CNG refunds exGST,2018Q2,2018,700.57,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,W23
CNG refunds exGST,2018Q3,2019,979.53,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,X23
CNG refunds exGST,2018Q4,2019,1068.29,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,Y23
CNG refunds exGST,2019Q1,2019,1001.72,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,Z23
CNG refunds exGST,2019Q2,2019,725.93,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AA23
CNG refunds exGST,2019Q3,2020,729.1,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AB23
CNG refunds exGST,2019Q4,2020,741.78,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AC23
CNG refunds exGST,2020Q1,2020,535.73,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AD23
CNG refunds exGST,2020Q2,2020,523.05,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AE23
CNG refunds exGST,2020Q3,2021,478.67,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AF23
CNG refunds exGST,2020Q4,2021,649.85,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AG23
CNG refunds exGST,2021Q1,2021,646.68,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AH23
CNG refunds exGST,2021Q2,2021,792.5,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AI23
CNG refunds exGST,2021Q3,2022,767.14,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AJ23
CNG refunds exGST,2021Q4,2022,602.3,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AK23
CNG refunds exGST,2022Q1,2022,776.65,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AL23
CNG refunds exGST,2022Q2,2022,716.42,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AM23
CNG refunds exGST,2022Q3,2023,871.75,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AN23
CNG refunds exGST,2022Q4,2023,760.8,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AO23
CNG refunds exGST,2023Q1,2023,1065.12,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AP23
CNG refunds exGST,2023Q2,2023,545.24,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AQ23
CNG refunds exGST,2023Q3,2024,542.07,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AR23
CNG refunds exGST,2023Q4,2024,611.81,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AS23
CNG refunds exGST,2024Q1,2024,535.73,$ nominal ex GST,deduction,actual,Quarterly actuals,Quarterly actuals,23,AT23
Net FED revenue exGST,2013Q1,2013,370905005.19,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,B24
Net FED revenue exGST,2013Q2,2013,422622615.26000005,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,C24
Net FED revenue exGST,2013Q3,2014,347585658.76,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,D24
Net FED revenue exGST,2013Q4,2014,447105035.81,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,E24
Net FED revenue exGST,2014Q1,2014,399209274.0999999,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,F24
Net FED revenue exGST,2014Q2,2014,421510611.55,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,G24
Net FED revenue exGST,2014Q3,2015,417829778.88,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,H24
Net FED revenue exGST,2014Q4,2015,396357336.39,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,I24
Net FED revenue exGST,2015Q1,2015,436120560.99,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,J24
Net FED revenue exGST,2015Q2,2015,497369790.42999995,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,K24
Net FED revenue exGST,2015Q3,2016,424223092.28999996,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,L24
Net FED revenue exGST,2015Q4,2016,494486029.45000005,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,M24
Net FED revenue exGST,2016Q1,2016,454316671.97,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,N24
Net FED revenue exGST,2016Q2,2016,509720161.02000004,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,O24
Net FED revenue exGST,2016Q3,2017,436601500.81,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,P24
Net FED revenue exGST,2016Q4,2017,508739651.96999997,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,Q24
Net FED revenue exGST,2017Q1,2017,460056433.21,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,R24
Net FED revenue exGST,2017Q2,2017,507272409.2300001,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,S24
Net FED revenue exGST,2017Q3,2018,479035572.95,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,T24
Net FED revenue exGST,2017Q4,2018,448749523.61,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,U24
Net FED revenue exGST,2018Q1,2018,498283403.19,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,V24
Net FED revenue exGST,2018Q2,2018,477746357.03000003,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,W24
Net FED revenue exGST,2018Q3,2019,470808259.14,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,X24
Net FED revenue exGST,2018Q4,2019,503020261.36,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,Y24
Net FED revenue exGST,2019Q1,2019,468618384.03999996,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,Z24
Net FED revenue exGST,2019Q2,2019,544668943.67,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AA24
Net FED revenue exGST,2019Q3,2020,509560939.39,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AB24
Net FED revenue exGST,2019Q4,2020,525008609.17,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AC24
Net FED revenue exGST,2020Q1,2020,503444753.08,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AD24
Net FED revenue exGST,2020Q2,2020,344517269.84999996,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AE24
Net FED revenue exGST,2020Q3,2021,508065536.04,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AF24
Net FED revenue exGST,2020Q4,2021,569758194.76,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AG24
Net FED revenue exGST,2021Q1,2021,518261073.43,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AH24
Net FED revenue exGST,2021Q2,2021,552431303.1299999,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AI24
Net FED revenue exGST,2021Q3,2022,492795297.42,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AJ24
Net FED revenue exGST,2021Q4,2022,422186214.53000003,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AK24
Net FED revenue exGST,2022Q1,2022,478494097.24,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AL24
Net FED revenue exGST,2022Q2,2022,359386754.41999996,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AM24
Net FED revenue exGST,2022Q3,2023,354691802.13,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AN24
Net FED revenue exGST,2022Q4,2023,247565602.80999997,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AO24
Net FED revenue exGST,2023Q1,2023,432667360.87,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AP24
Net FED revenue exGST,2023Q2,2023,294501227.78000003,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AQ24
Net FED revenue exGST,2023Q3,2024,422185445.77,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AR24
Net FED revenue exGST,2023Q4,2024,499898784.90000004,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AS24
Net FED revenue exGST,2024Q1,2024,484320499.39,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AT24
Net FED revenue exGST,2024Q2,2024,600525064.99,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AU24
Net FED revenue exGST,2024Q3,2025,463152333.99,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AV24
Net FED revenue exGST,2024Q4,2025,487593603.71000004,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AW24
Net FED revenue exGST,2025Q1,2025,523145506.62,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AX24
Net FED revenue exGST,2025Q2,2025,523835702.2799999,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AY24
Net FED revenue exGST,2025Q3,2026,495069604.26,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,AZ24
Net FED revenue exGST,2025Q4,2026,541912524.62,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BA24
Net FED revenue exGST,2026Q1,2026,467406767.58,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BB24
Net FED revenue exGST,2026Q2,2026,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BC24
Net FED revenue exGST,2026Q3,2027,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BD24
Net FED revenue exGST,2026Q4,2027,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BE24
Net FED revenue exGST,2027Q1,2027,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BF24
Net FED revenue exGST,2027Q2,2027,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BG24
Net FED revenue exGST,2027Q3,2028,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BH24
Net FED revenue exGST,2027Q4,2028,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BI24
Net FED revenue exGST,2028Q1,2028,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BJ24
Net FED revenue exGST,2028Q2,2028,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BK24
Net FED revenue exGST,2028Q3,2029,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BL24
Net FED revenue exGST,2028Q4,2029,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BM24
Net FED revenue exGST,2029Q1,2029,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BN24
Net FED revenue exGST,2029Q2,2029,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BO24
Net FED revenue exGST,2029Q3,2030,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BP24
Net FED revenue exGST,2029Q4,2030,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BQ24
Net FED revenue exGST,2030Q1,2030,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BR24
Net FED revenue exGST,2030Q2,2030,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BS24
Net FED revenue exGST,2030Q3,2031,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BT24
Net FED revenue exGST,2030Q4,2031,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BU24
Net FED revenue exGST,2031Q1,2031,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,24,BV24
MR1 & CVL revenue exGST,2013Q1,2013,48885372.2665217,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,B26
MR1 & CVL revenue exGST,2013Q2,2013,44658246.8278261,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,C26
MR1 & CVL revenue exGST,2013Q3,2014,49930164.8213044,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,D26
MR1 & CVL revenue exGST,2013Q4,2014,50667262.8004348,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,E26
MR1 & CVL revenue exGST,2014Q1,2014,50271250.5556522,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,F26
MR1 & CVL revenue exGST,2014Q2,2014,50799662.1786956,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,G26
MR1 & CVL revenue exGST,2014Q3,2015,51742022.6091304,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,H26
MR1 & CVL revenue exGST,2014Q4,2015,51871325.0026087,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,I26
MR1 & CVL revenue exGST,2015Q1,2015,44635366.8352174,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,J26
MR1 & CVL revenue exGST,2015Q2,2015,46340716.183913,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,K26
MR1 & CVL revenue exGST,2015Q3,2016,84976057.5965217,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,L26
MR1 & CVL revenue exGST,2015Q4,2016,50165897.6534783,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,M26
MR1 & CVL revenue exGST,2016Q1,2016,45566580.1082609,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,N26
MR1 & CVL revenue exGST,2016Q2,2016,45309718.9,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,O26
MR1 & CVL revenue exGST,2016Q3,2017,79572119.0726087,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,P26
MR1 & CVL revenue exGST,2016Q4,2017,51393025.2269565,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,Q26
MR1 & CVL revenue exGST,2017Q1,2017,48248604.4786957,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,R26
MR1 & CVL revenue exGST,2017Q2,2017,47529769.7230435,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,S26
MR1 & CVL revenue exGST,2017Q3,2018,73229166.2495652,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,T26
MR1 & CVL revenue exGST,2017Q4,2018,54641949.483913,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,U26
MR1 & CVL revenue exGST,2018Q1,2018,51064484.1282609,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,V26
MR1 & CVL revenue exGST,2018Q2,2018,50187287.5734783,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,W26
MR1 & CVL revenue exGST,2018Q3,2019,70151534.2282609,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,X26
MR1 & CVL revenue exGST,2018Q4,2019,55483682.6608696,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,Y26
MR1 & CVL revenue exGST,2019Q1,2019,52484090.7834783,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,Z26
MR1 & CVL revenue exGST,2019Q2,2019,51644308.4308696,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AA26
MR1 & CVL revenue exGST,2019Q3,2020,69762768.2865217,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AB26
MR1 & CVL revenue exGST,2019Q4,2020,55706564.6973913,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AC26
MR1 & CVL revenue exGST,2020Q1,2020,52753113.7708696,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AD26
MR1 & CVL revenue exGST,2020Q2,2020,54181740.5765217,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AE26
MR1 & CVL revenue exGST,2020Q3,2021,68585434.1608696,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AF26
MR1 & CVL revenue exGST,2020Q4,2021,55284393.3665217,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AG26
MR1 & CVL revenue exGST,2021Q1,2021,55557076.9878261,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AH26
MR1 & CVL revenue exGST,2021Q2,2021,56632807.8204348,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AI26
MR1 & CVL revenue exGST,2021Q3,2022,65289208.703913,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AJ26
MR1 & CVL revenue exGST,2021Q4,2022,58364160.0134783,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AK26
MR1 & CVL revenue exGST,2022Q1,2022,56139878.4665217,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AL26
MR1 & CVL revenue exGST,2022Q2,2022,55548811.6334783,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AM26
MR1 & CVL revenue exGST,2022Q3,2023,66083369.8682609,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AN26
MR1 & CVL revenue exGST,2022Q4,2023,58374893.0404348,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AO26
MR1 & CVL revenue exGST,2023Q1,2023,58672055.7708696,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AP26
MR1 & CVL revenue exGST,2023Q2,2023,59648421.6130435,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AQ26
MR1 & CVL revenue exGST,2023Q3,2024,65040147.0847826,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AR26
MR1 & CVL revenue exGST,2023Q4,2024,66742219.7404348,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AS26
MR1 & CVL revenue exGST,2024Q1,2024,66241009.9865217,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AT26
MR1 & CVL revenue exGST,2024Q2,2024,66714617.8656522,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AU26
MR1 & CVL revenue exGST,2024Q3,2025,74219975.303913,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AV26
MR1 & CVL revenue exGST,2024Q4,2025,70858698.56,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AW26
MR1 & CVL revenue exGST,2025Q1,2025,92026671.4147826,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AX26
MR1 & CVL revenue exGST,2025Q2,2025,92834724.7965217,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AY26
MR1 & CVL revenue exGST,2025Q3,2026,103519018.813478,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,AZ26
MR1 & CVL revenue exGST,2025Q4,2026,99393549.59,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,BA26
MR1 & CVL revenue exGST,2026Q1,2026,119978066.932609,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,26,BB26
MR2 revenue exGST,2013Q1,2013,6671556.47,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,B27
MR2 revenue exGST,2013Q2,2013,7051772.76,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,C27
MR2 revenue exGST,2013Q3,2014,7574060.66,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,D27
MR2 revenue exGST,2013Q4,2014,8073481.17,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,E27
MR2 revenue exGST,2014Q1,2014,8170444.87,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,F27
MR2 revenue exGST,2014Q2,2014,8528703.63,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,G27
MR2 revenue exGST,2014Q3,2015,9112508.85,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,H27
MR2 revenue exGST,2014Q4,2015,9375432.52,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,I27
MR2 revenue exGST,2015Q1,2015,9266695.58,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,J27
MR2 revenue exGST,2015Q2,2015,9233033.21,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,K27
MR2 revenue exGST,2015Q3,2016,9765537.03,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,L27
MR2 revenue exGST,2015Q4,2016,9763679.46,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,M27
MR2 revenue exGST,2016Q1,2016,9609673.13,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,N27
MR2 revenue exGST,2016Q2,2016,9831452.31,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,O27
MR2 revenue exGST,2016Q3,2017,10553512.85,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,P27
MR2 revenue exGST,2016Q4,2017,10910281.05,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,Q27
MR2 revenue exGST,2017Q1,2017,10929320.67,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,R27
MR2 revenue exGST,2017Q2,2017,10954943.22,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,S27
MR2 revenue exGST,2017Q3,2018,11091906.35,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,T27
MR2 revenue exGST,2017Q4,2018,11727901.93,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,U27
MR2 revenue exGST,2018Q1,2018,10680035.89,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,V27
MR2 revenue exGST,2018Q2,2018,10407287.28,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,W27
MR2 revenue exGST,2018Q3,2019,10682508.21,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,X27
MR2 revenue exGST,2018Q4,2019,10743089.92,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,Y27
MR2 revenue exGST,2019Q1,2019,10008845.17,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,Z27
MR2 revenue exGST,2019Q2,2019,9680794.23,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AA27
MR2 revenue exGST,2019Q3,2020,10360919.18,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AB27
MR2 revenue exGST,2019Q4,2020,10346372.03,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AC27
MR2 revenue exGST,2020Q1,2020,8763195.7,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AD27
MR2 revenue exGST,2020Q2,2020,6101962.42,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AE27
MR2 revenue exGST,2020Q3,2021,9253631.26,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AF27
MR2 revenue exGST,2020Q4,2021,8789653.53,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AG27
MR2 revenue exGST,2021Q1,2021,9785772.16,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AH27
MR2 revenue exGST,2021Q2,2021,10244131.98,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AI27
MR2 revenue exGST,2021Q3,2022,8917468,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AJ27
MR2 revenue exGST,2021Q4,2022,10572346.57,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AK27
MR2 revenue exGST,2022Q1,2022,12759398.82,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AL27
MR2 revenue exGST,2022Q2,2022,7583247.48,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AM27
MR2 revenue exGST,2022Q3,2023,8723722.18,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AN27
MR2 revenue exGST,2022Q4,2023,8767460.36,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AO27
MR2 revenue exGST,2023Q1,2023,8441897.38,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AP27
MR2 revenue exGST,2023Q2,2023,10582608.67,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AQ27
MR2 revenue exGST,2023Q3,2024,7004947.7,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AR27
MR2 revenue exGST,2023Q4,2024,8982100.67,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AS27
MR2 revenue exGST,2024Q1,2024,8362045.9,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AT27
MR2 revenue exGST,2024Q2,2024,7454724.8,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AU27
MR2 revenue exGST,2024Q3,2025,7585230.34,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AV27
MR2 revenue exGST,2024Q4,2025,7775977.6,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AW27
MR2 revenue exGST,2025Q1,2025,7351892.42,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,27,AX27
