period,FY,time_grain,series_id,source_series_label,display_name,parent_series_id,value,unit,aggregation_sign,release_vintage,forecast_path,path_status,scenario_name,scenario_role,model_basis,revenue_basis,forecast_role,line,source_status,bridge_status,source_file,source_sheet,source_cell,normalized_source_sha256,source_hash_sha256,distilled_hash_sha256,schema_version
FY2013,2013,june_year,fed_refunds,FED refunds,FED refunds,net_fed_revenue,36.25090689,$m ex GST,-1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,deduction,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E29,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,gross_cng_revenue,Gross CNG revenue,Gross CNG revenue,gross_fed_revenue,0.15598234,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,official_pass_through,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E27,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,gross_fed_revenue,Gross FED revenue,Gross FED revenue,net_fed_revenue,1570.37289115,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,aggregation,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E28,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,gross_lpg_revenue,Gross LPG revenue,Gross LPG revenue,gross_fed_revenue,32.43573362,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,official_pass_through,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E26,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,gross_mvr_revenue,Gross MVR revenue,Gross MVR revenue,,271.5565145617391,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,E31,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,gross_ped_revenue,Gross PED revenue,PED revenue,gross_fed_revenue,1537.78117519,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,econometric_bridge,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E25,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,gross_ruc_revenue,Gross RUC revenue,Gross RUC revenue,,1159.370633705217,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,E21,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_revenue,3552.310017,million km,0,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,activity,econometric_model,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E7,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,heavy_ruc_net_revenue,Heavy RUC net revenue,Heavy RUC revenue,total_ruc_net_revenue,776.3294544200002,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,net,econometric_bridge,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E16,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,light_ruc_net_km,Light RUC net km,Light RUC net km,light_ruc_net_revenue,8150.161816,million km,0,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,activity,econometric_model,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E6,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,light_ruc_net_revenue,Light RUC net revenue,Light RUC revenue,total_ruc_net_revenue,329.8508367652173,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,net,econometric_bridge,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E15,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,mvr_admin_revenue,MVR admin revenue,MVR admin revenue,net_mvr_revenue,45.20602402608695,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,official_pass_through,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E32,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,mvr_refunds,MVR refunds,MVR refunds,net_mvr_revenue,0.43050114,$m ex GST,-1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,deduction,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E34,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,mvr_revenues_net_of_admin_fees_coo,MVR revenues net of admin fees & COO,MVR revenues net of admin fees & COO,,219.4796804660869,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,E33,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,net_fed_revenue,Net FED revenue,Net FED revenue,total_fed_ruc_net_revenue,1534.12198426,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,net,aggregation,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E30,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,net_mvr_revenue,"MVR revenues net of admin fees, refunds & COO",Net MVR revenue,total_nltf_net_revenue,219.0491793260869,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,aggregation,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E35,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,ruc_admin_revenue,RUC admin revenue,RUC admin revenue,total_ruc_net_revenue,11.00874266,$m ex GST,0,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,official_pass_through,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E22,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,ruc_refunds,RUC refunds,RUC refunds,total_ruc_net_revenue,53.19034252000001,$m ex GST,-1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,deduction,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E20,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,ruc_revenues_net_of_admin_fees,RUC revenues net of admin fees,RUC revenues net of admin fees,,1148.361891045217,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,E23,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,total_admin_fees,Total admin fees,Total admin fees,,56.21476668608695,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,E38,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,total_gross_revenues,Total gross revenues,Total gross revenues,,3001.300039416957,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,E37,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,total_nltf_net_revenue,Total net revenues,Total NLTF revenue,,2859.351454771305,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,net,aggregation,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E41,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,total_refunds,Total refunds,Total refunds,,89.87175055000002,$m ex GST,-1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,E40,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,total_revenues_net_of_admin_fees,Total revenues net of admin fees,Total revenues net of admin fees,,2945.08527273087,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,E39,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2013,2013,june_year,total_ruc_net_revenue,RUC revenues net of admin fees & refunds,Total RUC all classes,total_fed_ruc_net_revenue,1106.180291185217,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,aggregation,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,E24,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,fed_refunds,FED refunds,FED refunds,net_fed_revenue,42.32392003,$m ex GST,-1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,deduction,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F29,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,gross_cng_revenue,Gross CNG revenue,Gross CNG revenue,gross_fed_revenue,0.08325372,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,official_pass_through,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F27,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,gross_fed_revenue,Gross FED revenue,Gross FED revenue,net_fed_revenue,1657.73450025,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,aggregation,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F28,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,gross_lpg_revenue,Gross LPG revenue,Gross LPG revenue,gross_fed_revenue,31.64969001,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,official_pass_through,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F26,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,gross_mvr_revenue,Gross MVR revenue,Gross MVR revenue,,287.3290612078261,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,F31,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,gross_ped_revenue,Gross PED revenue,PED revenue,gross_fed_revenue,1626.00155652,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,econometric_bridge,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F25,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,gross_ruc_revenue,Gross RUC revenue,Gross RUC revenue,,1271.175695336522,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,F21,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_revenue,3646.506756,million km,0,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,activity,econometric_model,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F7,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,heavy_ruc_net_revenue,Heavy RUC net revenue,Heavy RUC revenue,total_ruc_net_revenue,813.5597911500001,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,net,econometric_bridge,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F16,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,light_ruc_net_km,Light RUC net km,Light RUC net km,light_ruc_net_revenue,8809.590297,million km,0,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,activity,econometric_model,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F6,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,light_ruc_net_revenue,Light RUC net revenue,Light RUC revenue,total_ruc_net_revenue,415.1234353565218,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,net,econometric_bridge,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F15,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,mvr_admin_revenue,MVR admin revenue,MVR admin revenue,net_mvr_revenue,46.39537042608695,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,official_pass_through,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F32,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,mvr_refunds,MVR refunds,MVR refunds,net_mvr_revenue,0.50827399,$m ex GST,-1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,deduction,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F34,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,mvr_revenues_net_of_admin_fees_coo,MVR revenues net of admin fees & COO,MVR revenues net of admin fees & COO,,234.0150306860869,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,F33,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,net_fed_revenue,Net FED revenue,Net FED revenue,total_fed_ruc_net_revenue,1615.41058022,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,net,aggregation,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F30,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,net_mvr_revenue,"MVR revenues net of admin fees, refunds & COO",Net MVR revenue,total_nltf_net_revenue,233.5067566960869,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,aggregation,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F35,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,ruc_admin_revenue,RUC admin revenue,RUC admin revenue,total_ruc_net_revenue,11.08004691,$m ex GST,0,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,official_pass_through,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F22,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,ruc_refunds,RUC refunds,RUC refunds,total_ruc_net_revenue,42.49246883,$m ex GST,-1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,deduction,deduction,Actual,registered,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F20,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,ruc_revenues_net_of_admin_fees,RUC revenues net of admin fees,RUC revenues net of admin fees,,1260.095648426522,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,F23,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,total_admin_fees,Total admin fees,Total admin fees,,57.47541733608695,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,admin,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,F38,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,total_gross_revenues,Total gross revenues,Total gross revenues,,3216.239256794348,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,gross,unregistered_source_line,Actual,unregistered_source_series,source_registry_gap,annual_actuals.csv,NLTF core annual,F37,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
FY2014,2014,june_year,total_nltf_net_revenue,Total net revenues,Total NLTF revenue,,3077.600563422609,$m ex GST,1,actual,official_actual,actual_or_benchmark,actual,actual,official_actuals,net,aggregation,Actual,registered_alias,source_actual_or_benchmark,annual_actuals.csv,NLTF core annual,F41,f37d30359832cb7099de8c021ed7d60d7d509935c902ce298f44e8fded81a711,00c6070694818d27d7c402749354d8175de999894846dce45a4abdd7f5eb3e6b,c7b9c80011a01cc86cc374b1a1ffbf0eb69e14dccc6690e1c54ffc6d6f9ed716,nltf-revenue-canonical-long-v2
