series_id,path,FY,value,unit,source_file,source_status,value_status,quarters_present,actual_quarters,forecast_quarters,model_training_cutoff,revenue_actual_cutoff,last_complete_actual_fy,first_forecast_quarter,last_actual_to_first_forecast_ratio,source_derived_tolerance,discontinuity_flag,nowcast_components,notes
light_bev_ruc_net_revenue,current_finalist_model,2024,,,,,complete_actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,,0.75,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
light_bev_ruc_net_revenue,current_finalist_model,2025,,,,,complete_actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,,0.75,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
light_bev_ruc_net_revenue,current_finalist_model,2026,,,,,partial_actual_to_date,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,,0.75,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,actual-plus-forecast-to-go nowcast where source actual quarters and current forecast quarters both exist
light_bev_ruc_net_revenue,current_finalist_model,2027,,,,,forecast_only,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,,0.75,False,actual: none; forecast: none,
light_bev_ruc_net_revenue,legacy_workbook_in_house_model,2024,29.29955371752284,$m nominal ex GST,annual_model_paths.csv,registered,,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,,0.75,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
light_bev_ruc_net_revenue,legacy_workbook_in_house_model,2025,51.73623710415208,$m nominal ex GST,annual_model_paths.csv,registered,,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,,0.75,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
light_bev_ruc_net_revenue,legacy_workbook_in_house_model,2026,80.24381589529041,$m nominal ex GST,annual_model_paths.csv,registered,,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,,0.75,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,
light_bev_ruc_net_revenue,legacy_workbook_in_house_model,2027,130.5127160778769,$m nominal ex GST,annual_model_paths.csv,registered,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,,0.75,False,actual: none; forecast: none,
light_ruc_net_km,actual_or_actual_to_date,2024,10355.550659,million km,annual_model_paths.csv,registered,Actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
light_ruc_net_km,actual_or_actual_to_date,2025,12273.983872,million km,annual_model_paths.csv,registered,Actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
light_ruc_net_km,actual_or_actual_to_date,2026,9626.938266,million km,annual_model_paths.csv,registered,Actual,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,not connected as complete actual; FY2026 is partial actual-to-date only
light_ruc_net_km,actual_or_actual_to_date,2027,,,,,forecast_only,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: none; forecast: none,forecast-only year; no actual value shown
light_ruc_net_km,current_finalist_model,2024,,,,,complete_actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
light_ruc_net_km,current_finalist_model,2025,,,,,complete_actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
light_ruc_net_km,current_finalist_model,2026,12958.324485147517,million km,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,actual_plus_forecast_to_go_nowcast,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4,2026Q1; 2026Q2,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: 2025Q3; 2025Q4; forecast: 2026Q1; 2026Q2,actual-plus-forecast-to-go nowcast where source actual quarters and current forecast quarters both exist
light_ruc_net_km,current_finalist_model,2027,12661.931159526843,million km,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,current_model_forecast,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: none; forecast: 2026Q3; 2026Q4; 2027Q1; 2027Q2,
light_ruc_net_km,legacy_workbook_in_house_model,2024,11292.892065973474,million km,annual_model_paths.csv,registered,,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
light_ruc_net_km,legacy_workbook_in_house_model,2025,12305.239678272554,million km,annual_model_paths.csv,registered,,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
light_ruc_net_km,legacy_workbook_in_house_model,2026,13086.923761237404,million km,annual_model_paths.csv,registered,,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,
light_ruc_net_km,legacy_workbook_in_house_model,2027,12912.377898662222,million km,annual_model_paths.csv,registered,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,1.0557553782279825,0.37051302749075754,False,actual: none; forecast: none,
light_ruc_net_revenue,actual_or_actual_to_date,2024,723.37189724,$m nominal ex GST,annual_model_paths.csv,registered,Actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
light_ruc_net_revenue,actual_or_actual_to_date,2025,837.53770151,$m nominal ex GST,annual_model_paths.csv,registered,Actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
light_ruc_net_revenue,actual_or_actual_to_date,2026,673.44991052,$m nominal ex GST,annual_model_paths.csv,registered,Actual,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,not connected as complete actual; FY2026 is partial actual-to-date only
light_ruc_net_revenue,actual_or_actual_to_date,2027,,,,,forecast_only,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: none; forecast: none,forecast-only year; no actual value shown
light_ruc_net_revenue,current_finalist_model,2024,,,,,complete_actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
light_ruc_net_revenue,current_finalist_model,2025,,,,,complete_actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
light_ruc_net_revenue,current_finalist_model,2026,878.4716112426703,$m nominal ex GST,data/current_revenue_outlook/revenue_chart_rows.csv; official_befu25_annual.csv,source_backed,actual_plus_forecast_to_go_nowcast,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4,2026Q1; 2026Q2,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: 2025Q3; 2025Q4; forecast: 2026Q1; 2026Q2,actual-plus-forecast-to-go nowcast where source actual quarters and current forecast quarters both exist
light_ruc_net_revenue,current_finalist_model,2027,923.6996381549542,$m nominal ex GST,data/current_revenue_outlook/revenue_chart_rows.csv; official_befu25_annual.csv,source_backed,current_model_forecast,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: none; forecast: 2026Q3; 2026Q4; 2027Q1; 2027Q2,
light_ruc_net_revenue,legacy_workbook_in_house_model,2024,752.3996065444555,$m nominal ex GST,annual_model_paths.csv,registered,,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
light_ruc_net_revenue,legacy_workbook_in_house_model,2025,774.790357546907,$m nominal ex GST,annual_model_paths.csv,registered,,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
light_ruc_net_revenue,legacy_workbook_in_house_model,2026,856.2641055736624,$m nominal ex GST,annual_model_paths.csv,registered,,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,
light_ruc_net_revenue,legacy_workbook_in_house_model,2027,941.9699603832014,$m nominal ex GST,annual_model_paths.csv,registered,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,1.048874109976029,0.31564898969837163,False,actual: none; forecast: none,
net_fed_revenue,actual_or_actual_to_date,2024,2006.92979505,$m nominal ex GST,annual_model_paths.csv,registered,Actual / benchmark,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
net_fed_revenue,actual_or_actual_to_date,2025,1997.7271466,$m nominal ex GST,annual_model_paths.csv,registered,Actual / benchmark,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
net_fed_revenue,actual_or_actual_to_date,2026,1504.38889646,$m nominal ex GST,annual_model_paths.csv,registered,Actual / benchmark,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,not connected as complete actual; FY2026 is partial actual-to-date only
net_fed_revenue,actual_or_actual_to_date,2027,,,,,forecast_only,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: none; forecast: none,forecast-only year; no actual value shown
net_fed_revenue,current_finalist_model,2024,,,,,complete_actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
net_fed_revenue,current_finalist_model,2025,,,,,complete_actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
net_fed_revenue,current_finalist_model,2026,524.7737822842494,$m nominal ex GST,current_hybrid_formula,source_backed,actual_plus_forecast_to_go_nowcast,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4,2026Q1; 2026Q2,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,True,actual: 2025Q3; 2025Q4; forecast: 2026Q1; 2026Q2,actual-plus-forecast-to-go nowcast where source actual quarters and current forecast quarters both exist
net_fed_revenue,current_finalist_model,2027,568.322037056937,$m nominal ex GST,current_hybrid_formula,source_backed,current_model_forecast,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: none; forecast: 2026Q3; 2026Q4; 2027Q1; 2027Q2,
net_fed_revenue,legacy_workbook_in_house_model,2024,2110.260335924054,$m nominal ex GST,annual_model_paths.csv,registered,,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
net_fed_revenue,legacy_workbook_in_house_model,2025,2136.1576698225167,$m nominal ex GST,annual_model_paths.csv,registered,,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
net_fed_revenue,legacy_workbook_in_house_model,2026,2126.523313043412,$m nominal ex GST,annual_model_paths.csv,registered,,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,
net_fed_revenue,legacy_workbook_in_house_model,2027,2310.6052983959403,$m nominal ex GST,annual_model_paths.csv,registered,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,0.2626854138601359,0.15,False,actual: none; forecast: none,
net_mvr_revenue,actual_or_actual_to_date,2024,296.5418137473913,$m ex GST,annual_actuals.csv,registered_alias,Actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
net_mvr_revenue,actual_or_actual_to_date,2025,359.5932010952174,$m ex GST,annual_actuals.csv,registered_alias,Actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
net_mvr_revenue,actual_or_actual_to_date,2026,218.7572274234783,$m ex GST,annual_actuals.csv,registered_alias,Actual,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,not connected as complete actual; FY2026 is partial actual-to-date only
net_mvr_revenue,actual_or_actual_to_date,2027,,,,,forecast_only,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: none; forecast: none,forecast-only year; no actual value shown
net_mvr_revenue,current_finalist_model,2024,,,,,complete_actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
net_mvr_revenue,current_finalist_model,2025,,,,,complete_actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
net_mvr_revenue,current_finalist_model,2026,463.218084715237,$m nominal ex GST,official_befu25_annual.csv,source_backed,actual_plus_forecast_to_go_nowcast,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4,2026Q1; 2026Q2,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: 2025Q3; 2025Q4; forecast: 2026Q1; 2026Q2,actual-plus-forecast-to-go nowcast where source actual quarters and current forecast quarters both exist
net_mvr_revenue,current_finalist_model,2027,536.218643981628,$m nominal ex GST,official_befu25_annual.csv,source_backed,current_model_forecast,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: none; forecast: 2026Q3; 2026Q4; 2027Q1; 2027Q2,
net_mvr_revenue,legacy_workbook_in_house_model,2024,232.27816723,$m nominal ex GST,annual_model_paths.csv,registered,,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
net_mvr_revenue,legacy_workbook_in_house_model,2025,298.392465976379,$m nominal ex GST,annual_model_paths.csv,registered,,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
net_mvr_revenue,legacy_workbook_in_house_model,2026,461.500674074328,$m nominal ex GST,annual_model_paths.csv,registered,,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,
net_mvr_revenue,legacy_workbook_in_house_model,2027,534.246717008712,$m nominal ex GST,annual_model_paths.csv,registered,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,1.2881725330301241,0.4252444979077139,False,actual: none; forecast: none,
ped_vkt_per_capita,actual_or_actual_to_date,2024,6098.650188695321,km/person/FY,annual_model_paths.csv,registered,Actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
ped_vkt_per_capita,actual_or_actual_to_date,2025,6086.697742339673,km/person/FY,annual_model_paths.csv,registered,Actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
ped_vkt_per_capita,actual_or_actual_to_date,2026,,,,,partial_actual_to_date,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,not connected as complete actual; FY2026 is partial actual-to-date only
ped_vkt_per_capita,actual_or_actual_to_date,2027,,,,,forecast_only,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: none; forecast: none,forecast-only year; no actual value shown
ped_vkt_per_capita,current_finalist_model,2024,,,,,complete_actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
ped_vkt_per_capita,current_finalist_model,2025,,,,,complete_actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
ped_vkt_per_capita,current_finalist_model,2026,1542.3783473835922,km/person,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,actual_plus_forecast_to_go_nowcast,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4,2026Q1; 2026Q2,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,True,actual: 2025Q3; 2025Q4; forecast: 2026Q1; 2026Q2,actual-plus-forecast-to-go nowcast where source actual quarters and current forecast quarters both exist
ped_vkt_per_capita,current_finalist_model,2027,1535.2521136610806,km/person,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,current_model_forecast,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: none; forecast: 2026Q3; 2026Q4; 2027Q1; 2027Q2,
ped_vkt_per_capita,legacy_workbook_in_house_model,2024,5991.15664140738,km/person/FY,annual_model_paths.csv,registered,,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
ped_vkt_per_capita,legacy_workbook_in_house_model,2025,6019.216701102901,km/person/FY,annual_model_paths.csv,registered,,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
ped_vkt_per_capita,legacy_workbook_in_house_model,2026,5966.472849076411,km/person/FY,annual_model_paths.csv,registered,,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,
ped_vkt_per_capita,legacy_workbook_in_house_model,2027,5940.005511556976,km/person/FY,annual_model_paths.csv,registered,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,0.2534015015489689,0.15,False,actual: none; forecast: none,
ped_volume,actual_or_actual_to_date,2024,2904.38868695019,million L,official_befu25_annual.csv,registered,actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
ped_volume,actual_or_actual_to_date,2025,,,,,complete_actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
ped_volume,actual_or_actual_to_date,2026,,,,,partial_actual_to_date,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,not connected as complete actual; FY2026 is partial actual-to-date only
ped_volume,actual_or_actual_to_date,2027,,,,,forecast_only,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: none; forecast: none,forecast-only year; no actual value shown
ped_volume,current_finalist_model,2024,,,,,complete_actual,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
ped_volume,current_finalist_model,2025,,,,,complete_actual,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
ped_volume,current_finalist_model,2026,,,,,partial_actual_to_date,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,actual-plus-forecast-to-go nowcast where source actual quarters and current forecast quarters both exist
ped_volume,current_finalist_model,2027,,,,,forecast_only,2026Q3; 2026Q4; 2027Q1; 2027Q2,,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: none; forecast: none,
ped_volume,legacy_workbook_in_house_model,2024,3051.9531518108847,million L,annual_model_paths.csv,registered,,2023Q3; 2023Q4; 2024Q1; 2024Q2,2023Q3; 2023Q4; 2024Q1; 2024Q2,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: 2023Q3; 2023Q4; 2024Q1; 2024Q2; forecast: none,
ped_volume,legacy_workbook_in_house_model,2025,3091.963938081968,million L,annual_model_paths.csv,registered,,2024Q3; 2024Q4; 2025Q1; 2025Q2,2024Q3; 2024Q4; 2025Q1; 2025Q2,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: 2024Q3; 2024Q4; 2025Q1; 2025Q2; forecast: none,
ped_volume,legacy_workbook_in_house_model,2026,3079.593139318621,million L,annual_model_paths.csv,registered,,2025Q3; 2025Q4; 2026Q1; 2026Q2,2025Q3; 2025Q4; 2026Q1,,2025Q4,2026Q1,2025,2026Q1,,0.25,False,actual: 2025Q3; 2025Q4; 2026Q1; forecast: none,
