model,operational_n,operational_pooled_mape,operational_horizon_mean_mape,operational_bias_pct,operational_annual_mape,operational_h09_12_mape,paper_n,paper_horizon_mean_mape,paper_pooled_mape,paper_bias_pct,paper_annual_mape,paper_h09_12_mape,decision_score
dynamic_ylag_expanding_Elastic_a0.005_l10.7,402,9.962075265023133,10.033947118366148,3.3045342705939733,6.638952247589513,10.520886722518618,126.0,8.311426189266538,7.5804211417322,1.362952620681092,1.8753039936777012,11.06571715686565,20.927588168005396
dynamic_ylag_expanding_Elastic_a0.01_l10.15,402,9.701642633380922,9.78875248207508,3.02274845775573,6.407256100083155,10.580295822746931,126.0,8.324621194590419,7.583298024527498,1.2443179770775588,1.8156291668423368,11.184070966329486,20.57107830877602
dynamic_ylag_expanding_Elastic_a0.01_l10.3,402,9.795243163259997,9.870726841475014,3.235121270209548,6.498862911550578,10.422053597839264,126.0,8.255123092674141,7.514679859349619,1.344129027145638,1.747715670181318,11.027583054058184,20.648480401997794
dynamic_ylag_expanding_Elastic_a0.01_l10.5,402,9.979237855556676,10.042537433539255,3.500731449404073,6.673370204884639,10.409561026521573,126.0,8.088248608442864,7.378144653179287,1.2597964031773223,1.7738254686734911,10.7521981254817,20.75323918064957
dynamic_ylag_expanding_Elastic_a0.01_l10.7,402,10.02494990708598,10.08908074263635,3.442457240834795,6.786144223127086,10.509993301639543,126.0,7.747959414009718,7.081611497760221,0.9350526538383812,1.969765388332906,10.28650118010367,20.492305523273654
dynamic_ylag_expanding_Elastic_a0.05_l10.15,402,9.533152416610978,9.582887516381003,2.8480696388908653,6.119540935780937,9.89437246125287,126.0,7.554659138871782,6.884930135518774,0.5129794487001875,2.074648411670037,10.118987300647191,19.514457846895173
dynamic_ylag_expanding_Elastic_a0.05_l10.3,402,9.85951895424887,9.888575884755108,1.37451488361933,6.755939865970442,10.029967364581086,126.0,7.489370787575665,6.964106293452135,-1.498695638046424,4.169771321288519,9.416632386606096,19.850920183276124
dynamic_ylag_expanding_Elastic_a0.05_l10.5,402,10.011616834725652,10.02350284806267,-0.5830500407177752,7.6245613475836285,9.945055605187047,126.0,7.762592931803624,7.439440799361922,-3.952266703683398,6.812471742276857,8.841244457375723,20.50111124225532
dynamic_ylag_expanding_Elastic_a0.05_l10.7,402,10.26588832956788,10.272357683134263,-2.504262804244672,8.724262022907624,10.170951006848693,126.0,8.349641337494978,8.15432414988948,-6.311715456211977,9.26474193341678,8.938096933381512,21.919447655504992
dynamic_ylag_expanding_Elastic_a0.1_l10.15,402,9.509528050170776,9.534606403087576,0.708777336626408,6.546120092620443,9.63551120308484,126.0,7.494968415911226,6.961586888173991,-2.089007985409302,4.532387503098269,9.47004891568311,19.3665162321618
dynamic_ylag_expanding_Elastic_a0.1_l10.3,402,9.953358589499675,9.96557639361404,-1.9221936992364552,8.051943219310457,9.91300699174439,126.0,8.313542051209202,8.00342357633286,-5.439411326846636,8.418186553390976,9.338441516238,21.27730013739118
dynamic_ylag_expanding_Elastic_a0.1_l10.5,402,11.069903622345205,11.0816379560822,-5.673471513049056,10.840969900812194,11.033331947124374,126.0,10.237938971555025,10.131937401788742,-9.88972380900054,13.02548158223948,10.351090949191494,25.6695292104894
dynamic_ylag_expanding_Elastic_a0.1_l10.7,402,13.20875415799021,13.26068451483898,-9.331362737975155,13.646999128509623,13.740312194100404,126.0,14.480043798729014,14.166654789319814,-14.166654789319814,17.379362799299876,15.28900840301496,33.39838392549511
dynamic_ylag_expanding_OLS,402,14.747233398350826,15.048111251185782,10.543334813375669,12.812957914309266,18.66358871227344,126.0,9.721571194448885,8.496078400152955,4.904660514445917,2.515476820936012,14.521765820719148,30.00767334414552
dynamic_ylag_expanding_Ridge_a0.001,402,13.732081604999571,13.948289289183124,8.933908146884708,11.240036221596837,16.581881769118844,126.0,9.497178206110208,8.353380406423371,3.690875097371576,2.4799428761309423,14.086535424893803,28.05666330335714
dynamic_ylag_expanding_Ridge_a0.01,402,12.003877966204014,12.136661088363832,6.596959564289182,9.133935880105296,13.800218191662015,126.0,9.76691882291259,8.570197080089743,3.242504103757571,2.3514164591108413,14.558461032441452,25.62737030358237
dynamic_ylag_expanding_Ridge_a0.1,402,10.63891436633164,10.754604674260356,4.8563675391585415,7.965269619716103,12.172456190012944,126.0,10.140671256074492,8.872950675036764,3.857172928861732,1.7794703158113323,15.101144994715128,24.053066743222622
dynamic_ylag_expanding_Ridge_a1.0,402,9.6584775598112,9.74946015558868,3.493392486114715,6.598803869760649,10.650389458403565,126.0,9.125198148092243,8.126340838731393,2.5832027223932394,1.4460778270465964,12.936781378667744,21.442596310931144
dynamic_ylag_expanding_Ridge_a3.0,402,9.242511957894015,9.314719525809013,2.349053016190807,5.976274861678909,9.953871146638352,126.0,8.057069081260364,7.327403407034497,0.6078110629500115,2.5921878653460206,10.889454714231888,19.626182542361075
dynamic_ylag_w32_Elastic_a0.001_l10.15,402,12.590282874859538,12.840131477372708,8.399874812869507,10.813931574749976,15.848657790605616,126.0,10.971115432326457,9.677975497893389,6.772843865422972,1.6891130933263554,15.750150204711248,28.186261839635435
dynamic_ylag_w32_Elastic_a0.001_l10.3,402,11.950917832241744,12.148417792166512,7.533440231006405,9.96414608385862,14.495608874844343,126.0,10.765678914227598,9.580068665029197,5.939684680375529,1.6690240177252549,15.042473468978224,26.957391898920505
dynamic_ylag_w32_Elastic_a0.001_l10.5,402,11.323086410485082,11.477408643988412,6.589162354783231,9.036884501656724,13.283671456173405,126.0,10.509338785282951,9.436216453021029,4.918693552261566,1.7442290924670296,14.358158387544648,25.654251006826208
dynamic_ylag_w32_Elastic_a0.001_l10.7,402,10.96738907210212,11.0941019315428,5.978972030541482,8.408589495961367,12.566356385431488,126.0,10.197544342601615,9.225781687895736,4.168445410342988,1.8802281138464056,13.634653790677522,24.70583694134436
dynamic_ylag_w32_Elastic_a0.005_l10.15,402,10.835616232228356,10.951544490469578,5.621027910092248,8.08024757122223,12.323026289338337,126.0,9.852904618485905,8.973419471794593,3.7028380721891794,1.8757307406815305,12.98048932213734,24.078710291651262
dynamic_ylag_w32_Elastic_a0.005_l10.3,402,10.339133988968356,10.421398331927747,4.359011504833682,6.949309807682266,11.354795140451426,126.0,9.033324786760176,8.2480906142833,2.4216760567627147,1.857778516126005,12.001024998150298,22.240618358900694
dynamic_ylag_w32_Elastic_a0.005_l10.5,402,10.189172134973012,10.27376861533074,3.779306413348313,6.68971999873664,11.085793838420752,126.0,8.7843787956992,7.949925374850181,1.9437290214893967,1.8623333351180693,12.011820022590245,21.692883571564867
dynamic_ylag_w32_Elastic_a0.005_l10.7,402,10.18903918875256,10.280298369780551,3.488939570367628,6.787257765378426,11.082983792164107,126.0,8.73662098521208,7.911598989583226,1.8302290874546776,1.8753039936777012,11.961556298768018,21.65009434888385
dynamic_ylag_w32_Elastic_a0.01_l10.15,402,10.31792737045924,10.397306562756455,4.142459606601034,6.84940602779448,11.24382409889005,126.0,9.004263358706641,8.210256456886382,2.368698110954122,1.8156291668423368,12.00611710717956,22.133728799554053
dynamic_ylag_w32_Elastic_a0.01_l10.3,402,10.093429305171082,10.177353396680823,3.433937327686389,6.618691460916577,10.904479022807914,126.0,8.689253597898835,7.843372987469381,1.854004981840991,1.747715670181318,11.936317836005744,21.44261864715936
dynamic_ylag_w32_Elastic_a0.01_l10.5,402,10.163578927813026,10.252915289098263,3.6109496747353496,6.801013556817925,11.01428200228066,126.0,8.605462105933247,7.797593846961749,1.7471735632784229,1.7738254686734911,11.82785924905154,21.51049074610608
dynamic_ylag_w32_Elastic_a0.01_l10.7,402,10.11135955716722,10.201547068998154,3.692366709373729,6.834652873403703,11.01965994735238,126.0,8.31465314154544,7.555484682592477,1.381270939997692,1.969765388332906,11.475591752581424,21.18737787534133
dynamic_ylag_w32_Elastic_a0.05_l10.15,402,9.793286849224373,9.85962428124131,3.281579545673546,6.442571272808157,10.428256663226882,126.0,8.040724646345465,7.363513917758135,1.0733996755673003,2.074648411670037,10.80723325224453,20.417069395620047
dynamic_ylag_w32_Elastic_a0.05_l10.3,402,9.694735448862748,9.756459665187707,1.777845700776339,6.690145235341164,10.276979880124037,126.0,7.775612885838867,7.255243760326714,-1.2229829327439563,4.169771321288519,9.897269051315076,19.989683737148656
dynamic_ylag_w32_Elastic_a0.05_l10.5,402,9.645013995960516,9.683669521395544,-0.4671000194086893,7.329597810511609,9.949662411058975,126.0,7.832721163704954,7.489225889929742,-4.045388035907963,6.812471742276857,9.158750611466544,20.0898043952854
dynamic_ylag_w32_Elastic_a0.05_l10.7,402,9.77911615090583,9.806126747354034,-2.451013918437964,8.352376046667752,9.970743580871996,126.0,8.391161903792524,8.160714614092607,-6.553358263482694,9.26474193341678,9.215904808774049,21.338711062875863
dynamic_ylag_w32_Elastic_a0.1_l10.15,402,9.552173278340357,9.605294583986574,1.4537189693009032,6.4787443362562165,10.02532126495778,126.0,7.916193575927113,7.400622858581237,-1.4892777882487294,4.532387503098269,9.964101801804173,19.88129926888724
dynamic_ylag_w32_Elastic_a0.1_l10.3,402,9.67834514195039,9.722087076050869,-1.7687987462044734,7.749990674190966,10.083945666157716,126.0,8.34873920398895,7.997866792336741,-5.4821374694192455,8.418186553390976,9.619473926425837,20.916460956526624
dynamic_ylag_w32_Elastic_a0.1_l10.5,402,10.506128569769434,10.539086192824522,-5.510127955270251,10.3773929907918,10.777176149027682,126.0,10.319592709614268,10.255996251812611,-10.120089975336246,13.02548158223948,10.246273504610048,25.00882162168785
dynamic_ylag_w32_Elastic_a0.1_l10.7,402,12.41615628539268,12.490365162893612,-8.98272174397132,12.778352886291634,13.24801224917117,126.0,14.415833311787898,14.14633434021176,-14.141650151519457,17.379362799299876,14.96330664583438,32.202685281779786
dynamic_ylag_w32_OLS,402,16.452831104583602,16.79311203154867,11.52434419879556,15.77642619149396,20.20661939545484,126.0,11.743800275977131,10.440527398766964,5.278470072407901,2.515476820936012,15.355269679012665,34.87081496746317
dynamic_ylag_w32_RESID_GBR_n150_d1_lr0.05,402,13.216085299771,13.496087473005758,8.468204905519585,11.330874493868018,16.846418291495183,126.0,10.751847597042214,9.45969803325132,6.741762501920123,1.697902641350667,15.594964530772303,28.780559460218974
dynamic_ylag_w32_RESID_GBR_n250_d1_lr0.05,402,13.274039589923,13.544544913227773,8.447323059910865,11.384708853462705,16.760264421228452,126.0,10.831680357951589,9.545512626920528,6.850275137090388,1.667620284068181,15.643759742173792,28.935100352577624
dynamic_ylag_w32_RESID_GBR_n250_d2_lr0.03,402,13.217857934597545,13.492529265200892,8.546483179403761,11.329132859345345,16.823462030753223,126.0,10.880617703488616,9.626190977226043,6.999683042933166,1.6245742672054764,15.526398448156428,28.918320456797407
dynamic_ylag_w32_RESID_GBR_n250_d2_lr0.05,402,13.261246140186984,13.531203657413172,8.518913749637514,11.396958728246414,16.791294806661956,126.0,10.907573428140433,9.666344953005137,7.033931163411404,1.6752856302980486,15.507385020613125,29.00964649817741
dynamic_ylag_w32_RESID_GBR_n400_d1_lr0.05,402,13.321335303450764,13.581585075533424,8.399610141589601,11.395396929279478,16.644313538457784,126.0,10.90754423699228,9.614663938170205,6.915800020349718,1.664386506801943,15.727491619851214,29.05722947984982
dynamic_ylag_w32_RESID_GBR_n80_d1_lr0.05,402,13.127391188721406,13.41315657658327,8.45436289219702,11.2549039070951,16.907056420964587,126.0,10.653833635237968,9.37530136415673,6.588402482089203,1.7144726770706125,15.469654794209228,28.56587748066236
dynamic_ylag_w32_Ridge_a0.001,402,16.023387437945086,16.368371987136857,11.301504651139526,15.129922011401437,19.96941158390536,126.0,11.542161329041226,10.193951015138785,5.537470142384821,2.4799428761309423,15.43213191481747,33.991171936090765
dynamic_ylag_w32_Ridge_a0.01,402,14.789471153186945,15.136515433934724,10.35431025987146,13.095487805830926,19.16181441963096,126.0,11.282917971540044,9.93084007660915,6.411813560558097,2.3514164591108413,15.760928170012576,31.69124088275496
dynamic_ylag_w32_Ridge_a0.1,402,13.0043107319519,13.29510022740777,8.478909907064951,11.17887457747346,16.896333749084906,126.0,10.773457964430683,9.512739326646836,6.690211293593854,1.7794703158113323,15.505774330569697,28.53826578920479
dynamic_ylag_w32_Ridge_a1.0,402,10.88204394593162,11.001676755027177,5.562770756356292,8.403456855646242,12.442416828884316,126.0,9.571969328157936,8.685233019984363,4.440856248025099,1.4460778270465964,12.802478551300595,23.95150024920137
dynamic_ylag_w32_Ridge_a3.0,402,10.289892626212042,10.34062052768535,3.974308594095904,7.157613270679992,10.809095762176064,126.0,8.607315584717844,7.976830675960022,2.144471361006133,2.5921878653460206,10.943648088322671,21.799803715077477
dynamic_ylag_w36_Elastic_a0.001_l10.15,402,11.796136438335544,11.9749618077473,6.576932100177848,9.275264369885726,14.138224557411046,126.0,9.708649624864565,8.516743078334198,4.66849501416834,1.6891130933263554,14.34834123227092,25.4088218026779
dynamic_ylag_w36_Elastic_a0.001_l10.3,402,11.211895335931946,11.348134909661685,5.849629853889874,8.523548478193689,12.920102155948308,126.0,9.604729579110243,8.534824334035607,3.899047249872047,1.6690240177252549,13.71442184956286,24.384829867798967
dynamic_ylag_w36_Elastic_a0.001_l10.5,402,10.74189997296694,10.85157709747274,5.124652877968104,7.823974035346252,12.05944242636978,126.0,9.50154270611055,8.541263824014298,3.079804671987369,1.7442290924670296,13.094020296417913,23.494298879245488
dynamic_ylag_w36_Elastic_a0.001_l10.7,402,10.53013757963485,10.622644997951957,4.636617253261514,7.389086469454575,11.618717444065991,126.0,9.227493386047067,8.375968833741114,2.4116890744839017,1.8802281138464056,12.38003832058386,22.80747295531717
dynamic_ylag_w36_Elastic_a0.005_l10.15,402,10.410072362172157,10.496325224040936,4.383286417488315,7.15594706418355,11.395577308954335,126.0,9.022765384437678,8.224129188770814,2.1473044798411425,1.8757307406815305,12.092170964204817,22.37574786082291
dynamic_ylag_w36_Elastic_a0.005_l10.3,402,10.137524191765412,10.213401344592944,3.775984320992869,6.715588791831076,10.89968182203453,126.0,8.88828089888892,8.08520321872872,1.9148178402884368,1.857778516126005,12.07036389429333,21.753859599894493
dynamic_ylag_w36_Elastic_a0.005_l10.5,402,10.098663309653798,10.181330805789583,3.644825885741788,6.765239005956888,10.814940757497975,126.0,8.917422430178974,8.094236396244076,2.006938971871383,1.8623333351180693,12.10508169616537,21.748401980491863
dynamic_ylag_w36_Elastic_a0.005_l10.7,402,10.179501969885465,10.269711736884863,3.5926739450628573,6.892787381221599,10.893156746054462,126.0,8.904260928637816,8.085621423891565,2.009463763827836,1.8753039936777012,12.074534060971937,21.855505876457126
dynamic_ylag_w36_Elastic_a0.01_l10.15,402,10.1026352850507,10.179687650443237,3.615348675388317,6.686207955239081,10.86028047669378,126.0,8.861117211791475,8.053355129430058,1.915901158203683,1.8156291668423368,12.048068224048372,21.665460148714686
dynamic_ylag_w36_Elastic_a0.01_l10.3,402,10.072595434441949,10.157300410959088,3.515350321899768,6.693799460314525,10.776091020622925,126.0,8.83916673040502,8.012061022890544,1.992331507300401,1.747715670181318,12.02658419552462,21.606127008147027
dynamic_ylag_w36_Elastic_a0.01_l10.5,402,10.141101882100337,10.22530395065179,3.687471676422476,6.84341715857871,10.800738484153108,126.0,8.682172268615018,7.883312711025611,1.8630072763589167,1.7738254686734911,11.79871456095234,21.58721732386015
dynamic_ylag_w36_Elastic_a0.01_l10.7,402,10.17871526363779,10.261181762840495,3.755386335556953,6.910664436932059,10.90794596794492,126.0,8.397846001735031,7.644329137565069,1.5406380246860447,1.969765388332906,11.424540606586442,21.37083245185473
dynamic_ylag_w36_Elastic_a0.05_l10.15,402,9.73923890410784,9.800726751552634,3.2071133189626075,6.4130199142975854,10.231258260137553,126.0,7.944742973130913,7.301098485154669,1.011660858713653,2.074648411670037,10.486475838367706,20.249250179139167
dynamic_ylag_w36_Elastic_a0.05_l10.3,402,9.80130976701821,9.857705939615403,1.7428442599360772,6.7130578182739225,10.291458784769326,126.0,7.849640822416906,7.295755831232207,-1.1183460251060913,4.169771321288519,9.975608232447664,20.1748052518246
dynamic_ylag_w36_Elastic_a0.05_l10.5,402,9.836130024401152,9.874309621199428,-0.5188439579049356,7.406219141356539,10.136427897187092,126.0,7.890481678555582,7.480822610789197,-3.8915310139859054,6.812471742276857,9.310823962605468,20.370672798222017
dynamic_ylag_w36_Elastic_a0.05_l10.7,402,10.022001786269492,10.048455218726687,-2.421769883198516,8.431076756939184,10.245970817722586,126.0,8.501326414549814,8.24962270535159,-6.308763610720079,9.26474193341678,9.346491694302944,21.716382054067875
dynamic_ylag_w36_Elastic_a0.1_l10.15,402,9.615107515359918,9.65633463772732,1.2766446444714152,6.506278060409188,9.888276257911471,126.0,7.79884326285751,7.317397142585472,-1.5992130494229988,4.532387503098269,9.581780643754904,19.818812563807786
dynamic_ylag_w36_Elastic_a0.1_l10.3,402,9.88417249611534,9.92224831199536,-1.8226748759756788,7.878746560083617,10.200056341353656,126.0,8.418340277286676,8.040601457126716,-5.336095668228632,8.418186553390976,9.70626912984858,21.242341557028848
dynamic_ylag_w36_Elastic_a0.1_l10.5,402,10.801979429799903,10.835470690667629,-5.4889209732878,10.515042916788047,11.11083001141779,126.0,10.279204965633056,10.198335678957548,-9.859614071639006,13.02548158223948,10.29477180940231,25.31034151363756
dynamic_ylag_w36_Elastic_a0.1_l10.7,402,12.66709295760137,12.73526174567322,-9.019661432046806,13.033519185090034,13.46156870177646,126.0,14.278032941863044,14.01477530711414,-14.01477530711414,17.379362799299876,14.864981282545578,32.408823757450605
dynamic_ylag_w36_OLS,402,14.820639326637336,15.043024960010849,9.382908079435769,12.823771154258468,17.412156861885286,126.0,9.091400087037943,8.017956145342628,3.4561518746688837,2.515476820936012,13.162299001005838,29.338650125609323
dynamic_ylag_w36_RESID_GBR_n150_d1_lr0.05,402,12.617916302553644,12.828243113321475,6.776715631954704,10.207978639695884,15.242462938580346,126.0,9.751835432872452,8.548511609621281,5.064639776433747,1.697902641350667,14.411041344190467,26.620215822515124
dynamic_ylag_w36_RESID_GBR_n250_d1_lr0.05,402,12.674373347097024,12.876501995481611,6.763196683759298,10.298859033412256,15.147100435105504,126.0,9.84737752887768,8.64563541079301,5.227390461342689,1.667620284068181,14.482142196324682,26.80267120604492
dynamic_ylag_w36_RESID_GBR_n250_d2_lr0.03,402,12.659428303186328,12.871367977631657,6.92498536949379,10.288807372971188,15.34325825176584,126.0,9.877401333118025,8.672664660370833,5.389877600815599,1.6245742672054764,14.550499866097235,26.83041075379365
dynamic_ylag_w36_RESID_GBR_n250_d2_lr0.05,402,12.764279456723877,12.96942161423874,6.927657801885073,10.366270824616954,15.36460602530092,126.0,9.978500129148472,8.772977598092378,5.4978211567497,1.6752856302980486,14.677373472254905,27.06374015467679
dynamic_ylag_w36_RESID_GBR_n400_d1_lr0.05,402,12.753447203145944,12.947954781327942,6.755160483627224,10.392198509241966,15.094963086419796,126.0,9.96876954642405,8.770571822223074,5.403279927127502,1.664386506801943,14.56963222180457,27.035002276167408
dynamic_ylag_w36_RESID_GBR_n80_d1_lr0.05,402,12.515250493624174,12.728203706324903,6.739647810530862,10.073971022092389,15.228120557175924,126.0,9.63858383796258,8.433197505761235,4.852723712160898,1.7144726770706125,14.32978403732695,26.353688970372176
dynamic_ylag_w36_Ridge_a0.001,402,14.688371200044733,14.916398258283726,9.201971655963108,12.600589837681392,17.37351305667731,126.0,9.186009948855157,8.101038991292588,3.639148032795013,2.4799428761309423,13.261605248640478,29.20478475768468
dynamic_ylag_w36_Ridge_a0.01,402,13.808660036189869,14.055239828496916,8.413521021872414,11.45977444120136,16.940057855230748,126.0,9.499835195458097,8.320455580561026,4.388773055363815,2.3514164591108413,14.045919408347904,28.16076838825568
dynamic_ylag_w36_Ridge_a0.1,402,12.323262057465064,12.541216186963334,6.875405595264745,9.781268740717085,15.184319273415872,126.0,9.693953647189314,8.47266114025736,4.902033650263604,1.7794703158113323,14.503590136523664,26.128200323431837
dynamic_ylag_w36_Ridge_a1.0,402,10.374073056652165,10.4686655359725,4.444260266788574,7.281874828611373,11.47909527807352,126.0,8.733300420228764,7.881876222975744,2.847254040134802,1.4460778270465964,12.021900574010292,22.100455693573767
dynamic_ylag_w36_Ridge_a3.0,402,9.800814118227336,9.84850430210374,3.091386915426092,6.5636702055925324,10.212620600037674,126.0,7.847086453521629,7.251857615747726,0.8475615526299957,2.5921878653460206,10.168066209287936,20.254323835248965
dynamic_ylag_w40_Elastic_a0.001_l10.15,402,11.668305108614764,11.849714901970344,5.596951695684352,8.677992209049874,14.150960579031008,126.0,9.507214812601129,8.126993834280576,3.453922007082487,1.6891130933263554,15.144080462654266,24.772512363951787
dynamic_ylag_w40_Elastic_a0.001_l10.3,402,11.042997663600932,11.187186543014043,4.950441821716376,7.987564559200162,12.958916506895845,126.0,9.306512233874152,8.069904860461913,2.7731085670699938,1.6690240177252549,14.286348499455864,23.64020167536677
dynamic_ylag_w40_Elastic_a0.001_l10.5,402,10.59275812396119,10.708027369894346,4.305654631992579,7.352960033231286,12.139099800385384,126.0,9.08114455635228,8.009466821562112,2.028369094428025,1.7442290924670296,13.335762766854993,22.678004155143675
dynamic_ylag_w40_Elastic_a0.001_l10.7,402,10.268962480072812,10.35861183486031,3.815406014038724,6.766954847726264,11.484247199896796,126.0,8.827006981573513,7.88839941765244,1.5902416652063782,1.8802281138464056,12.557280103711935,21.845944259754397
dynamic_ylag_w40_Elastic_a0.005_l10.15,402,10.169030317429655,10.248454526697602,3.7200811385462704,6.632330511113269,11.19274769730351,126.0,8.713761525476285,7.850348137397498,1.5374112053908588,1.8757307406815305,12.068629135581997,21.57611563565021
dynamic_ylag_w40_Elastic_a0.005_l10.3,402,9.869894134265625,9.945278839427534,3.21368351746144,6.382729039931133,10.691218785438537,126.0,8.51570067586979,7.760579149944712,1.4383379466141988,1.857778516126005,11.37763473117371,20.940918325857453
dynamic_ylag_w40_Elastic_a0.005_l10.5,402,9.840899788345869,9.922693629465508,3.099483925713678,6.446567851515822,10.584881488110328,126.0,8.471868834402121,7.72741387825813,1.50828198909534,1.8623333351180693,11.18627803383542,20.87901576334989
dynamic_ylag_w40_Elastic_a0.005_l10.7,402,9.933463688757437,10.02012958156724,3.123402961654467,6.495780138422663,10.67436403677504,126.0,8.38813391079855,7.64546352328811,1.4890399921551498,1.8753039936777012,11.04485764963878,20.907460944169365
dynamic_ylag_w40_Elastic_a0.01_l10.15,402,9.790753225652702,9.863389695797853,3.0517088684718865,6.339665915185447,10.53362663739723,126.0,8.379001378590768,7.635521483537587,1.3556239288749814,1.8156291668423368,11.190181616247386,20.693808561405568
dynamic_ylag_w40_Elastic_a0.01_l10.3,402,9.80050007249121,9.880665952552782,3.0729397835188763,6.380782239422076,10.491660727171949,126.0,8.3469386604354,7.601958506497143,1.481406912164987,1.747715670181318,11.04329866459256,20.688006495076223
dynamic_ylag_w40_Elastic_a0.01_l10.5,402,9.931779879331163,10.007862998435748,3.303676543290472,6.545087313202751,10.53931738397731,126.0,8.195375582523932,7.477250407765609,1.3926865357035636,1.7738254686734911,10.771498958889646,20.748303675805108
dynamic_ylag_w40_Elastic_a0.01_l10.7,402,10.01057112087151,10.08526287024223,3.4514633238215926,6.688856544602227,10.674400125837954,126.0,7.922012457062022,7.265636223901255,1.1411967292418397,1.969765388332906,10.320913328609508,20.618829700926472
dynamic_ylag_w40_Elastic_a0.05_l10.15,402,9.510748138025248,9.566161151516182,2.844361511497438,6.275747773860449,9.940210858369976,126.0,7.59248309743948,6.9308632908589685,0.5836507223501115,2.074648411670037,10.15671362926969,19.584179107465623
dynamic_ylag_w40_Elastic_a0.05_l10.3,402,9.796883130081351,9.841397484499836,1.4988816484294931,6.714843936444254,10.125599361894595,126.0,7.550909753482967,7.015134712106267,-1.408165438983482,4.169771321288519,9.43962529299709,19.84787642616276
dynamic_ylag_w40_Elastic_a0.05_l10.5,402,9.9615546667476,9.985277796174364,-0.5213693750838895,7.508117447047414,10.043310184287051,126.0,7.822310883389743,7.493085891581186,-3.877597419313905,6.812471742276857,8.844838572808237,20.463843594112326
dynamic_ylag_w40_Elastic_a0.05_l10.7,402,10.150972963444588,10.16949026729261,-2.4361708084425704,8.554905964592868,10.20923171527397,126.0,8.395325054650694,8.195107874943885,-6.279986024837009,9.26474193341678,8.935625710334717,21.78413218654704
dynamic_ylag_w40_Elastic_a0.1_l10.15,402,9.51533364499778,9.540854745676333,0.9483143248567352,6.522102050736274,9.613250704858684,126.0,7.528739364747103,7.001655964540562,-1.9807565166929315,4.532387503098269,9.48215738011954,19.421640159988254
dynamic_ylag_w40_Elastic_a0.1_l10.3,402,9.96728263335525,9.98805000825028,-1.8185765109458747,7.971334204789211,10.012821186080789,126.0,8.358784002615238,8.042131111065972,-5.322699453357918,8.418186553390976,9.34412558390467,21.297891258741306
dynamic_ylag_w40_Elastic_a0.1_l10.5,402,10.956854456033447,10.982007990740575,-5.529931217495592,10.679087178082169,11.12039752214665,126.0,10.228806379481702,10.123969104750056,-9.834180676483824,13.02548158223948,10.350832546495244,25.476334469593468
dynamic_ylag_w40_Elastic_a0.1_l10.7,402,12.945448578339828,13.011359281842005,-9.124830811528192,13.346994070924213,13.705505836582825,126.0,14.4226227072619,14.104348554733134,-14.104348554733134,17.379362799299876,15.296847096132783,32.952002291578026
dynamic_ylag_w40_OLS,402,15.109463107343768,15.400662033639316,9.404153668493276,12.892650459482825,18.930469884635155,126.0,9.299654423813749,8.03984460821373,3.932895029664617,2.515476820936012,14.514756581639,29.861960558825828
dynamic_ylag_w40_RESID_GBR_n150_d1_lr0.05,402,12.47500349405592,12.661587803330706,5.855581126932827,9.7416041794692,14.90984762567657,126.0,9.57712927381433,8.201758854374496,4.042884137725953,1.697902641350667,15.191674395311512,26.04725234337775
dynamic_ylag_w40_RESID_GBR_n250_d1_lr0.05,402,12.560644577290372,12.738202890850507,5.826366237564332,9.839445066943735,14.837702042208354,126.0,9.681032778530245,8.301014722640714,4.202923984254064,1.667620284068181,15.306754233797667,26.26811975300735
dynamic_ylag_w40_RESID_GBR_n250_d2_lr0.03,402,12.569030636146843,12.763037078062595,5.9750560669487855,9.940278982124456,15.065080605094264,126.0,9.734340146072514,8.339955020774886,4.374405848523698,1.6245742672054764,15.35812793603462,26.379974032657795
dynamic_ylag_w40_RESID_GBR_n250_d2_lr0.05,402,12.59506643721154,12.78651776640267,5.968619172608321,9.953977847040012,15.038414698564557,126.0,9.835801699378912,8.434117082581409,4.476603521384973,1.6752856302980486,15.488545808792166,26.511622300315288
dynamic_ylag_w40_RESID_GBR_n400_d1_lr0.05,402,12.65380254453445,12.824758944135638,5.789877362691508,9.930336519089815,14.81090930812417,126.0,9.797093342615462,8.412859829019466,4.368243124068585,1.664386506801943,15.412579848598272,26.5055014051005
dynamic_ylag_w40_RESID_GBR_n80_d1_lr0.05,402,12.348643563979826,12.543305742086051,5.798214338500078,9.598833441337804,14.932528053753702,126.0,9.461536985886214,8.082245526027055,3.8189211349388335,1.7144726770706125,15.095076014232994,25.74959368818428
dynamic_ylag_w40_Ridge_a0.001,402,14.94920885962648,15.224863970136596,8.818617054184145,12.220507482092811,18.65152609178642,126.0,9.046960012945904,7.865780498864718,3.2029691077555027,2.4799428761309423,14.038122940558488,29.155208196723283
dynamic_ylag_w40_Ridge_a0.01,402,13.991960945369389,14.254676346632449,7.684303349959711,11.010532164702104,17.593511982523488,126.0,9.18011105486462,7.914912390735172,3.285783437371365,2.3514164591108413,14.504377497732955,27.79418859287572
dynamic_ylag_w40_Ridge_a0.1,402,12.163269716805711,12.365693209020614,5.928298351860981,9.253507908869038,14.923857578806992,126.0,9.489117377987116,8.121642313066195,3.805936973032519,1.7794703158113323,15.064188019546538,25.48394469808309
