model,operational_n,operational_pooled_mape,operational_horizon_mean_mape,operational_bias_pct,operational_annual_mape,operational_h09_12_mape,paper_n,paper_horizon_mean_mape,paper_pooled_mape,paper_bias_pct,paper_annual_mape,paper_h09_12_mape,decision_score
dynamic_expanding_Elastic_a0.1_l10.15,438,9.565879616345448,9.628103762639109,-1.1632755848659964,6.820082873823004,10.235600325117709,126.0,9.546091204332797,8.810137366798154,-3.124389765104411,7.299468477560024,12.225858735405124,21.615327385002896
dynamic_expanding_Elastic_a0.1_l10.3,438,10.448151308455556,10.51668434683386,-3.640375817035846,8.382159488018932,11.222450508257932,126.0,10.077005700873489,9.56448159151021,-5.76505693274825,9.74418994825382,11.798287152387957,23.82295041183925
dynamic_expanding_Elastic_a0.1_l10.5,438,12.059334259926375,12.118417222975076,-7.277061655562817,11.512313963424113,12.716712689976346,126.0,11.738844490413928,11.584106361287162,-10.25873169137326,14.57591504545664,11.996216706091625,28.555194803095027
dynamic_expanding_Elastic_a0.1_l10.7,438,14.065160944294592,14.137599374543155,-10.85942404367936,14.43027329326354,14.95511042315044,126.0,14.991409353112248,14.877355909077895,-14.851217669346138,19.13836375684495,15.021847137665429,35.193108354417014
dynamic_expanding_OLS,438,15.004050180889788,15.320358655482222,10.772845185650285,13.686879448462706,18.86394171639938,126.0,11.110183688374953,9.836695426761874,6.269275455261524,1.3192977495000613,15.954940331219126,31.98192619479172
dynamic_expanding_Ridge_a0.001,438,13.902322866458052,14.146634883868458,9.363889171909246,12.301504979952805,16.766581119498763,126.0,10.687271467484834,9.536429792566322,5.490414652401431,1.276659558188023,15.090124491494947,29.83150999411729
dynamic_expanding_Ridge_a0.01,438,12.46276414434128,12.623558607963671,7.443199831035556,10.483276001522055,14.216138916138688,126.0,10.383884838643391,9.324311408602629,4.650212012394063,1.4134972085213051,14.48644749833326,27.260115566620943
dynamic_expanding_Ridge_a0.1,438,11.278855037256555,11.408682729633414,5.220222562414387,9.147998591439071,12.711468123675695,126.0,10.835629500384377,9.69387529971895,4.233488278542862,2.3578708716022057,15.286835721211965,25.83830630088605
dynamic_expanding_Ridge_a1.0,438,9.753306169244718,9.843672035521095,2.426379647917534,7.18561536769535,10.706059673764836,126.0,10.317173225165142,9.267765626218267,2.047435018625332,3.911981488795633,14.370825077099235,22.828082737894984
dynamic_expanding_Ridge_a3.0,438,9.31421008497952,9.408242180316943,0.9295383414483742,6.266111560835537,10.370200205243702,126.0,9.608532073676228,8.744144277438213,-0.3190129539626894,5.295644476458081,12.876693019237113,21.208835039093024
dynamic_w32_Elastic_a0.001_l10.15,438,11.634546511415492,11.909692774751726,7.491879126888158,10.637134334653318,15.015941715003336,126.0,10.132709982287496,8.97187138853159,5.797880079421236,2.441078568559253,14.258876649016106,26.239441423520464
dynamic_w32_Elastic_a0.001_l10.3,438,11.419554408254434,11.681727717457951,6.746532139888832,10.20857162325009,14.656513415098308,126.0,10.556094274973086,9.37361676828557,5.142090222305111,3.05461349129781,14.773500798541145,26.223301965353933
dynamic_w32_Elastic_a0.001_l10.5,438,11.09581464118541,11.337034866596502,6.01017419475949,9.541221811269937,14.059209859913214,126.0,10.709611098221188,9.496192639554929,4.273834840131964,3.5269811964416866,15.041671528738323,25.745870792827024
dynamic_w32_Elastic_a0.001_l10.7,438,10.715030033631002,10.936736096490122,5.315516607221103,8.803715130993716,13.42751016890348,126.0,10.591519018263028,9.363031934375766,3.5172444293315945,3.592310277086,14.98771103757241,24.919401008463943
dynamic_w32_Elastic_a0.005_l10.15,438,10.425807879199803,10.62570277237222,4.804572492715452,8.341344469810767,12.847143145323962,126.0,10.188229376355194,9.071025510859709,2.880465300921454,3.708022326344158,14.127845291130466,24.013965069260312
dynamic_w32_Elastic_a0.005_l10.3,438,9.483803212817364,9.626141176924689,3.284042920440016,6.990248827989058,11.219439235157749,126.0,9.204896377189272,8.284148466269501,1.443855026301939,3.6311686963797873,12.549242498520588,21.46369097184681
dynamic_w32_Elastic_a0.005_l10.5,438,9.128826868635192,9.243284674224231,2.755550667962079,6.576091672426497,10.504803894800595,126.0,9.017714749733347,8.134627679870343,1.254851041338566,3.469685019693909,12.368214219503756,20.72372877051402
dynamic_w32_Elastic_a0.005_l10.7,438,9.04852480115011,9.1527070366997,2.6850739057587107,6.446192377572533,10.298108976624592,126.0,8.907456809530375,8.051224776813081,1.2769650536081685,3.264048975890764,12.192026430753778,20.480656333406746
dynamic_w32_Elastic_a0.01_l10.15,438,9.51848349272566,9.656673180712124,3.182473234373883,7.007284178661847,11.173952868077654,126.0,9.223078145779995,8.305475359346557,1.3085174364264591,3.8126195922884327,12.565515828355425,21.51235842447469
dynamic_w32_Elastic_a0.01_l10.3,438,9.1692142212103,9.275921540112204,2.6924297475778305,6.581078452434013,10.434179418564586,126.0,9.086274404835244,8.222995078697375,1.1202149311279104,3.702817922030528,12.365825949076228,20.82810905915523
dynamic_w32_Elastic_a0.01_l10.5,438,9.099791152743885,9.191557089183537,2.7048547471460034,6.427593015300301,10.19195131456612,126.0,8.934940284759955,8.108204697571885,1.0194786088845649,3.5048422193589155,12.140643647111125,20.554874467573548
dynamic_w32_Elastic_a0.01_l10.7,438,8.930112968665204,9.009076974189943,2.792869305009542,6.173186249908823,9.866020414674775,126.0,8.632672212509494,7.8252573833207695,0.8822159471991986,3.123622599106234,11.82132759029825,20.00268729914374
dynamic_w32_Elastic_a0.05_l10.15,438,9.385826761100262,9.474948208139988,1.9730895033421136,6.604499185292196,10.444259605898417,126.0,9.36063163674427,8.564343441850529,-0.1733706253927908,5.098893045662032,12.374141841985114,21.25534206303101
dynamic_w32_Elastic_a0.05_l10.3,438,9.440321585093349,9.511659214006148,0.7582771771996627,6.513537775441146,10.228437996948784,126.0,9.211587348457876,8.517586061715363,-1.669422548867113,5.942703722760351,11.824972380941578,21.007474872675598
dynamic_w32_Elastic_a0.05_l10.5,438,9.667014120393956,9.73812214189649,-1.4002941397843065,7.1298101350131855,10.442472517972709,126.0,9.329737359050135,8.758197966015809,-4.141165571173273,7.916133571521532,11.415793812442155,21.63221444067714
dynamic_w32_Elastic_a0.05_l10.7,438,10.140315407016454,10.218038734259084,-3.51910962797084,8.617113720735805,11.042658321138406,126.0,9.92869630992058,9.479471735866074,-6.749237889009529,10.487595226104792,11.417913434697796,23.43691248199165
dynamic_w32_Elastic_a0.1_l10.15,438,9.769927853465138,9.850453726879053,0.1942305100871545,6.903198286361396,10.68073649172677,126.0,9.71372611983491,9.027825777168356,-2.4329682617496373,7.243159178654073,12.265293017463629,21.91919642453525
dynamic_w32_Elastic_a0.1_l10.3,438,10.175659243489756,10.26018299332748,-2.845529615152604,8.200991137638624,11.161757372308507,126.0,9.982379083917136,9.456561572178533,-5.798208964058369,9.86136053655228,11.780397004245522,23.31293818709567
dynamic_w32_Elastic_a0.1_l10.5,438,11.495737102761192,11.585953638771691,-6.871036402752586,11.22531526801271,12.590805134626711,126.0,11.62637766917362,11.435442166073356,-10.5647465130198,14.513496085075587,12.006566098600652,27.73807875601452
dynamic_w32_Elastic_a0.1_l10.7,438,13.474141794943735,13.581513979112096,-10.378262526203,13.932307297956742,14.820416683182083,126.0,14.89521002866141,14.762102980938549,-14.754789055256312,18.829858388994065,14.888822383760042,34.2834856305103
dynamic_w32_OLS,438,13.829562091647304,14.147153943389592,11.26581046906261,12.969535720336609,17.371132692718515,126.0,11.51397196656596,10.329147822539156,7.41687221329363,1.5475388782163049,14.310679423865809,31.00945260723734
dynamic_w32_RESID_GBR_n150_d1_lr0.05,438,11.736283042357712,11.966507323019398,7.458855504658085,10.57861911239134,14.393693682399364,126.0,9.489456625500834,8.388202819254872,5.471571998237233,2.1792159924387997,13.320742195167355,25.674141907661323
dynamic_w32_RESID_GBR_n250_d1_lr0.05,438,11.726597731784665,11.947610481255335,7.418454406170555,10.553086283225916,14.216691423078332,126.0,9.544378291943085,8.431494096750521,5.566334676040935,2.0575895973323783,13.416932529585504,25.706401663473876
dynamic_w32_RESID_GBR_n250_d2_lr0.03,438,11.616032373776612,11.851087515020865,7.609921764440997,10.516629299842688,14.342930757033606,126.0,9.607409085140809,8.490742978712184,5.764103469965578,1.8480296395564653,13.506995772506883,25.66525389030646
dynamic_w32_RESID_GBR_n250_d2_lr0.05,438,11.559899501287555,11.790383556504423,7.588120460192367,10.457269141682795,14.238170117240152,126.0,9.634956287779884,8.522259562898961,5.870110166851867,1.750135746760904,13.496467531359212,25.61371203467565
dynamic_w32_RESID_GBR_n400_d1_lr0.05,438,11.675133241304373,11.885357026597466,7.317760183938807,10.466030727252608,13.995654198743374,126.0,9.58831143157529,8.463001520845562,5.625362799699029,1.962544116779743,13.517082902192048,25.658331445811957
dynamic_w32_RESID_GBR_n80_d1_lr0.05,438,11.717630199301803,11.956609051487506,7.52897550410563,10.535402743885934,14.548577714650836,126.0,9.49438215087917,8.400289690215383,5.441197448537131,2.2428203769340733,13.290525670391569,25.652300860951616
dynamic_w32_Ridge_a0.001,438,13.289472598518133,13.579260747816647,10.63879797317358,12.332229520224557,16.460558960804295,126.0,11.334331231552426,10.15470834462324,7.251481357693524,1.4756171588372546,14.23908963774364,30.00396395946651
dynamic_w32_Ridge_a0.01,438,12.43024134886981,12.694515566023464,9.720879427599847,11.41715778368997,15.396038144320803,126.0,10.538042119087516,9.384630099749042,6.7364305759460095,1.568163500319058,13.911596062447122,27.9363766350088
dynamic_w32_Ridge_a0.1,438,11.54492980899409,11.804728735021378,7.824747019091589,10.515752457928972,14.734437205554713,126.0,9.86977554216987,8.79288433017901,5.758772493457918,2.4339803634485024,13.634123943018707,25.877693413348258
dynamic_w32_Ridge_a1.0,438,10.16225094977104,10.344090560320469,4.423500998112745,8.289635321403527,12.412575985353524,126.0,9.81691624069724,8.851865991249737,3.0665929877194,4.026382021797117,13.202748013559304,23.32288965277079
dynamic_w32_Ridge_a3.0,438,9.609929620569025,9.72874956749764,2.449412967982044,7.116725848564938,10.994730995461202,126.0,9.27662547059994,8.500961292232718,0.54138595951651,5.401364920124118,12.012988268914649,21.622350434964897
dynamic_w36_Elastic_a0.001_l10.15,438,10.982313877948242,11.210066923518594,6.110360179540511,9.11410367394819,13.767659002653309,126.0,9.181512880628617,8.089052172162736,3.932560351863249,2.4066447147347447,13.186971824829063,23.96479906241278
dynamic_w36_Elastic_a0.001_l10.3,438,10.714003227272537,10.936188718851,5.312718360000503,8.721120213023735,13.429807400107354,126.0,9.554830322576022,8.439211962063759,3.176639036441134,3.057416962120445,13.632211792372791,23.85249746040692
dynamic_w36_Elastic_a0.001_l10.5,438,10.38392954296114,10.586077085729483,4.596693906298246,8.22151548449003,12.81734110908288,126.0,9.627866229393224,8.553977894646367,2.2901376035541787,3.5146676924985933,13.46949155389066,23.3489955825557
dynamic_w36_Elastic_a0.001_l10.7,438,10.031392930640424,10.216766214766936,4.011334351213312,7.68963638020934,12.300008138141411,126.0,9.39541889878662,8.394035422728955,1.6468898077765088,3.579700906649998,12.948509326429342,22.519317997621645
dynamic_w36_Elastic_a0.005_l10.15,438,9.856988122731654,10.030263097340772,3.657900650040373,7.370967335063876,11.956127344104136,126.0,9.169622939497891,8.224489958178438,1.2676532066500292,3.6994172824435743,12.543976277201782,21.972239694505944
dynamic_w36_Elastic_a0.005_l10.3,438,9.196460895539134,9.339203368893832,2.795375552353276,6.513830125712149,10.984528647179346,126.0,8.958173928227867,8.03559048841105,0.9953613788973324,3.6140574217392567,12.412662206252236,20.714012923001583
dynamic_w36_Elastic_a0.005_l10.5,438,9.031707124826204,9.156627015717552,2.682665231726157,6.377795763020493,10.601566185875956,126.0,8.91088667544548,8.012040337878465,1.0693318627671122,3.444017367020561,12.296898199043246,20.443088840501478
dynamic_w36_Elastic_a0.005_l10.7,438,8.980272212061427,9.094465519329525,2.7013853902847664,6.3208499992142135,10.4087271423286,126.0,8.827471200438497,7.949894227289776,1.1753264984273255,3.213569192541825,12.141250235880149,20.290179451253376
dynamic_w36_Elastic_a0.01_l10.15,438,9.269936627402506,9.409586208643557,2.7468198644723167,6.551963782628521,10.990280572272018,126.0,9.04140735785693,8.116288599611162,0.9316535227538472,3.809079991572127,12.502173815473178,20.879213295626645
dynamic_w36_Elastic_a0.01_l10.3,438,9.112389977468156,9.228908981232944,2.649862611013124,6.407937896233073,10.54824327230954,126.0,9.015331646992298,8.124426449834177,0.9727952115621727,3.695159092894243,12.365109639253518,20.635486149243345
dynamic_w36_Elastic_a0.01_l10.5,438,9.077273848059685,9.177588151586344,2.723377018899864,6.346347278881872,10.290071394131502,126.0,8.90181410552848,8.047957372117196,0.9807637717129396,3.4696101517743023,12.140511769066906,20.472647203086808
dynamic_w36_Elastic_a0.01_l10.7,438,8.995295740543943,9.077549072633754,2.878530278211791,6.235581742150573,9.970499745542083,126.0,8.641324156045775,7.819344084026962,0.9680718065420332,3.0709262987498565,11.81208884995126,20.1069265341636
dynamic_w36_Elastic_a0.05_l10.15,438,9.458708227978589,9.546459940179671,1.8475510034630256,6.66521291903638,10.455185836773754,126.0,9.132214366585874,8.416276371407376,-0.471520471548415,5.177918022845333,11.729382704449788,21.10850221657349
dynamic_w36_Elastic_a0.05_l10.3,438,9.633522239315718,9.712167611432584,0.8126052035056767,6.731424375636537,10.530002236704908,126.0,9.230039882363288,8.517290887032228,-1.6227982863227528,5.934316032914422,11.848111915727143,21.300821173502364
dynamic_w36_Elastic_a0.05_l10.5,438,9.907382936120785,9.98255504794821,-1.3866552827858696,7.421767173925573,10.768471805390725,126.0,9.36316304491362,8.73628634334758,-3.9719861956293263,7.810422827170994,11.585988001118004,22.006830020186943
dynamic_w36_Elastic_a0.05_l10.7,438,10.430147198287774,10.508189960669798,-3.540118266874051,8.799965153160205,11.334298608620614,126.0,10.10195893884483,9.63371782410187,-6.610428408663008,10.5664309482128,11.618154978913989,23.96610576742608
dynamic_w36_Elastic_a0.1_l10.15,438,9.89507710908685,9.976702776451871,0.0320471049335086,7.208072183171033,10.815489770110096,126.0,9.395385691964508,8.811950698844557,-2.790486766224201,7.299468477560024,11.418310804968993,21.81649277565457
dynamic_w36_Elastic_a0.1_l10.3,438,10.46069021721449,10.5490823899408,-2.850331551081897,8.467813044417278,11.488385148204172,126.0,10.02764062186592,9.480195260551827,-5.602882211925436,9.74418994825382,11.887029588101768,23.737098559734648
dynamic_w36_Elastic_a0.1_l10.5,438,11.824088273463838,11.904461262189749,-6.855214448732373,11.38540030066748,12.745614446829997,126.0,11.706655490071192,11.526675710985376,-10.350430088696095,14.57591504545664,12.04282852590806,28.201155313641884
dynamic_w36_Elastic_a0.1_l10.7,438,13.737636410178606,13.83512269156046,-10.461673779214292,14.14565082058468,14.982248562715574,126.0,14.924945281876552,14.819752582484323,-14.78372367531412,19.13836375684495,14.852578164646758,34.65972685718122
dynamic_w36_OLS,438,12.228749980581432,12.46263749880302,9.355986941306169,10.947851053220829,15.01741097145872,126.0,8.548449598927927,7.640938874622917,5.051014726648464,1.3192977495000613,11.546969171364177,25.544546142267265
dynamic_w36_RESID_GBR_n150_d1_lr0.05,438,11.471574128234211,11.665489312428544,6.365912382097895,9.666476966719571,13.652136387489142,126.0,8.7021262935952,7.663696555010921,4.076646903187656,2.083609061333532,12.432209006795429,24.19355859839105
dynamic_w36_RESID_GBR_n250_d1_lr0.05,438,11.479663596403462,11.66489220197414,6.304375421026341,9.723751354798411,13.488240287039911,126.0,8.733009762259881,7.6909152594070305,4.2058946390246295,1.95103144746586,12.440287841185215,24.24642387494542
dynamic_w36_RESID_GBR_n250_d2_lr0.03,438,11.31777325469424,11.521933711471055,6.52665073745863,9.587748919975612,13.648857393242183,126.0,8.775263834882457,7.7200989196309395,4.363383533693737,1.7865834307271595,12.576880088441898,24.101414285314025
dynamic_w36_RESID_GBR_n250_d2_lr0.05,438,11.34948606016966,11.54850908261444,6.488802153833584,9.61824674790314,13.585131486069482,126.0,8.78702613333912,7.746949285097492,4.456909288036811,1.7480885224396112,12.515342609588298,24.15177877065824
dynamic_w36_RESID_GBR_n400_d1_lr0.05,438,11.509690633192148,11.686461014957148,6.307929661418391,9.79349488277316,13.370531037461966,126.0,8.835184243145516,7.792525954232835,4.426627213779623,1.8410542015278903,12.534465683139633,24.403391051450107
dynamic_w36_RESID_GBR_n80_d1_lr0.05,438,11.3482600623845,11.549809534417436,6.372326008691903,9.519622741470672,13.689951528031576,126.0,8.659917765005105,7.626517995383739,3.934805635907388,2.162536817731944,12.394381038513556,23.97727838777353
dynamic_w36_Ridge_a0.001,438,11.803298601663151,12.012639812140328,8.794615276994907,10.423854978062788,14.250634534881916,126.0,8.65420585374947,7.710747102153422,5.032370051835144,1.276659558188023,11.777287344649952,24.985315225434093
dynamic_w36_Ridge_a0.01,438,11.381348852425848,11.576659418321592,8.150558809269285,9.80461800648335,13.68696981807341,126.0,8.749410920274473,7.765484243784261,4.895472790136938,1.4134972085213051,12.13026761120014,24.377431955896423
dynamic_w36_Ridge_a0.1,438,10.915542495824203,11.13419353834084,6.521512274845309,9.041052743444451,13.59869894547282,126.0,8.8814675118484,7.825839202844497,4.016805453499542,2.3578708716022057,12.774073231991856,23.613529695362693
dynamic_w36_Ridge_a1.0,438,9.666953317861568,9.828670339480244,3.392899512297689,7.35355000227483,11.589702130976727,126.0,8.901431024654126,7.966232655544039,1.5495731196598543,3.911981488795633,12.275055428223936,21.48141679454165
dynamic_w36_Ridge_a3.0,438,9.126188634519677,9.236676538294804,1.573645237791114,6.68227552423496,10.35816758750968,126.0,8.387364135630959,7.671066164930893,-0.7510343056508971,5.295644476458081,10.892275490598674,20.00971372741198
dynamic_w40_Elastic_a0.001_l10.15,438,10.80743996188885,11.04774211720153,5.159424860923274,8.450110621599254,13.816705631069311,126.0,9.26291335177762,7.86246764411659,2.807248115429064,2.4066447147347447,14.706681043081351,23.543834517318537
dynamic_w40_Elastic_a0.001_l10.3,438,10.491955214004788,10.718835293384062,4.399930583869056,8.070347702159635,13.299037171545727,126.0,9.43457810109271,8.08151114877259,2.0577345059111347,3.057416962120445,14.648073566683026,23.19114806924028
dynamic_w40_Elastic_a0.001_l10.5,438,10.119120589915449,10.32534060991039,3.727862519084662,7.523337947278298,12.656719146977355,126.0,9.227705096859138,8.016187942078462,1.258021650995145,3.5146676924985933,13.769574577089402,22.352780220230457
dynamic_w40_Elastic_a0.001_l10.7,438,9.74003693247488,9.925739494634378,3.205873276293317,6.994236405191225,12.02597185205918,126.0,8.921619185121834,7.841699019297219,0.7805205599812687,3.579700906649998,12.95476336590913,21.430226187042976
dynamic_w40_Elastic_a0.005_l10.15,438,9.586372640707568,9.75194107595167,2.950205226740648,6.776725386390289,11.567141271749952,126.0,8.85106481757973,7.824599964296059,0.6665833070035668,3.6994172824435743,12.636453930741816,21.104311866197964
dynamic_w40_Elastic_a0.005_l10.3,438,9.016232488889134,9.154844483695117,2.4082584516298557,6.146473963029616,10.721912320413493,126.0,8.75655892569515,7.794029480435432,0.6392684605816743,3.6140574217392567,12.280214950768954,20.164883146807632
dynamic_w40_Elastic_a0.005_l10.5,438,8.956848545777316,9.084236530689026,2.5143744840316606,6.162931921510674,10.524000830661493,126.0,8.758895700891243,7.826428187403911,0.7905364591369834,3.444017367020561,12.188808141435777,20.124207867600457
dynamic_w40_Elastic_a0.005_l10.7,438,8.911093284745126,9.031295833450924,2.576484251385323,6.1248105110520985,10.389438997435647,126.0,8.690620987583308,7.771614102390902,0.9136073928241414,3.213569192541825,12.075705866378206,20.00304637633521
dynamic_w40_Elastic_a0.01_l10.15,438,9.057897084866326,9.190231117715744,2.309606740203723,6.128952842914599,10.649739837415916,126.0,8.787425932327638,7.827836621214108,0.530462179179259,3.809079991572127,12.331293380249935,20.221417186234444
dynamic_w40_Elastic_a0.01_l10.3,438,9.019543467824535,9.136319854215063,2.4615345006732543,6.154469354164477,10.42562562721723,126.0,8.83204499512281,7.91104611893415,0.6711115871319117,3.695159092894243,12.222003459988567,20.25180618697224
dynamic_w40_Elastic_a0.01_l10.5,438,9.012588988857804,9.117452950473046,2.5868691363172607,6.153837488381538,10.256422579400802,126.0,8.76203942456165,7.875662073535217,0.7436502340277111,3.4696101517743023,12.036552067780782,20.18715844798472
dynamic_w40_Elastic_a0.01_l10.7,438,8.999279059660111,9.088705786212651,2.812243592102712,6.151098035945177,10.040707561077172,126.0,8.53953394600349,7.690026928986631,0.7720274743769775,3.0709262987498565,11.739015717347764,19.97292167745468
dynamic_w40_Elastic_a0.05_l10.15,438,9.325647476212607,9.40734243771808,1.4468369775155971,6.613899433639697,10.202751673303943,126.0,8.904511616089506,8.081519289411021,-0.914214470228804,5.177918022845333,12.035120958409102,20.68970759182757
dynamic_w40_Elastic_a0.05_l10.3,438,9.573189429441722,9.646778213314002,0.5131670027902101,6.793654034874234,10.369552978387022,126.0,9.039430226205669,8.264021419722305,-1.8885644645336463,5.934316032914422,11.864410680757755,21.041715268132396
dynamic_w40_Elastic_a0.05_l10.5,438,10.059716328461697,10.134978958402806,-1.341188274553179,7.666297045901722,10.884181709609354,126.0,9.38520385785955,8.781157950410963,-3.905919543366914,7.810422827170994,11.488543601454277,22.262242979842167
dynamic_w40_Elastic_a0.05_l10.7,438,10.626085681024197,10.701048831073122,-3.448074333802389,9.063226454707818,11.43602673723374,126.0,10.127065236960028,9.692910484629158,-6.5673152205502205,10.5664309482128,11.498275892322438,24.2700876105122
