form,params,rmse_fit_pp,rmse_holdout_pp,aicc,pred_2050_pp
logistic (S-curve),3,0.6989475887835059,4.130516329675498,-390.4013097996283,80.23218467583885
power,2,1.9220369309546954,8.523783884114335,-311.81844853710226,103.24208400185589
Richards (S-curve),4,0.26481159008658617,9.952203184663178,-465.5696926696274,103.90594736680913
Gompertz (S-curve),3,0.24559354267090527,10.983736138915614,-474.0731382212899,105.7619861496157
quadratic,3,2.3839046830825357,13.455252770025261,-292.24776689435356,112.95139215401515
Bass diffusion (S-curve),3,3.9680972774018155,19.702579796305304,-251.48401184467062,59.9475997725484
linear,2,9.713674312982343,30.040434301321202,-182.20652129307288,54.66630357608473
cubic,4,0.7287353389406581,34.28474569713098,-384.5863305051124,148.01566961619616
exponential,2,2.5224796585057243,87.46428119793909,-290.0698978193953,251.50902779443908
