stream,stream_label,model,model_short,source_family,model_kind,feature_set,quarterly_mape,annual_mape,quarterly_bias_pct,governance_score,candidate_role,plot_marker,plot_size,include_reason,is_recommended_finalist,is_pure_schiff,is_pdf_reference,is_frontier,is_top_quarterly,is_top_annual,is_distribution_sample
PED,PED VKT per capita,PED__fixedblend_schiff0.00__PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.560263610315685,2.420733945790828,1.469688508296041,0.0699796126401631,Top candidate,circle,9,Top annual MAPE,False,False,False,False,False,True,False
PED,PED VKT per capita,PED__fixedblend_schiff0.60__PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__wexp,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.764060700095438,2.6507358175442675,1.0782875066237183,0.3505096839959225,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__fixedblend_schiff0.60__PED__struct__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w64,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.773707686227478,2.6540533859788757,1.069170553612182,0.3773190621814475,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__fixedblend_schiff0.60__PED__diff__GBRLocal_learning_rate0_055_max_depth1_n_estimators600__ylag__w40,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.787130552543743,2.6867565812921748,1.0451644825696862,0.3819571865443425,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__fixedblend_schiff0.65__PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.792775209660353,2.6642069196523988,1.0406303348162325,0.3945463812436289,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__fixedblend_schiff0.65__PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__wexp,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.7981918170843643,2.6762419324599915,1.0387701264731022,0.3807849133537208,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__fixedblend_schiff0.65__PED__struct__GBR_learning_rate0_08_max_depth1_n_estimators400__noylag__w64,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.8025926716680134,2.6742827437728582,1.0388583048538478,0.4068807339449541,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__fixedblend_schiff0.60__PED__diff__GBR_learning_rate0_03_max_depth1_n_estimators650__ylag__w40,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.803372156224761,2.722672986035908,1.0659228527579678,0.4111620795107034,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__fixedblend_schiff0.65__PED__struct__GBR_learning_rate0_06_max_depth1_n_estimators650__noylag__w64,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.807231451208964,2.679282392367478,1.0307927925880076,0.4089194699286442,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__fixedblend_schiff0.60__PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators650__ylag__w40,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.808818876609304,2.7172479592377474,1.0603473433941235,0.4135575942915392,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__fixedblend_schiff0.60__PED__diff__GBR_learning_rate0_05_max_depth1_n_estimators400__ylag__w40,PED - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,2.813251047272044,2.719665446731653,1.0558148001447232,0.417125382262997,Top candidate,circle,8,Low bias near competitive MAPE,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__diff__Elastic_alpha0_05_l1_ratio0_8__ylag__wexp,PED - Elastic net,Bespoke Sklearn,Elastic Net,Diff,9.07027397968658,9.22576551596309,9.07027397968658,0.9821610601427117,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__rich__Elastic_alpha0_05_l1_ratio0_8__ylag__wexp,PED - Elastic net,Bespoke Sklearn,Elastic Net,Rich,9.07027397968658,9.22576551596309,9.07027397968658,0.9821610601427117,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__schiff__Elastic_alpha0_05_l1_ratio0_8__ylag__wexp,PED - Elastic net,Bespoke Sklearn,Elastic Net,Schiff,9.337316777851552,9.511930485367976,9.337316777851552,0.9845056065239552,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__diff__Ridge_alpha0_1__ylag__w52,PED - PED  diff  Ridge alpha0 1  ylag  w52,Bespoke Sklearn,Ridge,Diff,9.84077203347361,10.14473964697413,4.992884361446234,0.9845565749235476,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__diff__Ridge_alpha0_01__ylag__w64,PED - PED  diff  Ridge alpha0 01  ylag  w64,Bespoke Sklearn,Ridge,Diff,9.999464964798072,9.259011513732764,2.926458045942706,0.9807339449541284,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__rich__Ridge_alpha0_01__ylag__w64,PED - PED  rich  Ridge alpha0 01  ylag  w64,Bespoke Sklearn,Ridge,Rich,10.232118561987647,9.520653184108404,4.268983574691607,0.9836391437308868,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__rich__Ridge_alpha0_01__ylag__w40,PED - PED  rich  Ridge alpha0 01  ylag  w40,Bespoke Sklearn,Ridge,Rich,10.234157459042848,9.700581488966009,2.3022888175495044,0.9805810397553516,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__diff__Ridge_alpha0_1__ylag__w40,PED - PED  diff  Ridge alpha0 1  ylag  w40,Bespoke Sklearn,Ridge,Diff,11.919597072135597,12.009869841793035,5.342940670760151,0.9882262996941896,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__diff__Ridge_alpha0_01__ylag__w52,PED - PED  diff  Ridge alpha0 01  ylag  w52,Bespoke Sklearn,Ridge,Diff,13.53993372053781,11.689746033883042,4.4186602104117,0.988481141692151,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__rich__Ridge_alpha0_01__ylag__w52,PED - PED  rich  Ridge alpha0 01  ylag  w52,Bespoke Sklearn,Ridge,Rich,14.26117017046712,10.865597206591126,8.496633512285698,0.9915902140672782,Top candidate,circle,9,Top governance score,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__rich__Ridge_alpha0_001__ylag__w64,PED - PED  rich  Ridge alpha0 001  ylag  w64,Bespoke Sklearn,Ridge,Rich,16.51951245525975,13.729778578590516,8.457389722322993,0.9957696228338432,Curated candidate,circle,9,Top governance score; Weak tail context,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__diff__Ridge_alpha0_001__ylag__w64,PED - PED  diff  Ridge alpha0 001  ylag  w64,Bespoke Sklearn,Ridge,Diff,18.50766585433401,13.290754460025662,9.233372814762934,0.99638124362895,Curated candidate,circle,9,Top governance score; Weak tail context,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__rich__Ridge_alpha0_001__ylag__w52,PED - PED  rich  Ridge alpha0 001  ylag  w52,Bespoke Sklearn,Ridge,Rich,36.860415395944194,16.835064998940123,28.90223391509073,0.9974515800203874,Curated candidate,circle,9,Top governance score; Weak tail context,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__diff__Ridge_alpha0_01__ylag__w40,PED - PED  diff  Ridge alpha0 01  ylag  w40,Bespoke Sklearn,Ridge,Diff,111.9862620585066,49.50700370227042,101.85795538921474,0.9988786952089704,Curated candidate,circle,9,Top governance score; Weak tail context,False,False,False,False,False,False,False
PED,PED VKT per capita,PED__diff__Ridge_alpha0_001__ylag__w40,PED - PED  diff  Ridge alpha0 001  ylag  w40,Bespoke Sklearn,Ridge,Diff,168.13896155164693,59.374834432436685,152.8923610582232,1.0,Curated candidate,circle,9,Top governance score; Weak tail context,False,False,False,False,False,False,False
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__rich__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,Heavy RUC - GBM,Bespoke Sklearn,GBM,Rich,4.567108094930009,3.6434631088112304,-2.3679941416244,0.1141141141141141,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__rich__Elastic_alpha0_05_l1_ratio0_2__noylag__w64,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Rich,4.640264321037227,3.546063408937915,0.6563644676699082,0.0728228228228228,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__rich__GBR_learning_rate0_03_max_depth1_n_estimators250__ylag__w64,Heavy RUC - GBM,Bespoke Sklearn,GBM,Rich,4.666757205427366,3.8269287772675193,-2.9690857214245154,0.2163288288288288,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_05_max_depth2_n_estimators150__ylag__w52,Heavy RUC - GBM,Bespoke Sklearn,GBM,Dynamic No Leads,4.67829983066255,3.816292844765411,-2.509819963852161,0.1966779279279279,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__rich__GBR_learning_rate0_03_max_depth2_n_estimators650__noylag__w52,Heavy RUC - GBM,Bespoke Sklearn,GBM,Rich,4.681823904125345,3.5000316936533613,-2.225220551886266,0.1029091591591591,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_05_max_depth2_n_estimators150__noylag__w64,Heavy RUC - GBM,Bespoke Sklearn,GBM,Dynamic No Leads,4.789871936636284,3.672206518673598,-2.3828528952010397,0.1911599099099099,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_01_l1_ratio0_5__noylag__w64,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Dynamic No Leads,4.80384646777849,3.927345765112085,1.5410966194020963,0.2229166666666666,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__GBRLocal_learning_rate0_09_max_depth1_n_estimators250__noylag__w64,Heavy RUC - Local GBM,Bespoke Sklearn,GBM,Price Distributed Lags,4.80731080782307,3.3228718294669792,-1.8894710842016584,0.119557057057057,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__GBR_learning_rate0_08_max_depth1_n_estimators150__noylag__w52,Heavy RUC - GBM,Bespoke Sklearn,GBM,Price Distributed Lags,4.814382540114362,3.639999828346896,-2.204543951685051,0.1734234234234234,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_03_max_depth2_n_estimators250__noylag__w40,Heavy RUC - GBM,Bespoke Sklearn,GBM,Dynamic No Leads,4.824200721327505,3.902004456051101,-2.059396803480571,0.2487612612612612,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__GBRLocal_learning_rate0_025_max_depth1_n_estimators600__ylag__w64,Heavy RUC - Local GBM,Bespoke Sklearn,GBM,Price Distributed Lags,4.8411857949336286,3.880127595652007,-2.6298043072027317,0.2693318318318318,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_03_max_depth2_n_estimators150__noylag__w64,Heavy RUC - GBM,Bespoke Sklearn,GBM,Dynamic No Leads,4.8773276832616,3.8343255203015216,-2.4291353097322848,0.2672484984984985,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__rich__Elastic_alpha0_01_l1_ratio0_8__noylag__w40,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Rich,4.881343367062774,3.8307282767609,0.9928065192911056,0.252515015015015,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__GBRLocal_learning_rate0_07_max_depth1_n_estimators120__noylag__w64,Heavy RUC - Local GBM,Bespoke Sklearn,GBM,Price Distributed Lags,4.891440601993287,3.537062693838613,-1.9690226947734533,0.1696321321321321,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_05_max_depth1_n_estimators150__ylag__w52,Heavy RUC - GBM,Bespoke Sklearn,GBM,Dynamic Pruned,4.933840025982204,4.216501761574063,-3.473403107722009,0.3926614114114114,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff_no_lead__GBR_learning_rate0_05_max_depth2_n_estimators150__noylag__w40,Heavy RUC - GBM,Bespoke Sklearn,GBM,Schiff No Lead,4.934399852472337,4.753365741917181,-1.3494482842161153,0.4667605105105105,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_03_max_depth2_n_estimators400__ylag__w40,Heavy RUC - GBM,Bespoke Sklearn,GBM,Diff,4.968868691247738,4.177735111900061,-2.595029667345703,0.3680555555555555,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_03_max_depth2_n_estimators650__ylag__w40,Heavy RUC - GBM,Bespoke Sklearn,GBM,Diff,4.971849031765893,4.174713706443013,-2.598202952152308,0.3676801801801802,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_08_max_depth1_n_estimators250__noylag__w40,Heavy RUC - GBM,Bespoke Sklearn,GBM,Dynamic Pruned,5.011319313087747,4.122246101153067,-3.2299480415285284,0.3742117117117117,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w64,Heavy RUC - GBM,Bespoke Sklearn,GBM,Schiff,5.013885059728365,4.390376622734555,-2.220701722825117,0.4581268768768768,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff__GBR_learning_rate0_05_max_depth2_n_estimators650__ylag__w40,Heavy RUC - GBM,Bespoke Sklearn,GBM,Schiff,5.05051694936343,4.346369341351481,-1.7443929504400553,0.4427177177177177,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff__GBR_learning_rate0_03_max_depth1_n_estimators250__ylag__w64,Heavy RUC - GBM,Bespoke Sklearn,GBM,Schiff,5.1333839857200205,4.537885204769609,-2.3018280815863554,0.518018018018018,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__Elastic_alpha0_1_l1_ratio0_2__noylag__w40,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Dynamic Pruned,5.151007827523547,3.943660672965504,-2.498573166392672,0.381569069069069,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_06_max_depth2_n_estimators150__ylag__w52,Heavy RUC - GBM,Bespoke Sklearn,GBM,Diff,5.220281132410271,4.434086785108848,-3.256360317985205,0.5384759759759761,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__Elastic_alpha0_05_l1_ratio0_5__noylag__w52,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Dynamic Pruned,5.221280098719067,4.140839319534641,-1.1367819716349927,0.4045045045045045,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_05_max_depth1_n_estimators250__noylag__w40,Heavy RUC - GBM,Bespoke Sklearn,GBM,Diff,5.23491759930698,4.121661771440429,-2.4706546256977564,0.441722972972973,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_05_max_depth2_n_estimators150__noylag__w40,Heavy RUC - GBM,Bespoke Sklearn,GBM,Diff,5.255020298180653,4.397114132353383,-2.4716013057421087,0.5243055555555556,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__GBR_learning_rate0_08_max_depth1_n_estimators250__noylag__w52,Heavy RUC - GBM,Bespoke Sklearn,GBM,Diff,5.284293571395218,4.057452406371913,-3.0314892053581133,0.4602852852852853,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__GBR_learning_rate0_08_max_depth1_n_estimators650__noylag__w64,Heavy RUC - GBM,Bespoke Sklearn,GBM,Dynamic Pruned,5.34841519047846,4.27822457467083,-3.375646816083221,0.5198198198198197,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff__GBR_learning_rate0_05_max_depth2_n_estimators150__noylag__w52,Heavy RUC - GBM,Bespoke Sklearn,GBM,Schiff,5.386176625978967,4.960399777357264,-1.7062691070004643,0.5904091591591591,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff__Elastic_alpha0_01_l1_ratio0_5__ylag__w40,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Schiff,5.478477595378614,4.853281931325284,2.8497479687510383,0.6448385885885886,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff_no_lead__Elastic_alpha0_01_l1_ratio0_5__ylag__w40,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Schiff No Lead,5.506422871082198,4.824605119074258,2.8041084170869417,0.6422672672672672,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__Elastic_alpha0_005_l1_ratio0_8__noylag__w40,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Dynamic Pruned,5.703310726587281,4.607673355785756,0.5985909117630662,0.5634947447447447,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_no_leads__Ridge_alpha10__noylag__w40,Heavy RUC - HEAVY RUC  dynamic no leads  Ridge alpha10  noylag  w40,Bespoke Sklearn,Ridge,Dynamic No Leads,5.94118260627266,4.29690581526202,2.3381025842756333,0.5409159159159159,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__fixedblend_schiff0.45__HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_01_l1_ratio0_2__noylag__w64,Heavy RUC - Fixed Schiff blend,Posthoc Ensemble,Fixed Schiff Blend,Ensemble,7.003206603929595,7.151957190602178,5.577737039654301,0.7566816816816817,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_no_leads__Elastic_alpha0_1_l1_ratio0_5__noylag__w40,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Dynamic No Leads,7.432337401315407,6.677481737249193,-6.097853735678996,0.7479354354354354,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__Elastic_alpha0_1_l1_ratio0_5__noylag__w40,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Price Distributed Lags,7.443085982019173,6.684467756893402,-6.114219088507925,0.7493055555555554,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__Elastic_alpha0_1_l1_ratio0_5__ylag__w40,Heavy RUC - Elastic net,Bespoke Sklearn,Elastic Net,Price Distributed Lags,7.443085982019173,6.684467756893402,-6.114219088507925,0.7493055555555554,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_pruned__Ridge_alpha1__noylag__w40,Heavy RUC - HEAVY RUC  dynamic pruned  Ridge alpha1  noylag  w40,Bespoke Sklearn,Ridge,Dynamic Pruned,7.957683572678265,6.048757530554312,0.0496349545911212,0.6720157657657658,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__rich__Ridge_alpha1__noylag__w64,Heavy RUC - HEAVY RUC  rich  Ridge alpha1  noylag  w64,Bespoke Sklearn,Ridge,Rich,10.109876467011828,10.503777916383218,7.407208104409696,0.8481231231231232,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff__RESID_SchiffResidual_GBR_learning_rate0_05_max_depth2_n_estimators80__noylag__w40,Heavy RUC - GBM,Bespoke Residual Correction,GBM,Schiff,10.146439963662372,10.470978073474434,8.917296165378275,0.8514827327327329,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__schiff_no_lead__RESID_SchiffResidual_GBR_learning_rate0_05_max_depth2_n_estimators250__ylag__w40,Heavy RUC - GBM,Bespoke Residual Correction,GBM,Schiff No Lead,10.200720191247925,10.412442793152731,8.961932021856235,0.8476351351351352,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__rich__RESID_SchiffResidual_GBR_learning_rate0_05_max_depth1_n_estimators80__noylag__w40,Heavy RUC - GBM,Bespoke Residual Correction,GBM,Rich,10.261190876764172,10.357861778226628,9.204687919981872,0.8548048048048047,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__dynamic_no_leads__RESID_SchiffResidual_GBR_learning_rate0_05_max_depth2_n_estimators80__ylag__w40,Heavy RUC - GBM,Bespoke Residual Correction,GBM,Dynamic No Leads,10.312106352192732,10.313991641001468,9.231440951757056,0.8536786786786786,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__RESID_SchiffResidual_GBR_learning_rate0_05_max_depth2_n_estimators80__ylag__w52,Heavy RUC - GBM,Bespoke Residual Correction,GBM,Diff,11.976898998041133,12.22325201061764,11.128893264521084,0.95487987987988,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__RESID_SchiffResidual_GBR_learning_rate0_05_max_depth2_n_estimators250__noylag__w64,Heavy RUC - GBM,Bespoke Residual Correction,GBM,Diff,12.050798464613068,12.16976322947452,11.219321328860666,0.9541666666666666,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__diff__RESID_SchiffResidual_GBR_learning_rate0_05_max_depth2_n_estimators150__noylag__w64,Heavy RUC - GBM,Bespoke Residual Correction,GBM,Diff,12.076649791671288,12.185305974935687,11.245952084142584,0.9555743243243244,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__RESID_SchiffResidual_GBR_learning_rate0_05_max_depth2_n_estimators150__ylag__w64,Heavy RUC - GBM,Bespoke Residual Correction,GBM,Price Distributed Lags,12.105929477962263,12.134547618776772,11.1987154625702,0.9532845345345344,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
HEAVY_RUC,Heavy RUC volume,HEAVY_RUC__price_distributed_lags__RESID_SchiffResidual_GBR_learning_rate0_05_max_depth1_n_estimators150__ylag__w64,Heavy RUC - GBM,Bespoke Residual Correction,GBM,Price Distributed Lags,12.15133636007152,12.103358881284972,11.235082194291374,0.9529091591591592,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
LIGHT_RUC,Light RUC volume,LIGHT_RUC__diff__Elastic_alpha0_05_l1_ratio0_7__noylag__w52,Light RUC - Elastic net,Bespoke Sklearn,Elastic Net,Diff,10.214029684542185,8.352556706797696,-2.5432558537832226,0.0527904667328699,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
LIGHT_RUC,Light RUC volume,LIGHT_RUC__dynamic_no_leads__Elastic_alpha0_01_l1_ratio0_85__ylag__w40,Light RUC - Elastic net,Bespoke Sklearn,Elastic Net,Dynamic No Leads,10.636028954008925,7.797430485633214,2.9043320632823635,0.1168917576961271,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
LIGHT_RUC,Light RUC volume,LIGHT_RUC__dynamic_no_leads__Elastic_alpha0_2_l1_ratio0_15__noylag__w44,Light RUC - Elastic net,Bespoke Sklearn,Elastic Net,Dynamic No Leads,10.690529569644886,7.721475131476466,-1.807929011290208,0.0915988083416087,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
LIGHT_RUC,Light RUC volume,LIGHT_RUC__rich__Elastic_alpha0_01_l1_ratio0_7__ylag__w40,Light RUC - Elastic net,Bespoke Sklearn,Elastic Net,Rich,10.69077315620404,7.7084737644550625,2.7255694125525074,0.127845084409136,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
LIGHT_RUC,Light RUC volume,LIGHT_RUC__rich__GBR_learning_rate0_06_max_depth1_n_estimators150__ylag__w52,Light RUC - GBM,Bespoke Sklearn,GBM,Rich,10.714049633304782,10.220061685283513,-3.749091246252901,0.1909036742800397,Distribution sample,circle,6,Distribution cone sample,False,False,False,False,False,False,True
