scenario_name,fy,series_id,expression,observed,calculated,residual,missing_inputs,status
current_basecase,2041,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,132.6244416964716,132.6244416964716,0.0,,closes
current_basecase,2041,total_revenue_net_admin,total_gross_revenue - total_admin_fees,11510.669434478552,11510.669434478552,0.0,,closes
current_basecase,2041,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,314.24218251987696,314.24218251987696,0.0,,closes
current_basecase,2041,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,11196.427251958676,11196.427251958676,0.0,,closes
current_basecase,2042,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,7841.402462404157,7841.402462404157,0.0,,closes
current_basecase,2042,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,7773.80227309279,7773.80227309279,0.0,,closes
current_basecase,2042,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,7542.704860656269,7542.704860656269,0.0,,closes
current_basecase,2042,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3924.43627542768,3924.43627542768,0.0,,closes
current_basecase,2042,net_fed_revenue,gross_fed_revenue - fed_refunds,3833.945444908462,3833.945444908462,0.0,,closes
current_basecase,2042,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,513.5303122637637,513.5303122637637,0.0,,closes
current_basecase,2042,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,445.212660614428,445.212660614428,0.0,,closes
current_basecase,2042,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,443.1025550242281,443.1025550242281,0.0,,closes
current_basecase,2042,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,12296.926949788425,12296.926949788425,0.0,,closes
current_basecase,2042,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,135.9178409607027,135.9178409607027,0.0,,closes
current_basecase,2042,total_revenue_net_admin,total_gross_revenue - total_admin_fees,12161.009108827722,12161.009108827722,0.0,,closes
current_basecase,2042,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,323.6983485459379,323.69834854593785,5.684341886080802e-14,,closes
current_basecase,2042,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,11837.310760281784,11837.310760281784,0.0,,closes
