period,qdate,year,quarter,vkt_per_capita,log_vkt_per_capita,log_vkt_per_capita_lag1,real_petrol_price_cents_per_litre,log_real_petrol_price,real_gdp_per_capita_nzd,log_real_gdp_per_capita,unemployment_percent,unemployment_rate,population,trend,post2011,post2011_trend,post2020,covid2020,q2,q3,q4,data_status,estimation_sample,latest_actual
2006Q1,184,2006,1,1827.8271073959868,7.510883167341975,7.5308888234588585,243.62129519387918,5.495614950709036,17177.407225042505,9.751350265932562,4.1,0.040999999999999995,4176100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2006Q2,185,2006,2,1802.7810427911897,7.4970857753358615,7.510883167341975,275.51237742300884,5.618632554709035,17072.557390973914,9.745227622432987,3.7,0.037000000000000005,4184600.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2006Q3,186,2006,3,1804.1733997462184,7.497857815596625,7.4970857753358615,271.7142508422084,5.6047509657090355,17330.130037584848,9.760201886292858,3.9,0.039,4195500.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2006Q4,187,2006,4,1847.0202552922724,7.521328946729401,7.497857815596625,230.0793903293832,5.438424424709035,17406.241673506684,9.764584137747306,3.8,0.038,4209100.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2007Q1,188,2007,1,1828.4375772849908,7.51121709825088,7.521328946729401,231.2374999610429,5.443445320709035,17496.54877506255,9.769758927609026,3.9,0.039,4219400.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2007Q2,189,2007,2,1813.7587397846364,7.503156622813742,7.51121709825088,247.52187494245814,5.5114989617090355,17712.854558631036,9.782045901223066,3.6,0.036000000000000004,4223800.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2007Q3,190,2007,3,1811.3667922646005,7.501836973137604,7.503156622813742,250.82224868991986,5.524744515709036,17843.409109734122,9.789389481472908,3.6,0.036000000000000004,4234300.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2007Q4,191,2007,4,1831.7925575307254,7.513050306033854,7.501836973137604,261.1524821972963,5.565104459709035,17884.492472553797,9.791689274022028,3.4,0.034,4245700.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2008Q1,192,2008,1,1807.456848216632,7.499676080008868,7.513050306033854,269.6859154372181,5.597258005709035,17760.284408207695,9.784720030393597,3.8,0.038,4255600.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2008Q2,193,2008,2,1750.0072254172978,7.467375195718921,7.499676080008868,299.84312124839363,5.703259408709036,17498.68175457829,9.769880828764475,3.8,0.038,4259800.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2008Q3,194,2008,3,1738.6275561152736,7.460851320119771,7.467375195718921,308.8240319235151,5.7327716387090355,17483.353175998724,9.769004460103186,4.1,0.040999999999999995,4269600.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2008Q4,195,2008,4,1778.5416150158414,7.4835489900553505,7.460851320119771,240.3765446066598,5.482206629709036,17436.84337142979,9.76634068173599,4.4,0.044000000000000004,4280300.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2009Q1,196,2009,1,1757.8497870661986,7.471846629239624,7.4835489900553505,237.41676163314517,5.469817084709035,17250.317058606408,9.75558580249966,5.0,0.05,4293500.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2009Q2,197,2009,2,1739.7078964024774,7.461472502485123,7.471846629239624,243.50975046759984,5.495156984709035,17427.76608497535,9.765819965353327,5.8,0.057999999999999996,4302600.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2009Q3,198,2009,3,1742.919011669165,7.463316579534679,7.461472502485123,245.1584545386645,5.501904754709035,17471.23906598578,9.768311325969961,6.2,0.062,4317300.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2009Q4,199,2009,4,1775.345550564874,7.481750359337107,7.463316579534679,243.0315022213206,5.493191073709036,17613.36735935804,9.776413401799633,6.6,0.066,4332100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2010Q1,200,2010,1,1743.7407699169066,7.46378795231805,7.481750359337107,259.1226816068413,5.557301623709035,17763.60859272065,9.784907182433638,5.9,0.059000000000000004,4345700.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2010Q2,201,2010,2,1718.8769669709982,7.449426430378719,7.46378795231805,262.2706473442128,5.5693769757090354,17852.252750041134,9.789884983728767,6.6,0.066,4350700.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2010Q3,202,2010,3,1714.9262521262453,7.447125356999783,7.449426430378719,255.82880791598248,5.544508501709036,17550.19076828374,9.772820098822612,6.1,0.061,4362700.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2010Q4,203,2010,4,1739.8429552879008,7.461550132553628,7.447125356999783,267.22222209005236,5.5880806047090354,17295.321694925966,9.758191321656563,6.2,0.062,4373900.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2011Q1,204,2011,1,1704.6112249131222,7.441092343138158,7.461550132553628,290.7133690609272,5.672337795709035,17554.805951611208,9.773083034802402,6.0,0.06,4382500.0,45.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2011Q2,205,2011,2,1677.9137030119796,7.425306457225508,7.441092343138158,299.431038228144,5.701884134709036,17704.00039880118,9.781545904256935,6.1,0.061,4384000.0,46.0,1.0,46.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2011Q3,206,2011,3,1672.8913372940951,7.422308748066966,7.425306457225508,287.85675119424985,5.662462964709035,17854.949205712146,9.790036015203004,6.0,0.06,4392000.0,47.0,1.0,47.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2011Q4,207,2011,4,1698.9024596700424,7.437737709588364,7.422308748066966,291.179364955706,5.673939451709035,17977.60300647058,9.796881984704113,6.1,0.061,4399400.0,48.0,1.0,48.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2012Q1,208,2012,1,1689.2367433390675,7.432032074740735,7.437737709588364,296.7246575102526,5.692804629709036,17980.922222815032,9.797066598301734,6.4,0.064,4406500.0,49.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2012Q2,209,2012,2,1654.1635383056077,7.411050745124908,7.432032074740735,296.60325283158045,5.692395396709036,18087.70839283319,9.802987892246316,6.4,0.064,4408100.0,50.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2012Q3,210,2012,3,1656.679766172925,7.412570737537938,7.411050745124908,293.0376961984592,5.680301256709035,18164.704991532057,9.807235704035236,6.7,0.067,4415600.0,51.0,1.0,51.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2012Q4,211,2012,4,1691.5758481338778,7.4334158279685525,7.412570737537938,290.818448660821,5.672699184709035,18328.03929096651,9.816187367898303,6.3,0.063,4425900.0,52.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2013Q1,212,2013,1,1669.1066240363002,7.420043806604081,7.4334158279685525,294.2165970379037,5.684316220709035,18385.358505664073,9.819309893445391,5.8,0.057999999999999996,4436000.0,53.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2013Q2,213,2013,2,1653.8925437795576,7.410886905988005,7.420043806604081,286.37007294200356,5.657284935709035,18272.35576188081,9.813144582596797,6.0,0.06,4442100.0,54.0,1.0,54.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2013Q3,214,2013,3,1657.771241840897,7.413229353824489,7.410886905988005,299.61508256299777,5.702498592709035,18371.04749236772,9.818531198487008,5.8,0.057999999999999996,4457900.0,55.0,1.0,55.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2013Q4,215,2013,4,1689.756940552281,7.432339975415307,7.413229353824489,288.94210540012836,5.666226340709035,18398.23982846555,9.820010277524787,5.7,0.057,4477400.0,56.0,1.0,56.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2014Q1,216,2014,1,1663.5750910310285,7.416724234825084,7.432339975415307,290.9432097736062,5.673128092709035,18497.146726383504,9.825371768165294,5.6,0.055999999999999994,4501100.0,57.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2014Q2,217,2014,2,1650.6412452489812,7.408919124880425,7.416724234825084,289.0866666358136,5.666726527709035,18526.7390633114,9.826970322320179,5.3,0.053,4516500.0,58.0,1.0,58.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2014Q3,218,2014,3,1656.3183843935471,7.412352577572621,7.408919124880425,290.8012269022326,5.6726399647090355,18652.922738126043,9.833758127974441,5.3,0.053,4540300.0,59.0,1.0,59.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2014Q4,219,2014,4,1686.1617935287663,7.430210096904726,7.412352577572621,274.9340164539957,5.616531128709036,18809.08273052096,9.842095156115114,5.5,0.055,4564400.0,60.0,1.0,60.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2015Q1,220,2015,1,1666.9199328413833,7.418732850908252,7.430210096904726,245.55200006784509,5.503508737709035,18837.247047405457,9.843591414704205,5.5,0.055,4591900.0,61.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2015Q2,221,2015,2,1666.6828675687345,7.418590623242125,7.418732850908252,266.15873334725853,5.584092872709036,18928.33229586217,9.848415141847148,5.5,0.055,4609400.0,62.0,1.0,62.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2015Q3,222,2015,3,1677.2011820521823,7.424881720073477,7.418590623242125,269.84531561854595,5.597848889709035,19067.747681119654,9.85575358365481,5.7,0.057,4636300.0,63.0,1.0,63.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2015Q4,223,2015,4,1707.2822797111921,7.442658075093231,7.424881720073477,251.49078801777728,5.527406360709035,19145.030284512617,9.85979844575985,5.0,0.05,4663700.0,64.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2016Q1,224,2016,1,1705.794990531884,7.441786551154166,7.442658075093231,231.14504587866054,5.443045417709035,19211.243933011017,9.863251008117503,5.3,0.053,4695000.0,65.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2016Q2,225,2016,2,1692.8710046610347,7.434181185881801,7.441786551154166,242.60010169771942,5.491414415709035,19352.081658884654,9.870555271942218,5.1,0.051,4714100.0,66.0,1.0,66.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2016Q3,226,2016,3,1700.9157190921778,7.438922043309524,7.434181185881801,238.05953339554932,5.472520782709036,19407.040089501425,9.873391170433743,5.0,0.05,4741200.0,67.0,1.0,67.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2016Q4,227,2016,4,1723.6814859298343,7.45221768121378,7.438922043309524,246.70060593880203,5.508175479709036,19326.489144308645,9.869231928407054,5.3,0.053,4767600.0,68.0,1.0,68.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2017Q1,228,2017,1,1698.6307856250419,7.437577785298614,7.45221768121378,254.1421999553149,5.537893952709036,19496.415262538903,9.877985894962226,4.9,0.049,4796700.0,69.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2017Q2,229,2017,2,1698.9649958845876,7.437774518684288,7.437577785298614,249.18790008766302,5.518207230709035,19630.938108063805,9.884862075637733,4.9,0.049,4813600.0,70.0,1.0,70.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2017Q3,230,2017,3,1705.0527201927173,7.44135131017372,7.437774518684288,244.08437817560184,5.497513977709035,19749.364832809548,9.89087660944804,4.7,0.047,4836300.0,71.0,1.0,71.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2017Q4,231,2017,4,1723.526899255977,7.45212799317831,7.44135131017372,258.61600405221577,5.555344351709035,19904.443148009013,9.898698259560003,4.5,0.045,4859500.0,72.0,1.0,72.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2018Q1,232,2018,1,1694.34770814253,7.435053112793087,7.45212799317831,264.8862513662727,5.579300493709035,20018.09062163119,9.90439167477597,4.4,0.044000000000000004,4886100.0,73.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2018Q2,233,2018,2,1688.703955990905,7.431716623760386,7.435053112793087,271.88955654076665,5.605395941709036,20121.835010315743,9.909560823350919,4.6,0.046,4900600.0,74.0,1.0,74.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2018Q3,234,2018,3,1690.809020794082,7.432962403900831,7.431716623760386,284.7990234712361,5.651783750709035,20057.708875561548,9.90636884141188,4.0,0.04,4919100.0,75.0,1.0,75.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2018Q4,235,2018,4,1702.5580537077526,7.439887136536434,7.432962403900831,282.953560982254,5.645282788709036,20318.234200628493,9.919273998341062,4.3,0.043,4936700.0,76.0,1.0,76.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2019Q1,236,2019,1,1664.9907275407782,7.417574833354459,7.439887136536434,262.5797269702644,5.5705547577090355,20481.90388435577,9.927297037935952,4.2,0.042,4958700.0,77.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2019Q2,237,2019,2,1644.7482969301275,7.405342640507373,7.417574833354459,276.49312014254104,5.622185938709035,20422.241062732304,9.92437983411654,4.1,0.040999999999999995,4970300.0,78.0,1.0,78.0,0.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2019Q3,238,2019,3,1616.271849022156,7.3878774483378695,7.405342640507373,272.181713263323,5.6064699067090356,20485.916163051676,9.92749291258606,4.1,0.040999999999999995,4995800.0,79.0,1.0,79.0,0.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2019Q4,239,2019,4,1578.7822651969495,7.364409110635247,7.3878774483378695,274.4693487793849,5.6148395927090355,20499.380615130507,9.928149950773978,4.1,0.040999999999999995,5027100.0,80.0,1.0,80.0,0.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2020Q1,240,2020,1,1506.7858332566739,7.317734073899965,7.364409110635247,265.89077940200497,5.583085620709035,20177.14133707539,9.912305625650896,4.2,0.042,5067300.0,81.0,1.0,81.0,1.0,1.0,0.0,0.0,0.0,Historical official/source data,1,0
2020Q2,241,2020,2,1476.9731528047046,7.2977501055244085,7.317734073899965,234.03724929466233,5.455480287709035,18143.593722892518,9.80607281446089,4.1,0.040999999999999995,5072400.0,82.0,1.0,82.0,1.0,1.0,1.0,0.0,0.0,Historical official/source data,1,0
2020Q3,242,2020,3,1518.7948311969797,7.325672425136805,7.2977501055244085,236.80227700851458,5.467225518709036,20665.799515624076,9.936235415557404,5.2,0.052000000000000005,5078700.0,83.0,1.0,83.0,1.0,1.0,0.0,1.0,0.0,Historical official/source data,1,0
2020Q4,243,2020,4,1541.7142427336294,7.340650220953795,7.325672425136805,236.1899905156844,5.464636525709035,20743.03486209368,9.939965800012606,4.9,0.049,5081400.0,84.0,1.0,84.0,1.0,1.0,0.0,0.0,1.0,Historical official/source data,1,0
2021Q1,244,2021,1,1517.525141584026,7.32483609056183,7.340650220953795,251.12518723232472,5.5259515687090355,21167.385247771464,9.960216844350041,4.6,0.046,5083400.0,85.0,1.0,85.0,1.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2021Q2,245,2021,2,1521.016306340223,7.327134013004076,7.32483609056183,263.46866900605295,5.5739344577090355,21329.283233115944,9.967836207202511,4.0,0.04,5084600.0,86.0,1.0,86.0,1.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2021Q3,246,2021,3,1489.1106467848222,7.305934339382447,7.327134013004076,275.30614822255103,5.617883744709036,20382.02687358102,9.922408755883552,3.3,0.033,5086100.0,87.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2021Q4,247,2021,4,1475.7690225316271,7.2969345041150575,7.305934339382447,292.86149727456984,5.6796997917090355,21201.671362224122,9.961835295393325,3.2,0.032,5085400.0,88.0,1.0,88.0,1.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2022Q1,248,2022,1,1455.9408190336771,7.283407581662471,7.2969345041150575,312.8241681862663,5.7456412697090355,21233.58920502697,9.963339603291766,3.3,0.033,5081800.0,89.0,1.0,89.0,1.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2022Q2,249,2022,2,1488.860008088108,7.305766010861885,7.283407581662471,327.19577946802144,5.790558705709035,21513.278189030414,9.976425613672879,3.3,0.033,5081700.0,90.0,1.0,90.0,1.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2022Q3,250,2022,3,1524.7505981978798,7.329586133501709,7.305766010861885,306.9764755287547,5.726771117709036,21951.667395241908,9.99659837895501,3.3,0.033,5093700.0,91.0,1.0,91.0,1.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2022Q4,251,2022,4,1549.0269452327714,7.345382235509454,7.329586133501709,280.6000830690256,5.636930463709035,21895.345918493094,9.994029378082748,3.4,0.034,5120700.0,92.0,1.0,92.0,1.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2023Q1,252,2023,1,1521.7618781648694,7.327624072939016,7.345382235509454,269.44901471194333,5.596379187709036,21659.582875533997,9.983203262545633,3.5,0.035,5165900.0,93.0,1.0,93.0,1.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2023Q2,253,2023,2,1532.8575398021367,7.334888945526989,7.327624072939016,263.12274562632996,5.572620636709035,21671.40577057652,9.983748964164974,3.7,0.037000000000000005,5200000.0,94.0,1.0,94.0,1.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2023Q3,254,2023,3,1531.4092323893383,7.333943657385768,7.334888945526989,302.2100558331361,5.711122324709035,21510.768059892554,9.976308928732267,4.0,0.04,5238700.0,95.0,1.0,95.0,1.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2023Q4,255,2023,4,1537.9692201421399,7.338218136953846,7.333943657385768,298.85544074490264,5.6999599807090355,21483.273096491866,9.97502991580818,4.0,0.04,5263100.0,96.0,1.0,96.0,1.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2024Q1,256,2024,1,1520.2757620778643,7.326647019804913,7.338218136953846,290.09905299379017,5.670222426709035,21419.78713203617,9.972070406138922,4.4,0.044000000000000004,5283100.0,97.0,1.0,97.0,1.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2024Q2,257,2024,2,1507.4384642146947,7.318167108010112,7.326647019804913,290.9588050385505,5.673181693709036,21314.347232221557,9.967135703922553,4.7,0.047,5289900.0,98.0,1.0,98.0,1.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2024Q3,258,2024,3,1490.9243707378405,7.3071515896270265,7.318167108010112,270.2060155789924,5.599184688709036,21019.885208384447,9.953224183349638,4.9,0.049,5301000.0,99.0,1.0,99.0,1.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2024Q4,259,2024,4,1502.0182743465325,7.314564998925521,7.3071515896270265,264.99090899248563,5.579695519709035,21019.85216027286,9.953222611117573,5.1,0.051,5307800.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,1.0,Historical official/source data,1,0
2025Q1,260,2025,1,1499.78577995301,7.313077563526842,7.314564998925521,274.9124709943192,5.616452759709035,21213.4886038155,9.96239251323273,5.1,0.051,5317200.0,101.0,1.0,101.0,1.0,0.0,0.0,0.0,0.0,Historical official/source data,1,0
2025Q2,261,2025,2,1476.2931862205082,7.29728962108572,7.313077563526842,260.0079633222605,5.560712258709035,21051.876542541737,9.954744982051274,5.2,0.052000000000000005,5320600.0,102.0,1.0,102.0,1.0,0.0,1.0,0.0,0.0,Historical official/source data,1,0
2025Q3,262,2025,3,1544.6797387351803,7.342571879,7.29728962108572,257.8514025046458,5.552383459709035,21204.80716377804,9.961983187963924,5.3,0.053,5331100.0,103.0,1.0,103.0,1.0,0.0,0.0,1.0,0.0,Historical official/source data,1,0
2025Q4,263,2025,4,1565.5435343949114,7.355988349,7.342571879,262.9565938206481,5.57198897604971,21170.722575814303,9.960374495611342,5.4,0.054000000000000006,5342000.0,104.0,1.0,104.0,1.0,0.0,0.0,0.0,1.0,Historical official/source data,1,1
2026Q1,264,2026,1,0.0,,7.355988349,269.8,5.597680943773655,0.0,0.0,0.0,0.0,0.0,105.0,1.0,105.0,1.0,0.0,0.0,0.0,0.0,Partial official CPI and fuel update,0,0
