FY,period,source_path,scenario,scenario_name,scenario_role,fed_path,lambda_mode,ped_vktpc_model,ped_vkt_per_capita,scenario_population,scenario_population_million,population_million,population_source,population_source_status,population_fallback_flag,population_warning,raw_light_petrol_vkt,raw_light_petrol_vkt_million_km,adjusted_light_petrol_vkt_million_km,optimized_light_petrol_vkt,optimized_light_petrol_vkt_million_km,optimization_delta,optimization_delta_million_km,base_litres_per_100km,ped_volume_raw,ped_volume_raw_million_litres,ped_volume_optimized,ped_volume_optimized_million_litres,ped_volume_million_litres,ped_rate,ped_rate_nzd_per_litre,gross_ped_revenue_raw,gross_ped_revenue_raw_million_nzd,gross_ped_revenue_optimized,gross_ped_revenue_optimized_million_nzd,gross_ped_revenue_million_nzd,total_nltf_raw,total_nltf_raw_million_nzd,total_nltf_optimized,total_nltf_optimized_million_nzd,total_nltf_net_revenue_million_nzd,official_ped_vkt_per_capita,official_population_proxy,official_light_petrol_vkt_million_km,official_ped_volume_million_litres,official_gross_ped_revenue_million_nzd,official_total_nltf_net_revenue_million_nzd,raw_light_petrol_vkt_residual,ped_volume_raw_residual,ped_volume_optimized_residual,gross_ped_revenue_raw_residual,gross_ped_revenue_optimized_residual,vktpc_unit,population_unit,light_petrol_vkt_unit,litres_intensity_unit,ped_volume_unit,ped_rate_unit,gross_ped_revenue_unit,source_file,vktpc_source_cell,population_source_cell,migration_source_cells,formula,availability_status,notes
2026,FY2026,Current finalist Base case,current_basecase,current_basecase,basecase,Current planned path,optimized,6169.513389534369,6169.513389534369,5361428.999367628,5.361428999367628,5.361428999367628,scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q1; 2026Q2); official_annual.csv:population_proxy (2025Q3; 2025Q4),scenario_input_population_with_mbu_population_proxy_for_missing_quarters,True,warning_current_finalist_uses_official_population_proxy,33077.40799863644,33077.40799863644,31581.686259005965,31581.686259005965,31581.686259005965,-1495.7217396304732,-1495.7217396304732,9.260956261061901,3063.2842870467116,3063.2842870467116,2924.766150952339,2924.766150952339,2924.766150952339,0.7002399999999998,0.7002399999999998,2145.0341891615885,2145.0341891615885,2048.0382495428653,2048.0382495428653,2048.0382495428653,4696.801684636397,4696.801684636397,4599.805745017675,4599.805745017675,4599.805745017675,5860.79487488994,5362853.093257651,31430.5819237521,2910.77244455591,2038.23929657583,4493.65132567772,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q3; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q1; 2026Q2); official_annual.csv:population_proxy (2025Q3; 2025Q4),data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q3; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q2; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q3; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q4; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2026Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q2; AA11; AA5; AA7; AA9; scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q1; 2026Q2); official_annual.csv:population_proxy (2025Q3; 2025Q4),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",warning_current_finalist_uses_official_population_proxy,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
2027,FY2027,Current finalist Base case,current_basecase,current_basecase,basecase,Current planned path,optimized,6141.008454644322,6141.008454644322,5395079.586049914,5.395079586049914,5.395079586049914,scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q3; 2026Q4; 2027Q1; 2027Q2),scenario_input_population,False,,33131.229351411515,33131.229351411515,31173.212360364232,31173.212360364232,31173.212360364232,-1958.0169910472832,-1958.0169910472832,9.018936683998973,2988.084597834288,2988.084597834288,2811.4922851497918,2811.4922851497918,2811.4922851497918,0.7600846254894931,0.7600846254894931,2271.1971624757975,2271.1971624757975,2136.9720606246788,2136.9720606246788,2136.9720606246788,5149.55197401423,5149.55197401423,5015.326872163112,5015.326872163112,5015.326872163112,5816.72597882556,5420752.742668591,31531.0333030703,2843.76392941454,2161.50124126958,4918.0416576803,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q3; 2026Q4; 2027Q1; 2027Q2),data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q2; AB11; AB5; AB7; AB9; scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q3; 2026Q4; 2027Q1; 2027Q2),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",available,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
2028,FY2028,Current finalist Base case,current_basecase,current_basecase,basecase,Current planned path,optimized,6138.046444659734,6138.046444659734,5438603.252248589,5.438603252248589,5.438603252248589,scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2),scenario_input_population,False,,33382.39935637932,33382.39935637932,30966.121881665546,30966.121881665546,30966.121881665546,-2416.2774747137737,-2416.2774747137737,8.931806908230996,2981.6514518463478,2981.6514518463478,2765.834213437833,2765.834213437833,2765.834213437833,0.8501416070311163,0.8501416070311163,2534.825956879315,2534.825956879315,2351.350742993683,2351.350742993683,2351.350742993683,5837.721040861619,5837.721040861619,5654.245826975987,5654.245826975987,5654.245826975987,5866.51585550544,5474448.333793277,32115.9379503436,2868.53356449197,2438.6597343399,5604.76928245717,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2),data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; AC11; AC5; AC7; AC9; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",available,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
2029,FY2029,Current finalist Base case,current_basecase,current_basecase,basecase,Current planned path,optimized,6133.5092934732065,6133.5092934732065,5482093.756910938,5.482093756910938,5.482093756910938,scenario_inputs/scenario_input_wide.parquet:PED:population (2028Q3; 2028Q4; 2029Q1; 2029Q2),scenario_input_population,False,,33624.47300570468,33624.47300570468,30672.30128007684,30672.30128007684,30672.30128007684,-2952.1717256278425,-2952.1717256278425,8.844668922019745,2973.97331412848,2973.97331412848,2712.8634989872207,2712.8634989872207,2712.8634989872207,0.9001298714008468,0.9001298714008468,2676.9622167960188,2676.9622167960188,2441.929472471418,2441.929472471418,2441.929472471418,6301.54443061679,6301.54443061679,6066.5116862921905,6066.5116862921905,6066.5116862921905,5888.3409910512,5528824.876568723,32555.6061530432,2879.43557979336,2591.86597814642,6053.24769489626,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2028Q3; 2028Q4; 2029Q1; 2029Q2),data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q2; AD11; AD5; AD7; AD9; scenario_inputs/scenario_input_wide.parquet:PED:population (2028Q3; 2028Q4; 2029Q1; 2029Q2),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",available,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
2030,FY2030,Current finalist Base case,current_basecase,current_basecase,basecase,Current planned path,optimized,6114.208933600386,6114.208933600386,5525958.775938346,5.525958775938346,5.525958775938346,scenario_inputs/scenario_input_wide.parquet:PED:population (2029Q3; 2029Q4; 2030Q1; 2030Q2),scenario_input_population,False,,33786.86651454969,33786.86651454969,30280.93033751596,30280.93033751596,30280.93033751596,-3505.936177033731,-3505.936177033731,8.75753233592107,2958.8957603061776,2958.8957603061776,2651.862265925694,2651.862265925694,2651.862265925694,0.9401072483165868,0.9401072483165868,2781.6793512770555,2781.6793512770555,2493.0349377339926,2493.0349377339926,2493.0349377339926,6703.744235465813,6703.744235465813,6415.09982192275,6415.09982192275,6415.09982192275,5890.93754143919,5583313.43219622,32890.9507033464,2880.43564343742,2707.91842670497,6442.98776042894,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2029Q3; 2029Q4; 2030Q1; 2030Q2),data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q2; AE11; AE5; AE7; AE9; scenario_inputs/scenario_input_wide.parquet:PED:population (2029Q3; 2029Q4; 2030Q1; 2030Q2),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",available,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
2026,FY2026,Current finalist High population/comparison,current_comparison_1,current_comparison_1,comparison,Current planned path,optimized,6169.2392325267765,6169.2392325267765,5367347.1548466915,5.367347154846692,5.367347154846692,scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q1; 2026Q2); official_annual.csv:population_proxy (2025Q3; 2025Q4),scenario_input_population_with_mbu_population_proxy_for_missing_quarters,True,warning_current_finalist_uses_official_population_proxy,33112.44864227118,33112.44864227118,31613.3800461833,31613.3800461833,31613.3800461833,-1499.0685960878764,-1499.0685960878764,9.260956261061901,3066.529385727319,3066.529385727319,2927.7012987203066,2927.7012987203066,2927.7012987203066,0.7002399999999998,0.7002399999999998,2147.3065370616973,2147.3065370616973,2050.0935574159066,2050.0935574159066,2050.0935574159066,4700.306791590245,4700.306791590245,4603.093811944454,4603.093811944454,4603.093811944454,5860.79487488994,5362853.093257651,31430.5819237521,2910.77244455591,2038.23929657583,4493.65132567772,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q3; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q1; 2026Q2); official_annual.csv:population_proxy (2025Q3; 2025Q4),data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q3; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q2; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q3; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2025Q4; data/current_revenue_outlook/revenue_chart_rows.csv:historical_actual:2026Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q2; AA11; AA5; AA7; AA9; scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q1; 2026Q2); official_annual.csv:population_proxy (2025Q3; 2025Q4),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",warning_current_finalist_uses_official_population_proxy,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
2027,FY2027,Current finalist High population/comparison,current_comparison_1,current_comparison_1,comparison,Current planned path,optimized,6138.803634393285,6138.803634393285,5432181.156342655,5.432181156342655,5.432181156342655,scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q3; 2026Q4; 2027Q1; 2027Q2),scenario_input_population,False,,33347.093425239014,33347.093425239014,31369.472968335092,31369.472968335092,31369.472968335092,-1977.6204569039219,-1977.6204569039219,9.018936683998973,3007.5532419762912,3007.5532419762912,2829.192905118315,2829.192905118315,2829.192905118315,0.7600846254894931,0.7600846254894931,2285.99497956726,2285.99497956726,2150.4260297243854,2150.4260297243854,2150.4260297243854,5174.695791363002,5174.695791363002,5039.1268415201275,5039.1268415201275,5039.1268415201275,5816.72597882556,5420752.742668591,31531.0333030703,2843.76392941454,2161.50124126958,4918.0416576803,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q3; 2026Q4; 2027Q1; 2027Q2),data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2026Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q2; AB11; AB5; AB7; AB9; scenario_inputs/scenario_input_wide.parquet:PED:population (2026Q3; 2026Q4; 2027Q1; 2027Q2),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",available,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
2028,FY2028,Current finalist High population/comparison,current_comparison_1,current_comparison_1,comparison,Current planned path,optimized,6132.178733998277,6132.178733998277,5513713.359464407,5.513713359464407,5.513713359464407,scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2),scenario_input_population,False,,33811.07580826983,33811.07580826983,31350.224008205678,31350.224008205678,31350.224008205678,-2460.8518000641525,-2460.8518000641525,8.931806908230996,3019.940004790264,3019.940004790264,2800.141473710807,2800.141473710807,2800.141473710807,0.8501416070311163,0.8501416070311163,2567.3766488099523,2567.3766488099523,2380.5167723749837,2380.5167723749837,2380.5167723749837,5891.0100824392775,5891.0100824392775,5704.150206004309,5704.150206004309,5704.150206004309,5866.51585550544,5474448.333793277,32115.9379503436,2868.53356449197,2438.6597343399,5604.76928245717,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2),data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q2; AC11; AC5; AC7; AC9; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",available,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
2029,FY2029,Current finalist High population/comparison,current_comparison_1,current_comparison_1,comparison,Current planned path,optimized,6124.2876876223,6124.2876876223,5596386.381795879,5.596386381795879,5.596386381795879,scenario_inputs/scenario_input_wide.parquet:PED:population (2028Q3; 2028Q4; 2029Q1; 2029Q2),scenario_input_population,False,,34273.88021320962,34273.88021320962,31241.889748369133,31241.889748369133,31241.889748369133,-3031.9904648404845,-3031.9904648404845,8.844668922019745,3031.4112315880257,3031.4112315880257,2763.2417132256774,2763.2417132256774,2763.2417132256774,0.9001298714008468,0.9001298714008468,2728.663802052412,2728.663802052412,2487.2764079752847,2487.2764079752847,2487.2764079752847,6386.1987420864425,6386.1987420864425,6144.811348009316,6144.811348009316,6144.811348009316,5888.3409910512,5528824.876568723,32555.6061530432,2879.43557979336,2591.86597814642,6053.24769489626,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2028Q3; 2028Q4; 2029Q1; 2029Q2),data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2028Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q2; AD11; AD5; AD7; AD9; scenario_inputs/scenario_input_wide.parquet:PED:population (2028Q3; 2028Q4; 2029Q1; 2029Q2),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",available,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
2030,FY2030,Current finalist High population/comparison,current_comparison_1,current_comparison_1,comparison,Current planned path,optimized,6103.089432589002,6103.089432589002,5680348.069336027,5.680348069336027,5.680348069336027,scenario_inputs/scenario_input_wide.parquet:PED:population (2029Q3; 2029Q4; 2030Q1; 2030Q2),scenario_input_population,False,,34667.67227539205,34667.67227539205,31035.930550946563,31035.930550946563,31035.930550946563,-3631.7417244454846,-3631.7417244454846,8.75753233592107,3036.0326096286026,3036.0326096286026,2717.981653753152,2717.981653753152,2717.981653753152,0.9401072483165868,0.9401072483165868,2854.196262437372,2854.196262437372,2555.1942534848417,2555.1942534848417,2555.1942534848417,6825.245416119491,6825.245416119491,6526.24340716696,6526.24340716696,6526.24340716696,5890.93754143919,5583313.43219622,32890.9507033464,2880.43564343742,2707.91842670497,6442.98776042894,0.0,0.0,0.0,0.0,0.0,km/person,million people,million km,litres/100km,million litres,$/litre,$m nominal ex GST,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2030Q2,scenario_inputs/scenario_input_wide.parquet:PED:population (2029Q3; 2029Q4; 2030Q1; 2030Q2),data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2030Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_comparison_1:2030Q2; AE11; AE5; AE7; AE9; scenario_inputs/scenario_input_wide.parquet:PED:population (2029Q3; 2029Q4; 2030Q1; 2030Q2),"raw_light_petrol_vkt = ped_vkt_per_capita * scenario_population / 1,000,000; optimized_light_petrol_vkt = raw_light_petrol_vkt + optimization_delta; gross_ped_revenue = selected_light_petrol_vkt * base_litres_per_100km / 100 * ped_rate_nzd_per_litre",available,Raw bridge uses current-finalist PED VKTpc times scenario population. Optimized bridge then applies the PED+Light EV/PHEV migration allocation before BEFU26 litres intensity and PED rate.
