grid,model,horizon,n,mape,bias_pct
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,11,28,11.823832747089881,7.383494487365708
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,12,27,12.171161058689405,8.014930589916485
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,1,16,7.4075259485670175,1.0007463790282718
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,2,15,6.880723662338734,0.3887897309721422
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,3,14,4.86173393993198,-1.930222922779326
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,4,13,5.577060277963867,-1.7645221043742412
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,5,12,6.421917399383678,-1.1921530409306333
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,6,11,7.004013527191597,-0.6993899441594565
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,7,10,8.009462720695222,-0.21933647278047377
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,8,9,8.302434298175971,0.8948611070928141
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,9,8,9.516638847846128,1.506283816183396
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,10,7,11.220485747416136,2.7199091639069977
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,11,6,12.049856999263463,5.177301926416145
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.01_expanding,12,5,14.815040388088308,5.688004607911202
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,1,38,8.097591552037537,3.0073906071482326
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,2,37,8.352062619045324,3.1745919737416535
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,3,36,7.846990792300926,3.217780603279108
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,4,35,8.481415669979832,3.553484790499096
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,5,34,10.101783014903432,3.6920250821860194
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,6,33,10.35647824700984,3.893068039447544
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,7,32,10.509277912632548,4.244202590926267
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,8,31,10.648289917186192,4.73386070595262
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,9,30,10.954959867175628,5.4594060313572585
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,10,29,11.254421356840764,6.3542748415132175
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,11,28,11.671854796170726,6.951331956685588
current_evidence_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,12,27,12.035380401235933,7.548206330538239
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,1,16,7.450137047937819,0.7380372458785758
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,2,15,6.860014921555538,0.04441675403799435
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,3,14,4.8292743252298,-2.3090123750481895
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,4,13,5.5152686074053765,-2.173117761898388
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,5,12,6.393701580860059,-1.6530894279554362
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,6,11,6.975377243342039,-1.1895712850353866
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,7,10,7.930323064727117,-0.7416428669197922
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,8,9,8.147144859431165,0.3329138119548552
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,9,8,9.381698930422546,0.8714859525348191
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,10,7,10.950690998922004,1.989803197322405
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,11,6,11.684974895701359,4.33593563449107
schiff_paper_grid,SCHIFF_SPEC_Ridge_a0.1_expanding,12,5,14.379282929767673,4.789489774011731
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,1,38,8.163695738525037,2.0843123970704913
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,2,37,8.505095014682961,2.0067421956212703
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,3,36,8.14396441599218,1.8557882624459379
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,4,35,8.711192482981787,1.972862612293113
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,5,34,10.313324944735239,1.9288864773096621
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,6,33,10.285610205133064,1.9728040187501663
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,7,32,10.247018895259131,2.1715899465040396
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,8,31,10.19592516481552,2.5041857973474535
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,9,30,10.303730704123893,2.936028468311784
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,10,29,10.301524330280333,3.576592512683413
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,11,28,10.698113231522987,3.907092970782871
current_evidence_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,12,27,11.038582991718188,4.243402641972032
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,1,16,7.5742404792551845,-1.2234945813712654
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,2,15,7.206682135558876,-2.414621239738347
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,3,14,6.164180721087204,-4.8820337447957
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,4,13,6.591096613781774,-4.945804793139577
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,5,12,6.689106380682018,-4.782794697568208
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,6,11,6.729294447522988,-4.5331889443174065
