stream_label,model_class,model,operational_n,operational_pooled_mape,operational_horizon_mean_mape,operational_bias_pct,paper_n,paper_horizon_mean_mape,paper_pooled_mape,paper_bias_pct,operational_annual_mape,paper_annual_mape,operational_h09_12_mape,paper_h09_12_mape,op_gain_vs_schiff_spec_pp,paper_gain_vs_schiff_spec_pp,decision_score,governance_score
Light RUC volume,Light RUC challenger candidate,dynamic_RESID_GBR_n400_d1_lr0.05_w36,390,8.246486582537504,8.366080041639075,2.1362632284680343,126.0,5.380130323180013,4.853456957931914,0.8762141732480994,6.690143915476226,1.409235759651224,9.58346445833702,7.702484674849129,0.1664524955604616,3.141266766826857,15.512779207433375,0.1800729040097205
Light RUC volume,Light RUC challenger candidate,dynamic_RESID_GBR_n400_d1_lr0.08_w36,390,8.264763288992265,8.376166706791414,2.012912287263985,126.0,5.46195295051987,4.953920564776454,0.898815699459661,6.736155901048687,1.4932839097977304,9.493880352601805,7.758193410516741,0.14817578910570006,3.059444139487,15.612046443500708,0.1805589307411907
Light RUC volume,Light RUC challenger candidate,spec_plus_ylag_RESID_GBR_n150_d2_lr0.08_w36,390,8.381594956747515,8.508752129924197,2.6158904245299435,126.0,5.832807989988616,5.381318465066644,1.3914912658784826,6.433579092988278,2.1931214563202426,9.868696455121595,7.895834399303597,0.031344121350450393,2.6885891000182536,16.084386762436193,0.1810449574726609
Light RUC volume,Light RUC challenger candidate,dynamic_plus_ylag_RESID_GBR_n400_d2_lr0.05_w36,390,8.230583571842676,8.346280558690756,2.5809445248706195,126.0,5.538533619799004,4.924970740385012,1.2240772479598894,6.589232214331584,1.4246392239227463,9.531457142949062,8.090037912248544,0.1823555062552895,2.9828634702078656,15.674519697711638,0.1817132442284325
Light RUC volume,Light RUC challenger candidate,dynamic_plus_ylag_RESID_GBR_n250_d2_lr0.05_w36,390,8.24311159822653,8.357798625391942,2.5763236893875665,126.0,5.541319182354175,4.925348953720035,1.2022222764192738,6.5890665932512205,1.4470351380265103,9.531586637541,8.096839695333518,0.16982747987143476,2.980077907652695,15.689329797832267,0.1826245443499392
Light RUC volume,Light RUC challenger candidate,spec_plus_ylag_RESID_GBR_n150_d1_lr0.05_w40,390,8.468631525311897,8.617428941484905,1.7482542361964355,126.0,6.785182038536697,5.818494679570782,-0.3126207763092881,6.473472353070537,3.220666538235581,10.1660226685884,10.777421265055509,-0.055692447213932184,1.7362150514701726,17.047007075735873,0.1827460510328068
Light RUC volume,Light RUC challenger candidate,dynamic_plus_ylag_RESID_GBR_n150_d2_lr0.08_w40,390,8.499625021604599,8.632642805301414,2.052172451931128,126.0,6.365369668300242,5.3319889343892575,0.2085516040064296,6.47432553194678,1.527962974811773,9.98076209587944,10.468664871760195,-0.08668594350663383,2.1560274217066278,16.688793318084645,0.1828068043742405
Light RUC volume,Light RUC challenger candidate,dynamic_plus_ylag_RESID_GBR_n250_d1_lr0.08_w36,390,8.229341352025017,8.342870276861921,2.3202313043986416,126.0,5.488085068159951,4.912171949861342,0.9929881036925224,6.700814986048227,1.5509994934436444,9.483157498875954,7.939087533455093,0.18359772607294822,3.0333120218469185,15.62465329713689,0.1835965978128797
Light RUC volume,Light RUC challenger candidate,spec_plus_ylag_RESID_GBR_n80_d1_lr0.08_w44,390,8.71421451745328,8.867368475709096,2.0735530319798414,126.0,7.444440490836327,6.4181010721085965,-0.471443495554589,6.082290141151884,3.2996230269180518,10.553852675608615,11.294841968233724,-0.3012754393553152,1.0769565991705425,17.886582846775564,0.1842648845686512
Light RUC volume,Current finalist (evidence-pack predictions),LIGHT_RUC__RESCUE_static_bias_penalty_top25_cap0p4,438,9.14754535409187,9.260528371335493,0.738125201756664,126.0,8.651893992173408,7.864763658347932,-0.996321374200726,5.999498868354415,,10.525989642599182,,-0.7346062759939045,-0.13049690216653786,19.37312658352955,0.1846901579586877
Light RUC volume,Light RUC challenger candidate,spec_plus_ylag_RESID_GBR_n400_d2_lr0.08_w36,390,8.388509416685508,8.517917520126831,2.638187656858448,126.0,5.832746277003899,5.382512563240322,1.44841957122917,6.422111895319037,2.1628193664717523,9.898978364983236,7.907359453635002,0.024429661412456838,2.6886508130029707,16.09060243320501,0.184872417982989
Light RUC volume,Light RUC challenger candidate,dynamic_RESID_GBR_n250_d1_lr0.08_w36,390,8.266539851517624,8.379944392087836,2.125095721718357,126.0,5.407350553425391,4.884196653744023,0.8778338283694562,6.73462578120313,1.4331482739751151,9.515965035864523,7.768080085435073,0.14639922658034088,3.114046536581479,15.570056422415634,0.1859659781287971
