series_id,series_label,fan_source,scenario_name,FY,period,central,p10,p25,p75,p90,lower50,upper50,lower80,upper80,unit,method,source_file,model_id,horizon_scope,interpretation,fed_path,fan_segment
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2031,FY2031,5847.236902159696,,,,,5816.1023362399255,5847.236902159696,5816.1023362399255,5847.236902159696,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2032,FY2032,5807.800710963223,,,,,5763.642606177847,5807.800710963223,5763.642606177847,5807.800710963223,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2033,FY2033,5753.332005473503,,,,,5691.02965439379,5753.332005473503,5691.02965439379,5753.332005473503,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2034,FY2034,5680.8686047379115,,,,,5595.020472352591,5680.8686047379115,5595.020472352591,5680.8686047379115,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2035,FY2035,5582.654138771063,,,,,5467.027552467822,5582.654138771063,5467.027552467822,5582.654138771063,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2036,FY2036,5447.543824856904,,,,,5296.465474839797,5447.543824856904,5296.465474839797,5447.543824856904,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2037,FY2037,5266.2276027493635,,,,,5075.018907216532,5266.2276027493635,5075.018907216532,5266.2276027493635,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2038,FY2038,5030.724399017497,,,,,4798.874890592184,5030.724399017497,4798.874890592184,5030.724399017497,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2039,FY2039,4740.255080702382,,,,,4471.061606609729,4740.255080702382,4471.061606609729,4740.255080702382,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2040,FY2040,4401.96083564807,,,,,4102.010565156654,4401.96083564807,4102.010565156654,4401.96083564807,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2041,FY2041,4029.5881662269035,,,,,3707.41654477564,4029.5881662269035,3707.41654477564,4029.5881662269035,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2042,FY2042,3621.991526836665,,,,,3287.5870026097814,3621.991526836665,3287.5870026097814,3621.991526836665,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2043,FY2043,3220.0585465394292,,,,,2884.3380176939245,3220.0585465394292,2884.3380176939245,3220.0585465394292,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2044,FY2044,2858.5766802436387,,,,,2529.4045280346477,2858.5766802436387,2529.4045280346477,2858.5766802436387,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2045,FY2045,2557.7328347002126,,,,,2239.515157838847,2557.7328347002126,2239.515157838847,2557.7328347002126,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2046,FY2046,2305.012583311315,,,,,1999.346932715151,2305.012583311315,1999.346932715151,2305.012583311315,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2047,FY2047,2075.635507015144,,,,,1783.5364284778425,2075.635507015144,1783.5364284778425,2075.635507015144,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2048,FY2048,1870.4792325595422,,,,,1592.2080529439932,1870.4792325595422,1592.2080529439932,1870.4792325595422,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2049,FY2049,1684.8447675626285,,,,,1420.7669683909457,1684.8447675626285,1420.7669683909457,1684.8447675626285,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2050,FY2050,1516.8515177033519,,,,,1267.1325907090322,1516.8515177033519,1267.1325907090322,1516.8515177033519,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2026,FY2026,3050.766227644052,,,,,3050.766227644052,3053.846248287296,3050.766227644052,3053.846248287296,million litres,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2027,FY2027,2903.2831114272785,,,,,2903.2831114272785,2921.0684323108812,2903.2831114272785,2921.0684323108812,million litres,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2028,FY2028,2871.5904544841837,,,,,2871.5904544841837,2906.314530935436,2871.5904544841837,2906.314530935436,million litres,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2029,FY2029,2855.885466922872,,,,,2855.885466922872,2907.4948940911063,2855.885466922872,2907.4948940911063,million litres,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2030,FY2030,2840.934708355387,,,,,2840.934708355387,2908.8554621644034,2840.934708355387,2908.8554621644034,million litres,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2031,FY2031,2823.1738268321046,,,,,2823.1738268321046,2907.438475822093,2823.1738268321046,2907.438475822093,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2032,FY2032,2794.2509404458915,,,,,2794.2509404458915,2895.0337779104575,2794.2509404458915,2895.0337779104575,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2033,FY2033,2757.7578047017214,,,,,2757.7578047017214,2871.9882132476946,2757.7578047017214,2871.9882132476946,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2034,FY2034,2712.6154233283746,,,,,2712.6154233283746,2836.4985436661573,2712.6154233283746,2836.4985436661573,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2035,FY2035,2655.2494193524303,,,,,2655.2494193524303,2784.040449431958,2655.2494193524303,2784.040449431958,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2036,FY2036,2580.5303931448284,,,,,2580.5303931448284,2708.9822784584894,2580.5303931448284,2708.9822784584894,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2037,FY2037,2484.295612045904,,,,,2484.295612045904,2606.7843894788602,2484.295612045904,2606.7843894788602,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2038,FY2038,2363.090597401711,,,,,2363.090597401711,2475.1716262130735,2363.090597401711,2475.1716262130735,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2039,FY2039,2216.9046263985206,,,,,2216.9046263985206,2315.390551057264,2216.9046263985206,2315.390551057264,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2040,FY2040,2049.4374373331057,,,,,2049.4374373331057,2132.5824642086523,2049.4374373331057,2132.5824642086523,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2041,FY2041,1867.0699277600565,,,,,1867.0699277600565,1934.748672784203,1867.0699277600565,1934.748672784203,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2042,FY2042,1668.7099416723806,,,,,1668.7099416723806,1721.9512349783022,1668.7099416723806,1721.9512349783022,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2043,FY2043,1474.841899531004,,,,,1474.841899531004,1516.0795215600301,1474.841899531004,1516.0795215600301,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2044,FY2044,1301.4341793957176,,,,,1301.4341793957176,1334.0396821057466,1301.4341793957176,1334.0396821057466,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2045,FY2045,1157.3363397976416,,,,,1157.3363397976416,1185.0058094191836,1157.3363397976416,1185.0058094191836,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2046,FY2046,1036.4541670656683,,,,,1036.4541670656683,1061.233599028168,1036.4541670656683,1061.233599028168,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2047,FY2047,927.3401545716979,,,,,927.3401545716979,949.5109007527467,927.3401545716979,949.5109007527467,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2048,FY2048,830.2130563891706,,,,,830.2130563891706,850.0616986146312,830.2130563891706,850.0616986146312,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2049,FY2049,742.8172219892443,,,,,742.8172219892443,760.5764142408096,742.8172219892443,760.5764142408096,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_volume,PED volume,Scenario spread,current_basecase_vs_current_comparison_1,2050,FY2050,664.1783092400348,,,,,664.1783092400348,680.0574110351251,664.1783092400348,680.0574110351251,million litres,scenario_spread_not_probabilistic,post_model_extrapolation,PED__DIAGLAB__B__glsar__ylag1__ar1__wexp,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
light_ruc_net_km,Light RUC net km,MBU26 archived forecast error,mbu26_official,2026,FY2026,12899.1247322853,-0.1002823173592905,-0.0683794143757712,0.0030248122550805,0.1112110822460995,12017.090137131605,12938.142162855327,11605.570612225192,14333.650353790175,million km,mbu26_archived_forecast_error_bands,data/revenue_model_source_pack/2026_05_19/mot_error_bands.csv; data/current_revenue_outlook/revenue_chart_rows.csv,MBU26 official comparator,june_year_horizon_from_fy2025_actual,Archived MBU26/MOT forecast-error quantiles by matching source series and June-year horizon.,MBU26,empirical_supported
light_ruc_net_km,Light RUC net km,MBU26 archived forecast error,mbu26_official,2027,FY2027,12939.636710647,-0.1189922945744166,-0.0991827955970986,0.0020214904298945,0.2020497627291366,11656.247367674185,12965.794062423885,11399.919647487757,15554.087237834454,million km,mbu26_archived_forecast_error_bands,data/revenue_model_source_pack/2026_05_19/mot_error_bands.csv; data/current_revenue_outlook/revenue_chart_rows.csv,MBU26 official comparator,june_year_horizon_from_fy2025_actual,Archived MBU26/MOT forecast-error quantiles by matching source series and June-year horizon.,MBU26,empirical_supported
light_ruc_net_km,Light RUC net km,MBU26 archived forecast error,mbu26_official,2028,FY2028,13427.7171481819,-0.1513531174165721,-0.1057111864025649,-0.0143522199225097,0.3895325735759011,12008.257237769525,13234.99959861394,11395.390298016608,18658.250366162454,million km,mbu26_archived_forecast_error_bands,data/revenue_model_source_pack/2026_05_19/mot_error_bands.csv; data/current_revenue_outlook/revenue_chart_rows.csv,MBU26 official comparator,june_year_horizon_from_fy2025_actual,Archived MBU26/MOT forecast-error quantiles by matching source series and June-year horizon.,MBU26,empirical_supported
